 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,174,174,174,291.265,200.079,61
2,0.000,137,137,137,84.640,232.651,61
3,0.000,220,220,220,294.141,190.584,76
4,0.000,140,140,140,110.827,147.468,76
5,0.000,213,213,213,286.672,190.277,91
6,0.000,147,147,147,123.650,78.183,91
