 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,0,0,0,64.952,37.751,0.058,0.058,0,73
2,0.000,10,10,10,54.687,26.607,0.058,0.058,0,73
3,0.000,172,172,172,66.374,36.381,0.058,0.058,0,95
4,0.000,67,67,67,46.516,25.262,0.058,0.058,0,95
5,0.000,244,244,244,68.598,44.913,0.058,0.058,0,117
6,0.000,56,56,56,24.900,30.692,0.058,0.058,0,117
