 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,255,255,255,58.032,56.722,0.062,0.062,0,170
2,0.000,130,130,130,62.427,37.696,0.062,0.062,0,170
3,0.000,255,255,255,61.553,57.841,0.062,0.062,0,193
4,0.000,108,108,108,47.359,27.378,0.062,0.062,0,193
5,0.000,255,255,255,57.077,52.000,0.062,0.062,0,216
6,0.000,35,35,35,34.257,15.095,0.062,0.062,0,216
