 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,45,45,45,43.502,52.957,0.070,0.070,0,96
2,0.000,217,217,217,51.010,45.387,0.070,0.070,0,96
3,0.000,45,45,45,49.651,57.375,0.070,0.070,0,120
4,0.000,255,255,255,53.358,45.758,0.070,0.070,0,120
5,0.000,30,30,30,55.089,59.167,0.070,0.070,0,144
6,0.000,245,245,245,53.544,35.191,0.070,0.070,0,144
7,0.000,77,77,77,56.633,54.100,0.070,0.070,0,168
8,0.000,172,172,172,48.600,16.777,0.070,0.070,0,168
