 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,255,255,255,37.361,37.306,0.062,0.062,0,1
2,0.000,179,179,179,59.772,58.346,0.062,0.062,0,1
3,0.000,255,255,255,35.359,37.718,0.062,0.062,0,24
4,0.000,116,116,116,56.920,54.396,0.062,0.062,0,24
5,0.000,255,255,255,30.092,41.558,0.062,0.062,0,47
6,0.000,99,99,99,53.792,49.239,0.062,0.062,0,47
7,0.000,250,250,250,31.025,51.872,0.062,0.062,0,70
8,0.000,81,81,81,57.139,47.209,0.062,0.062,0,70
