 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0,64,64,64,561.000,1024.000,1.128,1.128,0,1
2,0,125,125,125,807.500,807.500,1.128,1.128,0,1
3,0,146,146,146,311.500,1059.500,1.128,1.128,0,20
4,0,92,92,92,795.500,995.500,1.128,1.128,0,20
