 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,85,85,85,87.200,60.740,71
2,0.000,144,144,144,132.380,132.602,71
3,0.000,90,90,90,95.326,56.497,85
4,0.000,79,79,79,152.350,135.487,85
5,0.000,60,60,60,100.208,63.819,100
6,0.000,74,74,74,159.228,155.234,100
7,0.000,28,28,28,109.527,66.703,115
8,0.000,69,69,69,161.447,178.754,115
