Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	branch_rates[159]	branch_rates[160]	branch_rates[161]	branch_rates[162]	branch_rates[163]	branch_rates[164]	branch_rates[165]	branch_rates[166]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
6000	-16782.2	-16896.4	114.292	0.2002742	0.0612069	0.00664366	0.00717208	0.00160062	0.0104472	0.0110371	0.0220276	0.0382957	0.0296989	0.0119139	0.0140681	0.0587441	0.0415497	0.00444165	0.000898161	0.00134196	0.0063174	0.235408	0.0490707	0.0709876	0.0520746	0.0148734	0.107137	0.00736412	0.0361384	0.00278345	0.0880862	0.00301057	0.024401	0.137649	0.0139757	0.0934952	0.00846368	0.0405764	0.0709419	0.017745	0.00975057	0.00470865	0.0269715	0.0103425	0.0439208	0.00304491	0.0326665	0.000752934	0.0158801	0.052884	0.00824933	0.00186677	0.00150815	0.0042934	0.0195919	0.335829	0.0537963	0.00142782	0.0135475	0.00382383	0.0008534	0.0183146	0.0221398	0.00926548	0.466975	0.00767088	0.0267064	0.0010618	0.169261	0.00356466	0.000529888	0.0805802	0.0284946	0.0193742	0.0310049	0.00236747	1.00659	0.00119346	0.260132	0.00330629	0.000756386	0.00882709	0.0102364	0.0715595	0.0491981	0.00580707	0.0081817	0.0017716	0.00185164	0.0166616	0.0678087	0.595285	0.0715048	0.0277805	0.0351058	0.00376788	0.00728659	0.0389834	0.000113687	0.0183239	0.480355	0.0220439	0.113615	0.00639982	0.00308874	0.000752824	0.00830602	0.00581909	0.000798544	0.0589438	0.0351399	0.00494063	0.0192194	0.00183603	0.0613751	0.0120504	0.00967949	0.00508151	0.0236935	0.575413	0.00157914	0.00253807	0.00138833	0.04552	0.00360433	0.0201235	0.00491398	0.0591908	0.00219656	0.0293622	0.000666357	0.00944501	0.000552302	0.0121114	0.00162863	0.0349522	0.00171756	0.26474	0.0134021	0.0515932	0.00629725	0.112828	0.0338322	0.00418868	0.00106357	0.041844	0.102096	0.0884571	0.0334562	0.00264462	0.00315326	0.000533963	0.00254815	0.00710753	0.0016289	0.00891257	0.0230906	0.0603167	0.0020216	0.00555436	0.0058638	0.0204198	0.00129961	0.0104495	0.086669	0.00243494	0.0118295	0.155893	0.0645984	0.0407028	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.04938647	0.240502	0.221357	0.269854	0.268287	1.999209	0.6648405	0.05364984	-4.405212	1.720428	2.959871
6010	-16789.5	-16890.9	101.426	0.2002742	0.056009	0.00713703	0.0077047	0.00171948	0.011223	0.0118568	0.0236634	0.0411396	0.0319044	0.0127986	0.0151128	0.0631066	0.0446353	0.00477149	0.00096486	0.00144162	0.00678654	0.25289	0.0527148	0.0762593	0.0559418	0.015978	0.115093	0.00791099	0.0388222	0.00299016	0.0388059	0.00323414	0.026213	0.147871	0.0150136	0.100438	0.00909221	0.0435897	0.0762102	0.0190628	0.0104747	0.00505832	0.0289745	0.0111105	0.124694	0.00327104	0.0350924	0.000808849	0.0170594	0.0568113	0.00886194	0.0020054	0.00162015	0.00461223	0.0210469	0.360768	0.0577914	0.00153385	0.0145535	0.0041078	0.000916776	0.0196746	0.023784	0.00995356	0.501653	0.00824053	0.0286897	0.00114066	0.181831	0.00382938	0.000569239	0.0865642	0.0306107	0.020813	0.0333074	0.00254329	1.08134	0.00128209	0.27945	0.00355183	0.000812557	0.00948261	0.0109966	0.0768736	0.0528516	0.00623831	0.00878929	0.00190316	0.00198915	0.0178989	0.0728443	0.639492	0.0768149	0.0298435	0.0377128	0.00404769	0.00782771	0.0418784	0.000122129	0.0196847	0.516028	0.0236809	0.122053	0.00687508	0.00331811	0.00080873	0.00892284	0.00625123	0.000857845	0.0633211	0.0377495	0.00530753	0.0206467	0.00197238	0.0659329	0.0129452	0.0103983	0.00545888	0.025453	0.618145	0.00169642	0.00272656	0.00149143	0.0489004	0.00387199	0.0216179	0.00527891	0.0635865	0.00235969	0.0315427	0.000715842	0.0101464	0.000593318	0.0130108	0.00174957	0.0375478	0.00184511	0.284401	0.0143973	0.0554247	0.0067649	0.121207	0.0363447	0.00449974	0.00114255	0.0449514	0.109678	0.0950262	0.0359407	0.00284101	0.0130268	0.000573616	0.00273738	0.00763535	0.00174987	0.00957374	0.0240837	0.0647959	0.00217173	0.00596684	0.00629926	0.0219403	0.00139607	0.0275324	0.10495	0.00261577	0.0132757	0.0240604	0.0693956	0.0662975	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.0526248	0.240502	0.221357	0.269854	0.268287	1.999003	0.6648405	0.07030941	-4.286199	1.806294	3.262698
6020	-16804	-16885.4	81.4283	0.2002742	0.0656668	0.00809527	0.0139497	0.00195034	0.0127299	0.0134487	0.0268405	0.0466631	0.036188	0.014517	0.0171419	0.0715794	0.0506282	0.00541213	0.0010944	0.00163518	0.00769773	0.286844	0.0597924	0.0864981	0.0634527	0.0181232	0.130546	0.00897314	0.0440345	0.00339163	0.0440161	0.00366837	0.0297325	0.167725	0.0170294	0.113923	0.010313	0.0494422	0.0864424	0.0216222	0.011881	0.00573747	0.0328647	0.0126023	0.141436	0.00371021	0.039804	0.000917447	0.0193499	0.064439	0.0100518	0.00227465	0.00183768	0.00523149	0.0238727	0.409206	0.0655506	0.00173979	0.0165075	0.00465932	0.00103986	0.0223162	0.0269773	0.01129	0.569007	0.00934693	0.0325416	0.0012938	0.206244	0.00434353	0.000645666	0.0981866	0.0347206	0.0236074	0.0377794	0.00288475	1.23184	0.00145422	0.31697	0.0040287	0.000921653	0.0107558	0.012473	0.0871949	0.0599477	0.00707589	0.00996937	0.00215868	0.00225622	0.0203021	0.0826246	0.725352	0.0871282	0.0338504	0.0427762	0.00459114	0.00887868	0.0475011	0.000138527	0.0223276	0.585311	0.0268604	0.13844	0.00779815	0.00376361	0.000917313	0.0101208	0.00709054	0.000973022	0.0718227	0.0428179	0.00602014	0.0234188	0.0022372	0.0747853	0.0146833	0.0117944	0.0061918	0.0288704	0.701139	0.00192418	0.00309263	0.00169167	0.0554659	0.00439186	0.0245204	0.00598767	0.0721238	0.0026765	0.0357778	0.00584222	0.0115087	0.000672978	0.0147577	0.00198448	0.0425891	0.00209284	0.322585	0.0163304	0.0628661	0.00767317	0.13748	0.0412244	0.00510388	0.00129595	0.0509867	0.124403	0.107785	0.0407662	0.00322245	0.0147758	0.000650632	0.00310491	0.00866049	0.0247056	0.0108604	0.0273594	0.0734956	0.00246331	0.00676796	0.00714501	0.0248889	0.00158354	0.0283654	0.105224	0.00296697	0.0151279	0.00438543	0.0787129	0.0583632	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.05959465	0.240502	0.221357	0.269854	0.268287	2.000488	0.6648405	0.06221832	-4.090165	1.620531	2.626119
6030	-16754.6	-16894.3	139.696	0.2002742	0.0568367	0.00591448	0.0101918	0.00142494	0.00930058	0.00982574	0.0196099	0.0340925	0.0264393	0.0106063	0.012524	0.0522966	0.0369894	0.00395415	0.000799583	0.00119468	0.00562403	0.209571	0.0436849	0.0631964	0.0463592	0.013241	0.0953779	0.00655587	0.0321721	0.00247796	0.0321586	0.00268015	0.0217228	0.122542	0.0124418	0.0832336	0.00753474	0.0361229	0.0631556	0.0157974	0.00868039	0.00419185	0.0240113	0.00920735	0.103335	0.00271072	0.0290812	0.000670296	0.0141372	0.0470797	0.00734392	0.00166188	0.00134263	0.00382218	0.0174416	0.29897	0.0478919	0.00127111	0.0120606	0.00340415	0.000759735	0.0163044	0.0197099	0.00824855	0.415722	0.00682896	0.0237752	0.000945266	0.150684	0.00317342	0.00047173	0.0717361	0.0253672	0.0172478	0.027602	0.00210763	0.899998	0.00106247	0.231581	0.00294341	0.000673369	0.00785827	0.00911292	0.0637055	0.00110639	0.00516971	0.00728372	0.00157716	0.00164842	0.0148329	0.0603664	0.529949	0.0636568	0.0247314	0.0312527	0.00335433	0.00648685	0.0347048	0.000101209	0.0163128	0.427634	0.0196245	0.101146	0.00569741	0.00274973	0.000670198	0.00739439	0.00518042	0.0007109	0.0524744	0.0312831	0.00439837	0.01711	0.00163452	0.0546389	0.0107278	0.00861712	0.00452379	0.021093	0.512259	0.00140583	0.00225951	0.00123595	0.0405239	0.00320873	0.0179149	0.00437465	0.0526943	0.00195548	0.0261396	0.00426838	0.00840838	0.000491684	0.0107821	0.00144988	0.031116	0.00152905	0.000342388	0.0119311	0.0459306	0.00560609	0.100444	0.030119	0.00372895	0.000946837	0.0372514	0.0908903	0.0787485	0.0297842	0.00235436	0.0107954	0.000475358	0.00226848	0.00632744	0.0180501	0.00793473	0.0213198	0.0536966	0.00179972	0.00494474	0.00522021	0.0181895	0.001157	0.0077842	0.132007	0.0021677	0.0109891	8.85827e-05	0.0575084	0.0634588	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.04228738	0.240502	0.221357	0.269854	0.268287	2.000364	0.6648405	0.06137464	-4.568166	1.885422	3.554815
6040	-16732.6	-16894.7	162.111	0.2002742	0.075636	0.00550893	0.00949292	0.00132723	0.00866284	0.00915199	0.0182653	0.0317548	0.0246264	0.00987901	0.0116652	0.0487107	0.0344531	0.00368302	0.000744756	0.00111276	0.0052384	0.195201	0.0406894	0.058863	0.0431803	0.0123331	0.0888378	0.00610633	0.029966	0.00230804	0.0299535	0.00249637	0.0202333	0.114139	0.0115887	0.0775263	0.00701809	0.033646	0.0588251	0.0147142	0.00808518	0.00390442	0.0223648	0.008576	0.0962489	0.00252485	0.0270871	0.000624334	0.0131678	0.0438515	0.00684035	0.00154793	0.00125056	0.00356009	0.0162457	0.27847	0.044608	0.00118395	0.0112336	0.00317073	0.00070764	0.0151864	0.0183584	0.00768295	0.387216	0.0063607	0.022145	0.00088045	0.140351	0.00295582	0.000439384	0.0668172	0.0236278	0.0160651	0.0257093	0.00196311	0.838285	0.000989617	0.215702	0.00274158	0.000627196	0.00731943	0.00848804	0.0593372	0.00103053	0.00481523	0.00678427	0.00146901	0.00153538	0.0138158	0.0562271	0.493611	0.0592918	0.0230356	0.0291097	0.00312433	0.00604205	0.0323251	9.42692e-05	0.0151942	0.398311	0.0182788	0.09421	0.00530674	0.00256118	0.000624242	0.00688736	0.0048252	0.000662153	0.0488762	0.0291381	0.00409678	0.0159367	0.00152244	0.00933264	0.00999217	0.00802624	0.0042136	0.0196467	0.000741582	0.00130943	0.00210457	0.0011512	0.0377452	0.0224043	0.0166864	0.0157531	0.0490811	0.00182139	0.0243472	0.0039757	0.00783182	0.00045797	0.0100428	0.00135046	0.0289824	0.0014242	0.00031891	0.011113	0.0427812	0.00522169	0.0935569	0.00423936	0.00347325	0.000881913	0.0346971	0.084658	0.0733487	0.0277419	0.00219292	0.0100551	0.000442763	0.00211293	0.00589357	0.0168124	0.00739093	0.0200995	0.0500147	0.00167631	0.00460568	0.00486227	0.016934	0.00107768	0.0106716	0.139723	0.00201906	0.0103223	0.000424267	0.0535651	0.0462609	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.03649635	0.240502	0.221357	0.269854	0.268287	2.000579	0.6648405	0.03493156	-4.704989	1.643548	2.701249
6050	-16737.1	-16895.3	158.186	0.2002742	0.0619657	0.00550893	0.00949292	0.00132723	0.00866284	0.00915199	0.0182653	0.0317548	0.00651676	0.00987901	0.0116652	0.0487107	0.0344531	0.00368302	0.000744756	0.00111276	0.0052384	0.195201	0.0406894	0.058863	0.0431803	0.0123331	0.0888378	0.00610633	0.029966	0.00230804	0.0299535	0.00249637	0.0202333	0.114139	0.0115887	0.0775263	0.00701809	0.033646	0.0588251	0.0147142	0.00808518	0.00390442	0.0223648	0.008576	0.0962489	0.00252485	0.0270871	0.000624334	0.0131678	0.0438515	0.00684035	0.00154793	0.00125056	0.00356009	0.0162457	0.27847	0.044608	0.00118395	0.0112336	0.00317073	0.00070764	0.0151864	0.0183584	0.00768295	0.387216	0.0063607	0.022145	0.00088045	0.140351	0.00295582	0.000439384	0.0668172	0.0236278	0.0160651	0.0257093	0.00196311	0.838285	0.000989617	0.215702	0.00274158	0.000627196	0.00731943	0.00848804	0.0593372	0.00103053	0.00481523	0.00678427	0.00146901	0.00153538	0.0138158	0.0562271	0.493611	0.0592918	0.0230356	0.0291097	0.00312433	0.00604205	0.0323251	9.42692e-05	0.0151942	0.398311	0.0182788	0.09421	0.00530674	0.00256118	0.000624242	0.011844	0.0048252	0.000662153	0.0488762	0.0291381	0.00409678	0.0159367	0.00152244	0.00933264	0.0966358	0.00802624	0.0042136	0.0196467	0.000741582	0.00130943	0.00210457	0.0011512	0.0377452	0.0224043	0.0166864	0.0157531	0.0490811	0.00182139	0.0243472	0.0039757	0.00783182	0.00045797	0.0100428	0.00135046	0.0289824	0.0014242	0.00031891	0.011113	0.0427812	0.00522169	0.0935569	0.00423936	0.00347325	0.000881913	0.0346971	0.084658	0.0733487	0.0277419	0.00219292	0.0100551	0.000442763	0.00211293	0.00589357	0.0168124	0.00739089	0.0207938	0.0500146	0.00167631	0.00460568	0.00486227	0.0169344	0.00107768	0.0171271	0.150932	0.00201906	0.00960923	0.00386885	0.0535651	0.0685459	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.03711801	0.240502	0.221357	0.269854	0.268287	2.000413	0.6648405	0.03816612	-4.547896	1.601305	2.564178
6060	-16717.8	-16899.8	181.985	0.2002742	0.0560642	0.00485162	0.00836026	0.00116887	0.00762922	0.00806	0.0160859	0.0279659	0.0057392	0.00870028	0.0102734	0.0428987	0.000757517	0.00324357	0.000655894	0.000979987	0.00461337	0.17191	0.0358345	0.0518397	0.0380282	0.0108615	0.078238	0.00537775	0.0263906	0.00203266	0.0263795	0.00219851	0.0178191	0.10052	0.010206	0.0682761	0.00618071	0.0296315	0.0518063	0.0129585	0.00712048	0.00343855	0.0196963	0.00755274	0.0847648	0.00222359	0.0238552	0.00054984	0.0115967	0.0386193	0.00602418	0.00136324	0.00110135	0.00313531	0.0143073	0.245244	0.0392855	0.00104268	0.00989323	0.00279241	0.000623207	0.0133744	0.0161679	0.00676624	0.341015	0.00560176	0.0195027	0.000775397	0.123605	0.00260314	0.000386958	0.0588448	0.0208086	0.0141483	0.0226418	0.00172888	0.738264	0.000871539	0.189965	0.00241447	0.000552361	0.0064461	0.00747528	0.0522573	0.000907566	0.00424069	0.0059748	0.00129373	0.00135219	0.0121674	0.0495182	0.434715	0.0522173	0.0202871	0.0256365	0.00275154	0.00532113	0.0284682	8.30213e-05	0.0133813	0.350786	0.0160978	0.0829692	0.00467355	0.00225559	0.00054976	0.0104308	0.00424947	0.000583147	0.0430445	0.0256614	0.00360796	0.0140352	0.00134079	0.0082191	0.0851056	0.00706858	0.00371084	0.0173025	0.000653099	0.00115319	0.00185346	0.00101384	0.0332416	0.0197311	0.0146955	0.0138735	0.0432249	0.00160407	0.0214422	0.00350133	0.00689735	0.000403326	0.00884452	0.00118933	0.0255243	0.00125427	0.000280859	0.00978704	0.0376767	0.00459865	0.082394	0.00373353	0.00305884	0.000776686	0.0305571	0.0745569	0.064597	0.0244318	0.00193127	0.00885538	0.000389934	0.00186082	0.00519037	0.0148064	0.00650926	0.0185218	0.044047	0.0014763	0.00405614	0.00428212	0.0149134	0.000949096	0.0198532	0.147849	0.00177815	0.00796636	0.0011335	0.0471739	0.0608072	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.03262585	0.240502	0.221357	0.269854	0.268287	2.000754	0.6648405	0.03284735	-4.847697	1.692225	2.863625
6070	-16695.2	-16906.7	211.559	0.2002742	0.0673978	0.00397498	0.00684965	0.000957668	0.0062507	0.00660365	0.0131794	0.0229128	0.00470219	0.00712823	0.0084171	0.0351473	0.000620642	0.00265749	0.000537381	0.000802913	0.00377978	0.140848	0.0293596	0.0424728	0.0311569	0.00889896	0.0641012	0.00440604	0.0216221	0.00166538	0.021613	0.00180126	0.0145994	0.0823573	0.00836187	0.0559393	0.00506392	0.0242774	0.0424454	0.010617	0.00583389	0.00281724	0.0161374	0.00618804	0.0694487	0.00182181	0.0195448	0.00045049	0.00950129	0.0316412	0.00493568	0.00111691	0.000902347	0.00256879	0.0117221	0.200931	0.032187	0.000854281	0.00810562	0.00228785	0.0005106	0.0109578	0.0132465	0.00554366	0.279397	0.00458958	0.0159788	0.000635291	0.101271	0.00213278	0.000317039	0.0482121	0.0170487	0.0115918	0.0185506	0.00141649	0.604867	0.000714061	0.15564	0.0019782	0.000452555	0.00528136	0.00612457	0.0428149	0.000743579	0.00347444	0.00489521	0.00105997	0.00110786	0.00996886	0.0405708	0.356166	0.0427822	0.0166214	0.0210042	0.00225437	0.00071735	0.0233243	6.80202e-05	0.0109634	0.287403	0.0131891	0.0679775	0.00382909	0.00184803	0.000450424	0.0085461	0.00348164	0.000477779	0.0352668	0.0210247	0.00295604	0.0114992	0.00109852	0.00673399	0.0697279	0.00579136	0.00304033	0.0141761	0.000535091	0.000944822	0.00151856	0.000830653	0.0272352	0.0161659	0.0120401	0.0113667	0.0354146	0.00131423	0.0175678	0.00286868	0.00565107	0.000330449	0.00724641	0.000974429	0.0209123	0.00102764	0.000230111	0.00801863	0.0239995	0.00376772	0.0675063	0.00305892	0.00250614	0.000636347	0.0250358	0.0610852	0.052925	0.0200173	0.00158231	0.00725531	0.000319477	0.00152459	0.00425252	0.0121311	0.00533321	0.0176843	0.0360882	0.00120955	0.00332324	0.00350839	0.0122193	0.000777602	0.0274358	0.102424	0.00145686	0.00652416	0.00340567	0.03865	0.0656776	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.02687681	0.240502	0.221357	0.269854	0.268287	1.999242	0.6648405	0.03472708	-4.683046	1.626536	2.645621
6080	-16701.4	-16901.7	200.288	0.2002742	0.0655876	0.0042124	0.00725876	0.00101487	0.00662404	0.00699807	0.0139666	0.0242813	0.00498304	0.00755398	0.00891983	0.0372466	0.000657712	0.00281622	0.000569477	0.000850869	0.00400554	0.14926	0.0311132	0.0450096	0.0330178	0.00943048	0.0679298	0.00466921	0.0229135	0.00176485	0.0229039	0.00190885	0.0154714	0.0872763	0.0088613	0.0592805	0.00536638	0.0257274	0.0449806	0.0112512	0.00618233	0.00298551	0.0171012	0.00655764	0.0735967	0.00193062	0.0207122	0.000477397	0.0100688	0.033531	0.00523047	0.00118362	0.000956242	0.00272222	0.0124222	0.212932	0.0341095	0.000905305	0.00858975	0.0024245	0.000541097	0.0116123	0.0140377	0.00587477	0.296085	0.00486371	0.0169331	0.000673236	0.10732	0.00226017	0.000654124	0.0510917	0.018067	0.0122842	0.0196586	0.00150109	0.640995	0.00075671	0.164936	0.00559773	0.000479586	0.0055968	0.00649038	0.0453722	0.000787991	0.00368196	0.00518759	0.00112328	0.00117403	0.0105643	0.042994	0.377439	0.0453375	0.0176142	0.0222588	0.00238902	0.000760196	0.0247174	7.20829e-05	0.0116183	0.304569	0.0139769	0.0720377	0.00405779	0.00195841	0.000477327	0.00905654	0.00368959	0.000506315	0.0373732	0.0222804	0.0031326	0.012186	0.00116413	0.0071362	0.0738926	0.00613726	0.00322193	0.0150228	0.000567051	0.00100125	0.00160926	0.000880266	0.0288619	0.0171315	0.0127593	0.0120456	0.0375299	0.00139273	0.0186171	0.00304002	0.0059886	0.000350186	0.00767922	0.00103263	0.0221614	0.00108902	0.00100003	0.00849756	0.0254329	0.00399276	0.0715383	0.00324163	0.00265582	0.000674354	0.0265311	0.0647337	0.0560861	0.0212128	0.00167682	0.00768865	0.000338559	0.00161565	0.00450652	0.0128556	0.0056515	0.0187031	0.0382437	0.00128179	0.00352173	0.00371794	0.0129579	0.000824072	0.0402978	0.0843376	0.00154387	0.00680364	0.0261975	0.0409585	0.0613463	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.02848182	0.240502	0.221357	0.269854	0.268287	2.000287	0.6648405	0.02137208	-4.947604	1.484543	2.203868
6090	-16718.1	-16899.1	181.074	0.2002742	0.0567144	0.00468005	0.00806461	0.00112754	0.00735942	0.00777497	0.0155171	0.026977	0.00553624	0.00839261	0.00991009	0.0413816	0.000730729	0.00312887	0.000632699	0.000945331	0.00445022	0.165831	0.0345673	0.0500065	0.0366834	0.0104774	0.0754712	0.00518757	0.0254573	0.00196077	0.0254467	0.00212076	0.017189	0.0969656	0.00984506	0.0658616	0.00596214	0.0285836	0.0499742	0.0125003	0.00686868	0.00331695	0.0189998	0.00728565	0.0817673	0.00214496	0.0230116	0.000530396	0.0111866	0.0372536	0.00581115	0.00131503	0.0010624	0.00302444	0.0138013	0.236571	0.0378962	0.00100581	0.00954337	0.00269366	0.000601168	0.0129015	0.0155962	0.00652697	0.328955	0.00540366	0.018813	0.000747977	0.119234	0.00251109	0.000726744	0.0567638	0.0200727	0.013648	0.0218411	0.00166774	0.712156	0.000840718	0.217496	0.00621917	0.000532828	0.00621814	0.00721093	0.0504093	0.000875472	0.00409073	0.00576351	0.00124798	0.00130437	0.0117371	0.0477671	0.419342	0.0503707	0.0195696	0.0247299	0.00265424	0.000844591	0.0274614	8.00854e-05	0.0129081	0.338381	0.0155286	0.0800351	0.00450828	0.00217583	0.000530319	0.010062	0.00409919	0.000562525	0.0415223	0.0247539	0.00348037	0.0135389	0.00129337	0.00792844	0.0820959	0.00681861	0.00357962	0.0166906	0.000630004	0.00111241	0.00178792	0.000977991	0.032066	0.0190334	0.0141758	0.0133829	0.0416963	0.00154735	0.0206839	0.00337752	0.00665344	0.000389063	0.00853175	0.00114727	0.0246217	0.00120992	0.00111106	0.00944094	0.0282564	0.00443603	0.0794803	0.0036015	0.00295067	0.00074922	0.0294765	0.0719203	0.0623126	0.0235678	0.00186297	0.00854223	0.000376144	0.00179502	0.00500682	0.0142828	0.00627812	0.0193286	0.0424893	0.00142409	0.00391271	0.00413069	0.0143924	0.00091555	0.0184988	0.0832008	0.00171527	0.00802373	0.0501212	0.0455056	0.08077	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.03172789	0.240502	0.221357	0.269854	0.268287	2.002261	0.6648405	0.04739128	-4.640216	1.783759	3.181797
6100	-16748.1	-16890	141.86	0.2002742	0.0596116	0.00565895	0.00975144	0.00136338	0.00889875	0.00940122	0.0187627	0.0326196	0.00669423	0.010148	0.0119829	0.0500372	0.000541985	0.00378332	0.000765037	0.00114306	0.00538105	0.200516	0.0417975	0.060466	0.0443562	0.0126689	0.0912571	0.00627262	0.0307821	0.0023709	0.0307692	0.00256435	0.0207843	0.117247	0.0119043	0.0796375	0.00720921	0.0345623	0.060427	0.0151149	0.00830536	0.0196464	0.0229739	0.00880955	0.0988701	0.0025936	0.0278248	0.000641336	0.0135264	0.0450457	0.00702663	0.00500296	0.00128462	0.00365704	0.0166881	0.286053	0.0458228	0.00121619	0.0115395	0.00325707	0.000726911	0.0156	0.0188583	0.00789218	0.397761	0.00653392	0.022748	0.000904427	0.144174	0.00303632	0.000878752	0.0686368	0.0242712	0.0165026	0.0264095	0.00201657	0.861114	0.00101657	0.262988	0.00752	0.17216	0.00751876	0.0087192	0.0609531	0.0427579	0.00494636	0.00696903	0.00150902	0.0015772	0.0141921	0.0577583	0.507053	0.0609065	0.0236629	0.0299025	0.00320941	0.00102125	0.0332054	9.68364e-05	0.015608	0.409158	0.0187766	0.0967756	0.00545125	0.00263093	0.000641242	0.0121666	0.0049566	0.000680185	0.0502073	0.0299316	0.00420834	0.0163707	0.0015639	0.00958679	0.0992675	0.00824482	0.00432834	0.0186665	0.000761778	0.00134509	0.00216189	0.00118255	0.0387731	0.0230145	0.0171409	0.0161821	0.0504177	0.00187099	0.0250102	0.00408397	0.0080451	0.000470441	0.0103163	0.00138724	0.0297716	0.00146299	0.00134345	0.0114156	0.0341666	0.00536389	0.0961047	0.00435481	0.00356784	0.00514658	0.035642	0.0869634	0.0753462	0.0284974	0.00225264	0.010329	0.00045482	0.00217047	0.00605407	0.0172703	0.00759198	0.0224441	0.0513765	0.00172196	0.0047311	0.00499468	0.0173973	0.00110705	0.0270769	0.0837646	0.0034353	0.00975452	0.0896775	0.0550238	0.0646637	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.03962994	0.240502	0.221357	0.269854	0.268287	2.001228	0.6648405	0.04016457	-4.522426	1.617193	2.615312
