Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	branch_rates[159]	branch_rates[160]	branch_rates[161]	branch_rates[162]	branch_rates[163]	branch_rates[164]	branch_rates[165]	branch_rates[166]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
2570	-17003.8	-16848.9	-154.929	0.2002742	0.045167	0.779376	0.0326266	0.0254033	0.125156	0.0101663	0.00801208	0.0254626	0.0807087	0.0419221	0.431562	0.0476412	0.0316861	0.00270133	0.0287987	0.1447	0.921321	0.0573611	0.137242	0.0160613	0.0186088	0.287425	0.0733416	0.0178546	0.0070952	0.480076	0.484982	0.00492125	0.0140992	0.103029	0.00634977	0.0885427	0.447067	0.00763617	0.200916	0.0306118	0.265665	0.594316	0.0938443	0.0253335	0.0226634	0.0552511	0.569342	0.391963	0.0259848	0.0826149	0.00860844	0.10072	0.259193	0.136003	0.0174895	0.0370569	0.00482503	0.161829	0.0233986	0.184451	0.00167585	0.232686	0.00226831	0.0989521	0.0312165	0.0501956	0.00151097	0.178634	0.034735	0.102542	0.386581	0.390718	0.0350914	0.176699	0.0948598	0.0612023	0.00399511	0.0169845	0.0212568	0.209563	0.0214232	0.251437	0.127756	0.0661229	3.52346	0.315869	0.130962	0.106456	0.0193219	0.223418	0.012866	0.023434	0.166571	0.309416	1.61292	0.396615	0.127576	0.0337024	0.52108	0.0133309	0.149624	0.00781744	0.0647771	0.490279	0.0530789	0.0105162	0.0295148	0.0134216	0.0409981	0.0584915	0.124136	3.14625	0.35591	0.0286955	0.0342148	0.068413	0.024648	0.203191	9.78015	0.162162	0.00910944	0.268973	1.89507	0.163662	0.0229561	0.0296347	0.112397	0.02559	0.00138479	0.0492786	0.0477453	3.24051	0.0541444	0.0405034	0.115184	0.179881	0.0342998	0.0613872	0.0915426	0.122042	0.118588	0.124247	0.0377479	0.757583	0.14203	0.00162934	0.0351428	0.0129444	0.0174771	0.0297771	0.354349	0.186798	0.118139	0.100206	0.0394528	0.0312273	0.173107	0.0381616	0.292396	0.0710842	0.0741267	0.129559	0.145049	0.0299287	0.0559109	0.838456	0.0345495	0.0137117	0.10546	0.0784396	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.2654226	0.240502	0.221357	0.269854	0.268287	2.000083	0.6648405	0.2441784	-2.890219	1.720676	2.960725
2580	-17024.1	-16856.6	-167.533	0.2002742	0.0508027	0.902183	0.0377677	0.0294061	0.144877	0.0117683	0.00927456	0.0294748	0.0934261	0.0485278	0.499564	0.0195472	0.036679	0.00312699	0.0333366	0.167501	1.06649	0.0663996	0.158868	0.0185921	0.0215411	0.332715	0.0848982	0.0206679	0.00821321	0.555722	0.561401	0.0056967	0.0163208	0.119264	0.00735032	0.102495	0.517513	0.00883942	0.232575	0.0282908	0.307526	0.687963	0.108632	0.0293253	0.0262345	0.0639571	0.659054	0.453726	0.0300793	0.0956327	0.00996489	0.116591	0.300035	0.157433	0.0202454	0.042896	0.00558532	0.187328	0.0270856	0.213515	0.00193992	0.269351	0.00262573	0.114544	0.0361353	0.058105	0.00174906	0.206782	0.0402083	0.1187	0.447495	0.452284	0.0406208	0.204542	0.109807	0.0708461	0.00462463	0.0196608	0.0246063	0.0884571	0.0247988	0.291056	0.147887	0.076542	0.0180776	0.365641	0.151598	0.123231	0.0223665	0.258622	0.0148933	0.0271266	0.192818	0.358171	1.86707	0.459111	0.147678	0.039013	0.603188	0.0154314	0.1732	0.00904925	0.0749841	0.567533	0.0614427	0.0121733	0.0341655	0.0155365	0.0474583	0.0677081	0.143696	3.64201	0.411992	0.0332171	0.039606	0.079193	0.0285318	0.235208	11.3212	0.187714	0.0105448	0.311356	2.19368	0.18945	0.0265734	0.0343043	0.130108	0.0296223	0.00160299	0.0570435	0.0552686	3.75113	0.062676	0.0468856	0.133334	0.208226	0.0397045	0.0710601	0.105967	0.141272	0.137274	0.143825	0.0436959	0.876956	0.16441	0.00188607	0.0406803	0.0149841	0.020231	0.0344691	0.410184	0.216232	0.136754	0.115996	0.0456694	0.168773	0.184872	0.0441748	0.338469	0.082285	0.085807	0.149974	0.167904	0.0346447	0.0720686	0.970573	0.0398188	0.0210337	0.122078	0.108078	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.2824734	0.240502	0.221357	0.269854	0.268287	1.999906	0.6648405	0.2206536	-2.571584	1.456312	2.120845
2590	-17040.3	-16857.2	-183.127	0.2002742	0.0483135	0.983362	0.041166	0.0320521	0.157913	0.0128272	0.0101091	0.032127	0.101833	0.0528943	0.544514	0.021306	0.0399793	0.00340835	0.0363362	0.182572	1.16246	0.0723743	0.173162	0.020265	0.0234793	0.362653	0.0925373	0.0225276	0.00895223	0.605726	0.611916	0.00620929	0.0177894	0.129995	0.0080117	0.111717	0.564078	0.00963478	0.253502	0.0308364	0.335197	0.749866	0.118406	0.031964	0.028595	0.0697119	0.718356	0.494552	0.0327858	0.104238	0.0108615	0.127081	0.327032	0.171599	0.0220671	0.0467558	0.00608788	0.204184	0.0295227	0.232727	0.00211447	0.293587	0.002862	0.124851	0.0393867	0.0633333	0.00190644	0.225388	0.0438262	0.129381	0.487761	0.49298	0.0442759	0.222947	0.119687	0.0772208	0.00504075	0.0214299	0.0268203	0.0964164	0.0270302	0.317245	0.161194	0.0834292	0.0197042	0.398542	0.165238	0.134319	0.024379	0.281893	0.0162334	0.0295674	0.210168	0.390399	2.03507	0.500421	0.160966	0.0425233	0.657463	0.01682	0.188785	0.0098635	0.0817312	0.618599	0.0669712	0.0132686	0.0372397	0.0169344	0.0517286	0.0738004	0.156626	3.96971	0.449063	0.036206	0.0431698	0.0863187	0.0310991	0.256372	12.3399	0.204605	0.0114936	0.339372	2.39107	0.206497	0.0289644	0.037391	0.141815	0.0322877	0.00174723	0.0621762	0.0602417	4.08865	0.0683156	0.0511044	0.145331	0.226962	0.0432771	0.077454	0.115502	0.153984	0.149626	0.156767	0.0476276	0.955865	0.179203	0.00205578	0.0443407	0.0163324	0.0220514	0.0375706	0.447093	0.235689	0.149059	0.126433	0.0497787	0.183959	0.217526	0.0481497	0.368924	0.089689	0.0935279	0.163468	0.183012	0.037762	0.0592394	1.05791	0.0428592	0.0381617	0.133062	0.111643	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.3078793	0.240502	0.221357	0.269854	0.268287	2.000894	0.6648405	0.2047504	-2.627756	1.443463	2.083585
2600	-16986.5	-16855.6	-130.879	0.2002742	0.0461755	0.720614	0.0301667	0.023488	0.11572	0.00939984	0.007408	0.0235428	0.0746235	0.0387613	0.399024	0.0156132	0.0292971	0.00249766	0.0266274	0.13379	0.851857	0.0530363	0.126895	0.0148503	0.0172058	0.00294475	0.067812	0.0165084	0.00656025	0.44388	0.448416	0.0538911	0.0130362	0.0952612	0.00587103	0.081867	0.41336	0.00706043	0.185768	0.0225971	0.245635	0.549507	0.0867688	0.0234234	0.0209546	0.0510854	0.526416	0.362411	0.0240257	0.0763861	0.0079594	0.0931262	0.239651	0.125749	0.0161709	0.0342629	0.00446124	0.149627	0.0216345	0.170544	0.0015495	0.215143	0.00209729	0.0914915	0.0288629	0.0464111	0.00139705	0.165166	0.0321162	0.0948112	0.357434	0.361259	0.0324457	0.163377	0.0877078	0.0565879	0.00369389	0.015704	0.0196541	0.0706546	0.0198079	0.23248	0.118124	0.0611375	0.0144394	0.292054	0.121088	0.0984299	0.0178651	0.206573	0.0118959	0.0216672	0.154012	0.286087	1.49131	0.366712	0.117957	0.0311614	0.481793	0.0123258	0.138343	0.00722804	0.0598932	0.453314	0.049077	0.00972333	0.0272895	0.0124097	0.037907	0.0540815	0.114776	2.90903	0.329076	0.026532	0.0316351	0.0632549	0.0227897	0.187871	9.04277	0.149936	0.00842262	0.248694	1.75219	0.151322	0.0212253	0.0274003	0.103923	0.0236606	0.00128038	0.0455631	0.0441455	2.99619	0.0500621	0.0374496	0.106499	0.166319	0.0317138	0.0567588	0.0846407	0.11284	0.109647	0.11488	0.0349018	0.700464	0.131321	0.00150649	0.0324932	0.0119685	0.0161594	0.027532	0.327633	0.172714	0.109232	0.0926508	0.0364782	0.134806	0.157977	0.0352844	0.27035	0.0657247	0.0685379	0.119791	0.134113	0.0276722	0.0455604	0.77524	0.0322413	0.113913	0.0975088	0.080911	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.2249167	0.240502	0.221357	0.269854	0.268287	2.000465	0.6648405	0.1778089	-2.712116	1.403617	1.97014
2610	-16984.7	-16856.1	-128.598	0.2002742	0.0461124	0.739707	0.030966	0.0241103	0.118786	0.00964889	0.00760428	0.0241666	0.0766008	0.0397883	0.409596	0.0160269	0.0300734	0.00256384	0.0273329	0.137335	0.874427	0.0544416	0.130257	0.0152438	0.0176617	0.00302277	0.0696087	0.0169458	0.00673407	0.455641	0.460297	0.055319	0.0133816	0.0977852	0.00602658	0.0840361	0.424313	0.00724751	0.0508362	0.0231958	0.252143	0.564067	0.0890679	0.0240441	0.0215098	0.0524389	0.540364	0.372013	0.0246622	0.07841	0.00817029	0.0955936	0.246001	0.129081	0.0165994	0.0351708	0.00457945	0.153592	0.0222077	0.175063	0.00159055	0.220843	0.00215286	0.0939157	0.0296276	0.0476408	0.00143407	0.169542	0.0329671	0.0973233	0.366905	0.370831	0.0333053	0.0150936	0.0900316	0.0580872	0.00379177	0.01612	0.0201749	0.0725267	0.0203328	0.238639	0.121254	0.0627574	0.014822	0.299792	0.124296	0.101038	0.0183384	0.212046	0.0122111	0.0222413	0.158093	0.293667	1.53083	0.376428	0.121082	0.031987	0.494559	0.0126524	0.142008	0.00741955	0.0614801	0.465325	0.0503773	0.00998096	0.0280125	0.0127385	0.0389114	0.0555144	0.117817	2.98611	0.0356551	0.027235	0.0324733	0.0649309	0.0233935	0.192849	9.28236	0.153908	0.00864579	0.255283	1.79862	0.155332	0.0217877	0.0281263	0.106677	0.0242876	0.00131431	0.0467704	0.0453152	3.07558	0.0513885	0.0384419	0.109321	0.170726	0.032554	0.0582627	0.0868833	0.11583	0.112552	0.117923	0.0358266	0.719023	0.134801	0.00154641	0.0333541	0.0122856	0.0165876	0.0282615	0.336314	0.177291	0.112126	0.0951057	0.0374447	0.138378	0.171953	0.0362193	0.277513	0.0674662	0.0703539	0.122965	0.137666	0.0284054	0.0375504	0.795781	0.0320621	0.00700548	0.100092	0.0813956	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.2266113	0.240502	0.221357	0.269854	0.268287	1.998143	0.6648405	0.2599008	-2.695789	1.642153	2.696668
2620	-16941.8	-16851.1	-90.7401	0.2002742	0.0449263	0.606802	0.0254023	0.0383895	0.0974431	0.00791525	0.006238	0.0198246	0.0628377	0.0326395	0.336003	0.0131473	0.02467	0.00210319	0.0224219	0.11266	0.717317	0.0446599	0.106853	0.0125049	0.0144884	0.00247966	0.0571019	0.0139011	0.00552415	0.373775	0.377594	0.0453797	0.0109773	0.0802159	0.00494377	0.0689371	0.348075	0.00594533	0.0417024	0.0190282	0.20684	0.462719	0.0730648	0.019724	0.0176451	0.0430171	0.443275	0.305173	0.0202311	0.0643219	0.00670232	0.0784181	0.201801	0.105888	0.0136169	0.0288515	0.00375665	0.125996	0.0182176	0.143609	0.00130477	0.181164	0.00176605	0.0770416	0.0243044	0.039081	0.0011764	0.13908	0.0270438	0.079837	0.300982	0.304203	0.0273213	0.0498554	0.0738554	0.0476506	0.00311049	0.0132237	0.01655	0.0594956	0.0166795	0.195762	0.0994678	0.0514816	0.0121589	0.245928	0.101963	0.0828841	0.0150435	0.173947	0.0100171	0.0182452	0.129688	0.240903	1.25578	0.308795	0.0993272	0.0262398	0.4057	0.0103791	0.116493	0.00608646	0.0504338	0.381719	0.0413259	0.00818766	0.0229794	0.0104497	0.0319201	0.04554	0.0966489	2.44959	0.0292489	0.0223416	0.0266388	0.0532646	0.0191903	0.158199	7.61458	0.126255	0.00709238	0.209416	1.47546	0.127423	0.0178731	0.0230728	0.0875097	0.0199238	0.00107816	0.038367	0.0371733	2.52298	0.0421554	0.0315349	0.0896792	0.140051	0.026705	0.0477945	0.0712727	0.0950187	0.0923298	0.0967358	0.0293895	0.00328025	0.110581	0.00126856	0.0273613	0.0100782	0.0136073	0.0231837	0.275887	0.145436	0.0919798	0.0780178	0.0307169	0.113515	0.143424	0.0297117	0.227652	0.0553443	0.0577132	0.100871	0.112931	0.0233018	0.0463206	0.652801	0.0271529	0.0142532	0.0821085	0.0834167	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1830071	0.240502	0.221357	0.269854	0.268287	1.999101	0.6648405	0.1255065	-3.096985	1.429397	2.043175
2630	-16883.1	-16835.4	-47.7578	0.2002742	0.0502015	0.44976	0.0188281	0.0284541	0.0722245	0.00586675	0.00462358	0.0146939	0.0465751	0.0241922	0.249044	0.00974474	0.0182853	0.00155888	0.016619	0.083503	0.531673	0.0331018	0.0791992	0.0092686	0.0107387	0.00183792	0.0423237	0.0103034	0.00409448	0.27704	0.279872	0.0336352	0.00813631	0.0594557	0.00366431	0.0510959	0.257992	0.00440665	0.0309096	0.0141036	0.153309	0.342966	0.400648	0.0146194	0.0130785	0.0318841	0.328554	0.226193	0.0149952	0.0476751	0.00496773	0.0581232	0.149574	0.0784841	0.0100928	0.0213847	0.00278441	0.0933875	0.0135028	0.106442	0.000967094	0.134278	0.00130899	0.057103	0.0180143	0.0289667	0.000871945	0.103086	0.0200448	0.0591749	0.223087	0.225474	0.0202504	0.0369526	0.0547414	0.0353184	0.00230548	0.00980137	0.0122668	0.0440979	0.0123628	0.145098	0.0737251	0.038158	0.00901212	0.182281	0.0755749	0.0614334	0.0111502	0.128929	0.00742465	0.0135232	0.0961243	0.178557	0.93078	0.228877	0.0736209	0.0194489	0.300703	0.00769293	0.0863444	0.00451126	0.0373813	0.282928	0.0306306	0.00606866	0.0170323	0.00774529	0.0236591	0.0337541	0.0716358	1.81563	0.0216791	0.0165595	0.0197445	0.0394795	0.0142238	0.117257	5.6439	0.09358	0.00525684	0.155218	1.0936	0.0944454	0.0132474	0.0171015	0.0648619	0.0147674	0.00079913	0.0284375	0.0275527	1.87002	0.0312454	0.0233736	0.0664699	0.103805	0.0197936	0.0354251	0.0528271	0.0704275	0.0684345	0.0717002	0.0217834	0.00243131	0.081962	0.000940251	0.0202801	0.00746994	0.0100856	0.0171837	0.204487	0.107797	0.0681751	0.0578265	0.0227673	0.0841372	0.119204	0.0220222	0.168735	0.041021	0.0427768	0.0747916	0.0837066	0.0131766	0.080242	0.483853	0.0196149	0.137234	0.0608585	0.0502008	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.138853	0.240502	0.221357	0.269854	0.268287	1.999866	0.6648405	0.1444396	-3.206452	1.594715	2.543117
2640	-16932.7	-16833.4	-99.2736	0.2002742	0.0534204	0.625545	0.0261869	0.0395752	0.100453	0.00815974	0.00643068	0.0204369	0.0647786	0.0336476	0.346381	0.0135534	0.025432	0.00216815	0.0231145	0.11614	0.739473	0.0460394	0.110154	0.0128912	0.0149359	0.00255625	0.0588657	0.0143305	0.00569477	0.38532	0.389258	0.0467814	0.0113163	0.0826936	0.00509648	0.0710665	0.358827	0.00612897	0.0429905	0.0196159	0.213229	0.477012	0.557239	0.0203332	0.0181901	0.0443458	0.456967	0.314599	0.020856	0.0663087	0.00690934	0.0808402	0.208035	0.109159	0.0140375	0.0297427	0.00387268	0.129887	0.0187803	0.148044	0.00134508	0.18676	0.0018206	0.0794213	0.0250551	0.0402882	0.00121274	0.143376	0.0278792	0.082303	0.310279	0.313599	0.0281652	0.0513953	0.0761367	0.0738569	0.00320657	0.0136322	0.0170612	0.0613333	0.0171947	0.201809	0.10254	0.0530718	0.0125344	0.253524	0.105113	0.0854443	0.0155082	0.0203707	0.0103265	0.0188087	0.133694	0.248344	1.29457	0.318333	0.102395	0.0270503	0.418231	0.0106997	0.120092	0.00627446	0.0519916	0.393509	0.0426024	0.00844056	0.0236892	0.0107725	0.0329061	0.0469466	0.0996342	2.52525	0.0301523	0.0804407	0.0274616	0.0549099	0.0197831	0.163086	7.84978	0.130155	0.00731145	0.215884	1.52103	0.131359	0.0184251	0.0237855	0.0902127	0.0205392	0.00111146	0.0395521	0.0277666	2.60091	0.0434575	0.032509	0.0924492	0.144377	0.0275298	0.0492708	0.0734742	0.0979536	0.0951817	0.0997238	0.0302973	0.00338157	0.113996	0.00130774	0.0282064	0.0103895	0.0140276	0.0238998	0.284409	0.149929	0.0948209	0.0804276	0.0316657	0.117022	0.175936	0.0306295	0.234684	0.0570538	0.0594958	0.10401	0.116424	0.00764214	0.0748977	0.672964	0.0255969	0.112217	0.0846447	0.0222494	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1915027	0.240502	0.221357	0.269854	0.268287	2.001067	0.6648405	0.1903776	-2.873181	1.558483	2.42887
2650	-16913.2	-16831.8	-81.4091	0.2002742	0.0501388	0.599509	0.0250969	0.037928	0.0962719	0.00782012	0.00616303	0.0195863	0.0620825	0.0322472	0.331965	0.0129893	0.0243735	0.00207791	0.0221524	0.111306	0.708695	0.0441232	0.105569	0.0123546	0.0143142	0.00244986	0.0564156	0.013734	0.0278602	0.369282	0.373056	0.0448343	0.0108453	0.0792518	0.00488435	0.0681086	0.343892	0.00587387	0.0412011	0.0187995	0.010979	0.457158	0.0020313	0.0194869	0.017433	0.0425001	0.437947	0.301505	0.0259843	0.0635488	0.00662176	0.0774756	0.199376	0.104616	0.0134533	0.0285048	0.0037115	0.124481	0.0179986	0.141883	0.00137641	0.178986	0.00174482	0.0761157	0.0240122	0.0386113	0.00116226	0.137409	0.0267188	0.0788774	0.297365	0.300547	0.0269929	0.0492562	0.0729678	0.0707829	0.00307311	0.0130648	0.0163511	0.0587805	0.016479	0.193409	0.0982723	0.0508628	0.0120127	0.242972	0.100738	0.0818879	0.0148627	0.0195229	0.00989672	0.0180259	0.128129	0.238008	1.24069	0.305083	0.0981334	0.0259245	0.400824	0.0103458	0.115093	0.00601331	0.0498276	0.377131	0.0408292	0.00808925	0.0227033	0.0103241	0.0315365	0.0449926	0.0954872	2.42015	0.0288973	0.0770927	0.0263186	0.0526244	0.0189597	0.156298	7.52306	0.124738	0.00700713	0.206899	1.45772	0.125891	0.0176582	0.0227955	0.086458	0.0196843	0.0010652	0.0379059	0.0266109	2.49266	0.0416488	0.0311559	0.0886013	0.138368	0.026384	0.0472201	0.0704161	0.0938766	0.0912201	0.0955731	0.0290363	0.00324083	0.0275824	0.00125331	0.0270324	0.00995709	0.0134437	0.022905	0.272571	0.0118555	0.0908743	0.0770801	0.0303477	0.112151	0.161824	0.0293546	0.224916	0.0546792	0.0570195	0.0996918	0.111581	0.00754319	0.0923508	0.644955	0.0245508	0.0896947	0.0811217	0.0693286	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1783081	0.240502	0.221357	0.269854	0.268287	1.999916	0.6648405	0.1530214	-3.069767	1.544402	2.385179
2660	-16905.9	-16830.4	-75.4779	0.2002742	0.0524984	0.590249	0.0247093	0.0373422	0.0947849	0.00769932	0.00606783	0.0192837	0.0611235	0.0317491	0.326837	0.0127887	0.023997	0.00204581	0.0218103	0.109586	0.697749	0.0434416	0.103938	0.0121638	0.0140931	0.00241202	0.0555442	0.0135219	0.0274299	0.363578	0.367294	0.0441417	0.0106778	0.0780276	0.00480891	0.0670565	0.33858	0.00578314	0.0405647	0.0185091	0.0108094	0.450096	0.00199992	0.0191859	0.0171638	0.0418436	0.431183	0.296848	0.0255829	0.0625672	0.00651948	0.0762788	0.196296	0.103	0.0132454	0.0280645	0.00365417	0.122558	0.0177206	0.139691	0.00135515	0.176222	0.00171787	0.0749399	0.0236413	0.0380149	0.00114431	0.135286	0.0263061	0.077659	0.292771	0.295904	0.026576	0.0484953	0.0718407	0.0696895	0.00302564	0.012863	0.0160985	0.0578726	0.0162245	0.00241803	0.0967543	0.0500772	0.0118272	0.239219	0.0991819	0.0806231	0.0146331	0.0192213	0.00974385	0.0177474	0.12615	0.234331	1.22152	0.300371	0.0966176	0.025524	0.394632	0.010186	0.113315	0.00592042	0.049058	0.371305	0.0401985	0.0079643	0.0223526	0.0101647	0.0310493	0.0442977	0.0940123	2.38276	0.028451	0.0759018	0.025912	0.0518116	0.0186668	0.153883	7.40685	0.122811	0.0068989	0.203703	1.43521	0.123947	0.0173855	0.0224434	0.0851225	0.0193802	0.00104875	0.0373204	0.0261998	2.45416	0.0410054	0.0306747	0.0872328	0.13623	0.0259765	0.0464907	0.0693284	0.0924266	0.0898111	0.0940969	0.0285878	0.00319077	0.0271564	0.00123395	0.0266149	0.00980329	0.0132361	0.0225512	0.268361	0.0116723	0.0894706	0.0758895	0.029879	0.110419	0.166135	0.0289013	0.221441	0.0538346	0.0561388	0.0981148	0.109855	0.00690907	0.0915212	0.634992	0.0248909	0.0121602	0.0798686	0.0820142	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1741099	0.240502	0.221357	0.269854	0.268287	2.000262	0.6648405	0.1570621	-3.210028	1.648584	2.717829
2670	-16860.2	-16828.7	-31.5076	0.2002742	0.0445814	0.466428	0.0195258	0.0295086	0.0749011	0.00608418	0.00479493	0.0152384	0.0483011	0.0250888	0.258274	0.0101059	0.018963	0.00161665	0.0172349	0.0865976	0.551376	0.0343285	0.0821343	0.00961209	0.0111367	0.00190603	0.0438922	0.0106853	0.0216757	0.287307	0.290244	0.0348818	0.00843784	0.0616591	0.0038001	0.0529895	0.267553	0.00456996	0.0320551	0.0146263	0.00854181	0.355676	0.00158038	0.0151611	0.0135632	0.0330657	0.34073	0.234576	0.0202162	0.049442	0.00515183	0.0602772	0.155118	0.0813927	0.0104668	0.0221772	0.0028876	0.0968484	0.0140032	0.110387	0.00107087	0.139254	0.0013575	0.0592192	0.0186819	0.0300402	0.00090426	0.106906	0.0207876	0.0613679	0.231354	0.23383	0.0210009	0.0383221	0.0567701	0.0550702	0.00239092	0.0101646	0.0127214	0.0457322	0.012821	0.00191078	0.0764574	0.0395721	0.00934611	0.189036	0.0783757	0.0637101	0.0115634	0.0151891	0.00769981	0.0140244	0.0996867	0.185174	0.965274	0.237359	0.0763493	0.0201696	0.311847	0.00804921	0.0895443	0.00467845	0.0387667	0.293414	0.0317658	0.00629356	0.0176635	0.00803233	0.0245359	0.035005	0.0742906	1.88291	0.0224826	0.0599793	0.0204763	0.0409426	0.0147509	0.121602	5.85306	0.097048	0.00545166	0.160971	0.059171	0.0979455	0.0137384	0.0177353	0.0672657	0.0153147	0.000828745	0.0294914	0.0207037	1.93933	0.0324034	0.0852863	0.0689332	0.107652	0.0205272	0.036738	0.0547848	0.0730375	0.0709707	0.0743574	0.0225907	0.00252141	0.0214596	0.000975097	0.0210317	0.00774677	0.0104594	0.0178205	0.212065	0.00922374	0.0707016	0.0599695	0.023611	0.0872554	0.125467	0.0228384	0.174988	0.0425412	0.0443621	0.0775182	0.0251036	0.00706933	0.0501314	0.501785	0.0284152	0.0998894	0.0631139	0.0205669	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1312954	0.240502	0.221357	0.269854	0.268287	1.99998	0.6648405	0.08963317	-3.546301	1.506168	2.268543
