Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
5510	-15879.6	-15984.4	104.784	0.808345	0.0352093	0.0718494	0.0325998	0.0183421	0.0191505	0.0240372	0.00566581	0.00533241	0.0640053	0.0860828	0.0175918	0.0412796	0.130193	0.0123463	0.0211109	0.0515499	0.0523379	0.0126307	0.0217577	0.0690404	0.0165025	0.00625768	0.0862251	0.0311497	0.0879052	0.0154218	0.0357819	0.0107546	0.118925	0.0273931	0.017744	0.0111352	0.0265616	0.0314704	0.109396	0.00723205	0.0144907	0.070033	0.021334	0.00758313	0.0310722	0.0321002	0.0128105	0.0116934	0.0530523	0.0366966	0.0868058	0.0157767	0.0255835	0.0119204	0.0239876	0.0508133	0.0126356	0.0442265	0.0237374	0.00927221	0.027446	0.0128493	0.0490178	0.0157931	0.0211266	0.0113634	0.0288134	0.0215811	0.0344308	0.0112348	0.00816456	0.0213332	0.00588146	0.0184067	0.0185986	0.0645694	0.0464783	0.0197745	0.00665712	0.0220982	0.0144009	0.0443704	0.0180113	0.0069653	0.125704	0.0786407	0.0324192	0.0298969	0.187289	0.0279392	0.0329309	0.0152626	0.0697898	0.0249197	0.0310054	0.0151386	0.0100733	0.0265859	0.00916826	0.00769206	0.0682677	0.0117315	0.0438443	0.0739348	0.0216512	0.00966642	0.0183735	0.115977	0.0427575	0.0476841	0.0152815	0.0495271	0.0239502	0.011752	0.0304301	0.0136386	0.0700862	0.0269979	0.0848152	0.0148803	0.0502557	0.0674809	0.0635787	0.0153014	0.0155448	0.0130479	0.0232819	0.0439552	0.182331	0.0283249	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03650607	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.03600565	-3.627738	0.7793051	0.6073165
5520	-15878.8	-15988.3	109.554	0.808345	0.0435848	0.0690882	0.031347	0.0176372	0.0184146	0.0231135	0.00544807	0.00512749	0.0615456	0.0827746	0.0169157	0.0396932	0.12519	0.0118718	0.0202996	0.0495688	0.0503266	0.0121453	0.0209216	0.0663872	0.0158683	0.0060172	0.0829115	0.0299526	0.084527	0.0148292	0.0344068	0.0103413	0.114355	0.0263403	0.0170621	0.0107073	0.0255408	0.030261	0.105192	0.00695413	0.0139338	0.0673416	0.0205141	0.00729171	0.0298781	0.0308666	0.0123182	0.011244	0.0510135	0.0352864	0.0834699	0.0151704	0.0246003	0.0114623	0.0230658	0.0488605	0.01215	0.0425269	0.0228252	0.00891587	0.0263912	0.0123555	0.047134	0.0151861	0.0203147	0.0109267	0.0277061	0.0207517	0.0331076	0.0108031	0.0078508	0.0205133	0.00565544	0.0176993	0.0178839	0.062088	0.0446922	0.0190146	0.00640128	0.021249	0.0138475	0.0426652	0.0173191	0.00669762	0.120873	0.0756186	0.0311733	0.028748	0.180092	0.0268655	0.0316653	0.0146761	0.0671078	0.023962	0.0298139	0.0145569	0.00968619	0.0255642	0.00881592	0.00739645	0.0656442	0.0112807	0.0421594	0.0710935	0.0208192	0.00929494	0.0176674	0.11152	0.0411144	0.0458516	0.0146943	0.0476238	0.0230298	0.0113004	0.0292607	0.0131144	0.0673928	0.0259604	0.0815558	0.0143084	0.0483244	0.0648876	0.0611353	0.0147134	0.0149474	0.0125465	0.0223872	0.042266	0.146996	0.0148749	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03485742	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.03838134	-3.594043	0.8171398	0.6677174
5530	-15863.5	-15985	121.466	0.808345	0.0415753	0.0629604	0.0285667	0.0160729	0.0228549	0.0210634	0.00496485	0.0046727	0.0560868	0.0754329	0.0154154	0.0361726	0.114086	0.0108188	0.0184991	0.0451723	0.0240501	0.011068	0.0190659	0.0604989	0.0144609	0.0054835	0.0755576	0.0272959	0.0770299	0.0135139	0.0313551	0.00942403	0.104212	0.0240041	0.0155487	0.00975761	0.0232755	0.027577	0.0958622	0.00633733	0.012698	0.0613687	0.0186946	0.00664497	0.027228	0.0281288	0.0112256	0.0102467	0.0464888	0.0321566	0.0760665	0.0138248	0.0224184	0.0104457	0.0193246	0.0445268	0.0110724	0.0387549	0.0208007	0.00812508	0.0240505	0.0112596	0.0429534	0.0138392	0.0185129	0.00995759	0.0252487	0.0189111	0.0301711	0.00984489	0.00715447	0.0186939	0.00515383	0.0161295	0.0162976	0.0565811	0.0407282	0.017328	0.00583352	0.0193643	0.0126193	0.038881	0.015783	0.00610357	0.110152	0.0689115	0.0284084	0.0261982	0.164118	0.0244827	0.0288568	0.0133744	0.0611556	0.0218367	0.0271695	0.0132657	0.00882707	0.0232968	0.00803399	0.00674042	0.0598218	0.0102801	0.0384201	0.0647878	0.0189726	0.00847052	0.0161004	0.101629	0.0374677	0.0417848	0.0107119	0.0433998	0.0209872	0.0102981	0.0266654	0.0119512	0.0614154	0.0236578	0.0743221	0.0130393	0.0440382	0.0591324	0.0557129	0.0134084	0.0136217	0.0114337	0.0204016	0.0385172	0.142545	0.0284768	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.0318074	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.0300857	-3.843139	0.8239335	0.6788664
5540	-15850.8	-15985.2	134.4	0.808345	0.0378469	0.0561365	0.0254705	0.0143308	0.0203778	0.0187805	0.00442675	0.00416626	0.0500079	0.0672573	0.0137446	0.0322521	0.101721	0.00964626	0.0164941	0.0402764	0.0214435	0.00986845	0.0169995	0.0539419	0.0128936	0.00488919	0.0673684	0.0243375	0.0686812	0.0120492	0.0279567	0.00840263	0.092917	0.0214024	0.0138635	0.00870005	0.0207528	0.0245881	0.0854724	0.00565047	0.0113217	0.0547174	0.0166684	0.00592477	0.024277	0.0250801	0.0100089	0.00913614	0.0414502	0.0286714	0.0678222	0.0179776	0.0130602	0.00931353	0.0172301	0.0397009	0.00987233	0.0345546	0.0185463	0.00724446	0.0214438	0.0100393	0.038298	0.0123393	0.0165064	0.00887835	0.0225121	0.0168615	0.0269011	0.00877788	0.00637905	0.0166678	0.00459524	0.0143813	0.0145313	0.0504487	0.0363139	0.01545	0.00520127	0.0172656	0.0112516	0.034667	0.0140724	0.00544205	0.0982134	0.0614427	0.0253294	0.0233588	0.146331	0.0218292	0.0257292	0.0119248	0.0545274	0.0432419	0.0242248	0.011828	0.00787037	0.0207718	0.00716324	0.00600987	0.0533382	0.00916594	0.034256	0.0577659	0.0169163	0.00755246	0.0143554	0.0906137	0.0334068	0.037256	0.00955091	0.038696	0.0187125	0.00918193	0.0237753	0.0106559	0.054759	0.0210937	0.0662669	0.0116261	0.0392652	0.0527234	0.0496746	0.0119551	0.0121453	0.0101945	0.0181904	0.0343426	0.117514	0.0395168	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.02858079	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.02976425	-3.814271	0.7743693	0.5996478
5550	-15857.3	-15985.1	127.774	0.808345	0.039106	0.0601662	0.0272989	0.0153596	0.0218406	0.0201286	0.00474451	0.00446533	0.0535976	0.0112899	0.0147313	0.0345672	0.109023	0.0103387	0.0176781	0.0431676	0.0229827	0.0294084	0.0182198	0.0225912	0.0138191	0.00524015	0.0722043	0.0260845	0.0736113	0.0129142	0.0299635	0.00900579	0.00628616	0.0229388	0.0148587	0.00932457	0.0222425	0.0263531	0.0916078	0.00605608	0.0121344	0.0586452	0.0178649	0.00635007	0.0260197	0.0268805	0.0107274	0.00979196	0.0444256	0.0307295	0.0726907	0.0544232	0.0139978	0.00998209	0.018467	0.0425507	0.010581	0.037035	0.0198776	0.00776449	0.0229831	0.0107599	0.0363326	0.013225	0.0176913	0.00951567	0.0241281	0.0180718	0.0288321	0.00940798	0.00683695	0.0178643	0.0049251	0.0154137	0.0155743	0.05407	0.0389207	0.016559	0.00557463	0.0185049	0.0120592	0.0371555	0.0150825	0.0130281	0.105263	0.0658532	0.0271476	0.0250355	0.156835	0.0233961	0.0275761	0.0127808	0.0584415	0.00505841	0.0259637	0.012677	0.00843532	0.0222629	0.00767744	0.00644128	0.0571669	0.0098239	0.036715	0.0619126	0.0181306	0.0080946	0.0153859	0.0971182	0.0358049	0.0399304	0.0102365	0.0414737	0.0200558	0.00984104	0.025482	0.0651617	0.0586898	0.0226079	0.0710237	0.0124606	0.0420838	0.0565081	0.0532404	0.0128133	0.0130171	0.0109262	0.0194961	0.0368078	0.183646	0.0410122	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03011256	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.03083518	-3.870418	0.8846687	0.7826387
5560	-15847.5	-15984.9	137.318	0.808345	0.0392394	0.0557443	0.0252926	0.0142307	0.0202354	0.0186493	0.00439582	0.00413715	0.0496585	0.0104602	0.0136486	0.0320268	0.10101	0.00957887	0.0163789	0.039995	0.0212937	0.0272471	0.0168807	0.0209308	0.0128035	0.00485503	0.0668978	0.0241675	0.0682013	0.011965	0.00884418	0.00834392	0.00582416	0.0212529	0.0137667	0.00863927	0.0206078	0.0244163	0.0848752	0.00561099	0.0112426	0.0543351	0.016552	0.00588337	0.0241074	0.0249049	0.00993901	0.00907231	0.0411606	0.0284711	0.0673483	0.0504234	0.012969	0.00924846	0.0171098	0.0394235	0.00980336	0.0343131	0.0184167	0.00719384	0.021294	0.00996914	0.0336624	0.0122531	0.0163911	0.00881632	0.0223549	0.0167437	0.0267131	0.00871655	0.00633448	0.0165513	0.00456313	0.0142808	0.046419	0.0500962	0.0360602	0.015342	0.00516493	0.0171449	0.0111729	0.0344248	0.0139741	0.0120706	0.0975272	0.0610134	0.0251524	0.0231955	0.145308	0.0216766	0.0255494	0.0118415	0.0541464	0.00468665	0.0240556	0.0117453	0.00781538	0.0206267	0.00711319	0.00596788	0.0529655	0.0091019	0.0142193	0.0573623	0.0167981	0.00749969	0.0142551	0.0899806	0.0331734	0.0369957	0.00948418	0.0384256	0.0185818	0.00911778	0.0236092	0.0603727	0.0543764	0.0209463	0.0658039	0.0115448	0.0389909	0.0523551	0.0493275	0.0118716	0.0120604	0.0101232	0.0180633	0.0341026	0.124036	0.0557779	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.02764509	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.02880481	-3.952652	0.9004878	0.8108783
5570	-15907.3	-15988.9	81.6143	0.808345	0.042198	0.0833244	0.0378063	0.0212715	0.0302471	0.0278762	0.0065707	0.00618405	0.0742276	0.0156354	0.0204014	0.0478723	0.150986	0.0143181	0.0244825	0.0597829	0.0318289	0.0407278	0.0252327	0.0312866	0.0191381	0.0072571	0.0999961	0.0361246	0.101945	0.0178849	0.0132199	0.0124722	0.00870573	0.031768	0.0205779	0.0129136	0.0308037	0.0364965	0.126868	0.00838708	0.016805	0.0812179	0.0247412	0.00879423	0.0360347	0.0372269	0.0148564	0.0135609	0.0615252	0.0425574	0.10067	0.0753708	0.0193855	0.0138242	0.025575	0.0589286	0.0146537	0.0512899	0.0275285	0.0107531	0.0318294	0.0149015	0.0503172	0.0183154	0.0245007	0.0131783	0.0334151	0.0250278	0.0399297	0.0130291	0.00946852	0.0247403	0.00682079	0.0213464	0.0693853	0.0748818	0.0539014	0.0229327	0.00772032	0.0256276	0.0167009	0.047545	0.0208879	0.0180426	0.14578	0.0912004	0.0375968	0.0346718	0.217201	0.0324014	0.0381902	0.0177002	0.0381867	0.00700542	0.0359573	0.0175564	0.0116821	0.030832	0.0106325	0.00892055	0.0791707	0.0508411	0.0212544	0.0857429	0.0251092	0.0112102	0.021308	0.134499	0.0495863	0.0552998	0.0141766	0.057437	0.0277753	0.0136289	0.0352901	0.0902427	0.0812797	0.0313097	0.098361	0.0172568	0.058282	0.25046	0.0737328	0.0177452	0.0180275	0.0151318	0.0270003	0.0509752	0.191535	0.0472171	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04224575	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.04145079	-3.413251	0.6782365	0.4600048
5580	-15900	-15988.8	88.8877	0.808345	0.0429663	0.0806488	0.0365923	0.0205885	0.0292758	0.026981	0.0063597	0.10261	0.0718441	0.0151334	0.0197463	0.0463351	0.146138	0.0138583	0.0562821	0.0578632	0.0308068	0.03942	0.0244224	0.0302819	0.0185236	0.00702406	0.0967851	0.0165678	0.098671	0.0173106	0.0127954	0.0120717	0.00842618	0.0307479	0.0199171	0.012499	0.0298146	0.0353246	0.122794	0.00811776	0.032406	0.0786099	0.0239468	0.00851184	0.0348776	0.0360315	0.0143794	0.0131255	0.0595496	0.0411908	0.097437	0.0729506	0.0187631	0.0133803	0.0247537	0.0570364	0.0141831	0.0496429	0.0266446	0.0104078	0.0308073	0.014423	0.0487015	0.0177272	0.023714	0.0127551	0.0323421	0.0242241	0.0386475	0.0126108	0.00916448	0.0239458	0.0149865	0.020661	0.0671573	0.0724773	0.0521705	0.0221963	0.00747242	0.0248046	0.0161646	0.0460183	0.0202171	0.0174633	0.141099	0.0882719	0.0363895	0.0335584	0.210227	0.0313609	0.0369639	0.0171318	0.0369605	0.00678046	0.0348027	0.0169927	0.011307	0.0298419	0.0102911	0.0086341	0.0766285	0.0492085	0.0205719	0.0829896	0.0243029	0.0108503	0.0206237	0.130181	0.047994	0.053524	0.0137213	0.0555927	0.0268834	0.0131913	0.0341569	0.0873449	0.0786697	0.0303044	0.0952025	0.0167026	0.0564105	0.242417	0.0713652	0.0171754	0.0174486	0.0146459	0.0261333	0.0493384	0.134185	0.0635164	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04171521	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.04173261	-3.495178	0.7983802	0.6374109
5590	-15906.6	-15995.2	88.5932	0.808345	0.0450055	0.0788585	0.03578	0.0201314	0.0286259	0.0263821	0.00621853	0.100332	0.0702492	0.0147974	0.0193079	0.0453065	0.142894	0.0135507	0.0550327	0.0565788	0.030123	0.038545	0.0238803	0.0296097	0.0181124	0.00686814	0.0946366	0.0162	0.0964807	0.0169263	0.0125114	0.0118037	0.00823913	0.0300653	0.019475	0.0122215	0.0291527	0.0345404	0.120068	0.00793756	0.0316867	0.0768649	0.0234152	0.0304423	0.0341034	0.0352316	0.0140602	0.0128341	0.0582277	0.0402765	0.095274	0.0648669	0.0183465	0.0130833	0.0242042	0.0557703	0.0138683	0.0485409	0.0260531	0.0101767	0.0301234	0.0141028	0.0476204	0.0173337	0.0231876	0.012472	0.0316242	0.0236864	0.0377896	0.0123308	0.00896104	0.0234143	0.0146538	0.0202023	0.10401	0.0708684	0.0510124	0.0217036	0.00730654	0.024254	0.0158058	0.0449967	0.0197684	0.0151697	0.137966	0.0863124	0.0355818	0.0328135	0.20556	0.0306648	0.0361434	0.0167515	0.03614	0.00662995	0.0340301	0.0166155	0.011056	0.0291795	0.0100626	0.00844244	0.0749274	0.0481162	0.0201153	0.0811474	0.0237634	0.0709231	0.0201659	0.127291	0.0469287	0.0523359	0.0134168	0.0543586	0.0262867	0.0128984	0.0333986	0.085406	0.0769234	0.0296316	0.0930892	0.0163319	0.0551583	0.237036	0.069781	0.0167941	0.0170613	0.0143208	0.0255532	0.0482432	0.116378	0.057312	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04154933	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.03737378	-3.549338	0.7246401	0.5251032
5600	-15866.5	-15988.4	121.919	0.808345	0.0393843	0.05917	0.0268469	0.0151052	0.021479	0.0197953	0.00466596	0.0752823	0.0527102	0.011103	0.0354663	0.0339949	0.107218	0.0101675	0.0412928	0.0424528	0.0226022	0.0289215	0.0179181	0.0222171	0.0135903	0.00515338	0.0710089	0.0121554	0.112155	0.0127003	0.00938769	0.00885668	0.00618208	0.022559	0.0146127	0.00917018	0.0218742	0.0259168	0.0900911	0.0059558	0.0237755	0.0576742	0.0175691	0.0228418	0.0256665	0.0264354	0.0105498	0.00962984	0.0436901	0.0302207	0.0714871	0.0486717	0.013766	0.00981681	0.0181612	0.0418462	0.0104058	0.0364218	0.0195485	0.00763593	0.0226026	0.0105818	0.0357311	0.013006	0.0173984	0.010515	0.0237286	0.0177726	0.0283547	0.00925221	0.00672375	0.0175685	0.0109952	0.0151585	0.0780419	0.0531748	0.0382762	0.0162849	0.00548233	0.0181985	0.0118596	0.0337625	0.0148328	0.0113823	0.103521	0.0647629	0.0266981	0.024621	0.154238	0.0230088	0.0271195	0.0125692	0.027117	0.00497466	0.0255339	0.0124671	0.00829566	0.0218943	0.00755032	0.00633463	0.0562204	0.0361031	0.0150931	0.0608875	0.0178304	0.0532158	0.0151311	0.0955103	0.0352121	0.0392693	0.010067	0.040787	0.0197237	0.0096781	0.0250601	0.019271	0.057718	0.0222336	0.0698478	0.0122543	0.041387	0.177856	0.0523589	0.0126012	0.0128016	0.0107453	0.0191733	0.0361984	0.162228	0.0409111	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03193445	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.02816125	-3.836374	0.7301581	0.5331309
5610	-15889.3	-15988.2	98.8639	0.808345	0.0402647	0.0705755	0.0320218	0.0180169	0.0256192	0.023611	0.00556536	0.0897936	0.0628705	0.0132432	0.0423027	0.0405477	0.127885	0.0121274	0.0492523	0.0506359	0.026959	0.0344964	0.021372	0.0264996	0.0162099	0.00614674	0.0846964	0.0144984	0.133773	0.0151484	0.0111972	0.0105639	0.00737372	0.0269074	0.0174294	0.0109378	0.0260906	0.0309124	0.107457	0.00710383	0.0283584	0.0553538	0.0209557	0.0272447	0.030614	0.031531	0.0125834	0.0784363	0.0521117	0.036046	0.0852668	0.0580535	0.0164195	0.0117091	0.0216619	0.0499124	0.0124116	0.0434424	0.0233166	0.00910781	0.0269594	0.0126215	0.0426185	0.0155131	0.020752	0.0125418	0.0283025	0.0211984	0.0338203	0.0110356	0.00801981	0.0209549	0.0131146	0.0180804	0.0930851	0.0634246	0.0456543	0.0194239	0.00653909	0.0217065	0.0141456	0.0402705	0.017692	0.0135763	0.123475	0.0772465	0.0318444	0.0293669	0.183969	0.0274439	0.032347	0.014992	0.032344	0.00593357	0.0304557	0.0148702	0.00989471	0.0261146	0.00900571	0.00755568	0.0670574	0.0430622	0.0180024	0.072624	0.0212674	0.0634736	0.0180478	0.113921	0.0419995	0.0468387	0.0120075	0.048649	0.0235256	0.0115436	0.0298906	0.0896524	0.0688436	0.0265193	0.0833115	0.0146164	0.0493647	0.212139	0.0624514	0.0150301	0.0152692	0.0128166	0.0228691	0.0431759	0.136847	0.00757334	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03821382	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.03986503	-3.545921	0.804568	0.6473296
5620	-15908.8	-15989.2	80.4703	0.808345	0.0455194	0.0816315	0.0370382	0.0208393	0.0296326	0.0273098	0.0064372	0.10386	0.0727195	0.0153178	0.0489296	0.0468997	0.147918	0.0140272	0.0175461	0.0585683	0.0311822	0.0399004	0.02472	0.0306509	0.0187493	0.0321296	0.0979645	0.0167697	0.15473	0.0175215	0.0129513	0.0122188	0.00852885	0.0311226	0.0201598	0.0126513	0.0301779	0.035755	0.12429	0.00821668	0.0328009	0.0640253	0.0242386	0.0315127	0.0354098	0.0364705	0.0145546	0.0907238	0.0602752	0.0416928	0.0986243	0.0671479	0.0189917	0.0135434	0.0250554	0.0577314	0.0143559	0.0502479	0.0269692	0.0105346	0.0311827	0.0145987	0.0492949	0.0179433	0.0240029	0.0145066	0.0327362	0.0245193	0.0391184	0.0127644	0.00927615	0.0242376	0.0151691	0.0209127	0.107667	0.0733604	0.0528062	0.0224667	0.00756347	0.0251069	0.0163616	0.046579	0.0204635	0.0157031	0.142818	0.0893475	0.036833	0.0339674	0.212788	0.0317431	0.0374143	0.0173406	0.0374109	0.00686309	0.0352267	0.0171997	0.0114448	0.0302056	0.0104165	0.00873931	0.0775622	0.0498081	0.0208226	0.0840009	0.024599	0.073417	0.0208751	0.131767	0.0485789	0.0541762	0.0138885	0.0562701	0.027211	0.013352	0.0345731	0.103697	0.0796283	0.0306736	0.0963626	0.0169062	0.0570979	0.245371	0.0722348	0.0173847	0.059547	0.0148244	0.0264517	0.0499396	0.190372	0.0246515	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04479075	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.04201071	-3.459448	0.7610741	0.5792337
5630	-15902.7	-15986.7	83.9329	0.808345	0.0356757	0.0802376	0.0364058	0.0204835	0.0291266	0.0896243	0.00632728	0.102087	0.0714778	0.0150562	0.0480941	0.0460988	0.145393	0.0137877	0.0172465	0.0575682	0.0306498	0.039219	0.0242979	0.0301275	0.0184291	0.0315809	0.0962916	0.0164833	0.152087	0.0172223	0.0127302	0.0120101	0.00838322	0.0305911	0.0198155	0.0124352	0.0296626	0.0351445	0.122168	0.00807638	0.0322408	0.062932	0.0238247	0.0273079	0.0348052	0.0358478	0.0143061	0.0891746	0.059246	0.0409808	0.0969402	0.0660013	0.0186674	0.0133121	0.0246275	0.0567456	0.0638271	0.0493898	0.0265087	0.0103547	0.0306502	0.0143494	0.0484531	0.0176369	0.0235931	0.0142588	0.0321772	0.0241006	0.0384505	0.0125465	0.00911775	0.0238237	0.0149101	0.0205556	0.105829	0.0721077	0.0519045	0.0220831	0.113826	0.0246782	0.0160822	0.0457836	0.0201141	0.0154349	0.140379	0.0878218	0.036204	0.0333873	0.209155	0.031201	0.0367754	0.0170445	0.0367721	0.00674589	0.0346252	0.016906	0.0112493	0.0296898	0.0102386	0.00859008	0.0762378	0.0489576	0.020467	0.0825665	0.024179	0.0721634	0.0205186	0.0192439	0.0477493	0.0532511	0.0136514	0.0553092	0.0267464	0.013124	0.0339827	0.00945577	0.0782686	0.0301498	0.0947171	0.0166175	0.0561229	0.241182	0.0710013	0.0170878	0.0585302	0.0145712	0.026	0.0490868	0.134526	0.0364028	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04373218	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.04264632	-3.4419	0.7577415	0.5741722
5640	-15899.7	-15987.3	87.5527	0.808345	0.0355367	0.074562	0.0338306	0.0190346	0.0270663	0.0832848	0.00587972	0.0948657	0.0664218	0.0139912	0.0446922	0.0428381	0.135108	0.0128124	0.0160266	0.0534962	0.0284818	0.0364449	0.0225792	0.0279965	0.0171256	0.0293471	0.0894805	0.0330266	0.14133	0.0160041	0.0118297	0.0111606	0.00779023	0.0284273	0.0184139	0.0115556	0.0275644	0.0326586	0.113527	0.0075051	0.0299603	0.0584806	0.0221394	0.0253763	0.0323432	0.0333121	0.0132941	0.0828669	0.0550552	0.0380821	0.0900832	0.0613327	0.017347	0.0123705	0.0228855	0.0527317	0.0593123	0.0458963	0.0246336	0.00962228	0.0284822	0.0133344	0.0450259	0.0163893	0.0219242	0.0132503	0.0299012	0.0223959	0.0357307	0.011659	0.00847282	0.0221386	0.0138554	0.0191017	0.0983431	0.0670072	0.0482331	0.0205211	0.105775	0.0229326	0.0149446	0.0425452	0.0186913	0.0143432	0.13045	0.0816098	0.0336432	0.0310257	0.19436	0.0289941	0.0341742	0.0158389	0.034171	0.00626873	0.032176	0.0157102	0.0104536	0.0275897	0.0095144	0.1098	0.0708451	0.0454946	0.0190193	0.0767262	0.0224687	0.0670589	0.0190672	0.0178827	0.0443718	0.0494845	0.0126858	0.051397	0.0248545	0.0121957	0.031579	0.00878692	0.0727323	0.0280172	0.0880174	0.0154421	0.0319809	0.224122	0.0659791	0.0158791	0.0543901	0.0135405	0.0241609	0.0456147	0.146598	0.00755734	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.0414091	0.26312	0.232233	0.273232	0.231415	1.999775	0.7972981	0.04425518	-3.524261	0.9016413	0.812957
