Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
1270	-15974.1	-15972.2	-1.91905	0.808345	0.0444691	0.0961538	0.00859581	0.262012	0.0256952	0.00767929	0.897924	0.133729	0.0922151	0.01603	0.0094297	0.0451134	0.0317991	0.00209295	0.0957247	0.0339916	0.0513924	0.0681342	0.00283161	0.185853	0.0164599	0.0575748	0.11328	0.0236851	0.0435098	0.0486763	0.014759	0.0103995	0.375684	0.00629336	0.0758262	0.310014	0.330391	0.0546459	0.0306294	0.0622164	0.0350271	0.00529881	0.0100736	0.142725	0.0892375	0.263777	0.0884146	0.011471	0.0484867	0.00490124	0.000506581	0.0163285	0.0880527	0.0517094	0.0812859	0.14512	0.0852791	0.0568352	0.051465	0.0341759	0.0166416	0.0253597	0.0298195	0.669475	0.00734186	0.0733565	0.15458	0.234167	0.00687953	0.0493798	0.0292111	0.0206571	0.00252555	0.0315784	0.366656	0.00409488	0.00403439	0.0273866	0.0475244	0.0683606	0.099608	0.0455009	0.0222721	0.0127076	0.0385294	0.065362	0.0187437	0.122848	0.0152884	0.0310086	0.00345506	0.119234	0.025741	0.00915289	0.0491241	0.00903365	0.0539752	0.00384163	0.0233092	0.0719368	0.00393922	0.181939	0.0856082	0.0214211	0.243062	0.121779	0.107208	0.0779245	0.0488258	0.0112967	0.173003	0.00121402	0.045126	0.112281	0.0279866	0.00467035	0.0453173	0.0354636	0.0519296	0.0199711	0.0381949	0.00359636	0.259672	0.0775746	0.01498	0.0176211	0.012993	0.182515	0.0255678	0.0314539	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.07768982	0.26312	0.232233	0.273232	0.231415	2.001055	0.7972981	0.07444534	-3.464363	1.316566	1.733347
1280	-15973.3	-15976	2.72511	0.808345	0.0429588	0.0918653	0.00821243	0.250326	0.0245492	0.00287956	0.857876	0.127765	0.0881023	0.015315	0.00900914	0.0431013	0.0303809	0.0019996	0.0914554	0.0324756	0.0491003	0.0650954	0.00270532	0.177564	0.0157258	0.0550069	0.108228	0.0226288	0.0415693	0.0465053	0.0141008	0.00993567	0.358929	0.00601267	0.0724443	0.296187	0.315656	0.0522087	0.0292634	0.0594416	0.0334649	0.00506248	0.00962429	0.136359	0.0852575	0.252012	0.0844713	0.0109594	0.0463242	0.140551	0.000483987	0.0156003	0.0841255	0.0494032	0.0776605	0.138648	0.0814756	0.0543003	0.0491696	0.0326516	0.0158994	0.0242286	0.0284895	0.639616	0.00701441	0.0700848	0.147686	0.223723	0.00657271	0.0471775	0.0279083	0.0197358	0.00241291	0.03017	0.350303	0.00391225	0.00385445	0.0261652	0.0454049	0.0653118	0.0951655	0.0434716	0.0212787	0.0121408	0.036811	0.0624469	0.0179077	0.117369	0.0146066	0.0296256	0.00330097	0.113916	0.0245929	0.00874467	0.0469332	0.00863075	0.0515679	0.0036703	0.0222696	0.0687285	0.00376353	0.173824	0.0817901	0.0204657	0.232221	0.116347	0.102427	0.0744491	0.0466481	0.0107929	0.165287	0.00115987	0.0431133	0.107265	0.0267384	0.00446205	0.0432901	0.0205567	0.0496135	0.0190804	0.0364914	0.00343598	0.248091	0.0741143	0.0143086	0.0168396	0.0151193	0.129094	0.0279855	0.0189761	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.07476813	0.26312	0.232233	0.273232	0.231415	2.000135	0.7972981	0.07249122	-3.445452	1.281532	1.642325
1290	-15969.7	-15977	7.31312	0.808345	0.0391143	0.0816241	0.0072969	0.222419	0.0218125	0.00154026	0.762239	0.113522	0.0782806	0.0136077	0.00800479	0.0382963	0.026994	0.00177668	0.0812598	0.0288552	0.0436266	0.0578385	0.00240373	0.157769	0.0139726	0.0488747	0.0961627	0.0201061	0.0369351	0.0413209	0.0125288	0.00882803	0.318915	0.0474158	0.0643681	0.263168	0.280466	0.0463884	0.0260011	0.052815	0.0297342	0.00449811	0.00855136	0.121158	0.0757529	0.223918	0.0750543	0.00973762	0.0411599	0.124882	0.000430032	0.0138611	0.0747472	0.0438957	0.0690029	0.123191	0.0723926	0.0482469	0.0436882	0.0290116	0.0141269	0.0215276	0.0253135	0.568311	0.00623244	0.0622717	0.131222	0.198782	0.00583998	0.0419181	0.0247971	0.0175356	0.00214392	0.0268066	0.311251	0.0034761	0.00342476	0.0232482	0.0403431	0.0580307	0.0845564	0.0386253	0.0189066	0.0107874	0.0327073	0.0554852	0.0159113	0.104285	0.0129782	0.0263229	0.00293297	0.101216	0.0218513	0.0077698	0.041701	0.00766858	0.0458191	0.00326113	0.019787	0.0610665	0.00334397	0.154446	0.072672	0.0181842	0.206333	0.103377	0.0910081	0.0661494	0.0414477	0.00958967	0.146861	0.00103057	0.038307	0.095302	0.00251326	0.00396462	0.0384615	0.018265	0.0440826	0.0169533	0.814985	0.00305289	0.220434	0.0658518	0.0127153	0.0149729	0.00854814	0.0996616	0.0369394	0.0365195	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.07290217	0.26312	0.232233	0.273232	0.231415	1.998432	0.7972981	0.09953361	-3.482811	1.53333	2.351101
1300	-15979.5	-15983.6	4.17714	0.808345	0.0527615	0.0892889	0.00798211	0.243305	0.0238607	0.0016849	0.833817	0.124182	0.0856314	0.0148855	0.00875647	0.0066949	0.0295289	0.00194352	0.0888905	0.0315648	0.0477233	0.0632698	0.00262945	0.172584	0.0152847	0.0534642	0.105193	0.0219941	0.0404035	0.0452011	0.0137053	0.00965702	0.348862	0.0518683	0.0704126	0.287881	0.306803	0.0507445	0.0284427	0.0577745	0.0325263	0.00492051	0.00935437	0.0315482	0.0828664	0.244944	0.0821023	0.010652	0.045025	0.136609	0.000470414	0.0151628	0.0817662	0.0480176	0.0754825	0.134759	0.0791906	0.0527774	0.0477907	0.0317359	0.0154535	0.0235491	0.0276905	0.621678	0.00681769	0.0681193	0.143544	0.217449	0.00638837	0.0458544	0.0271256	0.0191823	0.00234524	0.0293239	0.340479	0.00380253	0.00374635	0.0254313	0.0441315	0.0634801	0.0924966	0.0422524	0.020682	0.0118003	0.0357787	0.0606955	0.0174055	0.114078	0.0141969	0.0287947	0.00320839	0.110721	0.0239032	0.00849942	0.0456169	0.0083887	0.0501217	0.00356736	0.0216451	0.0668009	0.00365798	0.168949	0.0794963	0.0198917	0.225709	0.113084	0.00851336	0.0723611	0.0115747	0.0104902	0.160651	0.00112735	0.0419042	0.104262	0.00274926	0.00433691	0.0420835	0.0199802	0.0482221	0.0185452	0.891515	0.0033396	0.241133	0.0720338	0.00514932	0.0163947	0.00731496	0.0587379	0.0717595	0.0457928	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.07756653	0.26312	0.232233	0.273232	0.231415	2.001094	0.7972981	0.07143747	-3.542334	1.344174	1.806804
1310	-15939.5	-15984.9	45.3984	0.808345	0.0507461	0.0645432	0.00576993	0.175875	0.0172479	0.00121794	0.602731	0.0897658	0.0618994	0.0107601	0.00632969	0.00483946	0.0213452	0.00140489	0.0642552	0.0228169	0.0344971	0.0457351	0.00190072	0.124754	0.0110487	0.038647	0.0760394	0.0158986	0.029206	0.032674	0.00990698	0.00698065	0.252178	0.0374934	0.0508983	0.208097	0.221775	0.036681	0.02056	0.0417628	0.0235119	0.00355683	0.00676188	0.0228049	0.0599006	0.17706	0.0593483	0.0076999	0.0325467	0.0987491	0.000340042	0.0109605	0.0591054	0.0347099	0.0545631	0.0974119	0.0572435	0.0381506	0.0345459	0.0229406	0.0111707	0.0170227	0.0200163	0.449385	0.00492822	0.0492406	0.103762	0.157185	0.00461789	0.0331462	0.019608	0.0138661	0.00169528	0.021197	0.246118	0.00274869	0.00270808	0.0183833	0.0319008	0.0458871	0.0668619	0.0305425	0.0149501	0.00852996	0.0258629	0.0438743	0.0125817	0.082462	0.0102624	0.0208145	0.00231921	0.0800356	0.0172786	0.00614387	0.0329746	0.00606384	0.0362309	0.0025787	0.0156463	0.0270567	0.0026442	0.122126	0.0574645	0.0143789	0.163155	0.0817439	0.00615395	0.0523068	0.00836688	0.00758291	0.116128	0.00081491	0.0302908	0.0753668	0.00198733	0.00313497	0.0304204	0.0144428	0.0348577	0.0134056	0.644439	0.00241406	0.174305	0.0520702	0.00372223	0.0118553	0.00848531	0.0660846	0.038851	0.0298907	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.05608523	0.26312	0.232233	0.273232	0.231415	2.000009	0.7972981	0.0773749	-3.64114	1.471086	2.164094
1320	-15936.2	-15982.3	46.1489	0.808345	0.0583344	0.067682	0.00605053	0.184428	0.0180867	0.00127717	0.632042	0.0285313	0.0649095	0.0112834	0.0066375	0.0050748	0.0223832	0.00147321	0.0673799	0.0239265	0.0361747	0.0479592	0.00199315	0.130821	0.011586	0.0405265	0.0797373	0.0166718	0.0306263	0.0342629	0.0103888	0.00732012	0.264441	0.0393167	0.0533735	0.218217	0.23256	0.0384649	0.0215598	0.0437937	0.0246553	0.0037298	0.00709071	0.0239139	0.0628136	0.00693534	0.0622344	0.00807435	0.0341294	0.00442796	0.000356579	0.0114935	0.0619797	0.0363979	0.0572166	0.102149	0.0600273	0.0400059	0.0362258	0.0240562	0.0117139	0.0178505	0.0209897	0.471239	0.00516788	0.0516351	0.108808	0.164829	0.00484246	0.0347581	0.0205615	0.0145404	0.00177772	0.0222278	0.258087	0.00288235	0.00283978	0.0192772	0.0334521	0.0481186	0.0701134	0.0320278	0.0156771	0.00894478	0.0271206	0.0460079	0.0131935	0.0864721	0.0107614	0.0218267	0.00243199	0.0839278	0.0181189	0.00644265	0.0345781	0.00635872	0.0379928	0.0027041	0.0164072	0.0283724	0.00277279	0.128065	0.060259	0.0150781	0.171089	0.0857191	0.00645322	0.0548505	0.00877376	0.00795167	0.121775	0.00085454	0.0317638	0.0790319	0.00208397	0.00328742	0.0318997	0.0151452	0.0365529	0.0140575	0.675778	0.00253146	0.182782	0.0546024	0.00390324	0.0124319	0.017822	0.170667	0.0427675	0.0155268	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.05689334	0.26312	0.232233	0.273232	0.231415	2.001415	0.7972981	0.06641336	-3.723481	1.422409	2.023248
1330	-15934.1	-15984.2	50.0803	0.808345	0.0497912	0.0691211	0.00617918	0.18835	0.0184713	0.00221453	0.645482	0.029138	0.0662897	0.0115233	0.00677864	0.00518271	0.0228591	0.00150454	0.0688126	0.0244352	0.0369439	0.048979	0.00203553	0.00545158	0.0118323	0.0413882	0.0814327	0.0170263	0.0312775	0.0349914	0.0106097	0.00747577	0.270064	0.0401528	0.0545084	0.222857	0.237505	0.0392827	0.0220183	0.0447249	0.0251796	0.0038091	0.00724149	0.0244224	0.0641492	0.00708281	0.0635577	0.00824603	0.0348552	0.00452212	0.000364161	0.0117379	0.0632976	0.0371718	0.0584332	0.104321	0.0613037	0.0408565	0.0369961	0.0245677	0.011963	0.0182301	0.021436	0.481259	0.00527777	0.0527331	0.111121	0.168333	0.00494542	0.0354972	0.0209987	0.0148496	0.00181552	0.0227004	0.263575	0.00294364	0.00290016	0.0196871	0.0341634	0.0491417	0.0716042	0.0327088	0.0160105	0.00913497	0.0276973	0.0469862	0.0134741	0.0883108	0.0109903	0.0222908	0.00248371	0.0857124	0.0185042	0.00657965	0.0353134	0.00649393	0.0388006	0.0027616	0.0511004	0.0289757	0.00283175	0.130788	0.00622276	0.0153988	0.174727	0.0875418	0.00659043	0.0560168	0.00896032	0.00812075	0.0505354	0.00159377	0.0324393	0.0807124	0.00212828	0.00335733	0.032578	0.0154672	0.0373301	0.0143564	0.690147	0.00258528	0.186668	0.0557634	0.00398624	0.0127034	0.0170303	0.200695	0.0504238	0.000338026	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.05639958	0.26312	0.232233	0.273232	0.231415	2.000004	0.7972981	0.05619766	-3.85702	1.398671	1.956279
1340	-15926.2	-15983.7	57.4961	0.808345	0.0430406	0.0658704	0.00588858	0.179492	0.0176026	0.00211038	0.615125	0.0277676	0.0631722	0.0109814	0.00645984	0.00493897	0.0217841	0.00143378	0.0655765	0.0232861	0.0352065	0.0466755	0.0019398	0.00519519	0.0112759	0.0394417	0.077603	0.0162256	0.0298065	0.0333458	0.0101107	0.0071242	0.257363	0.0382644	0.0519449	0.212376	0.226335	0.0374353	0.0141449	0.0426215	0.0239954	0.00362997	0.00690093	0.0232738	0.0611324	0.00674971	0.0605687	0.00785823	0.0332159	0.00430945	0.000347035	0.0314123	0.0603207	0.0354237	0.0556851	0.099415	0.0584207	0.0389351	0.0352562	0.0234123	0.0114004	0.0173727	0.0204279	0.458626	0.00502956	0.0502531	0.105895	0.160417	0.00471284	0.0338278	0.0200112	0.0141512	0.00173014	0.0216329	0.251179	0.00280521	0.00276377	0.0187613	0.0325568	0.0468307	0.0682368	0.0311705	0.0152575	0.00870536	0.0263947	0.0447764	0.0128404	0.0841577	0.0104734	0.0212425	0.0023669	0.0816814	0.0176339	0.00627021	0.0336526	0.00618853	0.0369759	0.00263172	0.0486972	0.027613	0.00269857	0.124637	0.00593011	0.0146746	0.16651	0.0834248	0.00628049	0.0533824	0.00853893	0.00773884	0.0481587	0.00151882	0.0309137	0.0769166	0.00202819	0.00319943	0.0310459	0.0147398	0.0355745	0.0136812	0.65769	0.0024637	0.177889	0.0531409	0.00379877	0.0121009	0.0114734	0.163671	0.0416268	0.00736368	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.0535666	0.26312	0.232233	0.273232	0.231415	2.000331	0.7972981	0.0551438	-3.880251	1.401742	1.96488
1350	-15910.1	-15980.7	70.5263	0.808345	0.052115	0.0582549	0.00520778	0.15874	0.0155675	0.00186639	0.544008	0.0245573	0.0558686	0.00971177	0.005713	0.00436796	0.0192655	0.00126801	0.0579949	0.00292686	0.0311361	0.0412792	0.00171553	0.00459456	0.00997222	0.0348817	0.068631	0.0143497	0.0263605	0.0294906	0.00894176	0.00630054	0.227609	0.0338405	0.0459394	0.187822	0.200168	0.0331073	0.0125096	0.0376939	0.0212212	0.00321029	0.00610308	0.0385546	0.0540646	0.00596935	0.0535661	0.00694971	0.0293757	0.00381121	0.000306913	0.0277806	0.0533468	0.0313282	0.0492471	0.0879212	0.0516664	0.0344336	0.0311801	0.0207055	0.0100823	0.0153642	0.0180662	0.405602	0.00444807	0.0444431	0.0936524	0.14187	0.00416797	0.0299168	0.00974361	0.0125151	0.00153011	0.0191318	0.222139	0.00248089	0.00244424	0.0165922	0.0287927	0.0414164	0.0603476	0.0275668	0.0134936	0.0076989	0.0233431	0.0395997	0.0113559	0.0744278	0.00926252	0.0187866	0.00209325	0.0722379	0.0155952	0.00554529	0.0297619	0.00547305	0.0327009	0.00232746	0.0430672	0.0244206	0.0444112	0.110228	0.00524451	0.012978	0.147259	0.0737797	0.00555438	0.0472106	0.00755171	0.00684412	0.0425909	0.00134322	0.0273396	0.0680239	0.0017937	0.00282953	0.0274566	0.0130357	0.0314616	0.0120995	0.581652	0.00217886	0.157323	0.0469971	0.00335958	0.0107038	0.0089053	0.150232	0.0430527	0.00869572	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.0478584	0.26312	0.232233	0.273232	0.231415	1.998932	0.7972981	0.05041099	-3.972341	1.403421	1.969591
1360	-15908.1	-15980.1	72.0213	0.808345	0.0557628	0.0575669	0.00514628	0.156865	0.0153836	0.00184435	0.537584	0.0242673	0.0552088	0.0123301	0.00564553	0.00431638	0.019038	0.00125304	0.05731	0.00289229	0.0307685	0.0407917	0.00169527	0.0045403	0.00985446	0.0344698	0.0678206	0.0141802	0.0260492	0.0291423	0.00883617	0.00622613	0.224921	0.0334409	0.0453968	0.185604	0.197804	0.0327163	0.0123618	0.0372488	0.0209706	0.00317238	0.00603101	0.0380993	0.0534261	0.00589886	0.0529335	0.00686764	0.0290288	0.00376621	0.000303288	0.0274526	0.0527168	0.0309582	0.00253107	0.0868829	0.0510563	0.034027	0.0308119	0.020461	0.00996326	0.0109282	0.00764983	0.400812	0.00439554	0.0439183	0.0925465	0.140195	0.00411875	0.0295635	0.00962854	0.0123673	0.00151204	0.0189059	0.219516	0.00245159	0.00241537	0.0163963	0.0284527	0.0409273	0.059635	0.0272412	0.0133342	0.00760798	0.0230674	0.039132	0.0112218	0.0735489	0.00915314	0.0185647	0.00206853	0.0713848	0.015411	0.0054798	0.0294104	0.00540841	0.0323148	0.00229997	0.0425586	0.0241322	0.0438867	0.108926	0.00518257	0.0128247	0.14552	0.0729084	0.00548879	0.0466531	0.00746253	0.0067633	0.0420879	0.00132736	0.0270168	0.0672206	0.00177252	0.00279612	0.0271323	0.0128817	0.00466785	0.0119566	0.574783	0.00215313	0.155465	0.0464421	0.0033199	0.0105774	0.0102945	0.171651	0.0475503	0.00323018	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.04685127	0.26312	0.232233	0.273232	0.231415	2.000511	0.7972981	0.03171615	-4.356053	1.345454	1.810247
1370	-15861.8	-15982.1	120.349	0.808345	0.0520627	0.0395893	0.00353914	0.107878	0.0105795	0.00126838	0.369701	0.0166888	0.0379676	0.00847954	0.00388248	0.0137482	0.0130926	0.000861727	0.0394126	0.00198906	0.0211597	0.0280528	0.00116586	0.0031224	0.006777	0.0237052	0.0466408	0.00975185	0.0179143	0.0200414	0.00607671	0.00428177	0.15468	0.0229976	0.0312198	0.109001	0.136032	0.0224993	0.00850134	0.0256163	0.0144217	0.00218167	0.00414758	0.0262012	0.0367417	0.0040567	0.0364028	0.00472294	0.0199634	0.00259005	0.000208574	0.0188794	0.0362539	0.0212903	0.00174064	0.0597502	0.0351119	0.0234007	0.0211896	0.0140712	0.00685183	0.0075154	0.00526086	0.275642	0.00302286	0.030203	0.0636451	0.0964134	0.0028325	0.0203311	0.00662164	0.00850513	0.00103984	0.0130017	0.150963	0.00168598	0.00166107	0.0112759	0.0195672	0.0281461	0.0410115	0.0187341	0.00917006	0.00523208	0.0158637	0.00239588	0.00771731	0.0505803	0.0062947	0.0127671	0.00142255	0.049092	0.0105983	0.00376851	0.0202258	0.00371942	0.0222232	0.00158171	0.0292679	0.0165959	0.0301813	0.0749094	0.0035641	0.00881968	0.100076	0.0501398	0.00377469	0.0320838	0.00513205	0.00465118	0.0289443	0.000912837	0.0185797	0.0462282	0.00121898	0.00192292	0.0186591	0.00885889	0.00321012	0.00822267	0.395284	0.00148073	0.106915	0.0319387	0.00228313	0.00727415	0.0168469	0.147789	0.0336353	0.0160142	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.03250239	0.26312	0.232233	0.273232	0.231415	2.000759	0.7972981	0.03840304	-4.168704	1.348396	1.818171
1380	-15810.6	-15984.8	174.222	0.808345	0.0454543	0.0244874	0.00218909	0.0667264	0.00654379	0.000784537	0.228674	0.0103227	0.0234844	0.0052449	0.00240146	0.00850377	0.00809827	0.00053301	0.0243781	0.0012303	0.0130881	0.0173517	0.000721124	0.00193132	0.00419182	0.0146625	0.028849	0.00603188	0.0110806	0.0123964	0.00375867	0.00264843	0.0956752	0.0142249	0.0193106	0.0674212	0.0841405	0.0139166	0.00525839	0.0158446	0.00892033	0.00134945	0.00256543	0.0162064	0.022726	0.00250922	0.0225165	0.00292131	0.0123481	0.00160204	0.000129011	0.0116776	0.0224243	0.0131688	0.00107665	0.0369577	0.021718	0.0144742	0.0131066	0.00519774	0.0042381	0.0276714	0.00325403	0.170495	0.00186975	0.0186817	0.00199639	0.0596352	0.00175201	0.0125755	0.00409572	0.00526073	0.000643181	0.00804205	0.0933762	0.00104284	0.00102744	0.00697453	0.012103	0.0174094	0.0253671	0.0115877	0.00567201	0.00323623	0.00981227	0.00148194	0.00542856	0.0312857	0.0038935	0.00789694	0.000879899	0.0303652	0.00655544	0.00233096	0.0125104	0.00230059	0.0137458	0.0282341	0.0181033	0.0102652	0.0186682	0.0463342	0.00220453	0.014617	0.0619004	0.0310133	0.0356078	0.019845	0.00317436	0.00287693	0.0179031	0.000564623	0.0114922	0.0285939	0.000753984	0.00118939	0.0115414	0.00547954	0.00198558	0.00508602	0.244497	0.000915884	0.0661306	0.0197552	0.0014122	0.00449933	0.00404573	0.05966	0.0228252	0.0615448	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.02074896	0.26312	0.232233	0.273232	0.231415	1.998464	0.7972981	0.02020504	-4.861886	1.385685	1.920124
1390	-15824.6	-15982.1	157.46	0.808345	0.0406934	0.0265752	0.00237573	0.0724154	0.00710171	0.000851426	0.24817	0.0112028	0.0254866	0.00569208	0.0026062	0.00670086	0.00878872	0.000578454	0.0264566	0.0013352	0.014204	0.0188311	0.000782607	0.00209598	0.00454922	0.0159127	0.0313087	0.00654615	0.0120254	0.0134533	0.00407913	0.00287423	0.103832	0.0154377	0.020957	0.0731695	0.0913143	0.00918122	0.00570672	0.0171955	0.0258242	0.0014645	0.00278416	0.0175882	0.0246637	0.00272315	0.0244362	0.00317038	0.0134009	0.00173863	0.00014001	0.0126732	0.0243362	0.0142916	0.00116844	0.0401087	0.0235696	0.0157082	0.014224	0.0056409	0.00459944	0.0300307	0.00353147	0.185031	0.00202916	0.0202745	0.0021666	0.0647197	0.00190138	0.0136477	0.00444492	0.00570926	0.00681982	0.00872771	0.101337	0.00113175	0.00111503	0.00756918	0.0131349	0.0188937	0.0275299	0.0125757	0.00615561	0.00351215	0.0106489	0.00160829	0.0058914	0.0339531	0.00422546	0.00857023	0.000954919	0.151192	0.00711436	0.0025297	0.013577	0.00249674	0.0149178	0.0306414	0.0196468	0.0111404	0.0202599	0.0502846	0.00239248	0.0158633	0.067178	0.0336575	0.0386437	0.021537	0.003445	0.00312221	0.0194295	0.000612763	0.012472	0.0310318	0.000818268	0.0012908	0.0125254	0.00594673	0.00215487	0.00551965	0.265343	0.000993972	0.0717689	0.0214395	0.0015326	0.00488294	0.0575164	0.0183574	0.0247713	0.127697	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.02403435	0.26312	0.232233	0.273232	0.231415	2.001347	0.7972981	0.02741439	-4.687946	1.477335	2.182517
1400	-15816.6	-15980.2	163.558	0.808345	0.0492658	0.0245285	0.00219276	0.0668382	0.015161	0.000785852	0.229057	0.01034	0.0235237	0.0052537	0.00240548	0.00618479	0.00811184	0.000533903	0.024419	0.00123237	0.01311	0.0173808	0.000722333	0.00193456	0.00419885	0.0146871	0.0288974	0.00604199	0.0110992	0.0124171	0.00376497	0.00265287	0.0958356	0.0142487	0.019343	0.0675342	0.0842815	0.00847412	0.0052672	0.0158712	0.0238353	0.00135171	0.00256973	0.0162336	0.00284409	0.00251342	0.0225542	0.00292621	0.0123688	0.00160473	0.000129227	0.0116972	0.0224619	0.0131909	0.00107845	0.0370196	0.0217544	0.0144984	0.0131285	0.00520646	0.00424521	0.0277178	0.0120876	0.170781	0.00187288	0.018713	0.00199974	0.0597352	0.00175494	0.0125966	0.00410259	0.00526955	0.0381262	0.00805553	0.0935327	0.00104459	0.00102916	0.00698622	0.0121233	0.0174386	0.0254096	0.0116071	0.00568152	0.00324166	0.00982872	0.00148443	0.00543766	0.0313382	0.00390003	0.00791017	0.000881374	0.139548	0.00656643	0.00233487	0.0759103	0.00230445	0.0137689	0.0282815	0.0181336	0.0102824	0.0186995	0.0464118	0.00220822	0.0146415	0.0620042	0.0310653	0.0356675	0.0198783	0.00317968	0.00288175	0.0179331	0.00056557	0.0115115	0.0281901	0.000755248	0.00119139	0.0115607	0.00548873	0.00198891	0.00509455	0.244907	0.00091742	0.0662415	0.0197883	0.00171645	0.00450687	0.0135071	0.0604505	0.0228635	0.0907433	0.644492	0.2027019	0.1638531	0.0890956	0.165834	0.1022	0.119126	0.408537	0.115208	0.02282687	0.26312	0.232233	0.273232	0.231415	2.000021	0.7972981	0.02142304	-4.796465	1.380708	1.906354
