Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
4970	-14486.9	-14438.6	-48.3246	0.1340699	0.0230544	0.113791	0.319509	0.139132	0.0947498	0.049739	0.0408368	0.124771	0.0104491	0.0970293	0.0490658	0.0337741	0.0531669	0.0353261	0.160395	0.0476589	0.056204	0.0985862	0.076274	0.0547708	0.101347	0.405625	0.316698	0.0677155	0.0189302	0.0417044	0.0937339	0.0372917	0.0610174	0.0708081	0.196163	0.140064	0.0734144	0.0638268	0.102554	0.163799	0.144817	0.086006	0.124796	0.501502	0.577309	0.0270554	0.250073	0.0855292	0.1471	0.0547201	0.0235723	0.0464717	0.0829545	0.276685	0.186765	1.03943	0.556645	0.0444865	0.173849	0.0364053	0.0660642	0.761638	0.167568	0.0616343	0.0299121	0.210536	0.302868	0.0360186	0.135806	0.50524	0.28765	0.0143787	0.00755593	0.0579564	0.0741791	0.0769816	0.104787	0.14392	0.214423	0.026476	0.0512408	0.0435022	0.0690376	0.0587962	0.474482	0.35682	0.184404	0.0484339	0.256793	0.02191	0.17418	0.204659	0.0501429	0.125665	0.0267726	0.166051	0.31417	0.0275006	0.233688	0.160097	0.102907	0.172536	0.293432	0.0338768	0.188248	0.0827568	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1500671	0.272742	0.2559	0.266745	0.204613	2.00028	0.6841468	0.1424558	-2.367578	0.9152641	0.8377084
4980	-14491.5	-14436.9	-54.6768	0.1340699	0.147768	0.122695	0.344509	0.150019	0.102163	0.0536308	0.0440321	0.134533	0.0112666	0.104621	0.052905	0.0364168	0.0573269	0.0380902	0.172945	0.0513879	0.0606016	0.1063	0.0822421	0.0590563	0.109277	0.437364	0.341478	0.0730139	0.0303255	0.045483	0.101068	0.0345039	0.0469843	0.149383	0.211512	0.151023	0.120884	0.068821	0.110579	0.176615	0.0382662	0.0592545	0.134561	0.540742	0.62248	0.0292187	0.269638	0.0922214	0.15861	0.0590016	0.0254167	0.0501079	0.0894452	0.298334	0.201378	1.12076	0.600198	0.0479674	0.187452	0.0392538	0.0370621	0.821232	0.18068	0.0664568	0.0718279	0.22701	0.326566	0.0388369	0.0162615	0.114957	0.310157	0.0673887	0.0041158	0.0642855	0.0921422	0.0666414	0.112986	0.167208	0.2312	0.0224768	0.0552501	0.046902	0.0744395	0.0622579	0.511608	0.384739	0.198833	0.0445505	0.0509375	0.0236243	0.187809	0.220672	0.0540664	0.135498	0.0288674	0.179044	0.338752	0.0293398	0.251973	0.391271	0.0918561	0.186036	0.1412	0.0136616	0.147558	0.120328	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1550558	0.272742	0.2559	0.266745	0.204613	1.997911	0.6841468	0.1429537	-2.384209	0.9369887	0.8779479
4990	-14480.9	-14441.5	-39.3598	0.1340699	0.0930795	0.112311	0.315353	0.137323	0.0935173	0.049092	0.0403057	0.123148	0.0103131	0.0957673	0.0484278	0.0333348	0.0524753	0.0348666	0.158309	0.0470389	0.0554729	0.0973039	0.0752819	0.0540584	0.100029	0.0722556	0.312579	0.0668347	0.0492291	0.0415214	0.0925146	0.0315838	0.0542092	0.0315663	0.193611	0.138242	0.0236939	0.0629966	0.10122	0.161668	0.0162908	0.172481	0.123173	0.494979	0.5698	0.0266578	0.246819	0.0844167	0.145187	0.177383	0.0232657	0.0458672	0.0818755	0.273086	0.184335	0.579095	0.549404	0.0439079	0.171588	0.0359318	0.0868576	0.751731	0.165389	0.0608326	0.0600763	0.207798	0.298928	0.145419	0.0354116	0.105228	0.283908	0.0296951	0.00376748	0.0336235	0.0896644	0.0408152	0.103424	0.100287	0.211634	0.0348192	0.0505743	0.0429448	0.0681397	0.0571242	0.46831	0.296366	0.166091	0.0473802	0.207607	0.021625	0.171915	0.201997	0.0494907	0.124031	0.0264243	0.163891	0.310084	0.0275329	0.230648	0.0873059	0.193057	0.170292	0.06871	0.0186318	0.20373	0.119951	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1347965	0.272742	0.2559	0.266745	0.204613	1.999251	0.6841468	0.1255955	-2.463093	0.8813682	0.7768099
5000	-14485.6	-14438.3	-47.3252	0.1340699	0.128941	0.117774	0.33069	0.144001	0.0980657	0.0514797	0.042266	0.129137	0.0108147	0.100425	0.0507831	0.0349561	0.0550276	0.0365624	0.166009	0.0493268	0.0581709	0.102036	0.0789434	0.0566876	0.104894	0.0757699	0.327782	0.0700853	0.0275446	0.043024	0.0970142	0.0331199	0.0632174	0.0399295	0.203028	0.0229383	0.122556	0.0660606	0.106143	0.169531	0.0208955	0.0564007	0.129163	0.519053	0.597513	0.0280531	0.258823	0.0885224	0.152248	0.18601	0.0243972	0.048098	0.0858576	0.286368	0.193301	0.60726	0.576123	0.0460434	0.179934	0.0376794	0.0266791	0.788293	0.173433	0.0637913	0.0694823	0.217904	0.313467	0.152492	0.0534092	0.110346	0.297716	0.303163	0.00395072	0.0351661	0.10301	0.0773313	0.108454	0.242562	0.221927	0.0668642	0.053034	0.0450051	0.0714537	0.0590836	0.491087	0.310781	0.174169	0.047542	0.20955	0.0226768	0.180276	0.211821	0.0518978	0.130063	0.0277095	0.171863	0.325165	0.0285935	0.241866	0.0942659	0.133951	0.330516	0.0365535	0.0142759	0.193353	0.121491	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1445487	0.272742	0.2559	0.266745	0.204613	2.000243	0.6841468	0.16454	-2.28941	0.984691	0.9696163
5010	-14510.9	-14437.4	-73.5022	0.1340699	0.0554309	0.130467	0.366333	0.159522	0.108635	0.0570283	0.0468215	0.143056	0.0119804	0.111249	0.0562566	0.0387237	0.151046	0.0405032	0.183901	0.0546433	0.0644407	0.113034	0.087452	0.0627975	0.1162	0.0839365	0.363111	0.0268664	0.140643	0.0477523	0.107471	0.0160259	0.486996	0.258596	0.224911	0.0254106	0.465378	0.0347203	0.117584	0.187804	0.195455	0.0605104	0.143085	0.574998	0.661913	0.0310601	0.286721	0.0980635	0.168658	0.206058	0.0270268	0.0532821	0.0951115	0.317233	0.214135	0.672711	0.638219	0.051006	0.199327	0.0417405	0.0488208	0.873256	0.192126	0.0706668	0.119286	0.24139	0.347253	0.168927	0.0659818	0.122239	0.329805	0.0602671	0.00437653	0.03534	0.106596	0.0859839	0.120144	0.296091	0.245846	0.0404697	0.0587501	0.04988	0.0791551	0.0654445	0.544017	0.344277	0.826532	0.0420133	0.0919503	0.0251209	0.199706	0.234651	0.0574914	0.144082	0.0306961	0.190386	0.360212	0.030666	0.267935	0.289285	0.0907653	0.366139	0.161569	0.00932165	0.179776	0.14945	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1759527	0.272742	0.2559	0.266745	0.204613	1.997478	0.6841468	0.1552113	-2.314763	0.9505741	0.9035912
5020	-14490.7	-14438.5	-52.2545	0.1340699	0.0585313	0.117371	0.32956	0.143509	0.0977304	0.0513037	0.0421215	0.128696	0.0113709	0.100082	0.0506094	0.0348366	0.135884	0.0364374	0.0767085	0.0491581	0.057972	0.101688	0.0786734	0.0564938	0.104536	0.0755108	0.326661	0.0241695	0.045184	0.0433962	0.0966825	0.0144172	0.0920112	0.129909	0.202334	0.0228599	0.010168	0.031235	0.10578	0.168952	0.0410435	0.188391	0.128722	0.517279	0.0773101	0.0280733	0.25794	0.0882197	0.151728	0.185374	0.0243138	0.0479336	0.0855641	0.285389	0.19264	0.605183	0.574153	0.045886	0.179318	0.0375506	0.0336586	0.785598	0.17284	0.0635731	0.149119	0.217159	0.312395	0.15197	0.0297749	0.109969	0.296699	0.364978	0.00393721	0.0258439	0.0525724	0.0876326	0.108083	0.224801	0.221168	0.0266209	0.0528527	0.0448053	0.0712094	0.078275	0.489408	0.309718	0.743563	0.0501281	0.164322	0.0225992	0.17966	0.211097	0.0517203	0.129619	0.0276147	0.171275	0.324053	0.0275369	0.241039	0.241805	0.176631	0.329386	0.129137	0.0234996	0.172961	0.117454	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1471991	0.272742	0.2559	0.266745	0.204613	1.99822	0.6841468	0.157054	-2.389856	1.03797	1.077381
5030	-14486	-14435.6	-50.3272	0.1340699	0.0514981	0.117845	0.33089	0.144089	0.231514	0.0515109	0.0422916	0.129215	0.017871	0.100486	0.0508134	0.0349773	0.136432	0.0204892	0.0770182	0.0493566	0.0389175	0.102098	0.0789911	0.0567219	0.104958	0.0758157	0.32798	0.0242671	0.182319	0.0437245	0.0970729	0.0144754	0.0100334	0.355518	0.203151	0.0687222	0.188142	0.0313611	0.106208	0.169634	0.250234	0.0228026	0.129242	0.519367	0.0776223	0.0281079	0.258983	0.088576	0.15234	0.186122	0.0431239	0.0481271	0.0859096	0.286541	0.193418	0.607627	0.57647	0.0460713	0.180042	0.0377022	0.143784	0.142849	0.128882	0.0638299	0.075971	0.218036	0.313657	0.152584	0.0142411	0.110413	0.297897	0.0623518	0.00395311	0.0234133	0.0928589	0.0447891	0.10852	0.193311	0.222061	0.0403199	0.0530661	0.0449766	0.071497	0.078264	0.491384	0.310969	0.746566	0.0311035	0.0855016	0.0226905	0.180385	0.211949	0.0519292	0.130142	0.0277262	0.171967	0.325362	0.0269492	0.242012	0.2723	0.0516039	0.330716	0.130751	0.011026	0.156847	0.0964131	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1420849	0.272742	0.2559	0.266745	0.204613	1.999391	0.6841468	0.1193689	-2.568074	0.9407834	0.8850734
5040	-14500	-14437.5	-62.4481	0.1340699	0.0223422	0.13387	0.375885	0.163682	0.262995	0.0585154	0.0480424	0.146786	0.0203011	0.11415	0.0577229	0.0397335	0.154985	0.0232753	0.0874912	0.0560682	0.0442095	0.115982	0.0897324	0.064435	0.11923	0.0278472	0.372579	0.027567	0.211682	0.0495144	0.110273	0.0164438	0.132356	1.02619	0.230776	0.191378	0.0553558	0.0356257	0.12065	0.192701	0.0543869	0.150281	0.103438	0.589992	0.0881775	0.0320374	0.2942	0.100621	0.173056	0.211432	0.0489879	0.0546715	0.0975917	0.325506	0.219719	0.690253	0.654858	0.0523361	0.204525	0.042829	0.0520456	0.162273	0.146326	0.0725095	0.137721	0.247685	0.356308	0.173332	0.0801812	0.125427	0.338405	0.0484183	0.00449066	0.0229973	0.0806486	0.0514844	0.123277	0.228131	0.252257	0.0660574	0.0602821	0.0510884	0.0812192	0.0898995	0.558203	0.353254	0.848085	0.045978	0.0234101	0.025776	0.204914	0.24077	0.0589906	0.147839	0.0314966	0.195351	0.369605	0.0309307	0.274922	0.30471	0.024446	0.375687	0.139117	0.0123131	0.144752	0.155052	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1647778	0.272742	0.2559	0.266745	0.204613	2.001032	0.6841468	0.1834413	-2.144152	0.9468807	0.8965831
5050	-14502.5	-14440.6	-61.9268	0.1340699	0.0392824	0.154769	0.434568	0.189235	0.304054	0.0676507	0.0555427	0.169702	0.0234704	0.131971	0.0667348	0.0459366	0.17918	0.026909	0.10115	0.0648214	0.0511114	0.134088	0.103741	0.0744945	0.137844	0.0321946	0.430745	0.0318707	0.0551899	0.0581869	0.127489	0.019011	0.111621	0.452797	0.266804	0.221255	0.122503	0.0411875	0.139485	0.222785	0.0373073	0.0616475	0.119586	0.6821	0.101944	0.0370534	0.250679	0.116329	0.089049	0.24444	0.0566358	0.0632067	0.112827	0.376323	0.254021	0.0435261	0.757093	0.0605067	0.236455	0.0495153	0.0652977	0.187607	0.16902	0.0838295	0.0839446	0.286353	0.411934	0.200393	0.0380129	0.145008	0.391236	0.0318103	0.00519173	0.0156182	0.156182	0.0692108	0.142522	0.15247	0.291639	0.0279422	0.0696932	0.0590878	0.093899	0.101048	0.645349	0.408404	0.980486	0.0469458	0.036388	0.0298	0.236905	0.278359	0.0682	0.170919	0.0364137	0.225848	0.427307	0.026074	0.317842	0.204685	0.0514157	0.434339	0.0132435	0.0161219	0.192539	0.0613663	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1649757	0.272742	0.2559	0.266745	0.204613	2.00092	0.6841468	0.1872357	-2.178755	1.003363	1.006737
5060	-14517.3	-14451.7	-65.5301	0.1340699	0.0452787	0.158128	0.443999	0.193343	0.310652	0.0691189	0.0567482	0.173385	0.0239798	0.134835	0.0681831	0.0469336	0.183069	0.027493	0.103345	0.0662282	0.0522207	0.136998	0.105993	0.0761112	0.140836	0.0328933	0.440094	0.0325624	0.0221585	0.0602604	0.130255	0.0194236	0.121615	0.110412	0.272594	0.0781176	0.0944967	0.0420814	0.142513	0.22762	0.0321012	0.21854	0.122181	0.696903	0.104156	0.0376857	0.256119	0.118854	0.0909817	0.249745	0.0578649	0.0645785	0.115276	0.043451	0.259534	0.0444707	0.773525	0.0618199	0.241587	0.134606	0.041338	0.191679	0.172681	0.0856489	0.0927821	0.292568	0.420875	0.204742	0.365605	0.148155	0.399727	0.328873	0.00530441	0.0205607	0.130769	0.0999152	0.145615	0.22707	0.297968	0.0458037	0.0712058	0.0603576	0.0959369	0.10291	0.659355	0.417267	1.00177	0.0292157	0.0581992	0.0304468	0.242046	0.2844	0.0696802	0.174629	0.0372041	0.23075	0.43658	0.0265149	0.32474	0.253963	0.0747156	0.443765	0.0393179	0.014889	0.148719	0.131529	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1700563	0.272742	0.2559	0.266745	0.204613	1.998599	0.6841468	0.186015	-2.212711	1.030324	1.061567
5070	-14520.3	-14442.4	-77.8557	0.1340699	0.0830039	0.190086	0.533734	0.232418	0.373437	0.0830882	0.0682172	0.208427	0.0288263	0.162086	0.0819632	0.0564191	0.220068	0.0330495	0.124232	0.139555	0.0627747	0.164687	0.127414	0.0914937	0.169299	0.0395413	0.529039	0.0391434	0.127204	0.0714932	0.156581	0.0233492	0.0498748	0.0294397	0.327687	0.110187	0.0379051	0.0505862	0.171315	0.273623	0.0232707	0.318441	0.146875	0.0570021	0.125206	0.0450715	0.307881	0.142875	0.10937	0.30022	0.0695597	0.0776302	0.138574	0.0522327	0.311987	0.0534585	0.929855	0.074314	0.290413	0.16181	0.0708389	0.230418	0.207529	0.102959	0.0915238	0.351697	0.505935	0.246121	0.00777338	0.178098	0.480514	0.105847	0.00637645	0.0438207	0.219119	0.0982238	0.108162	0.19399	0.358189	0.0493964	0.0855968	0.0725943	0.209183	0.123551	0.792614	0.501599	1.20423	0.0477658	0.0204152	0.0366002	0.290965	0.341879	0.0837629	0.209922	0.0447231	0.277386	0.524816	0.0313954	0.390371	0.242026	0.0787367	0.533452	0.030188	0.00996394	0.161735	0.0788271	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1871385	0.272742	0.2559	0.266745	0.204613	2.000017	0.6841468	0.1900663	-2.046985	0.8793205	0.7732046
5080	-14498.2	-14442.2	-56.0082	0.1340699	0.134862	0.146973	0.412678	0.179704	0.288738	0.064243	0.052745	0.161154	0.0222882	0.125323	0.0824121	0.0436227	0.170155	0.0255535	0.0960552	0.0092754	0.0485369	0.127334	0.0985157	0.0707421	0.130901	0.030573	0.409048	0.0302654	0.0219839	0.0554617	0.0461469	0.0180534	0.162173	0.48458	0.253365	0.0851959	0.0306502	0.0796951	0.132459	0.211563	0.0309845	0.0593566	0.113562	0.0440735	0.010371	0.0348325	0.238051	0.11047	0.0845636	0.232127	0.053783	0.060023	0.107144	0.0403858	0.241226	0.0413336	0.718955	0.0574589	0.224544	0.12511	0.0456892	0.178157	0.160516	0.079607	0.0946346	0.271929	0.391185	0.190299	0.0387228	0.137704	0.371529	0.0453799	0.00493022	0.0268159	0.102738	0.141526	0.08363	0.33458	0.276949	0.0216408	0.0443016	0.0560839	0.161739	0.0938234	0.612842	0.387832	0.931098	0.0438635	0.0182868	0.028299	0.224972	0.264338	0.0647647	0.16231	0.0345795	0.214472	0.405783	0.0240732	0.301832	0.214423	0.26901	0.412461	0.170562	0.0154275	0.138455	0.14413	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1530324	0.272742	0.2559	0.266745	0.204613	1.999942	0.6841468	0.169309	-2.355327	1.076381	1.158595
5090	-14511.7	-14449.9	-61.8246	0.1340699	0.10099	0.149457	0.419652	0.18274	0.293617	0.344658	0.0536363	0.163878	0.0226649	0.127441	0.0838049	0.0443599	0.17303	0.0259854	0.0976784	0.00943215	0.0493571	0.129486	0.100181	0.0719376	0.133113	0.0310896	0.415961	0.0307768	0.196514	0.0561889	0.0469267	0.0183585	0.0702355	0.531027	0.257646	0.0866356	0.0309255	0.0810418	0.134698	0.156432	0.0474644	0.0548431	0.115482	0.0448183	0.0105462	0.0353105	0.242074	0.112337	0.0859926	0.23605	0.0546918	0.0610373	0.108955	0.0410683	0.245302	0.0420321	0.731106	0.0584299	0.228339	0.127225	0.0429374	0.181168	0.163478	0.0809522	0.0848937	0.276524	0.397795	0.193515	0.0820422	0.140031	0.377808	0.251325	0.00501353	0.0404933	0.134001	0.266321	0.0850432	0.178111	0.281629	0.0352281	0.0450502	0.0569926	0.164472	0.0942109	0.623198	0.394386	0.946833	0.0673529	0.044145	0.0287772	0.228773	0.268805	0.0658592	0.186502	0.0351639	0.218097	0.41264	0.0242341	0.306932	0.258308	0.103533	0.419431	0.207977	0.0112626	0.201667	0.172029	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1616627	0.272742	0.2559	0.266745	0.204613	1.999915	0.6841468	0.1816938	-2.2344	1.02856	1.057936
5100	-14487.6	-14439.1	-48.549	0.1340699	0.0852415	0.153408	0.430747	0.187572	0.30138	0.353771	0.0550544	0.16821	0.0232641	0.130811	0.0860206	0.0455327	0.177605	0.0266724	0.100261	0.00968152	0.0892442	0.132909	0.102829	0.0738395	0.136632	0.0319116	0.426958	0.0315905	0.0212429	0.0567435	0.0481673	0.0188438	0.0121955	0.213284	0.264458	0.0889261	0.0654506	0.0831844	0.138259	0.160568	0.0538197	0.0368562	0.118535	0.0460032	0.0108251	0.0361253	0.248474	0.115307	0.0882661	0.242291	0.0561378	0.062651	0.111835	0.0421541	0.251787	0.0431434	0.750435	0.0599747	0.234376	0.130588	0.0706412	0.185957	0.168096	0.0830925	0.126779	0.283835	0.408312	0.198631	0.0430046	0.193368	0.387796	0.0362325	0.00514608	0.0531216	0.140957	0.0865925	0.0872916	0.122035	0.289075	0.0266949	0.0462413	0.0583973	0.16882	0.0949692	0.639675	0.404813	0.161078	0.0390588	0.039436	0.0732102	0.234822	0.275911	0.0676004	0.191432	0.0360935	0.223863	0.42355	0.0248129	0.315047	0.136373	0.0909733	0.0319176	0.133275	0.0100397	0.161235	0.13634	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1420362	0.272742	0.2559	0.266745	0.204613	1.9993	0.6841468	0.1413326	-2.395015	0.9363507	0.8767526
5110	-14484.4	-14449.4	-35.0413	0.1340699	0.0205562	0.125028	0.35106	0.152872	0.245626	0.288324	0.0448695	0.137092	0.0189603	0.106611	0.127486	0.0371094	0.144749	0.195333	0.081713	0.00789048	0.0727344	0.108322	0.0838061	0.0601795	0.111356	0.026008	0.347973	0.0257464	0.0522446	0.0453908	0.0392566	0.0153578	0.0185367	0.0304718	0.215534	0.0724751	0.0296574	0.0677956	0.112682	0.130863	0.0308346	0.036709	0.0246508	0.245609	0.00882246	0.0294232	0.202509	0.0939752	0.0719372	0.197468	0.0457525	0.0510608	0.0911463	0.0343557	0.205208	0.035162	0.611607	0.0488796	0.191017	0.10643	0.0299518	0.151556	0.13703	0.0677207	0.118407	0.231327	0.332776	0.161885	0.0227238	0.157595	0.316055	0.058414	0.00419408	0.0433862	0.149467	0.222779	0.071143	0.137691	0.235597	0.055011	0.0376868	0.0475642	0.0166827	0.0792294	0.521337	0.329924	0.234521	0.0344029	0.0360264	0.0596666	0.191381	0.224869	0.0550946	0.156018	0.0294164	0.182449	0.345195	0.0198832	0.256765	0.255722	0.143279	0.0256193	0.176863	0.01781	0.15962	0.146256	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1235512	0.272742	0.2559	0.266745	0.204613	1.999889	0.6841468	0.1230535	-2.566394	0.9708327	0.9425161
5120	-14468.1	-14446.7	-21.3455	0.1340699	0.0696067	0.147843	0.291255	0.126829	0.203782	0.239206	0.0372257	0.113737	0.0157303	0.0884491	0.105768	0.0307875	0.12009	0.162057	0.0547498	0.00654628	0.0603436	0.0898683	0.0695292	0.0499275	0.0923853	0.0215774	0.288693	0.0213603	0.013141	0.0377109	0.0325689	0.0127415	0.0355344	0.121687	0.10638	0.0245399	0.0285445	0.0562462	0.0934855	0.10857	0.157193	0.05214	0.0261238	0.203768	0.00731949	0.0244997	0.16801	0.0779659	0.0596822	0.163828	0.0379583	0.0423622	0.0756189	0.028503	0.170249	0.0291719	0.507416	0.0405526	0.158476	0.0882988	0.0756491	0.125737	0.0178438	0.250801	0.115503	0.191919	0.276085	0.134307	0.0273479	0.130748	0.262213	0.0192703	0.00347959	0.0409689	0.201926	0.0701635	0.0590233	0.11045	0.195461	0.0425874	0.0312666	0.0394822	0.0138407	0.0656593	0.432524	0.273719	0.194569	0.029582	0.0680664	0.0495019	0.158778	0.186561	0.0457088	0.129439	0.0244052	0.151368	0.286388	0.0167211	0.213023	0.296672	0.0387	0.0213082	0.137659	0.0114332	0.164601	0.149035	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1066581	0.272742	0.2559	0.266745	0.204613	1.999967	0.6841468	0.1265364	-2.629865	1.060792	1.12528
5130	-14480.7	-14439	-41.6302	0.1340699	0.0431903	0.176265	0.347246	0.151211	0.242957	0.285192	0.044382	0.135602	0.0187543	0.105453	0.126101	0.0367061	0.143176	0.193211	0.065275	0.00780474	0.0719441	0.107145	0.0828956	0.0595256	0.110146	0.0257255	0.344192	0.0254666	0.0746581	0.0451303	0.03883	0.0151909	0.040146	0.205269	0.126831	0.0292575	0.0431083	0.067059	0.111457	0.129441	0.0850322	0.00678054	0.0321425	0.24294	0.0087266	0.029207	0.200309	0.0929542	0.0711556	0.195322	0.0452554	0.050506	0.090156	0.0339825	0.0404676	0.03478	0.604963	0.0483485	0.188942	0.105273	0.121752	0.149909	0.0212879	0.299015	0.134219	0.228813	0.329161	0.160126	0.068782	0.155883	0.312621	0.0835361	0.00414851	0.0415383	0.119873	0.088872	0.07037	0.0968733	0.233037	0.122354	0.0372773	0.0470943	0.0165014	0.0785637	0.515673	0.0994452	0.231973	0.0240506	0.0425749	0.0590183	0.189301	0.222426	0.054496	0.154323	0.0290969	3.39196	0.205816	0.0190622	0.253975	0.218174	0.0409813	0.0255839	0.0772239	0.0111854	0.13777	0.0952335	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1490602	0.272742	0.2559	0.266745	0.204613	2.00179	0.6841468	0.1344986	-2.559848	1.05228	1.107293
5140	-14463.2	-14445.3	-17.9439	0.1340699	0.0842945	0.127846	0.25186	0.110064	0.176219	0.206852	0.0321906	0.0983534	0.0136026	0.0764856	0.0914621	0.0266232	0.103847	0.140137	0.0473444	0.00566084	0.0521816	0.0777128	0.0601247	0.0431744	0.0798894	0.0186589	0.249645	0.0184711	0.185437	0.0326437	0.0281637	0.0110181	0.0236785	0.0399396	0.0919915	0.0212206	0.0509456	0.0486384	0.0808408	0.0938848	0.0251248	0.303211	0.0427954	0.176206	0.00632947	0.021138	0.145286	0.0674203	0.0516164	0.141669	0.0328241	0.0366324	0.0653908	0.0246477	0.0293515	0.0252244	0.438785	0.0350675	0.137041	0.0763556	0.137028	0.10865	0.0154426	0.216878	0.123957	0.16596	0.238742	0.116141	0.0424799	0.113063	0.0728238	0.050893	0.00300894	0.0280366	0.175112	0.0591764	0.0510399	0.0648919	0.169024	0.0832334	0.0270375	0.0341861	0.0119686	0.0574978	0.374021	0.0721283	0.168252	0.0263334	0.0408331	0.0428064	0.137302	0.161162	0.0395263	0.111932	0.0211043	2.46021	0.14928	0.0138737	0.18421	0.183216	0.101718	0.0184917	0.0447017	0.0114484	0.208919	0.140535	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1143284	0.272742	0.2559	0.266745	0.204613	2.00135	0.6841468	0.1342196	-2.505233	0.9969505	0.9939102
