Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
2070	-14452.8	-14405.9	-46.9653	0.1340699	0.00636333	0.0124987	0.119536	0.0965057	0.384758	0.725883	0.163822	0.0778092	0.0109382	1.64779	0.0983217	0.62451	0.0131326	0.344979	0.177178	0.0929519	0.100605	0.0909339	0.0815138	0.119167	0.348757	0.805614	0.425789	0.109798	0.27756	0.0593331	0.0283482	0.0301658	0.0438687	0.0240321	0.210341	0.140924	0.24031	0.00772506	0.0639288	0.318111	0.0448794	0.014654	0.0163459	0.62789	0.00666805	0.038496	0.0514273	0.0419546	0.012053	0.00324433	0.00837282	0.298627	0.0171487	0.0160622	1.66389	0.0296474	0.0181369	0.0167015	0.0531215	0.0607766	0.0188571	0.0559423	0.781093	0.0456234	0.101973	0.684912	0.162634	0.0401084	0.00540727	0.0365531	0.174692	0.0496043	0.0179633	0.0509218	0.188456	0.195864	0.00108909	0.0591672	0.050357	0.0173706	0.031891	0.0736486	0.200953	0.0179034	0.054329	0.0896829	0.0284025	0.0381762	0.0763586	0.0694023	0.264778	0.365836	0.029291	0.0118256	0.122901	0.0119696	0.132834	0.0576439	0.0116217	0.294302	0.0130023	0.0810246	0.0554312	0.0604238	0.0942778	0.0144639	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1588712	0.272742	0.2559	0.266745	0.204613	2.000939	0.6841468	0.2247266	-2.503207	1.421504	2.020673
2080	-14490.5	-14398.6	-91.9297	0.1340699	0.0503666	0.021189	0.20265	0.163606	0.652281	1.56057	0.292431	0.13191	0.0184065	2.7935	0.166684	1.29228	0.0222637	0.584843	0.30037	0.157581	0.170555	0.15416	0.13819	0.202024	0.591249	1.36576	0.72184	0.186141	0.110879	0.10068	0.0480587	0.0511402	0.0750314	0.0975028	0.356592	0.238908	0.0197541	0.0130963	0.108379	0.539294	0.0282932	0.0235485	0.0163633	0.164237	0.0113044	0.0653507	0.0871851	0.0711257	0.0204335	0.00550012	0.0141944	0.506262	0.0290722	0.0272302	2.82079	0.0502612	0.0307475	0.028314	0.0900569	0.103035	0.0246151	0.094839	1.32419	0.0773454	0.0479288	1.16113	0.275713	0.0679957	0.0180207	0.0619685	0.290453	0.0331834	0.0304533	0.0654195	0.19483	0.286868	0.00184633	0.0511594	0.0853703	0.0538904	0.0540649	0.124742	0.340676	0.0302438	0.0850298	0.15204	0.0461609	0.037181	0.206632	0.117658	0.448878	0.620201	0.0441599	0.0198843	0.208354	0.00754939	0.225194	0.096252	0.0197023	0.492543	0.0290715	0.137361	0.00226337	0.100421	0.182881	0.0232646	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.2548343	0.272742	0.2559	0.266745	0.204613	2.000939	0.6841468	0.2223065	-2.237747	1.211651	1.468098
2090	-14507.5	-14405	-102.49	0.1340699	0.0084252	0.0255674	0.244525	0.197413	0.787066	2.30799	0.33481	0.159167	0.0221216	3.37074	0.201127	1.42565	0.0268641	0.705693	0.362438	0.190143	0.205798	0.186016	0.166746	0.24377	0.713422	1.64797	0.870999	0.224604	0.0202181	0.120726	0.0579894	0.0617076	0.0108151	0.111215	0.430277	0.288276	0.0522421	0.0158025	0.130774	0.650731	0.0335351	0.0450843	0.0131341	0.198175	0.0136403	0.0788248	0.105201	0.0858229	0.0246558	0.126393	0.0171275	0.610874	0.0350795	0.032857	3.40367	0.060647	0.0371011	0.0341648	0.108666	0.124325	0.0431026	0.114436	1.59781	0.0933278	0.0360939	1.40106	0.332686	0.0820461	0.0226894	0.0747734	0.337744	0.0632945	0.036746	0.0606474	0.364213	0.427508	0.00222785	0.0703818	0.103011	0.0334339	0.0652366	0.15053	0.411073	0.0365626	0.0991945	0.183456	0.0425373	0.0342936	0.080245	0.14197	0.541632	0.748358	0.0464378	0.0261933	0.251408	0.00910937	0.0473811	0.112179	0.0237735	0.359195	0.0499781	0.165745	0.0111312	0.0799701	0.12142	0.0223303	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.3032099	0.272742	0.2559	0.266745	0.204613	2.000939	0.6841468	0.3109017	-2.126805	1.384577	1.917054
2100	-14486.9	-14401.5	-85.4539	0.1340699	0.0136269	0.0218357	0.208836	0.1686	0.67219	1.58299	0.291746	0.135936	0.0173347	0.0498054	0.171772	1.83311	0.0229432	0.602694	0.309538	0.162391	0.175761	0.158866	0.142408	0.208191	0.609295	1.40744	0.743873	0.191822	0.00506612	0.10222	0.0495256	0.0527011	0.0149636	0.0705783	0.367476	0.2462	0.0803371	0.013496	0.111687	0.555754	0.0134187	0.00508048	0.0126876	0.16925	0.0116494	0.0672765	0.0898463	0.0732966	0.0210572	0.107945	0.0146277	0.521714	0.0299595	0.0280614	2.90689	0.0517953	0.031686	0.0291783	0.0928056	0.10618	0.0508485	0.0977337	1.3646	0.0797061	0.0374258	1.19657	0.284129	0.0700711	0.0514537	0.0638599	0.293024	0.0509655	0.0313828	0.0498319	0.576137	1.34211	0.00190268	0.04715	0.087976	0.0290894	0.055715	0.128548	0.351075	0.0319024	0.0756482	0.15668	0.0365128	0.0347108	0.187008	0.121249	0.462579	0.639131	0.0444861	0.019087	0.214713	0.00777982	0.0404656	0.0969528	0.0203036	0.296323	0.0346363	0.141554	0.0178761	0.081458	0.113368	0.0190865	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.2469828	0.272742	0.2559	0.266745	0.204613	2.000939	0.6841468	0.2235797	-2.53727	1.441723	2.078566
2110	-14484	-14401	-83.0457	0.1340699	0.00912182	0.0209661	0.200519	0.161885	0.64542	1.5373	0.238146	0.130523	0.0167303	0.0478218	0.164931	1.71401	0.0220295	0.578692	0.0413959	0.155924	0.168761	0.152539	0.136737	0.199899	0.317268	1.35139	0.714248	0.184183	0.00392143	0.410336	0.0475532	0.0506022	0.0895533	0.0418081	0.352841	0.236395	0.061065	0.0129586	0.107239	0.533621	0.0910258	0.0868879	0.0262177	0.16251	0.0105238	0.0647608	0.0862681	0.0703776	0.0202185	0.103646	0.0140451	0.500937	0.0287664	0.0269438	2.79112	0.0497325	0.0304241	0.0280162	0.0891096	0.0382215	0.0211943	0.0938414	1.31026	0.0765318	0.0740271	1.14892	0.272813	0.0672805	0.0571856	0.0613166	0.282742	0.139246	0.0301329	0.0388501	0.261959	1.10296	0.00182691	0.0431914	0.0844723	0.0703169	0.0534962	0.123618	0.337093	0.0310507	0.0764005	0.15044	0.030703	0.0393545	0.188348	0.11642	0.444156	0.613678	0.0452574	0.0224427	0.206162	0.00746998	0.038854	0.094664	0.019495	0.284522	0.0266715	0.135916	0.0130707	0.092665	0.138196	0.0120217	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.2329345	0.272742	0.2559	0.266745	0.204613	2.000939	0.6841468	0.3189391	-2.194652	1.450446	2.103794
2120	-14492.4	-14419.3	-73.0426	0.1340699	0.0169918	0.0206489	0.157733	0.159436	0.635655	1.07483	0.287023	0.128548	0.0167697	0.0470983	0.162437	1.46054	0.0216962	0.029184	0.197627	0.153565	0.023577	0.150231	0.134668	0.196875	0.312468	1.33095	0.703441	0.181396	0.029053	0.404589	0.0468337	0.0498366	0.0307152	0.0566858	0.347503	0.232819	0.0483758	0.0127625	0.105616	0.525547	0.00665179	0.0361099	0.0219772	0.010733	0.0103646	0.0637289	0.0849626	0.0693128	0.0199126	0.102078	0.0138326	0.493358	0.0283311	0.0265362	2.74889	0.0489801	0.0299638	0.0275923	0.0877614	0.0376432	0.0259779	0.0924216	1.29043	0.0753739	0.0670513	1.13153	0.268685	0.0662625	0.0378096	0.0603889	0.277765	0.0296917	0.343907	0.0331028	0.487966	0.740655	0.00179927	0.0507698	0.0831943	0.0353566	0.425681	0.121725	0.331993	0.0298063	0.0767345	0.0465883	0.0271245	0.0441876	0.151865	0.114659	0.437436	0.604393	0.0497398	0.0217812	0.203043	0.00735696	0.0382662	0.0902994	0.0192001	0.0141492	0.0854403	0.13386	0.108203	0.131362	0.147841	0.018275	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.2170941	0.272742	0.2559	0.266745	0.204613	2.000376	0.6841468	0.1933675	-2.435227	1.258622	1.584129
2130	-14456.5	-14405.8	-50.7103	0.1340699	0.00394046	0.0150647	0.115076	0.116319	0.463752	0.891722	0.187649	0.0937839	0.0136871	0.0343613	0.118508	1.03638	0.0158288	0.0212917	0.144182	0.112035	0.0172009	0.109603	0.0982491	0.143633	0.227965	0.971011	0.513206	0.13234	0.0310789	0.294245	0.0963874	0.0363591	0.0220644	0.0295362	0.253526	0.361014	0.0148469	0.00931107	0.0770538	0.383421	0.085738	0.0796246	0.0353514	0.00783043	0.00756164	0.0461909	0.0619861	0.0505682	0.0145276	0.0744725	0.0100918	0.359936	0.0206694	0.16971	2.0055	0.0357341	0.0218605	0.0201304	0.0640276	0.0274632	0.0246702	0.219837	0.941456	0.0549901	0.113145	0.825528	0.196024	0.0483428	0.0935662	0.0440576	0.198587	0.0508988	0.250902	0.0201238	0.355035	0.379487	0.00131268	0.0452561	0.0606956	0.0506559	0.310562	0.0888912	0.24221	0.0229391	0.0556772	0.0339892	0.0178267	0.0309979	0.0539013	0.0836511	0.319138	0.440944	0.0331059	0.0482797	0.148133	0.00536738	0.0279177	0.0691945	0.0140077	0.0111783	0.0468853	0.0976595	0.0338279	0.0533248	0.0844488	0.0196048	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1644396	0.272742	0.2559	0.266745	0.204613	1.998909	0.6841468	0.193047	-2.739808	1.479856	2.189973
2140	-14457.6	-14394.9	-62.6397	0.1340699	0.00805294	0.0177662	0.135713	0.137178	0.546915	0.848448	0.22509	0.110602	0.0150263	0.0405232	0.139759	0.919667	0.0186673	0.0251098	0.170038	0.132127	0.0168048	0.0266526	0.115868	0.169391	0.268846	1.14514	0.605238	0.156072	0.0942292	0.345286	0.113672	0.0428793	0.00765505	0.0931435	0.29899	0.425754	0.018984	0.0109808	0.0908717	0.452179	0.0252016	0.0206083	0.0238344	0.00923465	0.00891766	0.0544241	0.0731022	0.0596365	0.0171328	0.0878275	0.0119016	0.424483	0.024376	0.200144	2.36514	0.0421423	0.0257807	0.0237403	0.0755096	0.0323881	0.025281	0.25926	1.11029	0.0648514	0.0851197	0.973568	0.231176	0.0434388	0.172752	0.0519584	0.229284	0.0502408	0.295896	0.0261129	0.150967	0.264615	0.00154808	0.0619652	0.0715801	0.0406718	0.366255	0.104887	0.285645	0.027083	0.0666583	0.0400844	0.0709571	0.0524315	0.0806572	0.0986521	0.376368	0.520017	0.0421311	0.0901111	0.174697	0.0063299	0.0329241	0.0791494	0.0165197	0.0699845	0.0645269	0.115173	0.00406515	0.0567978	0.082544	0.0164458	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1837893	0.272742	0.2559	0.266745	0.204613	2.0001	0.6841468	0.2452972	-2.520758	1.493635	2.230946
2150	-14511.6	-14408.2	-103.394	0.1340699	0.0479095	0.0282801	0.0249962	0.218358	0.870573	1.50409	0.46838	0.176055	0.0222729	0.0645044	0.222466	1.50699	0.0297144	0.0399695	0.270664	0.210317	0.0267496	0.0424253	0.184437	0.269634	0.427946	1.82282	0.963411	0.248434	0.0422259	0.5529	0.180942	0.0682547	0.209025	0.800199	0.475929	0.67771	0.0970211	0.0174791	0.144648	0.719773	0.0137958	0.153024	0.0629334	0.0146996	0.014195	0.0860737	0.0568542	0.0949286	0.0272717	0.139803	0.0189447	0.675687	0.0369928	0.318586	3.7648	0.0670815	0.0410375	0.0377896	0.120195	0.051555	0.0300264	0.412687	1.76734	0.10323	0.106598	0.194003	0.367983	0.0691454	0.0289479	0.0827068	0.358365	0.0163972	0.471004	0.0335062	0.164355	0.394192	0.00246422	0.0689324	0.11394	0.140514	0.583	0.167111	0.454687	0.0431554	0.107194	0.0638059	0.0864306	0.0380748	0.154783	0.157033	0.599099	0.827757	0.06463	0.133058	0.278081	0.0100759	0.0524081	0.130196	0.0262958	0.0181627	0.0675874	0.18333	0.0136978	0.0459301	0.0794205	0.0138412	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.2823425	0.272742	0.2559	0.266745	0.204613	2.000322	0.6841468	0.2277736	-2.346836	1.317143	1.734865
2160	-14467	-14400.1	-66.8733	0.1340699	0.0340885	0.326945	0.0168911	0.147555	0.588285	0.952508	0.415846	0.118968	0.0154128	0.0435885	0.150331	0.910112	0.0200793	0.0270092	0.182899	0.142121	0.0180759	0.0286686	0.124632	0.182203	0.289182	1.23176	0.651019	0.167878	0.00410552	0.374628	0.122271	0.0461227	0.0930712	0.164355	0.321606	0.457958	0.044462	0.0118114	0.0977453	0.486382	0.00694282	0.00422465	0.331975	0.00993317	0.0095922	0.058246	0.0384191	0.0641475	0.0184287	0.0944709	0.0128018	0.456592	0.0249977	0.215283	2.54404	0.04533	0.0277308	0.0255361	0.0812212	0.034838	0.0439877	0.278871	1.19427	0.0645603	0.112109	0.131096	0.248663	0.0467246	0.0399102	0.0558886	0.240835	0.010757	0.318278	0.0242734	0.119277	0.21474	0.00166518	0.074899	0.0769945	0.0448324	0.393959	0.112927	0.307252	0.0288221	0.0751379	0.0431165	0.049623	0.0315297	0.223726	0.106114	0.12242	0.559352	0.0508053	0.100433	0.187911	0.00680871	0.0354145	0.0854086	0.0177692	0.0100741	0.011855	0.123884	0.238208	0.0331972	0.0749348	0.0225795	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1912865	0.272742	0.2559	0.266745	0.204613	2.000319	0.6841468	0.2120846	-2.490252	1.370753	1.878964
2170	-14447.7	-14393.4	-54.2682	0.1340699	0.037916	0.279541	0.014442	0.12616	0.502989	0.738062	0.327338	0.101719	0.0123957	0.0372685	0.128533	0.543529	0.017168	0.0230931	0.156381	0.121515	0.0154551	0.0245119	0.106562	0.155786	0.247253	1.05317	0.556627	0.143537	0.0249261	0.320499	0.104543	0.0394353	0.117387	0.136136	0.274976	0.391559	0.00840831	0.0100989	0.0835731	0.415861	0.0201196	0.0944772	0.283842	0.00849295	0.00820142	0.0497369	0.0328487	0.0548467	0.0157567	0.0807735	0.0109457	0.39039	0.0213732	0.184069	2.17518	0.0387575	0.0237101	0.0218336	0.0694449	0.0297868	0.04497	0.238437	0.0465226	0.0551997	0.131164	0.112088	0.212609	0.413357	0.00835184	0.0477853	0.209397	0.0128879	0.272131	0.0218664	0.123921	0.227515	0.00142375	0.0394147	0.366246	0.181755	0.336838	0.096677	0.262703	0.0248598	0.0632587	0.036865	0.0362259	0.0246647	0.127969	0.0907286	0.10467	0.478251	0.0440012	0.0910077	0.0587593	0.00582151	0.0302797	0.071957	0.0151929	0.28288	0.0468897	0.105922	0.0411962	0.0475226	0.0865153	0.022793	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1609257	0.272742	0.2559	0.266745	0.204613	2.001072	0.6841468	0.1433349	-2.647532	1.187401	1.409921
2180	-14444.8	-14389.7	-55.1526	0.1340699	0.0200729	0.297558	0.0153728	0.134292	0.119726	1.00835	0.296482	0.108275	0.0121985	0.0396706	0.136817	0.689911	0.0182745	0.0245815	0.16646	0.129347	0.0164512	0.0260918	0.11343	0.165827	0.263189	1.12105	0.592504	0.152789	0.10489	0.338095	0.111281	0.0419771	0.0377706	0.0662844	0.292699	0.416796	0.0377189	0.0107498	0.0889597	0.442665	0.00588006	0.0345132	0.302137	0.00904035	0.00873003	0.0530177	0.034966	0.0583817	0.0167723	0.0859796	0.0116511	0.415552	0.0227508	0.195933	2.31538	0.0412556	0.0252383	0.0232408	0.0739208	0.0317067	0.0292287	0.253805	0.0495211	0.0587575	0.106232	0.119313	0.226312	0.439999	0.0570522	0.0508652	0.224616	0.0390758	0.289671	0.0203018	0.101391	0.259206	0.00151551	0.0434514	0.389852	0.185184	0.358549	0.102839	0.279635	0.0268405	0.0666554	0.039241	0.0420651	0.0244341	0.0740781	0.0965764	0.28643	0.509076	0.0423963	0.119525	0.0625466	0.00619672	0.0322314	0.0750173	0.0161721	0.0418769	0.0266961	0.112749	0.068136	0.0460602	0.116171	0.0196035	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1672725	0.272742	0.2559	0.266745	0.204613	1.999906	0.6841468	0.1990382	-2.551351	1.369009	1.874185
2190	-14461.5	-14399.1	-62.4264	0.1340699	0.0197752	0.311479	0.016092	0.140575	0.125328	1.19082	0.372917	0.11334	0.0127583	0.0415266	0.143217	0.570156	0.0191295	0.0257316	0.174248	0.135398	0.00972819	0.0273125	0.118737	0.032876	0.275503	1.17349	0.620224	0.159937	0.266685	0.358463	0.116487	0.0439409	0.123884	0.490397	0.306393	0.436295	0.472338	0.0112527	0.0931216	0.463375	0.116565	0.0439203	0.316272	0.00946329	0.00913846	0.0553865	0.0366017	0.0611131	0.017557	0.0900021	0.0121962	0.0287174	0.0238152	0.205099	2.4237	0.0431857	0.0264191	0.0243282	0.0773792	0.03319	0.0336541	0.265679	0.0518379	0.0615064	0.123524	0.124895	0.2369	0.460584	0.457131	0.0532449	0.230857	0.0126482	0.303223	0.0302799	0.150224	0.187139	0.00158641	0.0453352	0.023006	0.108542	0.375323	0.107652	0.292718	0.0283717	0.0718383	0.0170687	0.0354938	0.0402724	0.0585412	0.101095	0.29983	0.532893	0.0505674	0.158055	0.0654729	0.00648663	0.0337393	0.079035	0.0169287	0.0116881	0.0310621	0.118024	0.0689975	0.0387233	0.0698499	0.0173234	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1799591	0.272742	0.2559	0.266745	0.204613	1.999519	0.6841468	0.1885194	-2.61853	1.378387	1.899952
2200	-14435	-14409.6	-25.4116	0.1340699	0.00438346	0.223335	0.0115382	0.100794	0.0898619	0.727799	0.310726	0.0812668	0.00945366	0.0297752	0.10269	0.483678	0.0137161	0.0184499	0.124938	0.0970824	0.00697526	0.0195835	0.085136	0.0233725	0.19754	0.841413	0.44471	0.114677	0.0730958	0.2552	0.0835228	0.0315063	0.00420166	0.0989108	0.219688	0.31283	0.0448	0.00806835	0.0667696	0.332247	0.0478464	0.0613678	0.226772	0.00678532	0.00655241	0.0396014	0.026244	0.043819	0.0125886	0.0645329	0.00874488	0.0205908	0.316879	0.147059	1.08486	0.253524	0.0189429	0.0174437	0.055482	0.0237978	0.0175166	0.0577729	0.0371686	0.044101	0.105372	0.0895515	0.169861	0.330246	0.0146452	0.0381774	0.16412	0.0204656	0.217415	0.0257639	0.2572	0.0360201	0.00113748	0.0897104	0.0164956	0.105191	0.166171	0.0771445	0.209883	0.0202067	0.0485404	0.0122385	0.0294857	0.0326542	0.0489005	0.0724864	0.214983	0.382092	0.0365971	0.092339	0.0469451	0.00465101	0.0241916	0.0552004	0.0121381	0.0111823	0.0351295	0.0846251	0.0432198	0.0391261	0.122763	0.009448	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1171318	0.272742	0.2559	0.266745	0.204613	2.000779	0.6841468	0.1951624	-2.684779	1.449728	2.10171
2210	-14432.6	-14404.3	-28.2726	0.1340699	0.00893527	0.224684	0.0116079	0.101403	0.0904045	0.729207	0.383716	0.0817575	0.00987826	0.0299549	0.103309	0.534664	0.013799	0.0185613	0.125693	0.0976686	0.00701738	0.00463783	0.0856501	0.0244928	0.198732	0.846493	0.157382	0.115369	0.0767276	0.25385	0.0840271	0.0316965	0.00926443	0.171535	0.221015	0.314719	0.00844815	0.00811706	0.0671728	0.334253	0.126479	0.102109	0.228141	0.00682629	0.00659197	0.0399646	0.0264026	0.0440836	0.0126646	0.0649225	0.00879768	0.0207151	0.318793	0.147947	1.09141	0.657847	0.0190572	0.017549	0.055817	0.0239414	0.0433598	0.0969386	0.037393	0.0312356	0.128699	0.0900922	0.170886	0.33224	0.00531104	0.0384079	0.167574	0.0298557	0.218728	0.0149678	0.111737	0.172855	0.00114435	0.0661641	0.0165952	0.167059	0.167174	0.0775818	0.21115	0.020084	0.0485565	0.0123124	0.028614	0.0215555	0.0255193	0.0603483	0.216281	0.384399	0.0356705	0.124258	0.0472285	0.00467909	0.0243376	0.0560514	0.0122114	0.100916	0.0193966	0.0851361	0.00437693	0.0209711	0.153683	0.021655	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1228558	0.272742	0.2559	0.266745	0.204613	1.9992	0.6841468	0.13025	-3.032716	1.41026	1.988833
2220	-14418.7	-14398.3	-20.4037	0.1340699	0.0313708	0.208558	0.0199915	0.0941251	0.231005	0.688629	0.339719	0.0758898	0.00974984	0.0278051	0.0958952	0.448737	0.0128086	0.0172292	0.116672	0.0906589	0.00651374	0.00430497	0.079503	0.022696	0.184469	0.785741	0.146087	0.107089	0.0184693	0.233997	0.0779965	0.0294217	0.182098	0.0623226	0.205153	0.292132	0.02128	0.0075345	0.0623518	0.310264	0.0585813	0.299956	0.0298639	0.00633637	0.00611887	0.0370567	0.0245079	0.0409197	0.0117557	0.060263	0.00816627	0.0192284	0.295913	0.137329	1.01308	0.0387663	0.0176895	0.0162895	0.0518111	0.0222232	0.088184	0.0899813	0.0347093	0.0289938	0.0977631	0.0836263	0.158622	0.308395	0.0523077	0.0356514	0.0507243	0.0246114	0.20303	0.0137704	0.0804539	0.0691938	0.00106222	0.0518213	0.0154042	0.431314	0.155176	0.0720291	0.195996	0.018815	0.0452256	0.0114287	0.0305594	0.0224228	0.0458077	0.0560172	0.200758	0.356811	0.0301132	0.0876345	0.0438389	0.0272719	0.0225909	0.0515574	0.011335	0.0386811	0.0151042	0.0790259	0.0826831	0.072393	0.153021	0.0171515	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1118352	0.272742	0.2559	0.266745	0.204613	2.00136	0.6841468	0.144284	-2.933901	1.412749	1.995859
2230	-14440.8	-14400.2	-40.5808	0.1340699	0.023245	0.257281	0.0246618	0.116114	0.284971	0.825594	0.182824	0.0936189	0.0130783	0.0343008	0.118297	0.587704	0.0158009	0.0212542	0.0606245	0.111838	0.00803546	0.00531068	0.0980762	0.0278257	0.227564	0.969303	0.180215	0.132107	0.0645788	0.290936	0.0962178	0.0362951	0.0195898	0.0672271	0.25308	0.360379	0.0216846	0.00929469	0.0769182	0.382746	0.0360923	0.0498714	0.180145	0.00781665	0.00754834	0.0456842	0.0302333	0.0504792	0.014502	0.0743415	0.0100741	0.0237205	0.365043	0.169411	1.24975	0.0478227	0.0218221	0.020095	0.063915	0.0235901	0.121179	0.111002	0.042818	0.0357673	0.114752	0.103163	0.195679	0.380441	0.0169645	0.0439801	0.662993	0.159648	0.250461	0.0199349	0.215409	0.0522477	0.00131037	0.0628085	0.0190029	0.426823	0.191428	0.0889228	0.241784	0.023139	0.0558847	0.0140987	0.0374754	0.0192592	0.0692385	0.0691037	0.247659	0.440168	0.0372559	0.091765	0.0540803	0.033643	0.0278685	0.0617635	0.0139831	0.0715631	0.0114731	0.0974877	0.298039	0.0398463	0.167409	0.0173119	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1387116	0.272742	0.2559	0.266745	0.204613	1.998159	0.6841468	0.1282791	-2.855737	1.266641	1.60438
2240	-14437.4	-14402	-35.365	0.1340699	0.0109213	0.235201	0.0225454	0.106149	0.260515	0.814845	0.166906	0.0855846	0.0128439	0.0313571	0.108145	0.371622	0.0144449	0.0194302	0.0554217	0.10224	0.00734586	0.00485492	0.0896594	0.026038	0.208035	0.886118	0.164749	0.12077	0.0335015	0.266881	0.0879604	0.0331803	0.009271	0.0242897	0.231361	0.329451	0.0782151	0.00849702	0.0703171	0.349899	0.127079	0.196397	0.164685	0.00714583	0.00690054	0.0638316	0.0276386	0.0461471	0.0430993	0.0679615	0.0092095	0.0490617	0.333715	0.154872	1.14249	0.0437186	0.043025	0.0183704	0.0584298	0.0215656	0.111944	0.101476	0.0391434	0.0326977	0.122487	0.0943094	0.178886	0.347792	0.00873263	0.0402058	0.606095	0.0249889	0.228967	0.0207763	0.136755	0.0908219	0.00119792	0.045659	0.017372	1.06445	0.174999	0.0813058	0.221034	0.0209553	0.0531014	0.0128887	0.0349379	0.0222582	0.0151386	0.0631733	0.226405	0.402393	0.0309121	0.110235	0.0494393	0.0307558	0.0254769	0.0554935	0.012783	0.130563	0.0289897	0.0891213	0.261837	0.0572884	0.104244	0.00486531	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1344045	0.272742	0.2559	0.266745	0.204613	2.000138	0.6841468	0.1444808	-2.717659	1.25144	1.566101
