Iteration	Replicate_ID	Posterior	Likelihood	Prior	R
5057	1	-33.4142	-32.7968	-0.617445	0.6174447
5058	0	-33.0984	-32.7968	-0.301624	0.3016243
5059	1	-33.9408	-32.7968	-1.14401	1.144013
5060	0	-33.2107	-32.7968	-0.413886	0.4138864
5061	1	-32.9919	-32.7968	-0.195149	0.1951487
5062	0	-32.8807	-32.7968	-0.0839204	0.0839204
5063	1	-33.0111	-32.7968	-0.214353	0.2143529
5064	0	-33.3305	-32.7968	-0.533682	0.5336819
5065	1	-33.5855	-32.7968	-0.788688	0.7886879
5066	0	-33.4477	-32.7968	-0.650955	0.6509546
5067	1	-33.0389	-32.7968	-0.242158	0.2421584
5068	0	-34.441	-32.7968	-1.64417	1.644174
5069	1	-33.2977	-32.7968	-0.500953	0.5009534
5070	0	-34.441	-32.7968	-1.64417	1.644174
5071	1	-33.2977	-32.7968	-0.500953	0.5009534
5072	0	-32.8813	-32.7968	-0.0845597	0.08455972
5073	1	-33.2977	-32.7968	-0.500953	0.5009534
5074	0	-32.817	-32.7968	-0.0202251	0.02022511
5075	1	-32.9522	-32.7968	-0.155423	0.1554228
5076	0	-32.8841	-32.7968	-0.0873286	0.08732856
5077	1	-32.9245	-32.7968	-0.127674	0.1276744
5078	0	-32.8841	-32.7968	-0.0873286	0.08732856
5079	1	-32.9245	-32.7968	-0.127674	0.1276744
5080	0	-32.8864	-32.7968	-0.0896233	0.08962332
5081	1	-33.7144	-32.7968	-0.917661	0.917661
5082	0	-34.0982	-32.7968	-1.30147	1.301467
5083	1	-33.7144	-32.7968	-0.917661	0.917661
5084	0	-34.0982	-32.7968	-1.30147	1.301467
5085	1	-32.9226	-32.7968	-0.125866	0.1258662
5086	0	-33.4734	-32.7968	-0.676573	0.676573
5087	1	-33.0627	-32.7968	-0.265924	0.2659239
5088	0	-33.4734	-32.7968	-0.676573	0.676573
5089	1	-33.0627	-32.7968	-0.265924	0.2659239
5090	0	-33.6167	-32.7968	-0.81996	0.81996
5091	1	-33.0627	-32.7968	-0.265924	0.2659239
5092	0	-33.5193	-32.7968	-0.722483	0.7224827
5093	1	-35.323	-32.7968	-2.5262	2.526205
5094	0	-33.5193	-32.7968	-0.722483	0.7224827
5095	1	-32.9282	-32.7968	-0.131374	0.1313741
5096	0	-32.93	-32.7968	-0.133228	0.133228
5097	1	-33.5678	-32.7968	-0.770978	0.7709777
5098	0	-34.0392	-32.7968	-1.24241	1.242408
5099	1	-34.1021	-32.7968	-1.30536	1.30536
5100	0	-34.0392	-32.7968	-1.24241	1.242408
5101	1	-34.1021	-32.7968	-1.30536	1.30536
5102	0	-34.0392	-32.7968	-1.24241	1.242408
5103	1	-34.1021	-32.7968	-1.30536	1.30536
5104	0	-33.0532	-32.7968	-0.25637	0.2563702
5105	1	-34.6057	-32.7968	-1.8089	1.808897
5106	0	-33.0532	-32.7968	-0.25637	0.2563702
5107	1	-33.0758	-32.7968	-0.279003	0.2790033
5108	0	-33.5734	-32.7968	-0.77662	0.7766199
5109	1	-32.9774	-32.7968	-0.180611	0.1806111
5110	0	-32.8743	-32.7968	-0.0775521	0.07755212
5111	1	-36.0914	-32.7968	-3.29457	3.294572
5112	0	-35.43	-32.7968	-2.63318	2.633179
5113	1	-33.5759	-32.7968	-0.779143	0.7791425
5114	0	-35.43	-32.7968	-2.63318	2.633179
5115	1	-33.5759	-32.7968	-0.779143	0.7791425
5116	0	-34.023	-32.7968	-1.2262	1.226203
5117	1	-32.9354	-32.7968	-0.138633	0.1386325
5118	0	-33.6418	-32.7968	-0.84501	0.8450096
5119	1	-33.5109	-32.7968	-0.714099	0.7140994
5120	0	-33.6418	-32.7968	-0.84501	0.8450096
5121	1	-33.4696	-32.7968	-0.672834	0.6728345
5122	0	-33.6418	-32.7968	-0.84501	0.8450096
5123	1	-33.4696	-32.7968	-0.672834	0.6728345
5124	0	-33.6418	-32.7968	-0.84501	0.8450096
5125	1	-33.4147	-32.7968	-0.617895	0.6178946
5126	0	-33.2476	-32.7968	-0.450807	0.4508074
5127	1	-33.4147	-32.7968	-0.617895	0.6178946
5128	0	-33.2476	-32.7968	-0.450807	0.4508074
5129	1	-33.8016	-32.7968	-1.00485	1.004851
5130	0	-34.0158	-32.7968	-1.21904	1.219038
5131	1	-33.8016	-32.7968	-1.00485	1.004851
5132	0	-33.5457	-32.7968	-0.748953	0.7489533
5133	1	-33.8016	-32.7968	-1.00485	1.004851
5134	0	-33.5457	-32.7968	-0.748953	0.7489533
5135	1	-33.1748	-32.7968	-0.378011	0.3780113
5136	0	-33.5457	-32.7968	-0.748953	0.7489533
5137	1	-33.5768	-32.7968	-0.780026	0.7800262
5138	0	-33.5457	-32.7968	-0.748953	0.7489533
5139	1	-34.1912	-32.7968	-1.39446	1.394463
5140	0	-34.0081	-32.7968	-1.21128	1.211278
5141	1	-34.1912	-32.7968	-1.39446	1.394463
5142	0	-33.5468	-32.7968	-0.750004	0.7500039
5143	1	-34.3474	-32.7968	-1.55064	1.550644
5144	0	-34.3003	-32.7968	-1.50352	1.503518
5145	1	-34.5967	-32.7968	-1.79996	1.799961
5146	0	-34.3003	-32.7968	-1.50352	1.503518
5147	1	-34.5967	-32.7968	-1.79996	1.799961
5148	0	-34.3003	-32.7968	-1.50352	1.503518
5149	1	-34.5967	-32.7968	-1.79996	1.799961
5150	0	-34.1542	-32.7968	-1.35739	1.357391
5151	1	-34.5967	-32.7968	-1.79996	1.799961
5152	0	-34.1542	-32.7968	-1.35739	1.357391
5153	1	-34.9353	-32.7968	-2.13849	2.138488
5154	0	-33.0406	-32.7968	-0.24382	0.2438203
5155	1	-34.9353	-32.7968	-2.13849	2.138488
5156	0	-32.9564	-32.7968	-0.159638	0.159638
5157	1	-34.238	-32.7968	-1.44127	1.441269
5158	0	-34.6409	-32.7968	-1.84416	1.844162
5159	1	-35.7392	-32.7968	-2.94239	2.942395
5160	0	-34.6409	-32.7968	-1.84416	1.844162
5161	1	-33.5098	-32.7968	-0.713022	0.7130218
5162	0	-34.6409	-32.7968	-1.84416	1.844162
5163	1	-33.5908	-32.7968	-0.793992	0.7939915
5164	0	-34.6409	-32.7968	-1.84416	1.844162
5165	1	-34.9214	-32.7968	-2.12463	2.124631
5166	0	-33.203	-32.7968	-0.406221	0.4062215
5167	1	-33.7567	-32.7968	-0.959919	0.9599189
5168	0	-33.6432	-32.7968	-0.846452	0.8464518
5169	1	-33.7567	-32.7968	-0.959919	0.9599189
5170	0	-36.6742	-32.7968	-3.87737	3.877372
5171	1	-33.0388	-32.7968	-0.242026	0.2420262
5172	0	-36.6742	-32.7968	-3.87737	3.877372
5173	1	-33.9192	-32.7968	-1.12243	1.122434
5174	0	-32.8897	-32.7968	-0.0928997	0.09289974
5175	1	-33.9192	-32.7968	-1.12243	1.122434
5176	0	-33.073	-32.7968	-0.276253	0.276253
5177	1	-33.9192	-32.7968	-1.12243	1.122434
5178	0	-35.864	-32.7968	-3.06725	3.067245
5179	1	-33.9192	-32.7968	-1.12243	1.122434
5180	0	-33.6754	-32.7968	-0.87859	0.8785905
5181	1	-33.9192	-32.7968	-1.12243	1.122434
5182	0	-33.5509	-32.7968	-0.754146	0.7541464
5183	1	-33.9192	-32.7968	-1.12243	1.122434
5184	0	-33.5509	-32.7968	-0.754146	0.7541464
5185	1	-33.9192	-32.7968	-1.12243	1.122434
5186	0	-35.9822	-32.7968	-3.18544	3.185439
5187	1	-33.6767	-32.7968	-0.879901	0.8799012
5188	0	-35.9822	-32.7968	-3.18544	3.185439
5189	1	-33.6767	-32.7968	-0.879901	0.8799012
5190	0	-32.9349	-32.7968	-0.138087	0.1380872
5191	1	-33.7177	-32.7968	-0.920967	0.9209673
5192	0	-32.9534	-32.7968	-0.156658	0.1566584
5193	1	-34.2382	-32.7968	-1.44138	1.441385
5194	0	-33.1135	-32.7968	-0.316755	0.3167548
5195	1	-34.2382	-32.7968	-1.44138	1.441385
5196	0	-33.0331	-32.7968	-0.236282	0.236282
5197	1	-34.4322	-32.7968	-1.63546	1.635462
5198	0	-32.9785	-32.7968	-0.181746	0.181746
5199	1	-37.1441	-32.7968	-4.34728	4.347281
5200	0	-32.9785	-32.7968	-0.181746	0.181746
5201	1	-37.1441	-32.7968	-4.34728	4.347281
5202	0	-33.6184	-32.7968	-0.821643	0.8216427
5203	1	-37.1441	-32.7968	-4.34728	4.347281
5204	0	-33.6184	-32.7968	-0.821643	0.8216427
5205	1	-37.1441	-32.7968	-4.34728	4.347281
5206	0	-33.1335	-32.7968	-0.336719	0.3367192
5207	1	-36.1836	-32.7968	-3.38683	3.386832
5208	0	-33.1335	-32.7968	-0.336719	0.3367192
5209	1	-33.0316	-32.7968	-0.234868	0.2348678
5210	0	-33.0289	-32.7968	-0.23213	0.23213
5211	1	-33.032	-32.7968	-0.235178	0.2351781
5212	0	-32.9918	-32.7968	-0.194995	0.1949946
5213	1	-34.7739	-32.7968	-1.97709	1.977085
5214	0	-33.1522	-32.7968	-0.355451	0.3554509
5215	1	-34.7739	-32.7968	-1.97709	1.977085
5216	0	-34.4432	-32.7968	-1.64638	1.646379
5217	1	-33.4407	-32.7968	-0.643968	0.6439677
5218	0	-34.9871	-32.7968	-2.19028	2.190282
5219	1	-33.4407	-32.7968	-0.643968	0.6439677
5220	0	-33.5032	-32.7968	-0.706388	0.7063884
5221	1	-33.4407	-32.7968	-0.643968	0.6439677
5222	0	-32.8648	-32.7968	-0.0680532	0.06805324
5223	1	-33.4407	-32.7968	-0.643968	0.6439677
5224	0	-32.9763	-32.7968	-0.179472	0.179472
5225	1	-33.5019	-32.7968	-0.705117	0.7051168
5226	0	-34.3482	-32.7968	-1.55137	1.551374
5227	1	-33.5019	-32.7968	-0.705117	0.7051168
5228	0	-34.3482	-32.7968	-1.55137	1.551374
5229	1	-33.3812	-32.7968	-0.584457	0.584457
5230	0	-34.3482	-32.7968	-1.55137	1.551374
5231	1	-33.3089	-32.7968	-0.512143	0.5121432
5232	0	-33.3601	-32.7968	-0.563277	0.5632766
5233	1	-33.3089	-32.7968	-0.512143	0.5121432
5234	0	-33.3601	-32.7968	-0.563277	0.5632766
5235	1	-32.8899	-32.7968	-0.0930854	0.0930854
5236	0	-33.3601	-32.7968	-0.563277	0.5632766
5237	1	-32.8438	-32.7968	-0.047038	0.04703796
5238	0	-32.8878	-32.7968	-0.0910207	0.09102065
5239	1	-34.3595	-32.7968	-1.56268	1.562675
5240	0	-33.2655	-32.7968	-0.468759	0.4687595
5241	1	-32.8704	-32.7968	-0.0736257	0.07362566
5242	0	-32.9153	-32.7968	-0.118555	0.1185548
5243	1	-34.2062	-32.7968	-1.40942	1.409417
5244	0	-36.8879	-32.7968	-4.0911	4.091099
5245	1	-32.9652	-32.7968	-0.168418	0.168418
5246	0	-36.8879	-32.7968	-4.0911	4.091099
5247	1	-33.1229	-32.7968	-0.326169	0.3261694
5248	0	-33.0789	-32.7968	-0.282151	0.282151
5249	1	-32.9154	-32.7968	-0.11864	0.1186396
5250	0	-35.5831	-32.7968	-2.78632	2.786323
5251	1	-32.9412	-32.7968	-0.144463	0.1444635
5252	0	-33.4117	-32.7968	-0.614918	0.6149183
5253	1	-33.5119	-32.7968	-0.715114	0.7151138
5254	0	-33.4117	-32.7968	-0.614918	0.6149183
5255	1	-34.0108	-32.7968	-1.214	1.213998
5256	0	-33.3911	-32.7968	-0.594355	0.5943548
5257	1	-33.0195	-32.7968	-0.222722	0.2227217
5258	0	-33.0523	-32.7968	-0.255505	0.2555049
5259	1	-33.8961	-32.7968	-1.09936	1.099355
5260	0	-32.8375	-32.7968	-0.0407192	0.04071923
5261	1	-33.7742	-32.7968	-0.977385	0.9773852
5262	0	-32.8905	-32.7968	-0.0937331	0.09373308
5263	1	-33.3726	-32.7968	-0.575773	0.5757726
5264	0	-32.8905	-32.7968	-0.0937331	0.09373308
5265	1	-34.0514	-32.7968	-1.25462	1.254619
5266	0	-35.5908	-32.7968	-2.79401	2.794008
5267	1	-34.0514	-32.7968	-1.25462	1.254619
5268	0	-33.8175	-32.7968	-1.02074	1.02074
5269	1	-34.49	-32.7968	-1.69327	1.693266
5270	0	-34.292	-32.7968	-1.49517	1.495172
5271	1	-34.49	-32.7968	-1.69327	1.693266
5272	0	-34.292	-32.7968	-1.49517	1.495172
5273	1	-34.2383	-32.7968	-1.44153	1.441525
5274	0	-33.3916	-32.7968	-0.594799	0.5947988
5275	1	-34.1147	-32.7968	-1.31789	1.317888
5276	0	-33.3916	-32.7968	-0.594799	0.5947988
5277	1	-34.1147	-32.7968	-1.31789	1.317888
5278	0	-33.6537	-32.7968	-0.856961	0.8569612
5279	1	-36.8309	-32.7968	-4.0341	4.034102
5280	0	-33.7993	-32.7968	-1.0025	1.002497
5281	1	-34.9987	-32.7968	-2.20189	2.201888
5282	0	-35.9743	-32.7968	-3.17753	3.17753
5283	1	-33.9912	-32.7968	-1.19445	1.194447
5284	0	-33.943	-32.7968	-1.14625	1.146254
5285	1	-32.8639	-32.7968	-0.0671271	0.06712711
5286	0	-33.943	-32.7968	-1.14625	1.146254
5287	1	-33.0616	-32.7968	-0.264793	0.2647932
5288	0	-34.6846	-32.7968	-1.88785	1.887849
5289	1	-34.0661	-32.7968	-1.26932	1.269317
5290	0	-34.3317	-32.7968	-1.53494	1.534937
5291	1	-34.7785	-32.7968	-1.98171	1.981711
5292	0	-34.3317	-32.7968	-1.53494	1.534937
5293	1	-32.8686	-32.7968	-0.0717705	0.07177048
5294	0	-34.3317	-32.7968	-1.53494	1.534937
5295	1	-32.8686	-32.7968	-0.0717705	0.07177048
5296	0	-33.293	-32.7968	-0.496204	0.4962038
5297	1	-33.5253	-32.7968	-0.728538	0.7285384
5298	0	-33.293	-32.7968	-0.496204	0.4962038
5299	1	-34.1562	-32.7968	-1.35943	1.359431
5300	0	-33.293	-32.7968	-0.496204	0.4962038
5301	1	-33.1125	-32.7968	-0.315742	0.3157421
5302	0	-33.293	-32.7968	-0.496204	0.4962038
5303	1	-33.4652	-32.7968	-0.668424	0.6684239
5304	0	-33.1841	-32.7968	-0.387301	0.3873009
5305	1	-33.4652	-32.7968	-0.668424	0.6684239
5306	0	-33.237	-32.7968	-0.440184	0.4401845
5307	1	-34.8893	-32.7968	-2.09253	2.092529
5308	0	-33.237	-32.7968	-0.440184	0.4401845
5309	1	-32.9964	-32.7968	-0.199658	0.1996585
5310	0	-33.237	-32.7968	-0.440184	0.4401845
5311	1	-32.9888	-32.7968	-0.191972	0.1919718
5312	0	-33.237	-32.7968	-0.440184	0.4401845
5313	1	-33.3054	-32.7968	-0.508637	0.5086375
5314	0	-33.237	-32.7968	-0.440184	0.4401845
5315	1	-35.6608	-32.7968	-2.86405	2.864049
5316	0	-34.4169	-32.7968	-1.62014	1.620139
5317	1	-32.9511	-32.7968	-0.154275	0.1542751
5318	0	-33.8821	-32.7968	-1.08529	1.085293
5319	1	-33.2993	-32.7968	-0.502522	0.5025221
5320	0	-33.8821	-32.7968	-1.08529	1.085293
5321	1	-33.6417	-32.7968	-0.844924	0.8449243
5322	0	-33.8821	-32.7968	-1.08529	1.085293
5323	1	-33.1394	-32.7968	-0.34262	0.3426198
5324	0	-33.8821	-32.7968	-1.08529	1.085293
5325	1	-34.8989	-32.7968	-2.10212	2.102125
5326	0	-32.9737	-32.7968	-0.176934	0.1769343
5327	1	-32.9197	-32.7968	-0.122904	0.1229042
5328	0	-33.1222	-32.7968	-0.32542	0.32542
5329	1	-32.8707	-32.7968	-0.0739424	0.07394245
5330	0	-33.8067	-32.7968	-1.00994	1.009942
5331	1	-32.8707	-32.7968	-0.0739424	0.07394245
5332	0	-33.5091	-32.7968	-0.71236	0.7123601
5333	1	-32.8707	-32.7968	-0.0739424	0.07394245
5334	0	-32.8941	-32.7968	-0.0972993	0.09729926
5335	1	-33.0274	-32.7968	-0.230608	0.2306081
5336	0	-32.9691	-32.7968	-0.172289	0.1722886
5337	1	-34.5004	-32.7968	-1.70364	1.703636
5338	0	-32.9691	-32.7968	-0.172289	0.1722886
5339	1	-34.5004	-32.7968	-1.70364	1.703636
5340	0	-33.3475	-32.7968	-0.550673	0.5506733
5341	1	-33.0893	-32.7968	-0.292542	0.2925421
5342	0	-33.3475	-32.7968	-0.550673	0.5506733
5343	1	-33.3462	-32.7968	-0.549407	0.5494071
5344	0	-33.8865	-32.7968	-1.08974	1.089737
5345	1	-33.3462	-32.7968	-0.549407	0.5494071
5346	0	-33.8865	-32.7968	-1.08974	1.089737
5347	1	-33.3462	-32.7968	-0.549407	0.5494071
5348	0	-33.1019	-32.7968	-0.305123	0.3051233
5349	1	-34.8286	-32.7968	-2.03181	2.031815
5350	0	-32.8973	-32.7968	-0.100505	0.100505
5351	1	-35.0733	-32.7968	-2.27656	2.276556
5352	0	-33.3099	-32.7968	-0.513158	0.5131584
5353	1	-35.0733	-32.7968	-2.27656	2.276556
5354	0	-38.9015	-32.7968	-6.1047	6.104703
5355	1	-32.9548	-32.7968	-0.157991	0.1579905
5356	0	-33.0874	-32.7968	-0.290603	0.2906026
5357	1	-33.1058	-32.7968	-0.308996	0.3089956
5358	0	-34.105	-32.7968	-1.30824	1.308237
5359	1	-33.1986	-32.7968	-0.401865	0.4018645
5360	0	-34.105	-32.7968	-1.30824	1.308237
5361	1	-33.2724	-32.7968	-0.475606	0.4756057
5362	0	-33.7124	-32.7968	-0.91566	0.9156596
5363	1	-34.6219	-32.7968	-1.82515	1.825152
5364	0	-33.7124	-32.7968	-0.91566	0.9156596
5365	1	-34.1136	-32.7968	-1.31685	1.316846
5366	0	-33.5713	-32.7968	-0.774541	0.7745407
5367	1	-34.4667	-32.7968	-1.66997	1.669968
5368	0	-33.5713	-32.7968	-0.774541	0.7745407
5369	1	-33.8613	-32.7968	-1.06456	1.064559
5370	0	-33.7198	-32.7968	-0.92303	0.9230301
5371	1	-33.8613	-32.7968	-1.06456	1.064559
5372	0	-33.7198	-32.7968	-0.92303	0.9230301
5373	1	-33.5984	-32.7968	-0.80163	0.8016297
5374	0	-32.9465	-32.7968	-0.149747	0.1497466
5375	1	-33.8383	-32.7968	-1.04155	1.041552
5376	0	-32.8461	-32.7968	-0.0493397	0.04933965
5377	1	-33.8383	-32.7968	-1.04155	1.041552
5378	0	-33.0059	-32.7968	-0.20907	0.2090704
5379	1	-33.5863	-32.7968	-0.789557	0.7895567
5380	0	-36.6041	-32.7968	-3.80729	3.807287
5381	1	-33.5863	-32.7968	-0.789557	0.7895567
5382	0	-36.6041	-32.7968	-3.80729	3.807287
5383	1	-32.9616	-32.7968	-0.164816	0.1648158
5384	0	-36.6041	-32.7968	-3.80729	3.807287
5385	1	-37.1773	-32.7968	-4.38048	4.38048
5386	0	-34.6702	-32.7968	-1.87344	1.873436
5387	1	-37.1773	-32.7968	-4.38048	4.38048
5388	0	-33.2915	-32.7968	-0.494764	0.4947642
5389	1	-33.1704	-32.7968	-0.373571	0.3735712
5390	0	-34.7772	-32.7968	-1.98043	1.980433
5391	1	-33.1254	-32.7968	-0.328658	0.3286584
5392	0	-33.0516	-32.7968	-0.254815	0.2548155
5393	1	-33.1254	-32.7968	-0.328658	0.3286584
5394	0	-33.0516	-32.7968	-0.254815	0.2548155
5395	1	-33.0106	-32.7968	-0.213808	0.213808
5396	0	-34.5776	-32.7968	-1.78081	1.780814
5397	1	-33.0625	-32.7968	-0.265758	0.2657584
5398	0	-32.9277	-32.7968	-0.130938	0.130938
5399	1	-33.0625	-32.7968	-0.265758	0.2657584
5400	0	-32.8171	-32.7968	-0.0203556	0.0203556
5401	1	-32.9293	-32.7968	-0.1325	0.1325005
5402	0	-33.3673	-32.7968	-0.570568	0.5705679
5403	1	-32.829	-32.7968	-0.032207	0.03220696
5404	0	-34.1027	-32.7968	-1.30588	1.305876
5405	1	-34.0456	-32.7968	-1.24878	1.248782
5406	0	-34.7643	-32.7968	-1.96751	1.967507
5407	1	-34.0456	-32.7968	-1.24878	1.248782
5408	0	-34.7643	-32.7968	-1.96751	1.967507
5409	1	-36.8978	-32.7968	-4.10098	4.100979
5410	0	-33.9632	-32.7968	-1.16646	1.166463
5411	1	-36.8978	-32.7968	-4.10098	4.100979
5412	0	-33.9632	-32.7968	-1.16646	1.166463
5413	1	-36.8978	-32.7968	-4.10098	4.100979
5414	0	-32.8467	-32.7968	-0.0499249	0.04992495
5415	1	-34.5361	-32.7968	-1.73932	1.739322
5416	0	-32.8936	-32.7968	-0.096801	0.09680103
5417	1	-34.5361	-32.7968	-1.73932	1.739322
5418	0	-33.5978	-32.7968	-0.801009	0.801009
5419	1	-32.8992	-32.7968	-0.102385	0.1023849
5420	0	-32.9675	-32.7968	-0.170724	0.1707237
5421	1	-32.8992	-32.7968	-0.102385	0.1023849
5422	0	-32.9752	-32.7968	-0.178416	0.1784162
5423	1	-33.171	-32.7968	-0.37425	0.3742504
5424	0	-34.3971	-32.7968	-1.60033	1.60033
5425	1	-36.2078	-32.7968	-3.41102	3.41102
5426	0	-34.3971	-32.7968	-1.60033	1.60033
5427	1	-36.2078	-32.7968	-3.41102	3.41102
5428	0	-34.6296	-32.7968	-1.83281	1.832809
5429	1	-33.0019	-32.7968	-0.205072	0.2050721
5430	0	-34.6296	-32.7968	-1.83281	1.832809
5431	1	-33.785	-32.7968	-0.988263	0.9882629
5432	0	-34.6296	-32.7968	-1.83281	1.832809
5433	1	-33.3536	-32.7968	-0.556837	0.5568367
5434	0	-34.6296	-32.7968	-1.83281	1.832809
5435	1	-33.491	-32.7968	-0.694201	0.6942013
5436	0	-35.9251	-32.7968	-3.12833	3.128332
5437	1	-33.491	-32.7968	-0.694201	0.6942013
5438	0	-33.9446	-32.7968	-1.14783	1.147832
5439	1	-33.8033	-32.7968	-1.00651	1.006508
5440	0	-32.9385	-32.7968	-0.141681	0.1416809
5441	1	-33.8033	-32.7968	-1.00651	1.006508
5442	0	-34.3759	-32.7968	-1.57917	1.579165
5443	1	-32.9102	-32.7968	-0.113397	0.1133973
5444	0	-34.2069	-32.7968	-1.41011	1.410105
5445	1	-34.2709	-32.7968	-1.47414	1.474137
5446	0	-34.8089	-32.7968	-2.01217	2.012165
5447	1	-33.6347	-32.7968	-0.837912	0.8379123
5448	0	-34.8089	-32.7968	-2.01217	2.012165
5449	1	-33.2527	-32.7968	-0.455963	0.4559633
5450	0	-33.1836	-32.7968	-0.386794	0.3867943
5451	1	-33.2527	-32.7968	-0.455963	0.4559633
5452	0	-33.0943	-32.7968	-0.29756	0.2975603
5453	1	-33.2527	-32.7968	-0.455963	0.4559633
5454	0	-32.8079	-32.7968	-0.0111079	0.01110785
5455	1	-33.912	-32.7968	-1.1152	1.115199
5456	0	-32.8155	-32.7968	-0.0187021	0.01870207
5457	1	-32.9573	-32.7968	-0.160473	0.1604728
5458	0	-32.8271	-32.7968	-0.0303612	0.03036121
5459	1	-36.3995	-32.7968	-3.60276	3.602762
5460	0	-35.0093	-32.7968	-2.21255	2.212545
5461	1	-33.2279	-32.7968	-0.431114	0.4311135
5462	0	-34.1575	-32.7968	-1.36074	1.360738
5463	1	-38.1081	-32.7968	-5.31134	5.311343
5464	0	-34.4395	-32.7968	-1.64273	1.642731
5465	1	-33.6138	-32.7968	-0.817024	0.8170235
5466	0	-34.4395	-32.7968	-1.64273	1.642731
5467	1	-33.1332	-32.7968	-0.336464	0.3364636
5468	0	-34.4395	-32.7968	-1.64273	1.642731
5469	1	-33.1332	-32.7968	-0.336464	0.3364636
5470	0	-34.4879	-32.7968	-1.69108	1.691082
5471	1	-33.1332	-32.7968	-0.336464	0.3364636
5472	0	-33.4448	-32.7968	-0.648046	0.648046
5473	1	-35.3172	-32.7968	-2.52042	2.520418
5474	0	-33.4448	-32.7968	-0.648046	0.648046
5475	1	-35.3172	-32.7968	-2.52042	2.520418
5476	0	-33.4448	-32.7968	-0.648046	0.648046
5477	1	-33.2917	-32.7968	-0.494914	0.494914
5478	0	-33.3142	-32.7968	-0.517401	0.517401
5479	1	-32.8456	-32.7968	-0.0488162	0.04881618
5480	0	-32.9573	-32.7968	-0.16048	0.1604798
5481	1	-33.132	-32.7968	-0.335223	0.3352226
5482	0	-34.8468	-32.7968	-2.05003	2.050032
5483	1	-33.2269	-32.7968	-0.430086	0.4300856
5484	0	-33.5383	-32.7968	-0.741543	0.7415428
5485	1	-33.2269	-32.7968	-0.430086	0.4300856
5486	0	-33.9995	-32.7968	-1.20271	1.202705
5487	1	-33.2269	-32.7968	-0.430086	0.4300856
5488	0	-33.1041	-32.7968	-0.307357	0.3073572
5489	1	-33.7631	-32.7968	-0.966328	0.9663281
5490	0	-33.9085	-32.7968	-1.11169	1.111686
5491	1	-33.7631	-32.7968	-0.966328	0.9663281
5492	0	-33.4448	-32.7968	-0.648002	0.6480019
5493	1	-33.7631	-32.7968	-0.966328	0.9663281
5494	0	-34.0478	-32.7968	-1.25106	1.251058
5495	1	-33.0998	-32.7968	-0.30302	0.3030198
5496	0	-34.1173	-32.7968	-1.32051	1.320513
5497	1	-32.8976	-32.7968	-0.100839	0.1008392
5498	0	-34.1173	-32.7968	-1.32051	1.320513
5499	1	-34.0417	-32.7968	-1.24494	1.244936
5500	0	-33.6249	-32.7968	-0.828103	0.8281029
5501	1	-34.0417	-32.7968	-1.24494	1.244936
5502	0	-33.9364	-32.7968	-1.13965	1.139645
5503	1	-34.0417	-32.7968	-1.24494	1.244936
5504	0	-32.9965	-32.7968	-0.199672	0.1996717
5505	1	-32.8891	-32.7968	-0.0923464	0.09234638
5506	0	-34.0443	-32.7968	-1.24751	1.247512
5507	1	-33.2128	-32.7968	-0.415986	0.4159862
5508	0	-34.0443	-32.7968	-1.24751	1.247512
5509	1	-33.2128	-32.7968	-0.415986	0.4159862
5510	0	-34.0535	-32.7968	-1.25677	1.256768
5511	1	-33.2128	-32.7968	-0.415986	0.4159862
5512	0	-32.8311	-32.7968	-0.0342805	0.03428052
5513	1	-34.7436	-32.7968	-1.94682	1.946819
5514	0	-33.1032	-32.7968	-0.306383	0.3063828
5515	1	-33.5357	-32.7968	-0.738925	0.7389249
5516	0	-34.2395	-32.7968	-1.44273	1.442728
5517	1	-34.8293	-32.7968	-2.03256	2.032559
5518	0	-34.2395	-32.7968	-1.44273	1.442728
5519	1	-34.9061	-32.7968	-2.1093	2.109296
5520	0	-33.2011	-32.7968	-0.404345	0.4043452
5521	1	-32.864	-32.7968	-0.0672252	0.06722516
5522	0	-33.0422	-32.7968	-0.245445	0.2454448
5523	1	-33.9556	-32.7968	-1.15885	1.158849
5524	0	-33.2146	-32.7968	-0.417774	0.4177738
5525	1	-34.6733	-32.7968	-1.87654	1.876539
5526	0	-33.2146	-32.7968	-0.417774	0.4177738
5527	1	-33.3262	-32.7968	-0.529389	0.5293894
5528	0	-33.2146	-32.7968	-0.417774	0.4177738
5529	1	-36.1771	-32.7968	-3.38028	3.380282
5530	0	-39.943	-32.7968	-7.14621	7.146206
5531	1	-33.804	-32.7968	-1.00723	1.007227
5532	0	-34.0847	-32.7968	-1.28788	1.287884
5533	1	-32.9107	-32.7968	-0.11389	0.1138903
5534	0	-34.0847	-32.7968	-1.28788	1.287884
5535	1	-32.9107	-32.7968	-0.11389	0.1138903
5536	0	-33.1771	-32.7968	-0.380273	0.3802729
5537	1	-34.4734	-32.7968	-1.67657	1.676574
5538	0	-33.6852	-32.7968	-0.888464	0.8884644
5539	1	-35.4664	-32.7968	-2.66962	2.669621
5540	0	-33.6852	-32.7968	-0.888464	0.8884644
5541	1	-33.1089	-32.7968	-0.312095	0.3120948
5542	0	-33.6852	-32.7968	-0.888464	0.8884644
5543	1	-33.1089	-32.7968	-0.312095	0.3120948
5544	0	-33.9593	-32.7968	-1.1625	1.162502
5545	1	-33.1089	-32.7968	-0.312095	0.3120948
5546	0	-33.9593	-32.7968	-1.1625	1.162502
