Iteration	Replicate_ID	Posterior	Likelihood	Prior	R
2040	0	-33.3652	-32.7968	-0.568404	0.5684035
2041	1	-33.0691	-32.7968	-0.272326	0.2723256
2042	0	-33.7173	-32.7968	-0.920506	0.9205062
2043	1	-33.2324	-32.7968	-0.43558	0.43558
2044	0	-33.4341	-32.7968	-0.637328	0.6373282
2045	1	-33.2324	-32.7968	-0.43558	0.43558
2046	0	-33.1673	-32.7968	-0.370546	0.370546
2047	1	-32.99	-32.7968	-0.193193	0.1931927
2048	0	-32.8382	-32.7968	-0.0414028	0.04140283
2049	1	-33.0067	-32.7968	-0.209958	0.2099578
2050	0	-34.0248	-32.7968	-1.22806	1.228061
2051	1	-32.815	-32.7968	-0.0182582	0.01825822
2052	0	-34.0248	-32.7968	-1.22806	1.228061
2053	1	-32.8784	-32.7968	-0.0815719	0.08157192
2054	0	-34.0248	-32.7968	-1.22806	1.228061
2055	1	-32.8727	-32.7968	-0.0758993	0.07589931
2056	0	-34.0248	-32.7968	-1.22806	1.228061
2057	1	-33.1271	-32.7968	-0.330316	0.3303158
2058	0	-33.6512	-32.7968	-0.854405	0.8544052
2059	1	-33.1271	-32.7968	-0.330316	0.3303158
2060	0	-33.6512	-32.7968	-0.854405	0.8544052
2061	1	-32.849	-32.7968	-0.0522285	0.05222852
2062	0	-33.6512	-32.7968	-0.854405	0.8544052
2063	1	-32.849	-32.7968	-0.0522285	0.05222852
2064	0	-33.6512	-32.7968	-0.854405	0.8544052
2065	1	-33.3287	-32.7968	-0.531883	0.5318829
2066	0	-32.9621	-32.7968	-0.165333	0.1653329
2067	1	-33.3287	-32.7968	-0.531883	0.5318829
2068	0	-33.6969	-32.7968	-0.900159	0.9001592
2069	1	-33.3287	-32.7968	-0.531883	0.5318829
2070	0	-33.6969	-32.7968	-0.900159	0.9001592
2071	1	-34.1883	-32.7968	-1.39148	1.391478
2072	0	-33.6969	-32.7968	-0.900159	0.9001592
2073	1	-34.1883	-32.7968	-1.39148	1.391478
2074	0	-33.6969	-32.7968	-0.900159	0.9001592
2075	1	-33.3372	-32.7968	-0.540387	0.5403867
2076	0	-33.7615	-32.7968	-0.964765	0.964765
2077	1	-33.3372	-32.7968	-0.540387	0.5403867
2078	0	-33.8943	-32.7968	-1.09754	1.097538
2079	1	-33.6453	-32.7968	-0.848507	0.8485074
2080	0	-33.8943	-32.7968	-1.09754	1.097538
2081	1	-33.6453	-32.7968	-0.848507	0.8485074
2082	0	-33.8943	-32.7968	-1.09754	1.097538
2083	1	-33.7446	-32.7968	-0.947847	0.9478474
2084	0	-33.8943	-32.7968	-1.09754	1.097538
2085	1	-35.4631	-32.7968	-2.66633	2.666328
2086	0	-32.9954	-32.7968	-0.198649	0.1986491
2087	1	-34.811	-32.7968	-2.01419	2.014191
2088	0	-34.0257	-32.7968	-1.2289	1.228901
2089	1	-34.811	-32.7968	-2.01419	2.014191
2090	0	-33.6824	-32.7968	-0.885577	0.8855769
2091	1	-34.811	-32.7968	-2.01419	2.014191
2092	0	-33.71	-32.7968	-0.91326	0.9132596
2093	1	-34.0826	-32.7968	-1.28579	1.285795
2094	0	-33.71	-32.7968	-0.91326	0.9132596
2095	1	-33.5692	-32.7968	-0.772432	0.7724323
2096	0	-33.71	-32.7968	-0.91326	0.9132596
2097	1	-33.5692	-32.7968	-0.772432	0.7724323
2098	0	-33.2183	-32.7968	-0.421521	0.4215206
2099	1	-33.9497	-32.7968	-1.15296	1.152959
2100	0	-33.3826	-32.7968	-0.585851	0.5858507
2101	1	-34.3728	-32.7968	-1.57599	1.575991
2102	0	-33.3826	-32.7968	-0.585851	0.5858507
2103	1	-33.1002	-32.7968	-0.303466	0.3034664
2104	0	-33.0206	-32.7968	-0.223856	0.2238562
2105	1	-34.6445	-32.7968	-1.84769	1.847694
2106	0	-33.3639	-32.7968	-0.567159	0.567159
2107	1	-34.6445	-32.7968	-1.84769	1.847694
2108	0	-33.1605	-32.7968	-0.363715	0.363715
2109	1	-36.3015	-32.7968	-3.50476	3.504758
2110	0	-33.0832	-32.7968	-0.286452	0.2864523
2111	1	-33.0219	-32.7968	-0.22507	0.2250704
2112	0	-32.9799	-32.7968	-0.183161	0.1831609
2113	1	-33.0243	-32.7968	-0.227527	0.2275267
2114	0	-33.2231	-32.7968	-0.426309	0.4263088
2115	1	-33.6721	-32.7968	-0.875339	0.8753394
2116	0	-33.2231	-32.7968	-0.426309	0.4263088
2117	1	-33.6721	-32.7968	-0.875339	0.8753394
2118	0	-33.1175	-32.7968	-0.320682	0.3206818
2119	1	-33.6721	-32.7968	-0.875339	0.8753394
2120	0	-34.5565	-32.7968	-1.75973	1.759725
2121	1	-33.2676	-32.7968	-0.470775	0.470775
2122	0	-34.5565	-32.7968	-1.75973	1.759725
2123	1	-33.2676	-32.7968	-0.470775	0.470775
2124	0	-34.2142	-32.7968	-1.41742	1.417416
2125	1	-34.5295	-32.7968	-1.73268	1.732682
2126	0	-34.2142	-32.7968	-1.41742	1.417416
2127	1	-33.3146	-32.7968	-0.517771	0.5177715
2128	0	-33.5811	-32.7968	-0.784329	0.7843285
2129	1	-33.3146	-32.7968	-0.517771	0.5177715
2130	0	-34.1963	-32.7968	-1.39955	1.399546
2131	1	-33.3146	-32.7968	-0.517771	0.5177715
2132	0	-34.2244	-32.7968	-1.42762	1.42762
2133	1	-36.1345	-32.7968	-3.33772	3.337718
2134	0	-34.2244	-32.7968	-1.42762	1.42762
2135	1	-33.296	-32.7968	-0.499188	0.4991876
2136	0	-34.2244	-32.7968	-1.42762	1.42762
2137	1	-33.8167	-32.7968	-1.0199	1.019899
2138	0	-33.0888	-32.7968	-0.292042	0.2920423
2139	1	-33.8167	-32.7968	-1.0199	1.019899
2140	0	-33.4019	-32.7968	-0.605109	0.605109
2141	1	-33.0149	-32.7968	-0.218158	0.2181576
2142	0	-33.8522	-32.7968	-1.05539	1.055387
2143	1	-34.929	-32.7968	-2.13221	2.132214
2144	0	-34.5097	-32.7968	-1.7129	1.712898
2145	1	-33.8297	-32.7968	-1.03297	1.032969
2146	0	-33.5004	-32.7968	-0.703633	0.7036332
2147	1	-34.0801	-32.7968	-1.28332	1.283316
2148	0	-33.857	-32.7968	-1.06025	1.060248
2149	1	-34.0801	-32.7968	-1.28332	1.283316
2150	0	-33.1399	-32.7968	-0.34313	0.3431305
2151	1	-33.4573	-32.7968	-0.660531	0.6605315
2152	0	-36.3021	-32.7968	-3.50528	3.50528
2153	1	-33.4573	-32.7968	-0.660531	0.6605315
2154	0	-33.2713	-32.7968	-0.474548	0.4745481
2155	1	-33.2706	-32.7968	-0.473854	0.4738545
2156	0	-33.2713	-32.7968	-0.474548	0.4745481
2157	1	-33.2706	-32.7968	-0.473854	0.4738545
2158	0	-33.2713	-32.7968	-0.474548	0.4745481
2159	1	-33.2706	-32.7968	-0.473854	0.4738545
2160	0	-36.113	-32.7968	-3.31623	3.316234
2161	1	-33.1422	-32.7968	-0.345397	0.3453974
2162	0	-33.2044	-32.7968	-0.407603	0.4076032
2163	1	-33.1422	-32.7968	-0.345397	0.3453974
2164	0	-36.9458	-32.7968	-4.14899	4.148986
2165	1	-34.1182	-32.7968	-1.32138	1.321381
2166	0	-36.9458	-32.7968	-4.14899	4.148986
2167	1	-34.1182	-32.7968	-1.32138	1.321381
2168	0	-34.0651	-32.7968	-1.26832	1.268325
2169	1	-34.5447	-32.7968	-1.74788	1.747882
2170	0	-34.0651	-32.7968	-1.26832	1.268325
2171	1	-33.1063	-32.7968	-0.309501	0.3095009
2172	0	-35.2476	-32.7968	-2.45084	2.450838
2173	1	-33.1063	-32.7968	-0.309501	0.3095009
2174	0	-34.635	-32.7968	-1.83818	1.838179
2175	1	-33.1063	-32.7968	-0.309501	0.3095009
2176	0	-33.3457	-32.7968	-0.54896	0.54896
2177	1	-33.2772	-32.7968	-0.48042	0.4804199
2178	0	-33.1039	-32.7968	-0.307121	0.3071212
2179	1	-34.0031	-32.7968	-1.2063	1.206302
2180	0	-33.4163	-32.7968	-0.619489	0.6194889
2181	1	-34.0031	-32.7968	-1.2063	1.206302
2182	0	-35.239	-32.7968	-2.44222	2.442216
2183	1	-34.0031	-32.7968	-1.2063	1.206302
2184	0	-35.239	-32.7968	-2.44222	2.442216
2185	1	-33.9669	-32.7968	-1.17009	1.170086
2186	0	-33.331	-32.7968	-0.534259	0.5342593
2187	1	-33.9669	-32.7968	-1.17009	1.170086
2188	0	-33.331	-32.7968	-0.534259	0.5342593
2189	1	-33.8088	-32.7968	-1.01202	1.012021
2190	0	-32.8762	-32.7968	-0.0794425	0.0794425
2191	1	-33.1712	-32.7968	-0.374414	0.3744143
2192	0	-33.1577	-32.7968	-0.360956	0.3609565
2193	1	-32.9189	-32.7968	-0.122118	0.1221185
2194	0	-33.1577	-32.7968	-0.360956	0.3609565
2195	1	-34.1354	-32.7968	-1.33866	1.338655
2196	0	-34.4794	-32.7968	-1.68261	1.682609
2197	1	-33.5616	-32.7968	-0.764803	0.7648032
2198	0	-33.2848	-32.7968	-0.488028	0.4880279
2199	1	-33.3128	-32.7968	-0.516016	0.5160156
2200	0	-33.2848	-32.7968	-0.488028	0.4880279
2201	1	-33.3128	-32.7968	-0.516016	0.5160156
2202	0	-33.2848	-32.7968	-0.488028	0.4880279
2203	1	-32.8865	-32.7968	-0.0897693	0.08976931
2204	0	-33.2848	-32.7968	-0.488028	0.4880279
2205	1	-33.414	-32.7968	-0.617262	0.6172621
2206	0	-33.2687	-32.7968	-0.471898	0.4718977
2207	1	-33.9533	-32.7968	-1.15653	1.156534
2208	0	-33.7768	-32.7968	-0.979985	0.9799851
2209	1	-33.9533	-32.7968	-1.15653	1.156534
2210	0	-33.7768	-32.7968	-0.979985	0.9799851
2211	1	-33.2666	-32.7968	-0.469824	0.469824
2212	0	-33.7768	-32.7968	-0.979985	0.9799851
2213	1	-33.2666	-32.7968	-0.469824	0.469824
2214	0	-33.7768	-32.7968	-0.979985	0.9799851
2215	1	-35.0929	-32.7968	-2.29615	2.296153
2216	0	-33.7768	-32.7968	-0.979985	0.9799851
2217	1	-33.0208	-32.7968	-0.224059	0.2240594
2218	0	-33.7768	-32.7968	-0.979985	0.9799851
2219	1	-33.0208	-32.7968	-0.224059	0.2240594
2220	0	-33.7768	-32.7968	-0.979985	0.9799851
2221	1	-32.8961	-32.7968	-0.0993013	0.09930132
2222	0	-36.5975	-32.7968	-3.80075	3.800745
2223	1	-33.978	-32.7968	-1.18125	1.181248
2224	0	-36.5975	-32.7968	-3.80075	3.800745
2225	1	-33.6766	-32.7968	-0.879802	0.8798023
2226	0	-34.092	-32.7968	-1.29518	1.29518
2227	1	-33.6766	-32.7968	-0.879802	0.8798023
2228	0	-34.092	-32.7968	-1.29518	1.29518
2229	1	-32.8914	-32.7968	-0.0946066	0.09460656
2230	0	-33.6902	-32.7968	-0.89346	0.8934596
2231	1	-32.8914	-32.7968	-0.0946066	0.09460656
2232	0	-36.8437	-32.7968	-4.04692	4.04692
2233	1	-34.2657	-32.7968	-1.46888	1.468879
2234	0	-33.5487	-32.7968	-0.75191	0.7519102
2235	1	-33.273	-32.7968	-0.476268	0.4762679
2236	0	-34.1751	-32.7968	-1.37828	1.37828
2237	1	-33.6618	-32.7968	-0.865028	0.8650285
2238	0	-34.1751	-32.7968	-1.37828	1.37828
2239	1	-35.2476	-32.7968	-2.45085	2.450846
2240	0	-33.3157	-32.7968	-0.518893	0.5188928
2241	1	-37.6321	-32.7968	-4.83535	4.835347
2242	0	-34.0228	-32.7968	-1.22606	1.226061
2243	1	-33.8326	-32.7968	-1.03577	1.035774
2244	0	-32.987	-32.7968	-0.190172	0.1901718
2245	1	-33.281	-32.7968	-0.484171	0.4841714
2246	0	-33.2102	-32.7968	-0.413371	0.4133711
2247	1	-33.281	-32.7968	-0.484171	0.4841714
2248	0	-36.2296	-32.7968	-3.43283	3.432826
2249	1	-35.4709	-32.7968	-2.67412	2.674122
2250	0	-33.5567	-32.7968	-0.759949	0.7599491
2251	1	-35.4709	-32.7968	-2.67412	2.674122
2252	0	-32.8577	-32.7968	-0.0608944	0.06089439
2253	1	-33.0358	-32.7968	-0.239051	0.239051
2254	0	-34.0842	-32.7968	-1.28743	1.28743
2255	1	-33.126	-32.7968	-0.329251	0.3292515
2256	0	-33.1513	-32.7968	-0.35448	0.3544797
2257	1	-33.6384	-32.7968	-0.84164	0.8416405
2258	0	-33.1513	-32.7968	-0.35448	0.3544797
2259	1	-33.9776	-32.7968	-1.18087	1.180867
2260	0	-34.9995	-32.7968	-2.20274	2.202737
2261	1	-33.455	-32.7968	-0.658226	0.6582259
2262	0	-33.0817	-32.7968	-0.28488	0.28488
2263	1	-33.455	-32.7968	-0.658226	0.6582259
2264	0	-33.5097	-32.7968	-0.712871	0.7128709
2265	1	-34.4215	-32.7968	-1.6247	1.624697
2266	0	-34.7367	-32.7968	-1.93992	1.939916
2267	1	-34.4215	-32.7968	-1.6247	1.624697
2268	0	-35.27	-32.7968	-2.47325	2.47325
2269	1	-34.3859	-32.7968	-1.58913	1.589129
2270	0	-33.2959	-32.7968	-0.499099	0.4990993
2271	1	-34.3859	-32.7968	-1.58913	1.589129
2272	0	-35.0417	-32.7968	-2.2449	2.244903
2273	1	-34.7045	-32.7968	-1.90775	1.907749
2274	0	-32.8768	-32.7968	-0.0799768	0.07997679
2275	1	-34.7045	-32.7968	-1.90775	1.907749
2276	0	-32.9696	-32.7968	-0.172851	0.1728505
2277	1	-32.8823	-32.7968	-0.0854851	0.08548514
2278	0	-33.3244	-32.7968	-0.527587	0.5275865
2279	1	-32.8208	-32.7968	-0.0240071	0.02400709
2280	0	-33.1689	-32.7968	-0.37211	0.3721095
2281	1	-34.1204	-32.7968	-1.32359	1.323594
2282	0	-33.1689	-32.7968	-0.37211	0.3721095
2283	1	-33.8277	-32.7968	-1.03094	1.030941
2284	0	-34.6047	-32.7968	-1.80796	1.80796
2285	1	-33.8277	-32.7968	-1.03094	1.030941
2286	0	-34.6047	-32.7968	-1.80796	1.80796
2287	1	-36.2131	-32.7968	-3.41636	3.416357
2288	0	-33.5208	-32.7968	-0.724019	0.7240194
2289	1	-33.2677	-32.7968	-0.470935	0.4709347
2290	0	-34.1572	-32.7968	-1.36039	1.360395
2291	1	-33.2459	-32.7968	-0.449136	0.449136
2292	0	-33.9921	-32.7968	-1.1953	1.195303
2293	1	-33.2682	-32.7968	-0.471461	0.4714613
2294	0	-33.9921	-32.7968	-1.1953	1.195303
2295	1	-33.623	-32.7968	-0.826263	0.8262629
2296	0	-34.4374	-32.7968	-1.64058	1.640577
2297	1	-35.7778	-32.7968	-2.98101	2.981009
2298	0	-34.4374	-32.7968	-1.64058	1.640577
2299	1	-35.7778	-32.7968	-2.98101	2.981009
2300	0	-34.4374	-32.7968	-1.64058	1.640577
2301	1	-34.7679	-32.7968	-1.97108	1.971081
2302	0	-34.4374	-32.7968	-1.64058	1.640577
2303	1	-34.7679	-32.7968	-1.97108	1.971081
2304	0	-32.8903	-32.7968	-0.0935051	0.09350506
2305	1	-33.1827	-32.7968	-0.385962	0.385962
2306	0	-32.8938	-32.7968	-0.0970598	0.09705976
2307	1	-34.0031	-32.7968	-1.20631	1.206308
2308	0	-33.0306	-32.7968	-0.233858	0.2338584
2309	1	-34.0031	-32.7968	-1.20631	1.206308
2310	0	-33.0074	-32.7968	-0.210612	0.210612
2311	1	-33.0022	-32.7968	-0.205436	0.2054363
2312	0	-33.0074	-32.7968	-0.210612	0.210612
2313	1	-33.051	-32.7968	-0.25425	0.2542499
2314	0	-33.0074	-32.7968	-0.210612	0.210612
2315	1	-35.2962	-32.7968	-2.49938	2.499381
2316	0	-33.0074	-32.7968	-0.210612	0.210612
2317	1	-33.993	-32.7968	-1.19626	1.196261
2318	0	-33.0074	-32.7968	-0.210612	0.210612
2319	1	-33.1427	-32.7968	-0.345887	0.3458871
2320	0	-33.0074	-32.7968	-0.210612	0.210612
2321	1	-32.9952	-32.7968	-0.198374	0.1983737
2322	0	-36.5122	-32.7968	-3.71545	3.715452
2323	1	-32.837	-32.7968	-0.0401946	0.04019462
2324	0	-32.8951	-32.7968	-0.0983452	0.09834521
2325	1	-32.951	-32.7968	-0.154239	0.1542392
2326	0	-32.8003	-32.7968	-0.00354657	0.003546568
2327	1	-33.2396	-32.7968	-0.442843	0.4428426
2328	0	-32.7979	-32.7968	-0.00112661	0.001126605
2329	1	-33.2396	-32.7968	-0.442843	0.4428426
2330	0	-32.7976	-32.7968	-0.000807275	0.0008072747
2331	1	-33.5459	-32.7968	-0.749096	0.7490961
2332	0	-32.8141	-32.7968	-0.0172958	0.01729582
2333	1	-33.5459	-32.7968	-0.749096	0.7490961
2334	0	-32.7986	-32.7968	-0.00184887	0.001848871
2335	1	-33.5459	-32.7968	-0.749096	0.7490961
2336	0	-32.797	-32.7968	-0.000222923	0.0002229231
2337	1	-33.5811	-32.7968	-0.784321	0.7843208
2338	0	-32.8031	-32.7968	-0.0063337	0.006333704
2339	1	-33.8429	-32.7968	-1.0461	1.046099
2340	0	-32.8059	-32.7968	-0.00910607	0.009106071
2341	1	-33.296	-32.7968	-0.499238	0.4992378
2342	0	-32.8053	-32.7968	-0.00856976	0.008569762
2343	1	-33.296	-32.7968	-0.499238	0.4992378
2344	0	-32.927	-32.7968	-0.130248	0.1302482
2345	1	-33.1387	-32.7968	-0.341955	0.3419548
2346	0	-33.051	-32.7968	-0.254235	0.2542353
2347	1	-32.8832	-32.7968	-0.0864505	0.08645051
2348	0	-33.051	-32.7968	-0.254235	0.2542353
2349	1	-33.318	-32.7968	-0.521188	0.5211876
2350	0	-33.33	-32.7968	-0.533194	0.5331937
2351	1	-33.318	-32.7968	-0.521188	0.5211876
2352	0	-32.8789	-32.7968	-0.0820794	0.08207941
2353	1	-32.8454	-32.7968	-0.0486345	0.04863451
2354	0	-34.4063	-32.7968	-1.6095	1.609497
2355	1	-33.5299	-32.7968	-0.73313	0.7331304
2356	0	-34.4063	-32.7968	-1.6095	1.609497
2357	1	-33.5299	-32.7968	-0.73313	0.7331304
2358	0	-33.3837	-32.7968	-0.586918	0.5869179
2359	1	-33.0361	-32.7968	-0.239369	0.2393692
2360	0	-33.6849	-32.7968	-0.888076	0.8880764
2361	1	-33.0361	-32.7968	-0.239369	0.2393692
2362	0	-33.8972	-32.7968	-1.1004	1.100396
2363	1	-39.122	-32.7968	-6.32526	6.32526
2364	0	-32.9537	-32.7968	-0.156922	0.1569217
2365	1	-33.5358	-32.7968	-0.739012	0.7390122
2366	0	-33.8147	-32.7968	-1.01796	1.01796
2367	1	-34.212	-32.7968	-1.41525	1.415247
2368	0	-33.8147	-32.7968	-1.01796	1.01796
2369	1	-36.8625	-32.7968	-4.06575	4.065749
2370	0	-33.4221	-32.7968	-0.625361	0.6253606
2371	1	-33.0954	-32.7968	-0.298645	0.2986446
2372	0	-33.4221	-32.7968	-0.625361	0.6253606
2373	1	-32.8185	-32.7968	-0.0217382	0.02173824
2374	0	-32.9693	-32.7968	-0.17247	0.1724699
2375	1	-33.645	-32.7968	-0.848179	0.8481787
2376	0	-32.8321	-32.7968	-0.035357	0.03535703
2377	1	-33.2109	-32.7968	-0.414077	0.4140767
2378	0	-33.6058	-32.7968	-0.80902	0.8090201
2379	1	-33.4595	-32.7968	-0.662743	0.6627429
2380	0	-33.6659	-32.7968	-0.869089	0.8690886
2381	1	-33.4595	-32.7968	-0.662743	0.6627429
2382	0	-33.3689	-32.7968	-0.572127	0.5721273
2383	1	-37.1885	-32.7968	-4.39174	4.391738
2384	0	-34.3046	-32.7968	-1.50779	1.50779
2385	1	-37.1885	-32.7968	-4.39174	4.391738
2386	0	-33.1706	-32.7968	-0.373779	0.3737793
2387	1	-37.1885	-32.7968	-4.39174	4.391738
2388	0	-32.9165	-32.7968	-0.11968	0.1196795
2389	1	-33.1601	-32.7968	-0.363313	0.363313
2390	0	-33.4119	-32.7968	-0.615078	0.6150782
2391	1	-33.0996	-32.7968	-0.302844	0.3028439
2392	0	-33.7315	-32.7968	-0.934765	0.9347652
2393	1	-33.3181	-32.7968	-0.521296	0.5212961
2394	0	-32.8758	-32.7968	-0.0790221	0.0790221
2395	1	-33.6265	-32.7968	-0.829704	0.8297042
2396	0	-33.3991	-32.7968	-0.602366	0.602366
2397	1	-33.6265	-32.7968	-0.829704	0.8297042
2398	0	-34.3292	-32.7968	-1.53241	1.532407
2399	1	-33.6265	-32.7968	-0.829704	0.8297042
2400	0	-33.8987	-32.7968	-1.10197	1.101966
2401	1	-32.8739	-32.7968	-0.0771142	0.07711417
2402	0	-34.3005	-32.7968	-1.50374	1.503745
2403	1	-33.055	-32.7968	-0.258192	0.258192
2404	0	-33.039	-32.7968	-0.242176	0.2421761
2405	1	-33.055	-32.7968	-0.258192	0.258192
2406	0	-33.8453	-32.7968	-1.04851	1.048506
2407	1	-32.8479	-32.7968	-0.0511631	0.05116313
2408	0	-33.8453	-32.7968	-1.04851	1.048506
2409	1	-32.9734	-32.7968	-0.176658	0.1766578
2410	0	-35.2585	-32.7968	-2.46173	2.461732
2411	1	-35.6099	-32.7968	-2.81317	2.813166
2412	0	-33.1815	-32.7968	-0.384677	0.3846771
2413	1	-34.6929	-32.7968	-1.89609	1.896087
2414	0	-33.1355	-32.7968	-0.338675	0.3386746
2415	1	-34.6929	-32.7968	-1.89609	1.896087
2416	0	-33.1355	-32.7968	-0.338675	0.3386746
2417	1	-34.6929	-32.7968	-1.89609	1.896087
2418	0	-34.3725	-32.7968	-1.57571	1.57571
2419	1	-33.6475	-32.7968	-0.850736	0.8507365
2420	0	-34.3725	-32.7968	-1.57571	1.57571
2421	1	-37.9305	-32.7968	-5.13374	5.133735
2422	0	-33.5483	-32.7968	-0.751549	0.7515491
2423	1	-34.3736	-32.7968	-1.57681	1.576813
2424	0	-36.9752	-32.7968	-4.17839	4.178392
2425	1	-32.8747	-32.7968	-0.0779352	0.07793515
2426	0	-33.1424	-32.7968	-0.34564	0.3456395
2427	1	-32.8747	-32.7968	-0.0779352	0.07793515
2428	0	-35.0669	-32.7968	-2.2701	2.270102
2429	1	-32.8747	-32.7968	-0.0779352	0.07793515
2430	0	-33.2258	-32.7968	-0.429003	0.4290029
2431	1	-32.8244	-32.7968	-0.0276348	0.02763483
2432	0	-33.6301	-32.7968	-0.833336	0.8333362
2433	1	-32.9169	-32.7968	-0.120105	0.1201047
2434	0	-33.5574	-32.7968	-0.760647	0.7606467
2435	1	-32.898	-32.7968	-0.10122	0.10122
2436	0	-32.8672	-32.7968	-0.0704322	0.07043216
2437	1	-32.8145	-32.7968	-0.0177026	0.01770262
2438	0	-34.1436	-32.7968	-1.34681	1.346808
2439	1	-33.9667	-32.7968	-1.16997	1.169968
2440	0	-33.038	-32.7968	-0.241195	0.2411954
2441	1	-34.4655	-32.7968	-1.66871	1.668707
2442	0	-35.2547	-32.7968	-2.45795	2.457952
2443	1	-32.9953	-32.7968	-0.198537	0.1985371
2444	0	-33.0478	-32.7968	-0.251051	0.2510515
2445	1	-32.8356	-32.7968	-0.0388096	0.03880961
2446	0	-35.5478	-32.7968	-2.75103	2.751034
2447	1	-32.8115	-32.7968	-0.014672	0.01467205
2448	0	-35.5478	-32.7968	-2.75103	2.751034
2449	1	-32.8627	-32.7968	-0.0658965	0.06589654
2450	0	-34.0383	-32.7968	-1.24148	1.241477
2451	1	-33.0932	-32.7968	-0.296456	0.2964559
2452	0	-33.9788	-32.7968	-1.18198	1.181984
2453	1	-34.7036	-32.7968	-1.90684	1.906836
2454	0	-33.9788	-32.7968	-1.18198	1.181984
2455	1	-34.7036	-32.7968	-1.90684	1.906836
2456	0	-32.8942	-32.7968	-0.0974307	0.0974307
2457	1	-34.2786	-32.7968	-1.48179	1.48179
2458	0	-33.1718	-32.7968	-0.375056	0.3750558
2459	1	-34.7864	-32.7968	-1.98966	1.989663
2460	0	-33.1718	-32.7968	-0.375056	0.3750558
2461	1	-32.9009	-32.7968	-0.104075	0.1040753
2462	0	-33.1718	-32.7968	-0.375056	0.3750558
2463	1	-33.0709	-32.7968	-0.274136	0.2741357
2464	0	-33.1718	-32.7968	-0.375056	0.3750558
2465	1	-33.4542	-32.7968	-0.657439	0.6574392
2466	0	-33.1718	-32.7968	-0.375056	0.3750558
2467	1	-38.4586	-32.7968	-5.66185	5.661849
2468	0	-32.88	-32.7968	-0.0831789	0.08317888
2469	1	-35.4529	-32.7968	-2.6561	2.656095
2470	0	-32.88	-32.7968	-0.0831789	0.08317888
2471	1	-35.4529	-32.7968	-2.6561	2.656095
2472	0	-32.8513	-32.7968	-0.0544753	0.05447533
2473	1	-33.0155	-32.7968	-0.218721	0.2187208
2474	0	-33.7656	-32.7968	-0.968789	0.9687887
2475	1	-33.1109	-32.7968	-0.314163	0.3141632
2476	0	-32.967	-32.7968	-0.17019	0.1701897
2477	1	-33.1109	-32.7968	-0.314163	0.3141632
2478	0	-32.9685	-32.7968	-0.171677	0.171677
2479	1	-33.1109	-32.7968	-0.314163	0.3141632
2480	0	-33.4841	-32.7968	-0.687295	0.6872948
2481	1	-36.7712	-32.7968	-3.9744	3.974399
2482	0	-33.4841	-32.7968	-0.687295	0.6872948
2483	1	-33.4077	-32.7968	-0.610925	0.6109254
2484	0	-33.6971	-32.7968	-0.900328	0.900328
2485	1	-35.0272	-32.7968	-2.2304	2.230401
2486	0	-33.6971	-32.7968	-0.900328	0.900328
2487	1	-33.2976	-32.7968	-0.500818	0.5008176
2488	0	-33.839	-32.7968	-1.04225	1.042255
2489	1	-33.7934	-32.7968	-0.996656	0.9966556
2490	0	-34.2327	-32.7968	-1.4359	1.435899
2491	1	-33.1907	-32.7968	-0.393933	0.3939328
2492	0	-32.9207	-32.7968	-0.123936	0.1239362
2493	1	-33.1907	-32.7968	-0.393933	0.3939328
2494	0	-32.8392	-32.7968	-0.0424363	0.04243633
2495	1	-33.9032	-32.7968	-1.10644	1.106443
2496	0	-33.8523	-32.7968	-1.05553	1.055533
2497	1	-33.9032	-32.7968	-1.10644	1.106443
2498	0	-33.8523	-32.7968	-1.05553	1.055533
2499	1	-35.6665	-32.7968	-2.86977	2.869768
2500	0	-34.5511	-32.7968	-1.75435	1.75435
2501	1	-33.7636	-32.7968	-0.966826	0.9668255
2502	0	-34.5511	-32.7968	-1.75435	1.75435
2503	1	-34.1897	-32.7968	-1.39287	1.392875
2504	0	-33.1086	-32.7968	-0.3118	0.3118001
2505	1	-34.1897	-32.7968	-1.39287	1.392875
2506	0	-34.4476	-32.7968	-1.65083	1.650829
2507	1	-32.8929	-32.7968	-0.0961198	0.09611984
2508	0	-35.1636	-32.7968	-2.3668	2.366798
2509	1	-35.8898	-32.7968	-3.09301	3.093015
2510	0	-38.1999	-32.7968	-5.40307	5.403071
2511	1	-33.8247	-32.7968	-1.02788	1.027881
2512	0	-32.9975	-32.7968	-0.200715	0.2007154
2513	1	-32.8724	-32.7968	-0.075633	0.07563298
2514	0	-33.525	-32.7968	-0.728217	0.7282166
2515	1	-32.8724	-32.7968	-0.075633	0.07563298
2516	0	-35.6283	-32.7968	-2.83156	2.831559
2517	1	-33.1573	-32.7968	-0.360529	0.3605293
2518	0	-33.5694	-32.7968	-0.772668	0.7726682
2519	1	-33.347	-32.7968	-0.550257	0.550257
2520	0	-33.5694	-32.7968	-0.772668	0.7726682
2521	1	-33.347	-32.7968	-0.550257	0.550257
2522	0	-33.5694	-32.7968	-0.772668	0.7726682
2523	1	-32.9401	-32.7968	-0.143289	0.1432894
2524	0	-33.0533	-32.7968	-0.256505	0.2565047
2525	1	-32.9401	-32.7968	-0.143289	0.1432894
2526	0	-33.0533	-32.7968	-0.256505	0.2565047
2527	1	-33.1022	-32.7968	-0.305389	0.3053888
2528	0	-33.0533	-32.7968	-0.256505	0.2565047
