Iteration	Posterior	Likelihood	Prior	R
1117	-33.5487	-32.7968	-0.75191	0.7519102
1118	-34.1751	-32.7968	-1.37828	1.37828
1119	-34.1751	-32.7968	-1.37828	1.37828
1120	-33.3157	-32.7968	-0.518893	0.5188928
1121	-34.0228	-32.7968	-1.22606	1.226061
1122	-32.987	-32.7968	-0.190172	0.1901718
1123	-33.2102	-32.7968	-0.413371	0.4133711
1124	-36.2296	-32.7968	-3.43283	3.432826
1125	-33.5567	-32.7968	-0.759949	0.7599491
1126	-32.8577	-32.7968	-0.0608944	0.06089439
1127	-34.0842	-32.7968	-1.28743	1.28743
1128	-33.1513	-32.7968	-0.35448	0.3544797
1129	-33.1513	-32.7968	-0.35448	0.3544797
1130	-34.9995	-32.7968	-2.20274	2.202737
1131	-33.0817	-32.7968	-0.28488	0.28488
1132	-33.5097	-32.7968	-0.712871	0.7128709
1133	-34.7367	-32.7968	-1.93992	1.939916
1134	-35.27	-32.7968	-2.47325	2.47325
1135	-33.2959	-32.7968	-0.499099	0.4990993
1136	-35.0417	-32.7968	-2.2449	2.244903
1137	-32.8768	-32.7968	-0.0799768	0.07997679
1138	-32.9696	-32.7968	-0.172851	0.1728505
1139	-33.3244	-32.7968	-0.527587	0.5275865
1140	-33.1689	-32.7968	-0.37211	0.3721095
1141	-33.1689	-32.7968	-0.37211	0.3721095
1142	-34.6047	-32.7968	-1.80796	1.80796
1143	-34.6047	-32.7968	-1.80796	1.80796
1144	-33.5208	-32.7968	-0.724019	0.7240194
1145	-34.1572	-32.7968	-1.36039	1.360395
1146	-33.9921	-32.7968	-1.1953	1.195303
1147	-33.9921	-32.7968	-1.1953	1.195303
1148	-34.4374	-32.7968	-1.64058	1.640577
1149	-34.4374	-32.7968	-1.64058	1.640577
1150	-34.4374	-32.7968	-1.64058	1.640577
1151	-34.4374	-32.7968	-1.64058	1.640577
1152	-32.8903	-32.7968	-0.0935051	0.09350506
1153	-32.8938	-32.7968	-0.0970598	0.09705976
1154	-33.0306	-32.7968	-0.233858	0.2338584
1155	-33.0074	-32.7968	-0.210612	0.210612
1156	-33.0074	-32.7968	-0.210612	0.210612
1157	-33.0074	-32.7968	-0.210612	0.210612
1158	-33.0074	-32.7968	-0.210612	0.210612
1159	-33.0074	-32.7968	-0.210612	0.210612
1160	-33.0074	-32.7968	-0.210612	0.210612
1161	-36.5122	-32.7968	-3.71545	3.715452
1162	-32.8951	-32.7968	-0.0983452	0.09834521
1163	-32.8003	-32.7968	-0.00354657	0.003546568
1164	-32.7979	-32.7968	-0.00112661	0.001126605
1165	-32.7976	-32.7968	-0.000807275	0.0008072747
1166	-32.8141	-32.7968	-0.0172958	0.01729582
1167	-32.7986	-32.7968	-0.00184887	0.001848871
1168	-32.797	-32.7968	-0.000222923	0.0002229231
1169	-32.8031	-32.7968	-0.0063337	0.006333704
1170	-32.8059	-32.7968	-0.00910607	0.009106071
1171	-32.8053	-32.7968	-0.00856976	0.008569762
1172	-32.927	-32.7968	-0.130248	0.1302482
1173	-33.051	-32.7968	-0.254235	0.2542353
1174	-33.051	-32.7968	-0.254235	0.2542353
1175	-33.33	-32.7968	-0.533194	0.5331937
1176	-32.8789	-32.7968	-0.0820794	0.08207941
1177	-34.4063	-32.7968	-1.6095	1.609497
1178	-34.4063	-32.7968	-1.6095	1.609497
1179	-33.3837	-32.7968	-0.586918	0.5869179
1180	-33.6849	-32.7968	-0.888076	0.8880764
1181	-33.8972	-32.7968	-1.1004	1.100396
1182	-32.9537	-32.7968	-0.156922	0.1569217
1183	-33.8147	-32.7968	-1.01796	1.01796
1184	-33.8147	-32.7968	-1.01796	1.01796
1185	-33.4221	-32.7968	-0.625361	0.6253606
1186	-33.4221	-32.7968	-0.625361	0.6253606
1187	-32.9693	-32.7968	-0.17247	0.1724699
1188	-32.8321	-32.7968	-0.035357	0.03535703
1189	-33.6058	-32.7968	-0.80902	0.8090201
1190	-33.6659	-32.7968	-0.869089	0.8690886
1191	-33.3689	-32.7968	-0.572127	0.5721273
1192	-34.3046	-32.7968	-1.50779	1.50779
1193	-33.1706	-32.7968	-0.373779	0.3737793
1194	-32.9165	-32.7968	-0.11968	0.1196795
1195	-33.4119	-32.7968	-0.615078	0.6150782
1196	-33.7315	-32.7968	-0.934765	0.9347652
1197	-32.8758	-32.7968	-0.0790221	0.0790221
1198	-33.3991	-32.7968	-0.602366	0.602366
1199	-34.3292	-32.7968	-1.53241	1.532407
1200	-33.8987	-32.7968	-1.10197	1.101966
1201	-34.3005	-32.7968	-1.50374	1.503745
1202	-33.039	-32.7968	-0.242176	0.2421761
1203	-33.8453	-32.7968	-1.04851	1.048506
1204	-33.8453	-32.7968	-1.04851	1.048506
1205	-35.2585	-32.7968	-2.46173	2.461732
1206	-33.1815	-32.7968	-0.384677	0.3846771
1207	-33.1355	-32.7968	-0.338675	0.3386746
1208	-33.1355	-32.7968	-0.338675	0.3386746
1209	-34.3725	-32.7968	-1.57571	1.57571
1210	-34.3725	-32.7968	-1.57571	1.57571
1211	-33.5483	-32.7968	-0.751549	0.7515491
1212	-36.9752	-32.7968	-4.17839	4.178392
1213	-33.1424	-32.7968	-0.34564	0.3456395
1214	-35.0669	-32.7968	-2.2701	2.270102
1215	-33.2258	-32.7968	-0.429003	0.4290029
1216	-33.6301	-32.7968	-0.833336	0.8333362
1217	-33.5574	-32.7968	-0.760647	0.7606467
1218	-32.8672	-32.7968	-0.0704322	0.07043216
1219	-34.1436	-32.7968	-1.34681	1.346808
1220	-33.038	-32.7968	-0.241195	0.2411954
1221	-35.2547	-32.7968	-2.45795	2.457952
1222	-33.0478	-32.7968	-0.251051	0.2510515
1223	-35.5478	-32.7968	-2.75103	2.751034
1224	-35.5478	-32.7968	-2.75103	2.751034
1225	-34.0383	-32.7968	-1.24148	1.241477
1226	-33.9788	-32.7968	-1.18198	1.181984
1227	-33.9788	-32.7968	-1.18198	1.181984
1228	-32.8942	-32.7968	-0.0974307	0.0974307
1229	-33.1718	-32.7968	-0.375056	0.3750558
1230	-33.1718	-32.7968	-0.375056	0.3750558
1231	-33.1718	-32.7968	-0.375056	0.3750558
1232	-33.1718	-32.7968	-0.375056	0.3750558
1233	-33.1718	-32.7968	-0.375056	0.3750558
1234	-32.88	-32.7968	-0.0831789	0.08317888
1235	-32.88	-32.7968	-0.0831789	0.08317888
1236	-32.8513	-32.7968	-0.0544753	0.05447533
1237	-33.7656	-32.7968	-0.968789	0.9687887
1238	-32.967	-32.7968	-0.17019	0.1701897
1239	-32.9685	-32.7968	-0.171677	0.171677
1240	-33.4841	-32.7968	-0.687295	0.6872948
1241	-33.4841	-32.7968	-0.687295	0.6872948
1242	-33.6971	-32.7968	-0.900328	0.900328
1243	-33.6971	-32.7968	-0.900328	0.900328
1244	-33.839	-32.7968	-1.04225	1.042255
1245	-34.2327	-32.7968	-1.4359	1.435899
1246	-32.9207	-32.7968	-0.123936	0.1239362
1247	-32.8392	-32.7968	-0.0424363	0.04243633
1248	-33.8523	-32.7968	-1.05553	1.055533
1249	-33.8523	-32.7968	-1.05553	1.055533
1250	-34.5511	-32.7968	-1.75435	1.75435
1251	-34.5511	-32.7968	-1.75435	1.75435
1252	-33.1086	-32.7968	-0.3118	0.3118001
1253	-34.4476	-32.7968	-1.65083	1.650829
1254	-35.1636	-32.7968	-2.3668	2.366798
1255	-38.1999	-32.7968	-5.40307	5.403071
1256	-32.9975	-32.7968	-0.200715	0.2007154
1257	-33.525	-32.7968	-0.728217	0.7282166
1258	-35.6283	-32.7968	-2.83156	2.831559
1259	-33.5694	-32.7968	-0.772668	0.7726682
1260	-33.5694	-32.7968	-0.772668	0.7726682
1261	-33.5694	-32.7968	-0.772668	0.7726682
1262	-33.0533	-32.7968	-0.256505	0.2565047
1263	-33.0533	-32.7968	-0.256505	0.2565047
1264	-33.0533	-32.7968	-0.256505	0.2565047
1265	-35.2187	-32.7968	-2.42188	2.421876
1266	-35.2187	-32.7968	-2.42188	2.421876
1267	-35.2187	-32.7968	-2.42188	2.421876
1268	-32.9992	-32.7968	-0.202386	0.2023861
1269	-34.2811	-32.7968	-1.48436	1.484361
1270	-33.0643	-32.7968	-0.267472	0.2674715
1271	-33.7171	-32.7968	-0.920356	0.9203555
1272	-34.0347	-32.7968	-1.23795	1.237945
1273	-34.0347	-32.7968	-1.23795	1.237945
1274	-36.2722	-32.7968	-3.47546	3.475463
1275	-33.4109	-32.7968	-0.614125	0.6141248
1276	-32.8314	-32.7968	-0.034605	0.03460503
1277	-32.8314	-32.7968	-0.034605	0.03460503
1278	-32.7995	-32.7968	-0.0026754	0.002675398
1279	-32.8436	-32.7968	-0.0468553	0.04685531
1280	-34.6426	-32.7968	-1.84583	1.845831
1281	-34.6426	-32.7968	-1.84583	1.845831
1282	-34.6426	-32.7968	-1.84583	1.845831
1283	-34.6426	-32.7968	-1.84583	1.845831
1284	-34.1294	-32.7968	-1.33265	1.332652
1285	-32.9774	-32.7968	-0.180588	0.180588
1286	-32.918	-32.7968	-0.121195	0.1211953
1287	-32.918	-32.7968	-0.121195	0.1211953
1288	-33.4706	-32.7968	-0.673787	0.6737869
1289	-32.8802	-32.7968	-0.0834152	0.08341523
1290	-32.9051	-32.7968	-0.108285	0.1082847
1291	-32.9051	-32.7968	-0.108285	0.1082847
1292	-32.9059	-32.7968	-0.109105	0.1091049
1293	-32.8757	-32.7968	-0.0789151	0.07891513
1294	-33.0207	-32.7968	-0.223886	0.2238861
1295	-33.1039	-32.7968	-0.307084	0.3070835
1296	-36.7956	-32.7968	-3.9988	3.998803
1297	-33.4918	-32.7968	-0.695027	0.6950271
1298	-32.8188	-32.7968	-0.021974	0.02197401
1299	-32.8188	-32.7968	-0.021974	0.02197401
1300	-33.0467	-32.7968	-0.249915	0.2499153
1301	-33.0467	-32.7968	-0.249915	0.2499153
1302	-33.0467	-32.7968	-0.249915	0.2499153
1303	-33.2957	-32.7968	-0.498918	0.4989182
1304	-33.1553	-32.7968	-0.358505	0.3585051
1305	-35.4232	-32.7968	-2.62641	2.626407
1306	-35.4232	-32.7968	-2.62641	2.626407
1307	-39.3069	-32.7968	-6.51007	6.510074
1308	-32.9945	-32.7968	-0.197722	0.1977225
1309	-33.2092	-32.7968	-0.412458	0.4124582
1310	-34.4332	-32.7968	-1.63639	1.636387
1311	-34.4332	-32.7968	-1.63639	1.636387
1312	-34.4332	-32.7968	-1.63639	1.636387
1313	-33.6952	-32.7968	-0.898408	0.8984076
1314	-35.5721	-32.7968	-2.77536	2.775359
1315	-36.806	-32.7968	-4.00919	4.009186
1316	-32.875	-32.7968	-0.0781717	0.0781717
1317	-32.875	-32.7968	-0.0781717	0.0781717
1318	-32.875	-32.7968	-0.0781717	0.0781717
1319	-33.0164	-32.7968	-0.219658	0.2196585
1320	-33.0164	-32.7968	-0.219658	0.2196585
1321	-33.6455	-32.7968	-0.848755	0.8487551
1322	-33.0487	-32.7968	-0.251904	0.2519037
1323	-33.383	-32.7968	-0.586238	0.5862379
1324	-33.383	-32.7968	-0.586238	0.5862379
1325	-32.9207	-32.7968	-0.123917	0.1239171
1326	-34.8235	-32.7968	-2.0267	2.0267
1327	-34.8235	-32.7968	-2.0267	2.0267
1328	-34.8235	-32.7968	-2.0267	2.0267
1329	-34.1097	-32.7968	-1.31291	1.312908
1330	-35.9812	-32.7968	-3.18439	3.184389
1331	-35.9812	-32.7968	-3.18439	3.184389
1332	-32.9937	-32.7968	-0.196952	0.1969523
1333	-32.9937	-32.7968	-0.196952	0.1969523
1334	-33.1981	-32.7968	-0.401341	0.4013407
1335	-34.3083	-32.7968	-1.51149	1.511491
1336	-35.9542	-32.7968	-3.15741	3.157415
1337	-32.809	-32.7968	-0.0122243	0.01222428
1338	-32.9532	-32.7968	-0.156434	0.1564338
1339	-35.0067	-32.7968	-2.20997	2.20997
1340	-35.0067	-32.7968	-2.20997	2.20997
1341	-33.0817	-32.7968	-0.284937	0.2849375
1342	-33.0419	-32.7968	-0.245159	0.245159
1343	-33.2942	-32.7968	-0.497416	0.4974159
1344	-33.2101	-32.7968	-0.413339	0.4133391
1345	-34.6596	-32.7968	-1.86282	1.862816
1346	-34.133	-32.7968	-1.33617	1.336173
1347	-34.133	-32.7968	-1.33617	1.336173
1348	-34.5783	-32.7968	-1.78152	1.781518
1349	-34.5783	-32.7968	-1.78152	1.781518
1350	-33.8495	-32.7968	-1.05268	1.052676
1351	-33.8495	-32.7968	-1.05268	1.052676
1352	-34.0448	-32.7968	-1.24806	1.248062
1353	-33.4778	-32.7968	-0.680984	0.6809844
1354	-33.383	-32.7968	-0.586197	0.5861966
1355	-33.383	-32.7968	-0.586197	0.5861966
1356	-35.6288	-32.7968	-2.83197	2.831975
1357	-33.4097	-32.7968	-0.612968	0.6129676
1358	-33.4097	-32.7968	-0.612968	0.6129676
1359	-33.4097	-32.7968	-0.612968	0.6129676
1360	-33.8783	-32.7968	-1.08153	1.081532
1361	-33.8783	-32.7968	-1.08153	1.081532
1362	-33.8783	-32.7968	-1.08153	1.081532
1363	-33.8783	-32.7968	-1.08153	1.081532
1364	-33.8783	-32.7968	-1.08153	1.081532
1365	-32.8114	-32.7968	-0.0146374	0.01463744
1366	-32.8116	-32.7968	-0.0148567	0.0148567
1367	-32.8711	-32.7968	-0.0743102	0.07431015
1368	-32.9806	-32.7968	-0.183819	0.1838187
1369	-33.1519	-32.7968	-0.35511	0.3551098
1370	-33.1908	-32.7968	-0.394044	0.3940444
1371	-34.7984	-32.7968	-2.00167	2.001667
1372	-32.9079	-32.7968	-0.111166	0.1111662
1373	-34.7394	-32.7968	-1.94259	1.942593
1374	-33.6567	-32.7968	-0.859934	0.8599341
1375	-33.6567	-32.7968	-0.859934	0.8599341
1376	-35.1599	-32.7968	-2.36314	2.363138
1377	-35.1599	-32.7968	-2.36314	2.363138
1378	-33.9318	-32.7968	-1.13503	1.135028
1379	-34.1955	-32.7968	-1.39871	1.398708
1380	-34.7126	-32.7968	-1.91581	1.91581
1381	-34.1317	-32.7968	-1.33491	1.334913
1382	-33.4912	-32.7968	-0.694407	0.6944072
1383	-33.0656	-32.7968	-0.268781	0.2687815
1384	-34.1984	-32.7968	-1.40165	1.401648
1385	-34.1984	-32.7968	-1.40165	1.401648
1386	-33.0026	-32.7968	-0.205795	0.205795
1387	-36.3674	-32.7968	-3.57065	3.570648
1388	-36.3674	-32.7968	-3.57065	3.570648
1389	-36.3674	-32.7968	-3.57065	3.570648
1390	-33.1273	-32.7968	-0.330516	0.3305158
1391	-33.093	-32.7968	-0.296198	0.2961982
1392	-33.1342	-32.7968	-0.337413	0.3374135
1393	-32.8284	-32.7968	-0.0316168	0.03161678
1394	-32.9041	-32.7968	-0.107364	0.1073637
1395	-32.9041	-32.7968	-0.107364	0.1073637
1396	-34.4902	-32.7968	-1.69347	1.693465
1397	-34.4902	-32.7968	-1.69347	1.693465
1398	-34.4902	-32.7968	-1.69347	1.693465
1399	-34.1832	-32.7968	-1.3864	1.386403
1400	-34.2873	-32.7968	-1.49054	1.49054
1401	-34.2873	-32.7968	-1.49054	1.49054
1402	-33.3416	-32.7968	-0.544789	0.5447886
1403	-33.9356	-32.7968	-1.13884	1.138839
1404	-32.8658	-32.7968	-0.0690162	0.06901616
1405	-33.344	-32.7968	-0.547222	0.5472218
1406	-35.1448	-32.7968	-2.34801	2.34801
1407	-34.4184	-32.7968	-1.62166	1.621661
1408	-34.4184	-32.7968	-1.62166	1.621661
1409	-33.195	-32.7968	-0.398253	0.3982533
1410	-35.458	-32.7968	-2.66123	2.661225
1411	-35.6219	-32.7968	-2.82509	2.82509
1412	-32.87	-32.7968	-0.0732017	0.0732017
1413	-33.2297	-32.7968	-0.432966	0.4329665
1414	-33.3171	-32.7968	-0.520355	0.5203547
1415	-34.9005	-32.7968	-2.10373	2.103735
1416	-33.0698	-32.7968	-0.273061	0.273061
1417	-36.7707	-32.7968	-3.97396	3.973958
1418	-36.7707	-32.7968	-3.97396	3.973958
1419	-33.1336	-32.7968	-0.336843	0.3368427
1420	-33.6869	-32.7968	-0.890157	0.8901573
1421	-33.6869	-32.7968	-0.890157	0.8901573
1422	-33.6869	-32.7968	-0.890157	0.8901573
1423	-34.6431	-32.7968	-1.84628	1.846283
1424	-33.1514	-32.7968	-0.354668	0.3546684
1425	-33.1514	-32.7968	-0.354668	0.3546684
1426	-35.2476	-32.7968	-2.45081	2.450806
1427	-34.2368	-32.7968	-1.43998	1.439978
1428	-33.0291	-32.7968	-0.232359	0.2323591
1429	-33.2867	-32.7968	-0.489931	0.4899309
1430	-34.2972	-32.7968	-1.50043	1.500426
1431	-33.051	-32.7968	-0.254224	0.2542243
1432	-33.051	-32.7968	-0.254224	0.2542243
1433	-32.9745	-32.7968	-0.177694	0.1776944
1434	-33.1737	-32.7968	-0.376938	0.3769383
1435	-35.4163	-32.7968	-2.61953	2.619535
1436	-35.4163	-32.7968	-2.61953	2.619535
1437	-35.4163	-32.7968	-2.61953	2.619535
1438	-37.363	-32.7968	-4.56621	4.566206
1439	-33.3363	-32.7968	-0.539495	0.539495
1440	-32.9056	-32.7968	-0.108814	0.1088136
1441	-32.9056	-32.7968	-0.108814	0.1088136
1442	-33.5246	-32.7968	-0.727778	0.7277779
1443	-33.5246	-32.7968	-0.727778	0.7277779
1444	-34.3927	-32.7968	-1.59593	1.595931
1445	-34.3927	-32.7968	-1.59593	1.595931
1446	-32.9552	-32.7968	-0.158371	0.1583708
1447	-32.9552	-32.7968	-0.158371	0.1583708
1448	-32.811	-32.7968	-0.0142305	0.01423046
1449	-32.811	-32.7968	-0.0142305	0.01423046
1450	-33.0959	-32.7968	-0.299085	0.2990846
1451	-32.9527	-32.7968	-0.155968	0.1559682
1452	-32.9527	-32.7968	-0.155968	0.1559682
1453	-32.8367	-32.7968	-0.0399433	0.03994326
1454	-34.0555	-32.7968	-1.25869	1.258691
1455	-34.0555	-32.7968	-1.25869	1.258691
1456	-34.0555	-32.7968	-1.25869	1.258691
1457	-34.0555	-32.7968	-1.25869	1.258691
1458	-34.0555	-32.7968	-1.25869	1.258691
1459	-33.3047	-32.7968	-0.507938	0.5079379
1460	-35.0113	-32.7968	-2.21456	2.214558
1461	-35.0113	-32.7968	-2.21456	2.214558
1462	-33.0029	-32.7968	-0.206139	0.2061386
1463	-33.0978	-32.7968	-0.300971	0.3009711
1464	-35.0986	-32.7968	-2.30184	2.301837
1465	-35.0986	-32.7968	-2.30184	2.301837
1466	-35.0986	-32.7968	-2.30184	2.301837
1467	-35.0986	-32.7968	-2.30184	2.301837
1468	-33.5179	-32.7968	-0.721138	0.721138
1469	-33.383	-32.7968	-0.586242	0.5862421
1470	-33.383	-32.7968	-0.586242	0.5862421
1471	-33.383	-32.7968	-0.586242	0.5862421
1472	-32.8627	-32.7968	-0.0659253	0.06592529
1473	-32.8712	-32.7968	-0.0744449	0.07444493
1474	-32.9697	-32.7968	-0.172887	0.1728871
1475	-32.9697	-32.7968	-0.172887	0.1728871
1476	-32.9697	-32.7968	-0.172887	0.1728871
1477	-33.442	-32.7968	-0.645216	0.6452161
1478	-33.442	-32.7968	-0.645216	0.6452161
1479	-32.9053	-32.7968	-0.10852	0.1085203
1480	-35.8031	-32.7968	-3.00636	3.006364
1481	-32.9476	-32.7968	-0.150783	0.1507834
1482	-33.2836	-32.7968	-0.48687	0.4868695
1483	-33.2836	-32.7968	-0.48687	0.4868695
1484	-33.2836	-32.7968	-0.48687	0.4868695
1485	-33.5351	-32.7968	-0.738351	0.7383507
1486	-33.059	-32.7968	-0.262239	0.2622392
1487	-34.7986	-32.7968	-2.00182	2.001824
1488	-36.354	-32.7968	-3.5572	3.557202
1489	-33.2817	-32.7968	-0.484893	0.4848928
1490	-32.8007	-32.7968	-0.00394757	0.003947574
1491	-32.8415	-32.7968	-0.0447366	0.04473659
1492	-32.8892	-32.7968	-0.0924061	0.09240613
1493	-33.5629	-32.7968	-0.766138	0.7661381
1494	-33.4844	-32.7968	-0.687657	0.6876574
1495	-33.9335	-32.7968	-1.1367	1.136701
1496	-34.9322	-32.7968	-2.13547	2.135467
1497	-33.3641	-32.7968	-0.567334	0.5673338
1498	-33.3641	-32.7968	-0.567334	0.5673338
1499	-33.3342	-32.7968	-0.537441	0.5374407
1500	-33.664	-32.7968	-0.867224	0.8672242
1501	-33.3098	-32.7968	-0.513034	0.5130339
1502	-32.8666	-32.7968	-0.0698363	0.06983634
1503	-33.4895	-32.7968	-0.692677	0.6926767
1504	-33.4895	-32.7968	-0.692677	0.6926767
1505	-33.4895	-32.7968	-0.692677	0.6926767
1506	-33.4895	-32.7968	-0.692677	0.6926767
1507	-33.4895	-32.7968	-0.692677	0.6926767
1508	-33.4895	-32.7968	-0.692677	0.6926767
1509	-33.2918	-32.7968	-0.494988	0.4949881
1510	-33.2918	-32.7968	-0.494988	0.4949881
1511	-32.8331	-32.7968	-0.0363454	0.03634536
1512	-33.1476	-32.7968	-0.350775	0.350775
1513	-33.1476	-32.7968	-0.350775	0.350775
1514	-33.1476	-32.7968	-0.350775	0.350775
1515	-33.1476	-32.7968	-0.350775	0.350775
1516	-33.1476	-32.7968	-0.350775	0.350775
1517	-33.3657	-32.7968	-0.568957	0.5689566
1518	-33.3657	-32.7968	-0.568957	0.5689566
1519	-33.3657	-32.7968	-0.568957	0.5689566
1520	-34.7532	-32.7968	-1.95639	1.95639
1521	-32.8757	-32.7968	-0.0789534	0.07895338
1522	-33.2457	-32.7968	-0.448911	0.448911
1523	-33.1623	-32.7968	-0.365487	0.3654867
1524	-33.1623	-32.7968	-0.365487	0.3654867
1525	-32.8937	-32.7968	-0.0968865	0.09688653
1526	-32.816	-32.7968	-0.019181	0.01918103
1527	-33.8218	-32.7968	-1.02506	1.025061
1528	-34.7943	-32.7968	-1.99756	1.997557
1529	-33.0505	-32.7968	-0.25376	0.2537595
1530	-33.0505	-32.7968	-0.25376	0.2537595
1531	-32.9769	-32.7968	-0.180104	0.1801038
1532	-34.2324	-32.7968	-1.43566	1.435664
1533	-34.984	-32.7968	-2.18723	2.187231
1534	-34.7665	-32.7968	-1.96975	1.969752
1535	-34.7665	-32.7968	-1.96975	1.969752
1536	-33.9278	-32.7968	-1.13103	1.131026
1537	-33.8395	-32.7968	-1.04277	1.04277
1538	-32.9629	-32.7968	-0.166124	0.1661237
1539	-32.9629	-32.7968	-0.166124	0.1661237
1540	-37.8629	-32.7968	-5.06613	5.066128
1541	-35.2339	-32.7968	-2.43716	2.43716
1542	-35.2339	-32.7968	-2.43716	2.43716
1543	-32.8996	-32.7968	-0.102813	0.102813
1544	-33.2071	-32.7968	-0.41029	0.4102895
1545	-33.0371	-32.7968	-0.240329	0.2403295
1546	-32.9933	-32.7968	-0.196531	0.1965305
1547	-33.9266	-32.7968	-1.12979	1.129792
1548	-32.8341	-32.7968	-0.0372964	0.03729643
1549	-35.9367	-32.7968	-3.13996	3.139958
1550	-34.0336	-32.7968	-1.23686	1.236861
1551	-34.0336	-32.7968	-1.23686	1.236861
1552	-34.9868	-32.7968	-2.19004	2.190044
1553	-34.9868	-32.7968	-2.19004	2.190044
1554	-34.9868	-32.7968	-2.19004	2.190044
1555	-34.1968	-32.7968	-1.40007	1.40007
1556	-34.1968	-32.7968	-1.40007	1.40007
1557	-34.1968	-32.7968	-1.40007	1.40007
1558	-32.8329	-32.7968	-0.0361322	0.03613215
1559	-32.8226	-32.7968	-0.0258595	0.0258595
1560	-34.3322	-32.7968	-1.53544	1.535442
1561	-33.2927	-32.7968	-0.495939	0.4959387
1562	-33.2927	-32.7968	-0.495939	0.4959387
1563	-33.2927	-32.7968	-0.495939	0.4959387
1564	-33.2927	-32.7968	-0.495939	0.4959387
1565	-32.841	-32.7968	-0.0442582	0.04425824
1566	-32.9076	-32.7968	-0.11086	0.1108595
1567	-34.0732	-32.7968	-1.27641	1.276411
1568	-33.801	-32.7968	-1.00421	1.004206
1569	-33.088	-32.7968	-0.291179	0.2911791
1570	-33.3535	-32.7968	-0.556685	0.5566848
1571	-33.0826	-32.7968	-0.28581	0.2858104
1572	-32.8379	-32.7968	-0.0411012	0.04110121
1573	-33.7602	-32.7968	-0.963427	0.9634271
1574	-33.7602	-32.7968	-0.963427	0.9634271
1575	-33.7602	-32.7968	-0.963427	0.9634271
1576	-34.0028	-32.7968	-1.20599	1.205991
1577	-32.9791	-32.7968	-0.182309	0.1823093
1578	-32.9791	-32.7968	-0.182309	0.1823093
1579	-35.9678	-32.7968	-3.17106	3.171057
1580	-33.4052	-32.7968	-0.608455	0.608455
1581	-34.0116	-32.7968	-1.21482	1.214823
1582	-34.0116	-32.7968	-1.21482	1.214823
1583	-34.0116	-32.7968	-1.21482	1.214823
1584	-34.0116	-32.7968	-1.21482	1.214823
1585	-34.0116	-32.7968	-1.21482	1.214823
1586	-33.5267	-32.7968	-0.729951	0.7299509
1587	-33.5267	-32.7968	-0.729951	0.7299509
1588	-33.5267	-32.7968	-0.729951	0.7299509
1589	-33.5267	-32.7968	-0.729951	0.7299509
1590	-33.5267	-32.7968	-0.729951	0.7299509
1591	-33.9611	-32.7968	-1.16434	1.164339
1592	-33.1878	-32.7968	-0.391039	0.3910393
1593	-33.2091	-32.7968	-0.412305	0.4123051
1594	-33.0245	-32.7968	-0.227689	0.227689
1595	-33.896	-32.7968	-1.09926	1.099255
1596	-34.2205	-32.7968	-1.42371	1.423708
1597	-33.444	-32.7968	-0.647263	0.6472626
1598	-33.9652	-32.7968	-1.16842	1.16842
1599	-33.9652	-32.7968	-1.16842	1.16842
1600	-33.9652	-32.7968	-1.16842	1.16842
1601	-33.9652	-32.7968	-1.16842	1.16842
1602	-35.8302	-32.7968	-3.03341	3.033406
1603	-33.7118	-32.7968	-0.914977	0.9149775
1604	-33.112	-32.7968	-0.315186	0.3151857
1605	-33.505	-32.7968	-0.708225	0.7082246
1606	-36.5342	-32.7968	-3.73743	3.737428
1607	-36.5342	-32.7968	-3.73743	3.737428
1608	-32.9003	-32.7968	-0.103531	0.1035311
1609	-32.9942	-32.7968	-0.197437	0.1974371
1610	-34.7699	-32.7968	-1.97309	1.973093
1611	-35.3077	-32.7968	-2.51091	2.510909
1612	-32.8405	-32.7968	-0.0437665	0.04376647
1613	-33.7112	-32.7968	-0.914379	0.9143792
1614	-33.9996	-32.7968	-1.20283	1.202833
1615	-33.9612	-32.7968	-1.1644	1.164402
1616	-34.8173	-32.7968	-2.02052	2.020521
1617	-34.8173	-32.7968	-2.02052	2.020521
1618	-33.8222	-32.7968	-1.02544	1.025437
1619	-33.2582	-32.7968	-0.461439	0.4614387
1620	-33.5576	-32.7968	-0.760838	0.7608381
1621	-33.544	-32.7968	-0.747176	0.7471759
1622	-33.6538	-32.7968	-0.856974	0.8569744
1623	-33.5448	-32.7968	-0.747979	0.7479794
1624	-34.5595	-32.7968	-1.76268	1.762683
1625	-33.3583	-32.7968	-0.561569	0.5615691
1626	-33.3446	-32.7968	-0.547777	0.5477769
1627	-33.5212	-32.7968	-0.724439	0.7244391
1628	-33.4742	-32.7968	-0.677384	0.6773841
1629	-33.4742	-32.7968	-0.677384	0.6773841
1630	-33.2769	-32.7968	-0.480087	0.4800867
1631	-34.2136	-32.7968	-1.41684	1.416836
1632	-34.2136	-32.7968	-1.41684	1.416836
1633	-33.0068	-32.7968	-0.210058	0.2100585
1634	-36.0716	-32.7968	-3.27481	3.274809
1635	-32.9526	-32.7968	-0.155771	0.1557713
1636	-32.9526	-32.7968	-0.155771	0.1557713
1637	-33.247	-32.7968	-0.45019	0.4501903
1638	-32.8761	-32.7968	-0.0793149	0.07931486
1639	-33.1591	-32.7968	-0.362287	0.362287
1640	-33.1205	-32.7968	-0.323703	0.3237032
1641	-33.3036	-32.7968	-0.506839	0.5068386
1642	-34.4999	-32.7968	-1.70309	1.703087
