Iteration	Posterior	Likelihood	Prior	cw	lb	to
374	-34.8356	-32.857	-1.97863	0.8017647	0.9044711	0.2723906
375	-34.076	-32.4451	-1.63085	0.5699474	0.7885083	0.2723906
376	-33.5164	-31.7678	-1.74857	0.5699474	0.7885083	0.3901146
377	-34.0135	-31.2327	-2.78081	1.244478	0.9104167	0.6259103
378	-32.9101	-30.6849	-2.22523	1.244478	0.4022355	0.5785198
379	-34.0824	-31.6693	-2.4131	0.9567071	0.9639915	0.4924039
380	-32.4225	-30.6253	-1.79719	0.9198089	0.3849789	0.4924039
381	-33.3885	-31.1946	-2.19384	1.351537	0.3849789	0.4573278
382	-33.2478	-30.3579	-2.8899	1.09762	0.3849789	1.407297
383	-32.6497	-30.7031	-1.94664	0.6978711	0.1400747	1.108696
384	-31.4529	-30.2653	-1.18763	0.5096095	0.1400747	0.53795
385	-31.4619	-30.3764	-1.08553	0.4054282	0.1460077	0.5340951
386	-33.1283	-31.2327	-1.89561	0.4518729	0.2216059	1.222127
387	-34.5852	-30.3161	-4.26912	2.051763	0.3545562	1.862804
388	-35.1505	-30.4169	-4.73363	2.051763	0.3628355	2.319034
389	-34.8797	-30.5406	-4.33915	1.683532	0.3365854	2.319034
390	-33.404	-30.3082	-3.09576	1.594522	0.2659426	1.235291
391	-33.0105	-30.3513	-2.6592	1.357336	0.2010138	1.100845
392	-32.7986	-30.2705	-2.52811	1.040552	0.3867116	1.100845
393	-34.32	-30.3629	-3.95706	2.207447	0.3867116	1.362897
394	-34.9902	-30.4503	-4.53983	2.272612	0.8837355	1.38348
395	-33.7867	-30.4606	-3.32608	1.142461	0.5877312	1.595889
396	-34.6189	-30.2629	-4.35608	2.047473	0.7127226	1.595889
397	-34.0943	-30.3474	-3.74683	2.047473	0.3299156	1.369442
398	-33.8311	-30.2319	-3.59928	1.730201	0.4996359	1.369442
399	-33.8828	-31.588	-2.29483	0.4310614	0.502438	1.361335
400	-34.0478	-30.6087	-3.43916	1.527656	0.8814199	1.030081
401	-37.158	-32.6848	-4.47323	0.6977955	2.404275	1.37116
402	-37.3527	-32.7937	-4.55892	0.6470354	2.404275	1.507605
403	-36.2675	-32.0544	-4.21312	0.7785184	1.927	1.507605
404	-35.9365	-32.3369	-3.59959	0.7785184	1.927	0.8940671
405	-33.3586	-31.1171	-2.24148	0.7029027	0.8344587	0.704117
406	-36.4512	-31.7493	-4.7019	0.8427981	1.469176	2.389926
407	-36.7297	-30.4507	-6.27905	2.419952	1.469176	2.389926
408	-32.4692	-30.4878	-1.98141	0.6669143	0.3437704	0.9707217
409	-32.5719	-30.5716	-2.00024	1.008261	0.4249256	0.5670524
410	-33.049	-30.3277	-2.72134	1.111141	0.5314459	1.078749
411	-33.1248	-30.5518	-2.57303	0.9628692	0.6711822	0.9389744
412	-32.8429	-30.5396	-2.30328	0.9628692	0.5864054	0.7540103
413	-32.1212	-30.2364	-1.88477	0.8432399	0.2875224	0.7540103
414	-33.882	-31.7961	-2.08587	1.435694	0.2875224	0.3626549
415	-33.735	-30.3362	-3.3988	1.435694	0.3297119	1.633398
416	-33.724	-30.4976	-3.22643	1.435694	0.7624218	1.028315
417	-32.8856	-30.8005	-2.08503	0.5826758	0.4740438	1.028315
418	-33.2614	-30.7248	-2.53663	0.8017487	0.706565	1.028315
419	-32.9652	-31.0031	-1.96216	0.5185039	0.5837664	0.8598881
420	-34.8259	-32.1761	-2.64974	0.4126815	1.027938	1.209118
421	-33.1103	-31.2453	-1.86495	0.4126815	0.3492433	1.103026
422	-33.6223	-31.6638	-1.95848	0.3658788	0.6135233	0.9790745
423	-34.9413	-31.2499	-3.69139	0.9686412	1.38271	1.340039
424	-33.6151	-30.4495	-3.1656	1.140845	0.6847146	1.340039
425	-35.9578	-32.8777	-3.08009	0.3686308	1.37142	1.340039
426	-34.5548	-32.813	-1.74182	0.3447326	1.017465	0.3796244
427	-33.6915	-31.7557	-1.9358	0.3447326	0.5938165	0.9972464
428	-33.187	-31.3322	-1.85487	0.8679175	0.5938165	0.3931317
429	-32.2299	-30.25	-1.97996	0.8679175	0.3204373	0.7916026
430	-31.9188	-30.3479	-1.57088	0.8679175	0.1527734	0.5501867
431	-32.2958	-30.4677	-1.82807	1.051032	0.2268491	0.5501867
432	-32.7944	-30.8784	-1.91598	0.7516941	0.6140945	0.5501867
433	-32.3228	-30.8683	-1.45453	0.7516941	0.3480255	0.3548081
434	-32.6809	-30.7788	-1.90217	0.5338396	0.3480255	1.020304
435	-31.7499	-30.3453	-1.40454	0.5338396	0.2021703	0.6685341
436	-32.0601	-30.5051	-1.55499	0.5338396	0.199378	0.8217759
437	-33.223	-30.6534	-2.56963	1.0756	0.7074249	0.7866013
438	-33.6766	-30.2739	-3.40269	1.396714	0.5354126	1.470567
439	-33.3318	-30.4634	-2.86842	1.475095	0.5354126	0.8579119
440	-35.2617	-30.3116	-4.95009	2.062846	0.5354126	2.351836
441	-35.5711	-30.3444	-5.22664	2.462327	0.4124791	2.351836
442	-33.7793	-30.3277	-3.45168	1.616572	0.6447667	1.190342
443	-35.3725	-30.7304	-4.64205	1.644924	0.3295136	2.667615
444	-35.1209	-31.6781	-3.44284	1.644924	1.157778	0.6401427
445	-33.6922	-30.6659	-3.02633	1.644924	0.5837121	0.7976947
446	-35.3084	-31.3083	-4.0001	2.385466	0.816939	0.7976947
447	-35.5677	-30.2316	-5.33611	2.385466	0.7817075	2.168941
448	-37.4711	-30.4559	-7.0152	4.064546	0.7817075	2.168941
449	-34.9313	-30.298	-4.63331	1.970233	0.4941403	2.168941
450	-34.5334	-31.2289	-3.30447	0.8497139	0.2858109	2.168941
451	-33.8188	-31.2575	-2.56132	0.716492	0.1610176	1.683812
452	-36.7666	-32.1768	-4.58976	0.7932899	2.112653	1.683812
453	-33.969	-31.3745	-2.59451	0.7932899	1.071667	0.729548
454	-34.4592	-32.1739	-2.28526	0.4034714	1.071667	0.8101215
455	-32.5861	-30.7722	-1.81393	0.5607749	0.5206961	0.7324594
456	-32.0677	-30.4511	-1.61661	0.5607749	0.2983193	0.7575156
457	-32.6273	-30.6293	-1.99797	0.6753628	0.5335034	0.789106
458	-36.0139	-30.2798	-5.7341	2.90319	0.5335034	2.297409
459	-34.6223	-31.0324	-3.58993	2.251603	0.5335034	0.8048268
460	-35.9715	-32.4711	-3.50049	0.68715	1.910837	0.9024989
461	-32.1646	-30.5811	-1.58352	0.6138576	0.4257786	0.5438795
462	-32.2347	-30.4346	-1.80015	0.9588403	0.2974312	0.5438795
463	-32.0035	-30.8888	-1.11466	0.3239128	0.3380421	0.4527056
464	-32.3965	-31.0057	-1.39085	0.3972039	0.4640323	0.5296188
465	-32.3047	-30.7851	-1.5196	0.4964848	0.4640323	0.5590843
466	-32.714	-31.4022	-1.31175	0.5654651	0.4640323	0.2822529
467	-33.9138	-32.2995	-1.61429	0.5670969	0.7649405	0.2822529
468	-34.1899	-30.906	-3.28395	2.096357	0.3922958	0.7952944
469	-33.8713	-30.8752	-2.9961	1.309407	0.8913959	0.7952944
470	-34.0542	-32.3393	-1.71486	0.4848327	0.8913959	0.3386306
471	-34.2957	-32.0154	-2.28026	0.9950798	0.8913959	0.3937833
472	-33.9519	-30.7177	-3.23419	1.021209	0.8913959	1.321584
473	-33.5353	-30.5553	-2.97993	0.957963	0.5122785	1.509685
474	-33.845	-30.2448	-3.60026	1.761254	0.5122785	1.326726
475	-35.304	-30.4079	-4.8961	1.761254	0.900068	2.234774
476	-35.3062	-30.3875	-4.91867	1.802353	0.900068	2.216245
477	-34.0462	-30.6968	-3.34946	1.267198	0.984414	1.097849
478	-32.5963	-30.5327	-2.06359	0.6912101	0.27502	1.097361
479	-34.1084	-31.697	-2.41136	1.693318	0.27502	0.4430226
480	-31.9602	-30.461	-1.49919	0.5390698	0.3314704	0.6286515
481	-33.099	-31.5053	-1.59367	0.5390698	0.04510884	1.009496
482	-33.6904	-31.2718	-2.41859	1.360785	0.04830903	1.009496
483	-32.4652	-30.3837	-2.08147	0.8586898	0.1904002	1.032376
484	-33.1004	-30.9377	-2.16268	1.064544	0.06576448	1.032376
485	-32.6682	-31.0274	-1.64085	1.064544	0.06576448	0.5105409
486	-33.4042	-30.7048	-2.69942	1.205641	0.1238038	1.369971
487	-35.5192	-33.1977	-2.32147	1.205641	0.845125	0.2707078
488	-33.4776	-31.8741	-1.60349	0.8466526	0.4861285	0.2707078
489	-34.8306	-33.2197	-1.61094	0.154818	0.3713529	1.084765
490	-37.4015	-34.1228	-3.27875	0.2722	0.2529076	2.75364
491	-36.7067	-34.0512	-2.65545	0.2324827	0.1851295	2.237841
492	-34.9099	-33.0011	-1.90887	0.2753111	0.09417502	1.539382
493	-32.1609	-30.8217	-1.33911	0.7106822	0.04625859	0.5821686
494	-31.7804	-30.3917	-1.38864	0.7106822	0.09578667	0.5821686
495	-32.8287	-30.686	-2.14266	0.9977333	0.09578667	1.049137
496	-33.567	-31.4334	-2.13353	0.4427864	0.641603	1.049137
497	-32.6819	-30.9528	-1.72906	0.4427864	0.3921297	0.8941455
498	-32.7315	-30.2626	-2.46892	1.182646	0.3921297	0.8941455
499	-34.1563	-30.7514	-3.4049	1.182646	1.036703	1.185547
500	-31.63	-30.3733	-1.2567	0.5157215	0.2682891	0.4726916
501	-33.2231	-30.7152	-2.50784	1.325236	0.5323882	0.6502121
502	-33.3141	-30.9693	-2.34477	0.9089999	0.7855587	0.6502121
503	-32.8243	-30.3594	-2.46496	1.194494	0.1840376	1.086425
504	-34.9065	-30.497	-4.40952	1.837203	1.084586	1.487727
505	-33.9616	-30.2502	-3.7114	1.837203	0.384543	1.489658
506	-34.3541	-30.5053	-3.84884	2.208562	0.5216482	1.118628
507	-33.6324	-30.5407	-3.09168	1.785054	0.1879986	1.118628
508	-32.8224	-31.024	-1.79838	0.5683971	0.1113558	1.118628
509	-33.4871	-30.7138	-2.77335	1.462199	0.1113558	1.199792
510	-33.1538	-30.3417	-2.81209	1.462199	0.4341075	0.9157859
511	-33.1748	-30.4808	-2.69398	1.484856	0.4213169	0.7878121
512	-33.8524	-30.715	-3.13741	1.484856	0.1323886	1.520163
513	-34.4697	-30.4016	-4.06807	1.484856	0.7855397	1.797679
514	-34.7719	-30.5363	-4.23563	1.484856	0.4524443	2.298333
515	-39.1304	-31.1368	-7.99354	2.224784	2.888827	2.879924
516	-38.0748	-32.071	-6.00372	1.901617	2.888827	1.213275
517	-37.7299	-32.2987	-5.43114	1.221165	2.888827	1.321147
518	-37.2992	-31.2306	-6.06858	1.358194	1.072949	3.637435
519	-32.8616	-30.5089	-2.35266	0.8871761	0.5870656	0.8784146
520	-33.0767	-31.1365	-1.94016	0.4746774	0.5870656	0.8784146
521	-32.0882	-30.7181	-1.37001	0.4746774	0.4061581	0.4891768
522	-31.738	-30.665	-1.07309	0.3382083	0.2715361	0.4633503
523	-31.9153	-30.5564	-1.3589	0.8211928	0.1121337	0.4255761
524	-31.0745	-30.2651	-0.809389	0.3897618	0.1282199	0.2914071
525	-31.3266	-30.661	-0.665611	0.3897618	0.03301091	0.2428384
526	-32.8943	-31.1685	-1.7258	0.874237	0.03889589	0.8126719
527	-32.1306	-30.6076	-1.52296	0.6136781	0.09660538	0.8126719
528	-31.6099	-30.3136	-1.29628	0.6136781	0.1096143	0.572991
529	-31.8733	-30.685	-1.1883	0.3552223	0.2600833	0.572991
530	-32.0116	-31.2715	-0.740019	0.1723334	0.2417794	0.3259062
531	-33.5831	-32.4978	-1.08529	0.1385555	0.2495261	0.6972096
532	-31.6559	-31.1091	-0.546796	0.1381339	0.06389646	0.3447659
533	-31.2324	-30.6146	-0.617726	0.2200765	0.0528838	0.3447659
534	-37.1529	-35.0097	-2.14321	0.2200765	1.572453	0.3506759
535	-33.1528	-31.8415	-1.31122	0.2200765	0.3069385	0.7842057
536	-31.514	-30.9605	-0.553434	0.2200765	0.1823025	0.1510555
537	-32.3759	-30.9076	-1.46828	0.4108819	0.1688132	0.8885856
538	-34.0929	-30.7021	-3.3908	2.055165	0.4470485	0.8885856
539	-36.6018	-30.5185	-6.0833	2.055165	0.8130046	3.215134
540	-33.1156	-30.7087	-2.40692	0.7359392	0.6159202	1.055059
541	-32.8695	-30.5904	-2.27904	0.898656	0.6159202	0.7644661
542	-34.2325	-31.1851	-3.04746	0.6915258	0.6159202	1.740017
543	-34.0339	-30.5434	-3.49047	1.130358	0.6200896	1.740017
544	-35.2319	-31.0277	-4.20419	1.130358	1.333817	1.740017
545	-36.5761	-30.3817	-6.19439	2.499317	1.333817	2.361259
546	-34.8882	-31.1787	-3.70958	0.9008996	0.4474232	2.361259
547	-34.3576	-30.9095	-3.44812	0.9008996	0.7365594	1.810662
548	-33.2807	-30.7024	-2.57826	0.9172965	0.189602	1.471357
549	-33.7787	-30.642	-3.1367	1.260362	0.189602	1.686734
550	-33.0398	-30.4727	-2.56714	1.139211	0.1704949	1.25743
551	-32.9859	-30.8875	-2.09836	0.8648481	0.656446	0.5770609
552	-31.3388	-30.6767	-0.662111	0.2500313	0.1919927	0.2200873
553	-32.7156	-31.8154	-0.900261	0.1863713	0.3966494	0.3172407
554	-33.0445	-31.99	-1.05451	0.1863713	0.1076539	0.7604883
555	-33.2815	-31.4988	-1.78268	0.3808813	0.6413149	0.7604883
556	-32.2019	-30.6894	-1.51253	0.493047	0.1501035	0.8693832
557	-33.0824	-30.5485	-2.53395	1.490215	0.1636663	0.8800648
558	-33.1598	-30.2581	-2.90169	1.490215	0.3339413	1.077538
559	-33.3691	-30.3663	-3.00272	1.473944	0.5516322	0.9771478
560	-34.2186	-30.4206	-3.79806	1.370448	0.7563695	1.671243
561	-32.6058	-30.4173	-2.18848	1.253656	0.2296587	0.705166
562	-32.6322	-30.481	-2.15121	1.253656	0.2474247	0.6501259
563	-32.6025	-31.5272	-1.07537	0.2081643	0.2170818	0.6501259
564	-32.7543	-31.1597	-1.59464	0.4063494	0.5381617	0.6501259
565	-32.8035	-31.1189	-1.68458	0.4063494	0.247361	1.030867
566	-32.2458	-31.0401	-1.20567	0.4063494	0.4331827	0.366139
567	-32.0593	-30.8991	-1.16022	0.4063494	0.3877365	0.366139
568	-31.6738	-30.337	-1.33682	0.6442758	0.2432521	0.4492957
569	-32.0764	-30.9378	-1.13861	0.3286103	0.3607022	0.4492957
570	-32.5893	-30.8225	-1.76689	1.134651	0.1719616	0.4602761
571	-31.4173	-30.4622	-0.955078	0.3275899	0.1672123	0.4602761
572	-31.5201	-30.2671	-1.253	0.5827828	0.2099443	0.4602761
573	-33.0424	-30.946	-2.09644	0.8351422	0.6859119	0.5753858
574	-36.1862	-30.7302	-5.45596	2.849444	1.196409	1.410106
575	-36.2802	-31.428	-4.85222	1.398122	2.04399	1.410106
576	-34.3199	-30.8063	-3.51357	2.267363	0.2671056	0.9791026
577	-33.9967	-31.0875	-2.90917	1.956535	0.2671056	0.6855336
578	-34.5691	-31.2058	-3.36331	1.956535	0.7091569	0.6976132
579	-33.5111	-30.722	-2.78912	1.504595	0.5678829	0.7166468
580	-34.3377	-31.0665	-3.27124	1.986712	0.5678829	0.7166468
581	-34.0234	-31.0095	-3.01387	1.986712	0.3105142	0.7166468
582	-34.7229	-30.4188	-4.30405	1.986712	0.9144624	1.402878
583	-32.7259	-30.5918	-2.1341	0.7012177	0.2595983	1.173285
584	-34.2027	-30.4012	-3.80149	1.986392	0.2595983	1.555504
585	-37.5685	-31.3452	-6.22325	4.311236	0.5862177	1.325798
586	-33.5377	-30.779	-2.75866	1.328875	0.7074448	0.722336
587	-33.4727	-31.1398	-2.33283	0.5700715	0.7074448	1.055316
588	-34.6922	-30.7284	-3.96386	1.935346	0.9732001	1.055316
589	-34.6903	-31.4026	-3.28767	1.655624	0.9732001	0.6588441
590	-35.0104	-31.5183	-3.49204	1.874917	0.9582804	0.6588441
591	-36.4938	-31.8645	-4.62933	0.7695813	1.049046	2.810701
592	-33.8731	-30.2409	-3.63226	1.625908	0.4283949	1.577957
593	-33.3506	-30.2278	-3.12278	1.400098	0.4283949	1.294291
594	-32.7201	-30.5686	-2.15155	0.7004217	0.4766942	0.9744331
595	-32.4751	-30.5185	-1.95662	0.7004217	0.4766942	0.7795018
596	-33.0949	-31.0803	-2.01453	0.5018966	0.2714378	1.241199
597	-32.9606	-30.2858	-2.67481	1.126283	0.307329	1.241199
598	-35.5252	-31.271	-4.25422	1.322021	1.691	1.241199
599	-34.51	-30.5277	-3.9823	1.322021	0.5755762	2.084706
600	-34.2851	-30.4442	-3.84086	2.00263	0.2395714	1.598663
601	-33.9639	-30.4895	-3.47439	2.00263	0.2395714	1.232184
602	-35.8323	-30.6919	-5.1404	2.234698	1.408866	1.496841
603	-37.0596	-32.893	-4.16656	2.234698	1.408866	0.5230007
604	-36.3397	-32.078	-4.26173	2.234698	1.350012	0.6770232
605	-34.2508	-30.9	-3.35085	1.023109	0.2801887	2.047551
606	-34.4091	-30.7991	-3.60992	1.36587	0.1964985	2.047551
607	-35.2439	-31.394	-3.84992	0.8287563	1.226922	1.794244
608	-35.6125	-31.4213	-4.19117	0.8701631	1.226922	2.094087
609	-34.4654	-31.3015	-3.16392	0.763561	0.3062742	2.094087
610	-32.0956	-30.272	-1.82359	0.763561	0.3068745	0.7531579
611	-32.3542	-30.3422	-2.012	0.763561	0.3068745	0.9415607
612	-34.5284	-30.9988	-3.52964	2.350606	0.3068745	0.87216
613	-36.5855	-31.0443	-5.54123	2.350606	1.799651	1.39097
614	-37.1145	-31.7013	-5.41317	1.868607	2.353848	1.190718
615	-37.6059	-32.1419	-5.46404	2.16359	2.353848	0.9466059
616	-36.015	-30.6941	-5.32089	2.16359	0.2901765	2.867125
617	-32.6895	-30.8207	-1.86884	0.6017392	0.1509317	1.116167
618	-31.8402	-30.3617	-1.47856	0.6017392	0.308802	0.5680221
619	-35.268	-31.8734	-3.39459	1.860849	0.9657234	0.5680221
620	-33.6439	-30.4807	-3.16318	1.860849	0.3170758	0.9852537
621	-34.1856	-30.2356	-3.94996	1.860849	0.5845364	1.504579
622	-35.7299	-30.2545	-5.47535	2.776213	0.5845364	2.1146
623	-33.7753	-30.3196	-3.45568	1.707717	0.5845364	1.163423
624	-32.902	-30.4216	-2.48047	1.14624	0.1708088	1.163423
625	-33.0133	-31.1489	-1.86433	0.4495025	0.2514003	1.163423
626	-31.7696	-30.5741	-1.19542	0.3834554	0.2514003	0.5605681
627	-33.2422	-31.2478	-1.99447	1.323147	0.2514003	0.4199224
628	-34.161	-31.8159	-2.34512	1.323147	0.624743	0.3972335
629	-33.873	-31.1304	-2.74254	0.6412959	0.6466646	1.45458
630	-33.3352	-30.6708	-2.66441	0.8227606	0.6466646	1.194985
631	-32.9102	-30.2969	-2.61332	1.041692	0.3766412	1.194985
632	-32.7778	-30.3827	-2.39514	1.041692	0.195636	1.157815
633	-33.751	-30.815	-2.93605	1.041692	0.934857	0.9595043
634	-34.588	-31.2927	-3.29526	2.205016	0.4052326	0.6850143
635	-37.7974	-30.2361	-7.56137	3.586727	1.108994	2.865652
636	-36.0011	-32.0481	-3.95304	0.6809305	0.4064567	2.865652
637	-35.5929	-31.1748	-4.41818	1.146071	0.4064567	2.865652
638	-32.3437	-30.3545	-1.98916	0.8798213	0.4064567	0.7028839
639	-33.6882	-31.1572	-2.53096	0.8798213	0.9482525	0.7028839
640	-33.2001	-31.0481	-2.15199	1.373299	0.07580399	0.7028839
641	-31.7113	-30.4659	-1.24543	0.6015409	0.07580399	0.5680836
642	-32.765	-30.6375	-2.12753	1.230393	0.3290558	0.5680836
643	-32.9973	-30.4029	-2.59434	1.35924	0.1768357	1.058268
644	-35.667	-30.9898	-4.67719	1.877347	1.549511	1.250329
645	-35.8304	-30.8877	-4.94277	2.318741	1.373696	1.250329
646	-34.2273	-30.6073	-3.62005	1.374206	0.9955136	1.250329
647	-33.2578	-30.5969	-2.66083	1.374206	0.5494826	0.7371385
648	-33.0273	-31.3759	-1.65145	0.3648307	0.5494826	0.7371385
649	-34.9797	-30.6106	-4.36906	1.41005	0.5494826	2.409525
650	-35.9271	-31.3189	-4.60821	1.051589	0.5494826	3.007135
651	-33.7965	-30.2566	-3.53993	1.798903	0.3752389	1.36579
652	-35.6611	-30.3401	-5.321	2.49029	0.4270121	2.403698
653	-34.7993	-31.3249	-3.47441	0.7412228	0.8794719	1.853716
654	-36.3184	-30.6418	-5.67663	3.465149	0.357768	1.853716
655	-36.311	-30.5719	-5.73917	3.465149	0.4203027	1.853716
656	-38.1234	-30.4045	-7.71891	3.465149	1.659048	2.594709
657	-37.0267	-31.8118	-5.21487	3.465149	0.8628957	0.8868266
658	-32.2336	-30.5217	-1.71189	0.7055585	0.1195068	0.8868266
659	-32.8496	-31.5161	-1.33351	0.3960219	0.05065959	0.8868266
660	-32.1729	-30.4195	-1.75346	0.7132554	0.1533768	0.8868266
661	-32.9592	-30.4823	-2.47693	1.142326	0.1533768	1.181229
662	-37.2998	-31.5182	-5.78161	1.142326	1.67887	2.960409
663	-35.5362	-30.5531	-4.98307	1.86365	1.301458	1.817964
664	-35.1942	-30.4268	-4.76736	1.86365	1.085745	1.817964
665	-34.4236	-30.2404	-4.18323	1.86365	0.5016191	1.817964
666	-34.6795	-30.2822	-4.3973	1.86365	0.5016191	2.03203
667	-34.764	-31.0608	-3.70315	1.553926	0.1171943	2.03203
668	-35.2283	-30.3063	-4.92198	2.47331	0.416642	2.03203
669	-35.3898	-30.3165	-5.07331	2.537693	0.416642	2.118977
670	-35.1722	-30.3156	-4.85659	2.537693	0.416642	1.902252
671	-35.1722	-30.3156	-4.85659	2.537693	0.416642	1.902252
672	-38.0806	-30.5717	-7.50898	2.537693	1.842665	3.128623
673	-35.3562	-30.5673	-4.78887	1.745035	0.4197297	2.624102
674	-32.8735	-30.592	-2.28147	0.7156361	0.4197297	1.146101
675	-34.9707	-31.6995	-3.27122	0.7156361	1.40948	1.146101
676	-36.2142	-32.1042	-4.11001	0.8902934	2.073615	1.146101
677	-36.6586	-32.9025	-3.75603	0.5363156	2.073615	1.146101
678	-33.4659	-30.2854	-3.18052	1.68137	0.3530465	1.146101
679	-32.8849	-31.6813	-1.20359	0.7026697	0.2892109	0.2117049
680	-33.8044	-32.3376	-1.46688	0.9659641	0.2892109	0.2117049
681	-33.2661	-32.2049	-1.06118	0.1529709	0.2892109	0.6190006
682	-32.0092	-31.027	-0.98224	0.2803133	0.08292621	0.6190006
683	-31.3415	-30.6243	-0.717243	0.4125505	0.1119095	0.1927833
684	-32.3418	-30.9309	-1.41097	0.4125505	0.4501873	0.5482283
685	-32.3722	-31.1974	-1.17487	0.3948472	0.4501873	0.3298401
686	-33.1794	-31.3156	-1.86384	0.3980512	0.4501873	1.015598
687	-32.9931	-30.2504	-2.74272	1.300027	0.4270915	1.015598
688	-35.2715	-32.9073	-2.36419	0.2810929	1.0675	1.015598
689	-34.0092	-31.5156	-2.49361	0.5413383	0.9366746	1.015598
690	-34.5758	-30.8004	-3.77538	1.603751	1.11267	1.058954
691	-32.5312	-30.3329	-2.19827	0.8617422	0.2775706	1.058954
692	-32.1834	-30.2327	-1.95072	0.8617422	0.2775706	0.811405
693	-32.5224	-30.3996	-2.12285	0.8439176	0.4675314	0.811405
694	-33.5615	-30.6276	-2.93384	1.465117	0.6573202	0.811405
695	-33.4643	-30.5559	-2.90845	1.607912	0.4891355	0.811405
696	-40.7172	-30.2664	-10.4508	4.868433	1.030323	4.552061
697	-37.9207	-30.2331	-7.6876	3.744588	1.030323	2.912689
698	-34.206	-30.6897	-3.51632	1.291443	1.030323	1.194555
699	-33.4995	-30.6072	-2.89228	1.291443	0.7371146	0.8637241
700	-32.6152	-30.285	-2.33026	1.22673	0.2398097	0.8637241
701	-35.5241	-30.2435	-5.28059	2.346761	0.6254481	2.308383
702	-35.7384	-30.2489	-5.48958	2.346761	0.8344325	2.308383
703	-35.9301	-30.231	-5.69908	2.556266	0.8344325	2.308383
704	-35.5934	-30.3918	-5.20161	1.897652	0.7628849	2.541075
705	-36.546	-30.6348	-5.91119	1.897652	1.472463	2.541075
706	-36.959	-30.4908	-6.46822	3.541688	0.385453	2.541075
707	-36.9059	-30.4831	-6.4228	3.496273	0.385453	2.541075
708	-35.9122	-30.3507	-5.56156	2.093331	0.9271569	2.541075
709	-34.2185	-30.5786	-3.63993	2.093331	0.2013949	1.345203
710	-33.7975	-30.9564	-2.84109	1.883228	0.1750602	0.7828
711	-32.8771	-30.4992	-2.37785	0.9739284	0.1750602	1.228861
712	-32.9274	-30.3474	-2.58005	0.9784563	0.37273	1.228861
713	-32.7088	-30.2986	-2.41017	0.9565268	0.37273	1.080909
714	-33.1713	-31.2569	-1.91436	0.4222492	0.3477046	1.144408
715	-33.6073	-30.5344	-3.07294	1.823964	0.3477046	0.9012731
716	-33.9967	-30.4046	-3.59205	1.823964	0.2408295	1.527256
717	-34.4545	-30.3111	-4.14336	1.823964	0.792144	1.527256
718	-36.1615	-30.619	-5.54251	3.32779	0.6874617	1.527256
719	-33.4553	-30.6402	-2.81508	1.087607	0.186035	1.541443
720	-34.9951	-31.0519	-3.94324	1.083266	1.318534	1.541443
721	-33.937	-30.5772	-3.35982	1.083266	0.7351088	1.541443
722	-33.7238	-30.5344	-3.18935	1.083266	0.7351088	1.370978
723	-32.2964	-30.5394	-1.75701	0.8400881	0.09535023	0.821574
724	-32.4291	-30.3817	-2.04743	0.8400881	0.1907884	1.016555
725	-35.1451	-31.0009	-4.14424	1.882507	1.245176	1.016555
726	-34.5803	-31.0126	-3.56769	1.30596	1.245176	1.016555
727	-33.617	-30.4736	-3.14341	1.297068	0.2386939	1.607644
728	-34.043	-32.3665	-1.67656	1.297068	0.0604168	0.3190705
729	-34.8389	-31.0864	-3.75252	1.297068	0.1695776	2.285873
730	-37.022	-30.2994	-6.7226	3.460787	0.9759448	2.285873
731	-39.1942	-32.6546	-6.53965	5.151934	0.3265374	1.061178
732	-35.4664	-30.4729	-4.99348	2.238144	0.3265374	2.428798
733	-36.1685	-30.3055	-5.86299	2.937347	0.4968423	2.428798
734	-34.9902	-30.8106	-4.17959	1.456401	0.2732675	2.449918
735	-35.9272	-30.7208	-5.20631	1.537504	1.218886	2.449918
736	-36.1012	-31.565	-4.53622	0.8674176	1.218886	2.449918
737	-33.7145	-30.5315	-3.18294	1.064185	0.6957424	1.423011
738	-33.9329	-30.5902	-3.34269	1.058337	0.6957424	1.588609
739	-33.857	-30.5614	-3.29559	1.058337	0.6486467	1.588609
740	-33.5243	-30.4814	-3.04288	1.058337	0.3959385	1.588609
741	-33.9794	-30.6086	-3.37082	1.058337	0.7238745	1.588609
742	-34.9514	-31.2817	-3.66972	1.058337	1.457001	1.154378
743	-33.7506	-30.5878	-3.16283	1.058337	0.7846229	1.319872
744	-34.7576	-30.8547	-3.90289	1.058337	0.644937	2.199612
745	-34.5159	-30.872	-3.64394	1.058337	0.3859944	2.199612
746	-32.7757	-31.5981	-1.17767	0.222837	0.2114306	0.7433989
747	-31.8171	-30.6664	-1.15075	0.6369945	0.2114306	0.3023257
748	-31.921	-30.4009	-1.52017	0.6369945	0.1289922	0.7541838
749	-31.8625	-30.3721	-1.49038	0.6369945	0.1289922	0.7243972
750	-32.8156	-30.5581	-2.25748	1.007332	0.1289922	1.121156
751	-34.7879	-30.878	-3.9099	1.910934	0.1289922	1.869972
752	-36.36	-31.2818	-5.07826	3.255272	0.1289922	1.694
753	-34.8124	-31.7523	-3.06007	1.145652	1.288217	0.6262035
754	-35.0355	-31.7768	-3.25876	1.344339	1.288217	0.6262035
755	-35.0355	-31.7768	-3.25876	1.344339	1.288217	0.6262035
756	-36.294	-30.7739	-5.52007	1.554486	1.142745	2.822835
757	-36.6798	-30.4995	-6.18034	2.090661	1.266841	2.822835
