Iteration	Posterior	Likelihood	Prior	R
1101	-32.8865	-32.7968	-0.0897693	0.08976931
1102	-33.414	-32.7968	-0.617262	0.6172621
1103	-33.9533	-32.7968	-1.15653	1.156534
1104	-33.9533	-32.7968	-1.15653	1.156534
1105	-33.2666	-32.7968	-0.469824	0.469824
1106	-33.2666	-32.7968	-0.469824	0.469824
1107	-35.0929	-32.7968	-2.29615	2.296153
1108	-33.0208	-32.7968	-0.224059	0.2240594
1109	-33.0208	-32.7968	-0.224059	0.2240594
1110	-32.8961	-32.7968	-0.0993013	0.09930132
1111	-33.978	-32.7968	-1.18125	1.181248
1112	-33.6766	-32.7968	-0.879802	0.8798023
1113	-33.6766	-32.7968	-0.879802	0.8798023
1114	-32.8914	-32.7968	-0.0946066	0.09460656
1115	-32.8914	-32.7968	-0.0946066	0.09460656
1116	-34.2657	-32.7968	-1.46888	1.468879
1117	-33.273	-32.7968	-0.476268	0.4762679
1118	-33.6618	-32.7968	-0.865028	0.8650285
1119	-35.2476	-32.7968	-2.45085	2.450846
1120	-37.6321	-32.7968	-4.83535	4.835347
1121	-33.8326	-32.7968	-1.03577	1.035774
1122	-33.281	-32.7968	-0.484171	0.4841714
1123	-33.281	-32.7968	-0.484171	0.4841714
1124	-35.4709	-32.7968	-2.67412	2.674122
1125	-35.4709	-32.7968	-2.67412	2.674122
1126	-33.0358	-32.7968	-0.239051	0.239051
1127	-33.126	-32.7968	-0.329251	0.3292515
1128	-33.6384	-32.7968	-0.84164	0.8416405
1129	-33.9776	-32.7968	-1.18087	1.180867
1130	-33.455	-32.7968	-0.658226	0.6582259
1131	-33.455	-32.7968	-0.658226	0.6582259
1132	-34.4215	-32.7968	-1.6247	1.624697
1133	-34.4215	-32.7968	-1.6247	1.624697
1134	-34.3859	-32.7968	-1.58913	1.589129
1135	-34.3859	-32.7968	-1.58913	1.589129
1136	-34.7045	-32.7968	-1.90775	1.907749
1137	-34.7045	-32.7968	-1.90775	1.907749
1138	-32.8823	-32.7968	-0.0854851	0.08548514
1139	-32.8208	-32.7968	-0.0240071	0.02400709
1140	-34.1204	-32.7968	-1.32359	1.323594
1141	-33.8277	-32.7968	-1.03094	1.030941
1142	-33.8277	-32.7968	-1.03094	1.030941
1143	-36.2131	-32.7968	-3.41636	3.416357
1144	-33.2677	-32.7968	-0.470935	0.4709347
1145	-33.2459	-32.7968	-0.449136	0.449136
1146	-33.2682	-32.7968	-0.471461	0.4714613
1147	-33.623	-32.7968	-0.826263	0.8262629
1148	-35.7778	-32.7968	-2.98101	2.981009
1149	-35.7778	-32.7968	-2.98101	2.981009
1150	-34.7679	-32.7968	-1.97108	1.971081
1151	-34.7679	-32.7968	-1.97108	1.971081
1152	-33.1827	-32.7968	-0.385962	0.385962
1153	-34.0031	-32.7968	-1.20631	1.206308
1154	-34.0031	-32.7968	-1.20631	1.206308
1155	-33.0022	-32.7968	-0.205436	0.2054363
1156	-33.051	-32.7968	-0.25425	0.2542499
1157	-35.2962	-32.7968	-2.49938	2.499381
1158	-33.993	-32.7968	-1.19626	1.196261
1159	-33.1427	-32.7968	-0.345887	0.3458871
1160	-32.9952	-32.7968	-0.198374	0.1983737
1161	-32.837	-32.7968	-0.0401946	0.04019462
1162	-32.951	-32.7968	-0.154239	0.1542392
1163	-33.2396	-32.7968	-0.442843	0.4428426
1164	-33.2396	-32.7968	-0.442843	0.4428426
1165	-33.5459	-32.7968	-0.749096	0.7490961
1166	-33.5459	-32.7968	-0.749096	0.7490961
1167	-33.5459	-32.7968	-0.749096	0.7490961
1168	-33.5811	-32.7968	-0.784321	0.7843208
1169	-33.8429	-32.7968	-1.0461	1.046099
1170	-33.296	-32.7968	-0.499238	0.4992378
1171	-33.296	-32.7968	-0.499238	0.4992378
1172	-33.1387	-32.7968	-0.341955	0.3419548
1173	-32.8832	-32.7968	-0.0864505	0.08645051
1174	-33.318	-32.7968	-0.521188	0.5211876
1175	-33.318	-32.7968	-0.521188	0.5211876
1176	-32.8454	-32.7968	-0.0486345	0.04863451
1177	-33.5299	-32.7968	-0.73313	0.7331304
1178	-33.5299	-32.7968	-0.73313	0.7331304
1179	-33.0361	-32.7968	-0.239369	0.2393692
1180	-33.0361	-32.7968	-0.239369	0.2393692
1181	-39.122	-32.7968	-6.32526	6.32526
1182	-33.5358	-32.7968	-0.739012	0.7390122
1183	-34.212	-32.7968	-1.41525	1.415247
1184	-36.8625	-32.7968	-4.06575	4.065749
1185	-33.0954	-32.7968	-0.298645	0.2986446
1186	-32.8185	-32.7968	-0.0217382	0.02173824
1187	-33.645	-32.7968	-0.848179	0.8481787
1188	-33.2109	-32.7968	-0.414077	0.4140767
1189	-33.4595	-32.7968	-0.662743	0.6627429
1190	-33.4595	-32.7968	-0.662743	0.6627429
1191	-37.1885	-32.7968	-4.39174	4.391738
1192	-37.1885	-32.7968	-4.39174	4.391738
1193	-37.1885	-32.7968	-4.39174	4.391738
1194	-33.1601	-32.7968	-0.363313	0.363313
1195	-33.0996	-32.7968	-0.302844	0.3028439
1196	-33.3181	-32.7968	-0.521296	0.5212961
1197	-33.6265	-32.7968	-0.829704	0.8297042
1198	-33.6265	-32.7968	-0.829704	0.8297042
1199	-33.6265	-32.7968	-0.829704	0.8297042
1200	-32.8739	-32.7968	-0.0771142	0.07711417
1201	-33.055	-32.7968	-0.258192	0.258192
1202	-33.055	-32.7968	-0.258192	0.258192
1203	-32.8479	-32.7968	-0.0511631	0.05116313
1204	-32.9734	-32.7968	-0.176658	0.1766578
1205	-35.6099	-32.7968	-2.81317	2.813166
1206	-34.6929	-32.7968	-1.89609	1.896087
1207	-34.6929	-32.7968	-1.89609	1.896087
1208	-34.6929	-32.7968	-1.89609	1.896087
1209	-33.6475	-32.7968	-0.850736	0.8507365
1210	-37.9305	-32.7968	-5.13374	5.133735
1211	-34.3736	-32.7968	-1.57681	1.576813
1212	-32.8747	-32.7968	-0.0779352	0.07793515
1213	-32.8747	-32.7968	-0.0779352	0.07793515
1214	-32.8747	-32.7968	-0.0779352	0.07793515
1215	-32.8244	-32.7968	-0.0276348	0.02763483
1216	-32.9169	-32.7968	-0.120105	0.1201047
1217	-32.898	-32.7968	-0.10122	0.10122
1218	-32.8145	-32.7968	-0.0177026	0.01770262
1219	-33.9667	-32.7968	-1.16997	1.169968
1220	-34.4655	-32.7968	-1.66871	1.668707
1221	-32.9953	-32.7968	-0.198537	0.1985371
1222	-32.8356	-32.7968	-0.0388096	0.03880961
1223	-32.8115	-32.7968	-0.014672	0.01467205
1224	-32.8627	-32.7968	-0.0658965	0.06589654
1225	-33.0932	-32.7968	-0.296456	0.2964559
1226	-34.7036	-32.7968	-1.90684	1.906836
1227	-34.7036	-32.7968	-1.90684	1.906836
1228	-34.2786	-32.7968	-1.48179	1.48179
1229	-34.7864	-32.7968	-1.98966	1.989663
1230	-32.9009	-32.7968	-0.104075	0.1040753
1231	-33.0709	-32.7968	-0.274136	0.2741357
1232	-33.4542	-32.7968	-0.657439	0.6574392
1233	-38.4586	-32.7968	-5.66185	5.661849
1234	-35.4529	-32.7968	-2.6561	2.656095
1235	-35.4529	-32.7968	-2.6561	2.656095
1236	-33.0155	-32.7968	-0.218721	0.2187208
1237	-33.1109	-32.7968	-0.314163	0.3141632
1238	-33.1109	-32.7968	-0.314163	0.3141632
1239	-33.1109	-32.7968	-0.314163	0.3141632
1240	-36.7712	-32.7968	-3.9744	3.974399
1241	-33.4077	-32.7968	-0.610925	0.6109254
1242	-35.0272	-32.7968	-2.2304	2.230401
1243	-33.2976	-32.7968	-0.500818	0.5008176
1244	-33.7934	-32.7968	-0.996656	0.9966556
1245	-33.1907	-32.7968	-0.393933	0.3939328
1246	-33.1907	-32.7968	-0.393933	0.3939328
1247	-33.9032	-32.7968	-1.10644	1.106443
1248	-33.9032	-32.7968	-1.10644	1.106443
1249	-35.6665	-32.7968	-2.86977	2.869768
1250	-33.7636	-32.7968	-0.966826	0.9668255
1251	-34.1897	-32.7968	-1.39287	1.392875
1252	-34.1897	-32.7968	-1.39287	1.392875
1253	-32.8929	-32.7968	-0.0961198	0.09611984
1254	-35.8898	-32.7968	-3.09301	3.093015
1255	-33.8247	-32.7968	-1.02788	1.027881
1256	-32.8724	-32.7968	-0.075633	0.07563298
1257	-32.8724	-32.7968	-0.075633	0.07563298
1258	-33.1573	-32.7968	-0.360529	0.3605293
1259	-33.347	-32.7968	-0.550257	0.550257
1260	-33.347	-32.7968	-0.550257	0.550257
1261	-32.9401	-32.7968	-0.143289	0.1432894
1262	-32.9401	-32.7968	-0.143289	0.1432894
1263	-33.1022	-32.7968	-0.305389	0.3053888
1264	-34.075	-32.7968	-1.27819	1.278187
1265	-33.3823	-32.7968	-0.58552	0.5855196
1266	-33.3823	-32.7968	-0.58552	0.5855196
1267	-35.6716	-32.7968	-2.87484	2.874844
1268	-34.2079	-32.7968	-1.41108	1.411077
1269	-33.7653	-32.7968	-0.968569	0.9685688
1270	-33.227	-32.7968	-0.430219	0.4302188
1271	-33.227	-32.7968	-0.430219	0.4302188
1272	-33.2768	-32.7968	-0.480044	0.4800435
1273	-33.4647	-32.7968	-0.667968	0.6679677
1274	-33.4647	-32.7968	-0.667968	0.6679677
1275	-33.2954	-32.7968	-0.498617	0.4986167
1276	-33.4056	-32.7968	-0.608785	0.6087852
1277	-33.0868	-32.7968	-0.289989	0.2899886
1278	-33.0868	-32.7968	-0.289989	0.2899886
1279	-33.2436	-32.7968	-0.44682	0.4468204
1280	-32.9155	-32.7968	-0.118726	0.1187258
1281	-32.9155	-32.7968	-0.118726	0.1187258
1282	-34.7218	-32.7968	-1.92503	1.925026
1283	-34.4674	-32.7968	-1.67062	1.670622
1284	-33.6784	-32.7968	-0.881586	0.881586
1285	-33.0061	-32.7968	-0.209352	0.209352
1286	-33.0061	-32.7968	-0.209352	0.209352
1287	-32.8325	-32.7968	-0.0357025	0.03570253
1288	-32.8121	-32.7968	-0.0153531	0.01535314
1289	-32.8121	-32.7968	-0.0153531	0.01535314
1290	-32.8316	-32.7968	-0.0347821	0.0347821
1291	-35.2235	-32.7968	-2.42668	2.426679
1292	-35.2235	-32.7968	-2.42668	2.426679
1293	-32.8994	-32.7968	-0.102629	0.1026295
1294	-35.6582	-32.7968	-2.86142	2.861418
1295	-35.6582	-32.7968	-2.86142	2.861418
1296	-35.6582	-32.7968	-2.86142	2.861418
1297	-35.7069	-32.7968	-2.91012	2.910125
1298	-35.7069	-32.7968	-2.91012	2.910125
1299	-33.3482	-32.7968	-0.55137	0.5513705
1300	-33.2775	-32.7968	-0.48067	0.4806702
1301	-33.2775	-32.7968	-0.48067	0.4806702
1302	-33.2775	-32.7968	-0.48067	0.4806702
1303	-33.0027	-32.7968	-0.205874	0.205874
1304	-33.0027	-32.7968	-0.205874	0.205874
1305	-35.9111	-32.7968	-3.11428	3.114276
1306	-34.6493	-32.7968	-1.85248	1.852484
1307	-34.6493	-32.7968	-1.85248	1.852484
1308	-34.3641	-32.7968	-1.56735	1.567347
1309	-34.0881	-32.7968	-1.29136	1.291363
1310	-32.8715	-32.7968	-0.074747	0.074747
1311	-33.1031	-32.7968	-0.306296	0.3062955
1312	-33.1031	-32.7968	-0.306296	0.3062955
1313	-33.1031	-32.7968	-0.306296	0.3062955
1314	-33.0466	-32.7968	-0.249786	0.2497858
1315	-33.0466	-32.7968	-0.249786	0.2497858
1316	-33.0466	-32.7968	-0.249786	0.2497858
1317	-36.2349	-32.7968	-3.43817	3.438165
1318	-33.1021	-32.7968	-0.305367	0.3053672
1319	-37.2832	-32.7968	-4.48645	4.486452
1320	-33.1265	-32.7968	-0.329747	0.3297467
1321	-33.5016	-32.7968	-0.704785	0.7047848
1322	-33.5016	-32.7968	-0.704785	0.7047848
1323	-33.0923	-32.7968	-0.295569	0.2955689
1324	-33.0923	-32.7968	-0.295569	0.2955689
1325	-35.9443	-32.7968	-3.1475	3.147496
1326	-35.9131	-32.7968	-3.11632	3.11632
1327	-35.9131	-32.7968	-3.11632	3.11632
1328	-33.0174	-32.7968	-0.220651	0.220651
1329	-33.8528	-32.7968	-1.056	1.056002
1330	-33.8528	-32.7968	-1.056	1.056002
1331	-33.8528	-32.7968	-1.056	1.056002
1332	-33.8528	-32.7968	-1.056	1.056002
1333	-32.8456	-32.7968	-0.0488066	0.04880656
1334	-32.8286	-32.7968	-0.0318246	0.03182458
1335	-32.8341	-32.7968	-0.0373509	0.03735093
1336	-33.3019	-32.7968	-0.505114	0.5051137
1337	-33.9501	-32.7968	-1.15328	1.153278
1338	-33.0011	-32.7968	-0.204352	0.2043523
1339	-33.0011	-32.7968	-0.204352	0.2043523
1340	-33.254	-32.7968	-0.457177	0.4571775
1341	-34.7235	-32.7968	-1.92669	1.926686
1342	-33.1074	-32.7968	-0.310669	0.3106687
1343	-33.1074	-32.7968	-0.310669	0.3106687
1344	-33.3789	-32.7968	-0.582106	0.5821058
1345	-32.9556	-32.7968	-0.158816	0.1588163
1346	-32.9556	-32.7968	-0.158816	0.1588163
1347	-32.9556	-32.7968	-0.158816	0.1588163
1348	-33.2406	-32.7968	-0.443806	0.4438062
1349	-33.588	-32.7968	-0.791215	0.791215
1350	-33.9138	-32.7968	-1.11697	1.116972
1351	-33.1837	-32.7968	-0.386957	0.3869573
1352	-34.5469	-32.7968	-1.75008	1.75008
1353	-34.4837	-32.7968	-1.68691	1.686907
1354	-34.4837	-32.7968	-1.68691	1.686907
1355	-33.9617	-32.7968	-1.16487	1.164872
1356	-34.7228	-32.7968	-1.92602	1.926018
1357	-32.994	-32.7968	-0.197217	0.1972171
1358	-33.2359	-32.7968	-0.439149	0.4391492
1359	-33.2359	-32.7968	-0.439149	0.4391492
1360	-32.8127	-32.7968	-0.0159426	0.01594264
1361	-32.8146	-32.7968	-0.0178432	0.0178432
1362	-32.8123	-32.7968	-0.0154759	0.0154759
1363	-32.8187	-32.7968	-0.0218975	0.02189749
1364	-32.923	-32.7968	-0.126268	0.1262683
1365	-35.1188	-32.7968	-2.32203	2.322028
1366	-32.958	-32.7968	-0.161215	0.1612154
1367	-33.8954	-32.7968	-1.09858	1.098584
1368	-33.4489	-32.7968	-0.652129	0.6521294
1369	-33.2694	-32.7968	-0.472623	0.4726234
1370	-33.2694	-32.7968	-0.472623	0.4726234
1371	-36.0908	-32.7968	-3.29401	3.294008
1372	-36.0908	-32.7968	-3.29401	3.294008
1373	-33.0046	-32.7968	-0.207838	0.2078381
1374	-33.5086	-32.7968	-0.711819	0.711819
1375	-33.5086	-32.7968	-0.711819	0.711819
1376	-33.5096	-32.7968	-0.712833	0.7128327
1377	-34.2095	-32.7968	-1.41269	1.412686
1378	-34.1294	-32.7968	-1.33264	1.332638
1379	-34.373	-32.7968	-1.5762	1.576205
1380	-34.373	-32.7968	-1.5762	1.576205
1381	-34.373	-32.7968	-1.5762	1.576205
1382	-34.4633	-32.7968	-1.66656	1.66656
1383	-34.4633	-32.7968	-1.66656	1.66656
1384	-34.3622	-32.7968	-1.56538	1.565378
1385	-37.046	-32.7968	-4.2492	4.249204
1386	-33.0096	-32.7968	-0.21278	0.21278
1387	-33.1636	-32.7968	-0.366864	0.3668636
1388	-33.6004	-32.7968	-0.803595	0.8035954
1389	-33.6004	-32.7968	-0.803595	0.8035954
1390	-33.6004	-32.7968	-0.803595	0.8035954
1391	-34.6618	-32.7968	-1.86504	1.865036
1392	-34.6319	-32.7968	-1.83507	1.835071
1393	-35.7835	-32.7968	-2.98669	2.98669
1394	-33.8862	-32.7968	-1.08938	1.089382
1395	-33.8862	-32.7968	-1.08938	1.089382
1396	-33.1872	-32.7968	-0.39045	0.3904496
1397	-33.1872	-32.7968	-0.39045	0.3904496
1398	-33.5651	-32.7968	-0.768353	0.7683531
1399	-33.5651	-32.7968	-0.768353	0.7683531
1400	-34.0484	-32.7968	-1.2516	1.251604
1401	-34.0484	-32.7968	-1.2516	1.251604
1402	-33.5864	-32.7968	-0.789669	0.7896691
1403	-33.5864	-32.7968	-0.789669	0.7896691
1404	-33.7801	-32.7968	-0.983331	0.9833306
1405	-33.7801	-32.7968	-0.983331	0.9833306
1406	-35.8301	-32.7968	-3.03328	3.033276
1407	-35.8301	-32.7968	-3.03328	3.033276
1408	-33.275	-32.7968	-0.478203	0.4782026
1409	-33.6449	-32.7968	-0.848093	0.8480926
1410	-33.1546	-32.7968	-0.357798	0.357798
1411	-33.1546	-32.7968	-0.357798	0.357798
1412	-32.8516	-32.7968	-0.0548664	0.05486636
1413	-34.9886	-32.7968	-2.19186	2.191859
1414	-33.8565	-32.7968	-1.05969	1.059688
1415	-33.8565	-32.7968	-1.05969	1.059688
1416	-33.8565	-32.7968	-1.05969	1.059688
1417	-33.8565	-32.7968	-1.05969	1.059688
1418	-33.9629	-32.7968	-1.16609	1.166086
1419	-33.3202	-32.7968	-0.523379	0.5233794
1420	-33.4307	-32.7968	-0.633929	0.6339295
1421	-33.089	-32.7968	-0.292223	0.2922228
1422	-33.694	-32.7968	-0.897175	0.8971749
1423	-33.694	-32.7968	-0.897175	0.8971749
1424	-33.694	-32.7968	-0.897175	0.8971749
1425	-32.8414	-32.7968	-0.044617	0.04461703
1426	-32.896	-32.7968	-0.0992491	0.09924912
1427	-33.7029	-32.7968	-0.906151	0.9061506
1428	-33.7029	-32.7968	-0.906151	0.9061506
1429	-33.7029	-32.7968	-0.906151	0.9061506
1430	-33.7029	-32.7968	-0.906151	0.9061506
1431	-33.7029	-32.7968	-0.906151	0.9061506
1432	-33.1532	-32.7968	-0.356453	0.3564533
1433	-36.0844	-32.7968	-3.28758	3.287575
1434	-33.7579	-32.7968	-0.961132	0.9611321
1435	-33.7613	-32.7968	-0.964543	0.9645433
1436	-35.3696	-32.7968	-2.57282	2.572817
1437	-35.3696	-32.7968	-2.57282	2.572817
1438	-35.3696	-32.7968	-2.57282	2.572817
1439	-34.1506	-32.7968	-1.3538	1.353803
1440	-34.1506	-32.7968	-1.3538	1.353803
1441	-34.1506	-32.7968	-1.3538	1.353803
1442	-33.4112	-32.7968	-0.614394	0.6143939
1443	-33.995	-32.7968	-1.19824	1.198242
1444	-33.757	-32.7968	-0.960189	0.9601885
1445	-33.088	-32.7968	-0.291268	0.2912679
1446	-33.2206	-32.7968	-0.423869	0.4238685
1447	-35.0866	-32.7968	-2.2898	2.289804
1448	-33.4643	-32.7968	-0.667513	0.667513
1449	-33.4643	-32.7968	-0.667513	0.667513
1450	-33.4643	-32.7968	-0.667513	0.667513
1451	-33.4643	-32.7968	-0.667513	0.667513
1452	-32.8331	-32.7968	-0.036342	0.03634197
1453	-33.1024	-32.7968	-0.305604	0.3056036
1454	-33.8475	-32.7968	-1.05067	1.050674
1455	-32.9663	-32.7968	-0.169503	0.169503
1456	-32.9663	-32.7968	-0.169503	0.169503
1457	-34.4187	-32.7968	-1.62196	1.621957
1458	-34.4187	-32.7968	-1.62196	1.621957
1459	-34.4187	-32.7968	-1.62196	1.621957
1460	-35.6298	-32.7968	-2.83306	2.833062
1461	-33.1795	-32.7968	-0.382683	0.3826832
1462	-33.0676	-32.7968	-0.270826	0.270826
1463	-33.5318	-32.7968	-0.735035	0.735035
1464	-33.0403	-32.7968	-0.24355	0.2435498
1465	-36.2051	-32.7968	-3.40833	3.408333
1466	-33.0559	-32.7968	-0.259156	0.2591559
1467	-33.0008	-32.7968	-0.203975	0.2039754
1468	-33.1701	-32.7968	-0.37331	0.3733099
1469	-33.1701	-32.7968	-0.37331	0.3733099
1470	-37.5602	-32.7968	-4.76338	4.763376
1471	-33.2252	-32.7968	-0.428458	0.4284576
1472	-38.3093	-32.7968	-5.51251	5.512508
1473	-38.3093	-32.7968	-5.51251	5.512508
1474	-32.9413	-32.7968	-0.144537	0.1445368
1475	-33.8603	-32.7968	-1.06348	1.063484
1476	-32.8127	-32.7968	-0.0159083	0.01590835
1477	-32.8127	-32.7968	-0.0159083	0.01590835
1478	-32.8073	-32.7968	-0.0105336	0.01053358
1479	-32.8078	-32.7968	-0.0110048	0.01100478
1480	-32.9802	-32.7968	-0.18343	0.1834302
1481	-33.053	-32.7968	-0.256208	0.2562083
1482	-33.053	-32.7968	-0.256208	0.2562083
1483	-33.3503	-32.7968	-0.553503	0.553503
1484	-32.8952	-32.7968	-0.0983908	0.09839077
1485	-32.8952	-32.7968	-0.0983908	0.09839077
1486	-32.8064	-32.7968	-0.0096678	0.009667802
1487	-32.829	-32.7968	-0.0322447	0.03224471
1488	-32.9517	-32.7968	-0.154958	0.1549582
1489	-33.7854	-32.7968	-0.988633	0.9886334
1490	-33.0718	-32.7968	-0.275052	0.2750521
1491	-33.7726	-32.7968	-0.975858	0.9758581
1492	-33.7554	-32.7968	-0.958587	0.9585874
1493	-32.9349	-32.7968	-0.138127	0.1381268
1494	-33.5491	-32.7968	-0.752271	0.7522711
1495	-33.5491	-32.7968	-0.752271	0.7522711
1496	-33.5491	-32.7968	-0.752271	0.7522711
1497	-33.5491	-32.7968	-0.752271	0.7522711
1498	-33.5491	-32.7968	-0.752271	0.7522711
1499	-34.9343	-32.7968	-2.13753	2.137528
1500	-35.1061	-32.7968	-2.30933	2.309327
1501	-33.0574	-32.7968	-0.260571	0.2605714
1502	-34.6204	-32.7968	-1.82358	1.823579
1503	-33.3412	-32.7968	-0.54443	0.5444301
1504	-35.3668	-32.7968	-2.57001	2.57001
1505	-32.8091	-32.7968	-0.012288	0.01228798
1506	-32.8115	-32.7968	-0.0147621	0.01476212
1507	-32.8016	-32.7968	-0.00480191	0.004801913
1508	-32.8103	-32.7968	-0.0135635	0.0135635
1509	-32.8696	-32.7968	-0.0728163	0.07281631
1510	-32.9018	-32.7968	-0.105055	0.1050554
1511	-32.9329	-32.7968	-0.136082	0.1360816
1512	-32.9329	-32.7968	-0.136082	0.1360816
1513	-32.8078	-32.7968	-0.0110568	0.01105683
1514	-32.8137	-32.7968	-0.0169522	0.01695216
1515	-32.806	-32.7968	-0.00925792	0.009257921
1516	-32.83	-32.7968	-0.0331975	0.03319754
1517	-33.3937	-32.7968	-0.596955	0.5969551
1518	-33.3937	-32.7968	-0.596955	0.5969551
1519	-38.6709	-32.7968	-5.87414	5.874137
1520	-34.1609	-32.7968	-1.36414	1.364136
1521	-34.1609	-32.7968	-1.36414	1.364136
1522	-34.1609	-32.7968	-1.36414	1.364136
1523	-33.4141	-32.7968	-0.617272	0.6172723
1524	-33.4141	-32.7968	-0.617272	0.6172723
1525	-33.4141	-32.7968	-0.617272	0.6172723
1526	-33.4141	-32.7968	-0.617272	0.6172723
1527	-33.8009	-32.7968	-1.00415	1.004153
1528	-33.5047	-32.7968	-0.707899	0.7078989
1529	-33.1256	-32.7968	-0.328787	0.3287872
1530	-32.937	-32.7968	-0.140264	0.1402637
1531	-33.0741	-32.7968	-0.277271	0.2772713
1532	-33.3276	-32.7968	-0.530795	0.5307954
1533	-32.8866	-32.7968	-0.0898381	0.08983808
1534	-32.8109	-32.7968	-0.0140911	0.01409107
1535	-32.8392	-32.7968	-0.0424576	0.04245756
1536	-33.2788	-32.7968	-0.482059	0.4820593
1537	-33.5643	-32.7968	-0.767494	0.7674943
1538	-35.6042	-32.7968	-2.80744	2.807437
1539	-35.6042	-32.7968	-2.80744	2.807437
1540	-35.6042	-32.7968	-2.80744	2.807437
1541	-36.2442	-32.7968	-3.4474	3.447398
1542	-32.8137	-32.7968	-0.0169268	0.0169268
1543	-32.8137	-32.7968	-0.0169268	0.0169268
1544	-32.8137	-32.7968	-0.0169268	0.0169268
1545	-32.8906	-32.7968	-0.0938045	0.09380446
1546	-32.8231	-32.7968	-0.0263281	0.02632808
1547	-33.6288	-32.7968	-0.83203	0.8320303
1548	-34.8512	-32.7968	-2.05445	2.05445
1549	-33.0572	-32.7968	-0.260374	0.260374
1550	-34.685	-32.7968	-1.88819	1.888186
1551	-34.685	-32.7968	-1.88819	1.888186
1552	-34.685	-32.7968	-1.88819	1.888186
1553	-34.685	-32.7968	-1.88819	1.888186
1554	-33.6471	-32.7968	-0.850279	0.8502792
1555	-33.8108	-32.7968	-1.01401	1.014009
1556	-33.8108	-32.7968	-1.01401	1.014009
1557	-32.8615	-32.7968	-0.0647506	0.06475062
1558	-32.9713	-32.7968	-0.174496	0.1744961
1559	-32.8102	-32.7968	-0.0134255	0.01342546
1560	-33.1981	-32.7968	-0.401298	0.401298
1561	-33.1981	-32.7968	-0.401298	0.401298
1562	-34.6135	-32.7968	-1.81677	1.816767
1563	-34.6135	-32.7968	-1.81677	1.816767
1564	-34.6135	-32.7968	-1.81677	1.816767
1565	-34.6135	-32.7968	-1.81677	1.816767
1566	-34.6135	-32.7968	-1.81677	1.816767
1567	-34.6135	-32.7968	-1.81677	1.816767
1568	-33.3887	-32.7968	-0.591944	0.5919441
1569	-34.2341	-32.7968	-1.4373	1.437299
1570	-33.2805	-32.7968	-0.483686	0.4836864
1571	-33.2983	-32.7968	-0.501491	0.5014914
1572	-34.5997	-32.7968	-1.80293	1.802933
1573	-33.6476	-32.7968	-0.850837	0.8508371
1574	-33.838	-32.7968	-1.04118	1.041181
1575	-33.838	-32.7968	-1.04118	1.041181
1576	-33.838	-32.7968	-1.04118	1.041181
1577	-33.1856	-32.7968	-0.38879	0.3887896
1578	-33.6703	-32.7968	-0.873561	0.8735607
1579	-33.6703	-32.7968	-0.873561	0.8735607
1580	-33.6703	-32.7968	-0.873561	0.8735607
1581	-33.1865	-32.7968	-0.389709	0.389709
1582	-36.2971	-32.7968	-3.50035	3.500351
1583	-36.2971	-32.7968	-3.50035	3.500351
1584	-33.0671	-32.7968	-0.270329	0.2703286
1585	-33.6742	-32.7968	-0.87737	0.8773699
1586	-33.6742	-32.7968	-0.87737	0.8773699
1587	-33.6742	-32.7968	-0.87737	0.8773699
1588	-32.8245	-32.7968	-0.0277508	0.02775076
1589	-32.8089	-32.7968	-0.0121606	0.01216062
1590	-33.6055	-32.7968	-0.808709	0.8087093
1591	-32.984	-32.7968	-0.187185	0.1871848
1592	-32.984	-32.7968	-0.187185	0.1871848
1593	-34.7955	-32.7968	-1.9987	1.998705
1594	-34.7955	-32.7968	-1.9987	1.998705
1595	-32.9492	-32.7968	-0.15241	0.1524103
1596	-32.8038	-32.7968	-0.00706616	0.007066156
1597	-32.8024	-32.7968	-0.0056477	0.0056477
1598	-32.7984	-32.7968	-0.00159715	0.001597147
1599	-32.7977	-32.7968	-0.00092845	0.0009284499
1600	-32.7986	-32.7968	-0.00181473	0.001814726
1601	-32.7985	-32.7968	-0.001758	0.001758003
1602	-33.0417	-32.7968	-0.244911	0.2449109
1603	-33.864	-32.7968	-1.06721	1.067209
1604	-33.5401	-32.7968	-0.743343	0.7433431
1605	-33.5401	-32.7968	-0.743343	0.7433431
1606	-34.6845	-32.7968	-1.88772	1.88772
1607	-34.6845	-32.7968	-1.88772	1.88772
1608	-33.1821	-32.7968	-0.385306	0.3853056
1609	-33.268	-32.7968	-0.4712	0.4712002
1610	-35.6852	-32.7968	-2.88843	2.888432
1611	-32.8815	-32.7968	-0.0847663	0.08476633
1612	-33.0229	-32.7968	-0.226109	0.2261093
1613	-33.3283	-32.7968	-0.531474	0.5314743
1614	-34.7761	-32.7968	-1.97928	1.979276
1615	-34.7761	-32.7968	-1.97928	1.979276
1616	-34.6838	-32.7968	-1.88704	1.887038
1617	-33.0471	-32.7968	-0.25033	0.2503295
1618	-33.2232	-32.7968	-0.4264	0.4264001
1619	-34.9317	-32.7968	-2.13493	2.134928
1620	-33.5018	-32.7968	-0.70501	0.7050101
1621	-35.464	-32.7968	-2.66717	2.667171
1622	-35.464	-32.7968	-2.66717	2.667171
1623	-35.1177	-32.7968	-2.32095	2.320946
1624	-33.0868	-32.7968	-0.290068	0.2900684
1625	-34.5338	-32.7968	-1.73704	1.737045
1626	-34.5338	-32.7968	-1.73704	1.737045
