Iteration	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
986	-37.4449	-29.3611	-8.08385	0.5102467	0.08868064	0.5867459	0.2981641	0.5452338	0.5774776	0.4951804	0.1944718	2.00751	0.6395316	1.016594	1.124019
987	-38.8377	-30.489	-8.34864	0.5102467	0.08868064	1.013387	0.2116852	0.392759	0.2933916	0.106012	0.06022528	2.00751	1.524127	1.016594	1.124019
988	-42.9344	-33.8646	-9.06981	0.5102467	0.6388792	1.050815	0.2116852	1.656634	0.8045586	1.524252	0.8328747	0.3169872	0.4718655	0.2489599	0.8020562
989	-38.31	-31.17	-7.14004	0.06597483	0.3348746	1.050815	0.2116852	1.205953	0.8045586	0.1162303	0.147487	1.554076	0.2678265	0.1460901	1.234468
990	-38.0232	-30.7104	-7.31285	0.06597483	0.7755797	1.050815	0.2116852	1.205953	0.9065848	0.4336009	0.6316836	1.33232	0.2678265	0.1460901	0.2847363
991	-42.6427	-30.7366	-11.9061	0.06597483	1.764589	2.449329	0.2116852	1.481207	0.9065848	0.3717514	1.33384	1.992072	0.6977638	0.1460901	0.4852097
992	-42.6714	-29.2305	-13.4409	0.06597483	3.644787	0.4790332	0.4054908	1.481207	2.087247	0.3717514	1.33384	1.992072	0.240151	0.7742584	0.5651173
993	-45.3942	-30.3817	-15.0125	0.3488874	3.644787	0.4790332	0.4054908	2.150464	2.087247	0.4892084	1.33384	0.5002902	1.332586	1.675536	0.5651173
994	-40.3378	-30.9722	-9.36564	0.3488874	0.5029942	0.4790332	0.3880076	0.652751	2.087247	0.4892084	1.723327	0.1314667	0.3220626	1.675536	0.5651173
995	-45.7529	-34.1924	-11.5605	0.3488874	0.6440621	0.4790332	0.5196143	0.111189	2.087247	1.813416	2.610959	0.1314667	0.3212603	1.675536	0.8178427
996	-39.933	-31.5046	-8.42837	0.3488874	1.960355	0.4790332	0.5196143	0.5195841	0.4579915	0.1573178	1.039483	0.1314667	0.3212603	1.675536	0.8178427
997	-45.6375	-33.3494	-12.2882	0.9677013	2.842703	0.4790332	0.2838679	0.3968785	0.1613779	0.1573178	1.039483	0.2161746	0.2905984	1.675536	3.777488
998	-38.9549	-32.8192	-6.1357	0.6607736	0.3152593	1.050922	0.7864505	0.5502465	0.1613779	0.2606924	1.039483	0.2161746	0.2905984	0.68191	0.1218104
999	-37.4368	-30.3904	-7.04636	0.6607736	0.3152593	0.2920237	0.3469211	0.9300918	1.091667	0.3199646	1.039483	0.2448678	0.2905984	1.392901	0.1218104
1000	-41.468	-31.2048	-10.2632	0.1962559	0.8349235	0.2796287	0.258116	0.1972483	1.091667	0.6732132	1.039483	0.2448678	0.2905984	4.806804	0.3503442
1001	-44.7042	-31.5473	-13.1569	0.1962559	1.231529	0.4115679	0.258116	0.08381228	1.775925	0.6732132	1.039483	0.2448678	0.2905984	6.094673	0.8568417
1002	-44.2257	-29.4483	-14.7774	0.1962559	0.8289878	0.8376395	0.3194925	0.2375021	1.775925	0.6732132	1.039483	1.425207	0.492214	6.094673	0.8568417
1003	-43.9826	-28.9238	-15.0588	0.1962559	0.7339138	0.8376395	0.3356843	0.5977849	1.775925	0.6732132	1.039483	1.425207	0.492214	6.094673	0.8568417
1004	-42.5433	-28.9596	-13.5837	0.1962559	0.3135397	0.8376395	0.127978	0.4124661	1.762311	0.0251156	1.039483	1.425207	0.492214	6.094673	0.8568417
1005	-38.2462	-29.7114	-8.53477	0.1609264	0.3135397	0.4362653	1.159805	0.7264556	0.5482543	0.05830988	1.039483	1.425207	0.5292101	1.280468	0.8568417
1006	-41.9085	-28.4786	-13.4299	0.1609264	5.010673	0.4362653	0.7911721	0.9799739	1.580675	0.05830988	1.039483	1.425207	0.3948256	1.088815	0.4636224
1007	-50.4778	-29.559	-20.9188	0.1609264	6.070305	2.604643	1.446009	0.9799739	2.377658	0.239628	1.039483	0.8859317	0.699187	3.951435	0.4636224
1008	-47.2822	-30.9629	-16.3193	0.1609264	3.695759	3.523478	1.446009	0.9799739	0.8419797	0.08122339	0.7109835	2.071412	0.699187	0.5100484	1.598358
1009	-46.9758	-32.3612	-14.6146	0.7621585	5.855418	3.523478	0.475411	0.9799739	0.8419797	0.1098598	0.1025671	1.118435	0.2541522	0.5100484	0.08111652
1010	-39.0838	-28.6254	-10.4584	0.1156765	0.3873155	0.3388652	0.475411	0.8798386	1.213425	0.04267051	0.8672338	1.118435	0.4496884	0.9628754	3.606949
1011	-44.0381	-29.5119	-14.5261	0.1156765	1.67765	0.6162427	1.179675	2.004569	1.213425	0.009686716	1.076396	1.118435	0.9445694	0.9628754	3.606949
1012	-41.3941	-30.9859	-10.4082	0.7403639	1.67765	0.6162427	1.179675	0.6312853	1.213425	0.009686716	1.161658	0.6881668	0.9445694	0.372665	1.172831
1013	-37.6699	-31.2724	-6.39752	1.020721	0.3696652	0.6162427	1.179675	1.116539	0.5803825	0.009686716	0.3962116	0.3457186	0.2868198	0.372665	0.1031942
1014	-37.3479	-30.8141	-6.53379	0.1249381	0.3696652	0.7391207	0.8034392	0.2285316	0.5803825	0.2121915	0.3962116	0.3252555	0.328186	2.322678	0.1031942
1015	-46.263	-33.5376	-12.7253	1.822513	0.3696652	1.050078	0.5356141	0.5026004	3.370882	1.581258	0.3600177	0.3724392	0.1129552	2.322678	0.3246396
1016	-43.9506	-32.3274	-11.6232	0.942887	1.084521	1.050078	0.5356141	0.4640622	3.370882	0.4865785	0.5742089	2.057109	0.04304299	0.9678985	0.04634055
1017	-46.2386	-32.9533	-13.2853	1.560169	1.084521	1.48015	0.5356141	0.4640622	3.063397	0.4865785	0.3498782	3.654367	0.3547	0.1303415	0.1215291
1018	-41.9803	-31.9841	-9.99621	1.560169	0.2432671	1.007899	0.6880662	0.3743499	2.464971	0.9164928	0.9919788	1.093095	0.3547	0.2272024	0.07401989
1019	-44.8622	-33.2104	-11.6518	1.560169	0.4075004	2.188845	0.6269444	0.3543538	0.5228045	1.107908	2.751813	1.093095	0.7191337	0.1564658	0.1627783
1020	-47.484	-33.3831	-14.1009	1.560169	1.017737	2.188845	0.1817488	0.8669844	2.015019	1.107908	2.751813	1.093095	0.9695529	0.0532889	0.2947515
1021	-40.7014	-30.7395	-9.96188	0.2515839	0.6897453	0.3240255	0.1817488	0.8669844	2.015019	1.107908	1.449695	1.093095	0.9695529	0.2704122	0.7421055
1022	-41.5835	-30.3446	-11.2388	0.7126831	0.6897453	1.163953	0.3641058	0.8434911	2.015019	1.107908	0.3480613	1.093095	0.8550363	1.609278	0.4364533
1023	-41.4816	-30.1949	-11.2866	0.7126831	1.053119	0.5922342	0.3641058	0.8434911	2.015019	1.107908	1.192306	1.093095	0.2154784	1.609278	0.4879309
1024	-41.9411	-31.2156	-10.7255	0.7126831	0.1871652	0.3343608	1.534428	0.227363	2.015019	0.3924317	1.192306	1.100179	0.9323774	1.609278	0.4879309
1025	-42.074	-30.0343	-12.0397	1.338381	0.1871652	0.6801863	0.1832584	0.6191686	2.024532	0.6747632	0.4419846	2.356141	1.74915	1.297015	0.4879309
1026	-38.5964	-29.3763	-9.22011	0.2183038	0.198674	0.3881824	0.1832584	0.6191686	2.024532	0.1862166	0.4419846	2.356141	1.74915	0.4458336	0.4086611
1027	-37.9007	-29.0128	-8.8879	0.5669981	0.198674	0.3881824	0.1832584	0.7448988	1.269129	0.1862166	1.467771	0.9167871	1.74915	0.5946181	0.6222179
1028	-38.7086	-30.464	-8.24465	0.5669981	0.2104428	0.1147167	0.6119096	0.7448988	0.414578	0.1862166	1.467771	0.3681134	1.71985	0.5946181	1.244536
1029	-38.5884	-29.3117	-9.27672	0.5669981	0.4845561	0.1147167	0.6119096	0.7448988	0.906955	0.1862166	1.467771	0.6336919	1.71985	0.5946181	1.244536
1030	-46.4011	-32.9681	-13.4329	0.5669981	0.4845561	0.175511	0.691024	3.16964	1.804088	0.1862166	2.162192	0.6336919	1.71985	0.5946181	1.244536
1031	-40.7766	-29.5229	-11.2538	0.5669981	0.4845561	0.275747	0.691024	1.311202	1.804088	0.3029648	0.7205922	0.6336919	1.557409	0.6405849	2.264934
1032	-39.4321	-29.9511	-9.48102	0.5669981	0.4845561	0.5088724	0.691024	1.311202	1.037523	0.3029648	0.9722266	0.619362	0.3035076	0.7769103	1.905869
1033	-38.5782	-31.2684	-7.30979	0.2677743	0.4845561	0.4586896	0.691024	0.3350254	1.036469	0.9825899	1.358059	0.619362	0.09621263	0.7769103	0.203117
1034	-41.6783	-30.8054	-10.8729	1.099034	1.177922	0.506272	0.691024	0.2052635	1.036469	0.4219409	1.493751	1.835523	0.2843423	1.918199	0.203117
1035	-41.9538	-30.2701	-11.6837	0.2638403	0.6229853	0.3857331	0.2115423	0.2052635	2.130981	0.4219409	1.493751	3.37628	0.4500226	1.918199	0.203117
1036	-42.1141	-28.7727	-13.3414	0.2638403	0.5150609	0.2408484	0.4204169	0.6805748	2.130981	0.4219409	2.460008	3.37628	0.4500226	1.757858	0.623608
1037	-43.5707	-29.0917	-14.479	0.2638403	0.5150609	0.6979153	0.4204169	0.6541242	2.130981	1.128733	2.460008	3.37628	0.4501469	1.757858	0.623608
1038	-38.6655	-30.4579	-8.20765	0.2638403	0.6362846	0.6979153	0.4204169	0.6541242	0.5282683	0.01950115	0.4461407	0.4569245	0.4501469	3.113644	0.5204444
1039	-40.9864	-28.9411	-12.0453	0.03767535	0.904039	0.7891561	0.4204169	0.6541242	1.762549	0.0462272	2.136527	0.4728171	0.4501469	3.113644	1.257928
1040	-41.0321	-31.511	-9.52117	0.03767535	0.4312618	0.7891561	0.06629859	1.000579	1.762549	0.0462272	0.1767678	0.4728171	1.349404	3.113644	0.2747892
1041	-39.4878	-31.2432	-8.24463	0.3329245	0.1686019	0.9062187	0.8916545	0.9297944	1.762549	0.0462272	0.2711191	1.624777	0.9729057	0.06631474	0.2715416
1042	-38.9127	-30.6333	-8.27945	0.3329245	2.073504	1.2509	0.4878095	0.9297944	1.119993	0.1644992	0.3715706	0.6229621	0.5081483	0.1458003	0.2715416
1043	-38.7781	-30.1001	-8.67795	0.2420471	2.073504	1.2509	0.1469671	0.9297944	1.119993	0.2074223	0.6018401	1.270731	0.4207445	0.3731054	0.04090479
1044	-38.5805	-31.3907	-7.18981	0.9966876	2.073504	0.2157266	0.1469671	0.1499736	0.934306	0.2699265	0.6018401	1.270731	0.09846739	0.3731054	0.05857029
1045	-41.5544	-31.3566	-10.1978	0.3767585	2.073504	0.6414544	0.8015331	0.8578118	1.435934	0.7167331	0.6018401	0.43061	0.06954006	2.074561	0.117508
1046	-39.7035	-31.2218	-8.48177	0.7219178	0.376585	0.6414544	0.7653345	0.1522782	1.435934	0.7167331	0.6018401	0.8062839	0.1149324	2.074561	0.07391539
1047	-40.318	-32.9387	-7.3793	0.7219178	0.376585	0.4440056	0.7653345	0.08958856	1.435934	1.512564	0.6018401	0.8062839	0.2577261	0.2849477	0.08257792
1048	-42.6334	-31.5058	-11.1277	0.5033298	1.423219	1.827449	0.7653345	0.9446592	1.435934	1.512564	0.5460622	1.41263	0.2577261	0.380269	0.1184824
1049	-42.7631	-31.5161	-11.2469	0.5033298	1.423219	0.3530541	0.7653345	0.4835864	1.435934	1.435895	2.541559	1.41263	0.393644	0.380269	0.1184824
1050	-44.6942	-32.0122	-12.6821	0.5033298	1.423219	0.3530541	0.7653345	0.4835864	0.4110124	0.5524406	1.039534	6.166401	0.3428515	0.380269	0.2610604
1051	-50.1535	-32.7618	-17.3918	0.5033298	1.423219	0.6830564	0.7653345	0.4835864	4.742023	3.527511	1.039534	3.473046	0.3428515	0.278187	0.1300773
1052	-43.3663	-32.3595	-11.0068	0.5033298	0.3022605	0.6830564	0.2142455	0.4835864	1.07592	3.527511	1.039534	2.024715	0.3428515	0.6869157	0.1229088
1053	-45.5776	-30.9414	-14.6362	1.198649	0.4395144	0.6830564	0.4013201	0.4835864	0.4818721	0.469296	4.736438	2.024715	1.154251	2.440613	0.1229088
1054	-44.6964	-30.6338	-14.0625	2.690325	0.4395144	0.6830564	1.090971	0.502376	0.4818721	0.469296	0.7529339	2.271543	1.850032	2.3785	0.4521013
1055	-45.2331	-31.6261	-13.607	2.690325	1.234637	0.6830564	0.3011861	0.502376	0.8979601	0.7990946	0.8122702	2.271543	1.850032	1.356543	0.2079518
1056	-49.9468	-31.9414	-18.0053	3.018481	1.234637	0.6830564	1.315099	0.502376	3.874358	0.7990946	0.8122702	1.850427	1.547727	0.4421469	1.925659
1057	-46.9246	-31.2983	-15.6263	1.056337	1.234637	0.2161139	1.315099	3.158483	1.703296	0.6251299	0.8122702	1.850427	1.547727	0.1810729	1.925659
1058	-45.8348	-32.7688	-13.066	0.4779681	1.234637	1.297357	0.3595676	0.2475532	0.4193218	0.6251299	0.8579162	3.89208	1.547727	0.1810729	1.925659
1059	-43.4661	-32.5912	-10.8749	0.3562282	0.08745539	1.072867	0.3595676	0.09692326	0.4423445	0.1798469	1.012884	3.61228	1.547727	0.1810729	1.925659
1060	-45.8529	-34.4416	-11.4113	0.6517676	0.08745539	0.9562243	0.1501813	0.2279873	0.4423445	0.7122144	1.012884	3.61228	1.547727	0.049935	1.960329
1061	-42.9256	-32.2096	-10.716	1.838683	0.05243564	0.9562243	1.233852	0.5585043	0.4423445	0.7122144	1.012884	2.622658	0.6496405	0.5239187	0.1125939
1062	-45.678	-31.5967	-14.0814	2.916786	0.9427321	0.9562243	1.624868	0.4191696	2.733624	0.7122144	0.5590047	0.4946386	0.9514007	1.361375	0.4093148
1063	-45.4628	-29.1188	-16.344	2.916786	0.3913261	1.156468	0.5015127	0.7756765	0.7985799	0.1197589	0.8413369	2.426293	1.574509	4.244841	0.5968796
1064	-48.4186	-33.0477	-15.3708	0.1276598	0.3913261	1.237685	0.5015127	1.214108	0.7985799	2.530336	0.8413369	1.512857	1.574509	0.4640334	4.176897
1065	-46.424	-31.4336	-14.9904	0.6635204	2.174192	1.190133	0.854959	1.214108	0.7985799	0.2441129	0.8413369	1.876286	1.574509	3.1651	0.3935921
1066	-45.5256	-30.8199	-14.7057	0.0887184	2.174192	0.58712	0.8578547	1.214108	0.7985799	0.2441129	2.798307	1.876286	0.04207537	3.855505	0.1688811
1067	-45.9859	-31.6814	-14.3045	1.10793	1.863798	0.4779488	0.8578547	1.214108	2.049228	0.1467896	1.360114	0.2270949	0.0254514	3.855505	1.118675
1068	-41.8417	-31.715	-10.1268	1.10793	1.378544	0.3360585	0.598113	0.3909784	2.049228	0.322641	1.360114	1.008795	0.0254514	1.393117	0.1557893
1069	-43.3823	-30.5258	-12.8565	0.3055544	1.032575	0.5320201	0.5412442	0.8315449	2.049228	0.04149151	0.3846609	1.008795	0.0254514	4.700205	1.403731
1070	-46.3028	-30.7257	-15.577	0.3055544	2.003885	0.4425531	0.5412442	1.758716	2.049228	0.04149151	3.283647	1.166333	0.02940741	3.348025	0.6069486
1071	-42.072	-30.6611	-11.411	0.2862273	0.824301	0.4425531	0.229631	1.805811	2.049228	0.04149151	1.081438	1.080955	0.02442869	3.39913	0.1457662
1072	-37.3996	-30.8532	-6.54639	0.2862273	0.824301	0.4425531	0.229631	0.485529	0.3396206	0.1018647	1.081438	1.080955	0.04203726	0.8742524	0.7579775
1073	-39.6128	-31.8616	-7.75118	0.1328445	2.745929	0.513651	0.05320617	0.5975287	0.3396206	0.1018647	0.8534126	0.7388589	0.04203726	0.8742524	0.7579775
1074	-38.9071	-32.4044	-6.5027	0.6038439	0.1625104	0.1860881	0.04143675	1.051738	0.3396206	0.1018647	1.656059	0.1516132	0.3082174	1.141728	0.7579775
1075	-40.4613	-30.8998	-9.56152	0.696461	3.455086	0.1860881	0.1208642	0.4755426	0.3396206	0.106384	1.656059	0.1550299	0.470679	1.141728	0.7579775
1076	-41.1718	-31.9129	-9.25896	0.1229227	3.902148	0.3439991	0.4968479	0.07099623	0.3396206	0.106384	1.656059	0.1550299	0.470679	0.5097145	1.08456
1077	-39.3617	-31.096	-8.2657	1.304279	0.591204	0.3439991	0.4968479	0.389322	0.2358973	0.106384	1.656059	0.6548206	0.470679	0.9316521	1.08456
1078	-40.8783	-30.7279	-10.1504	0.2940491	0.8924211	0.5964863	0.4968479	0.5149707	0.1302751	0.147395	1.656059	2.704354	0.1232992	1.547964	1.046293
1079	-41.3671	-30.9605	-10.4066	0.2940491	2.146498	0.4381625	0.4968479	0.3455346	0.9907956	0.1367305	1.072948	2.704354	0.0279004	1.547964	0.2048181
1080	-41.4018	-31.4727	-9.92907	0.2940491	2.027198	1.48052	0.4968479	0.3455346	1.87146	0.01995541	1.072948	0.3209161	0.2468547	1.547964	0.2048181
1081	-42.1771	-31.2939	-10.8832	0.3674066	2.027198	1.48052	0.784324	0.8055958	1.87146	0.8964071	1.072948	0.3209161	0.2468547	0.6013508	0.4081899
1082	-41.6473	-29.7817	-11.8656	0.3674066	0.5379853	1.48052	0.1085985	1.930476	1.608534	0.1352068	0.4316404	2.277843	0.6249471	1.954254	0.4081899
1083	-42.0217	-31.9596	-10.0621	0.3674066	0.1485786	1.620383	0.4772058	1.216328	1.0901	0.1352068	2.461195	1.460659	0.6249471	0.05193802	0.4081899
1084	-38.3558	-29.7958	-8.56003	0.2779035	0.4165178	1.620383	0.4772058	0.3725395	1.0901	0.3764283	0.333174	1.460659	0.9366156	0.4653657	0.7331372
1085	-38.9786	-29.0427	-9.93594	0.4264215	0.4165178	0.06704126	0.4772058	0.4788862	1.720341	0.3582315	0.4393413	2.821159	0.9366156	0.8036441	0.9905346
1086	-41.0019	-29.7431	-11.2588	0.4726483	0.4165178	0.2267896	0.4772058	0.4788862	0.8349251	1.204136	1.136314	2.821159	0.9366156	0.8036441	1.449969
1087	-37.8167	-29.1754	-8.64133	0.4726483	0.7682142	0.2267896	0.6836432	0.4788862	0.8387187	0.01966844	1.192599	0.4839501	0.9366156	1.089632	1.449969
1088	-40.5683	-29.0551	-11.5132	0.205003	0.2321569	2.478321	0.6836432	0.4788862	0.8387187	0.2356291	1.192599	0.7205689	1.767443	1.230216	1.449969
1089	-40.212	-29.2392	-10.9728	0.1087614	1.494951	1.808151	0.6836432	0.4788862	0.8387187	0.2356291	1.192599	0.9301643	1.767443	0.8515687	0.5823062
1090	-38.4481	-29.273	-9.17505	0.1087614	2.579125	0.4759768	0.6836432	0.9665611	0.8387187	0.2356291	1.040345	0.485754	0.3266612	0.8515687	0.5823062
1091	-40.3504	-29.4312	-10.9192	1.946822	0.4284775	0.4759768	0.6836432	1.836719	0.8845744	0.1025062	1.040345	1.230178	0.8560446	0.8515687	0.5823062
1092	-40.3344	-29.6295	-10.7049	0.1822824	2.927505	0.3773649	0.6836432	1.836719	0.6042295	0.05964107	0.5876621	1.424739	0.5091511	0.9296712	0.5823062
1093	-40.4959	-29.0937	-11.4022	0.1822824	0.222572	1.212105	0.7005986	0.9866015	2.006757	0.4773792	0.2575372	1.424739	0.5091511	1.902295	1.520158
1094	-46.0336	-27.9428	-18.0908	0.1822824	2.139524	0.3312077	0.7005986	1.608719	2.006757	0.03240532	2.430549	1.424739	2.246954	3.466908	1.520158
1095	-46.1447	-31.1568	-14.9879	2.656978	0.2821167	0.3926067	1.674323	1.608719	2.006757	0.7903684	2.182543	1.424739	0.2202059	0.5490594	1.199449
1096	-44.1703	-31.6673	-12.503	0.5483226	2.97532	0.3926067	0.6399314	1.608719	1.626442	1.503378	0.2119548	1.424739	0.5794374	0.5490594	0.4431056
1097	-50.0903	-30.2405	-19.8499	0.5483226	2.97532	0.3926067	0.6399314	1.608719	5.020826	1.503378	0.6215884	4.34868	0.5794374	1.167964	0.4431056
1098	-40.1836	-30.6466	-9.53696	0.5483226	0.620977	0.3926067	0.7801778	0.4874149	1.510505	1.503378	0.9294542	1.004352	0.8005657	0.5160958	0.4431056
1099	-40.2598	-29.9151	-10.3447	0.5483226	0.620977	0.8767542	0.2867694	1.041923	1.510505	0.117146	1.951821	1.261948	0.8005657	0.5160958	0.8118273
1100	-39.3027	-30.8816	-8.42113	1.16653	0.5350974	0.4308771	0.2250853	0.496496	0.3398387	0.008699443	1.951821	1.261948	0.9437493	0.2491585	0.8118273
1101	-37.4076	-30.4848	-6.92282	0.2115262	1.398847	0.0655032	0.2596277	0.2782936	0.5890311	0.008699443	1.951821	1.261948	0.6622175	0.2189487	0.0163527
1102	-36.817	-31.8128	-5.0042	0.7889622	1.398847	0.2772132	0.2596277	0.2782936	1.183801	0.008699443	0.2826671	0.2839532	0.07644241	0.1076717	0.05802262
1103	-37.479	-31.9372	-5.54185	0.9313043	1.398847	0.2772132	0.2596277	0.2782936	0.2265022	0.008699443	1.034265	0.4858951	0.07058245	0.3413091	0.229307
1104	-40.9315	-31.9233	-9.00823	0.9313043	1.398847	0.1187628	0.2596277	0.2782936	0.784021	1.03602	1.034265	0.4858951	0.3912122	0.6932041	1.596771
1105	-40.2009	-32.3567	-7.84421	0.9313043	1.398847	0.1187628	0.2180556	1.508179	0.784021	0.04243173	1.034265	0.8377541	0.1130033	0.1110886	0.7464967
1106	-38.9088	-32.8389	-6.06992	0.9313043	1.398847	0.1187628	0.2180556	0.2812241	0.784021	0.0366698	0.1363681	1.255487	0.1130033	0.1110886	0.685085
1107	-40.7378	-30.0931	-10.6447	0.686332	0.2147229	0.7906339	1.082931	1.472073	0.5998936	0.0366698	0.8941422	1.159125	0.1130033	3.052229	0.5429537
1108	-43.9978	-29.9127	-14.0851	0.686332	0.2147229	1.168515	1.082931	1.472073	0.5998936	0.4963776	1.868665	1.159125	0.4755579	2.677637	2.183237
1109	-48.0458	-28.6716	-19.3742	0.686332	0.3937119	0.8319347	1.082931	1.152925	3.997103	0.4963776	1.878586	1.988054	2.005339	2.677637	2.183237
1110	-46.0954	-29.341	-16.7544	1.7247	0.277994	0.3694199	1.082931	1.152925	0.565957	0.4963776	1.878586	1.988054	2.137925	2.896315	2.183237
1111	-42.7702	-30.1773	-12.5929	1.7247	0.277994	0.3694199	0.8370579	0.7034248	1.872578	0.4963776	1.878586	1.557322	2.137925	0.329715	0.4078259
1112	-44.6457	-31.2616	-13.3841	1.7247	0.277994	3.166966	0.4605882	0.7034248	0.4892968	0.4963776	1.878586	1.557322	2.137925	0.1896267	0.3012816
1113	-44.7423	-31.2202	-13.5221	1.7247	0.277994	1.689562	0.4605882	0.9549148	2.758006	0.2450894	1.63443	0.6467235	2.137925	0.1896267	0.8025322
1114	-40.7091	-29.9372	-10.7719	0.1929184	0.6174545	1.301942	0.26888	0.9549148	1.186255	0.2450894	0.7982373	0.6467235	2.240311	1.516605	0.8025322
1115	-40.2079	-32.6453	-7.56265	0.8004763	0.6174545	0.3604429	0.26888	0.1046727	1.186255	0.2450894	0.7982373	0.6467235	2.240311	0.1886158	0.1054913
1116	-39.0478	-32.3497	-6.69811	0.8004763	0.6174545	0.421087	0.07719536	0.0905589	1.186255	0.2118076	0.7982373	0.6467235	1.454487	0.2360662	0.157766
1117	-37.7561	-30.2456	-7.51053	0.8004763	0.6174545	0.4390982	0.2650101	0.3399683	1.738434	0.3349361	0.7982373	0.6467235	0.174504	0.9612094	0.3944779
1118	-43.0188	-30.6658	-12.353	0.8004763	2.344208	0.2788477	0.2739257	0.3340804	1.738434	1.214224	1.602974	1.085499	0.174504	2.111347	0.3944779
1119	-42.1621	-31.0967	-11.0654	0.8004763	2.344208	0.08267171	0.9404053	0.3340804	0.4511846	1.214224	0.7856569	1.347287	0.2771489	2.111347	0.3767446
1120	-42.7431	-31.8855	-10.8576	0.8004763	2.344208	0.08267171	0.1935157	0.6300348	1.65238	1.214224	0.2724744	1.347287	0.05085527	0.7862567	1.483261
1121	-38.8469	-29.8365	-9.01042	0.7267753	1.684725	0.08267171	0.7277012	0.6300348	0.6719919	0.2013964	0.2724744	1.233442	0.6146614	0.7862567	1.378287
1122	-38.3832	-29.5371	-8.84612	0.0882803	1.684725	0.1913252	0.2098302	0.6300348	0.6978392	0.2013964	0.2724744	1.233442	0.4320292	0.396664	2.808077
1123	-39.8756	-30.702	-9.17364	1.418754	1.518875	0.1631227	0.1774108	1.237932	1.371095	0.1440501	0.2724744	0.9640559	0.8303404	0.396664	0.678868
1124	-46.5311	-31.5847	-14.9464	1.418754	1.518875	3.844071	0.3568257	0.3702223	1.371095	0.4312045	0.2724744	1.587943	0.8303404	2.265733	0.678868
1125	-52.8288	-33.347	-19.4818	1.352928	3.47433	3.934743	1.331627	0.3702223	2.850197	0.4312045	0.05698014	2.512228	1.217731	1.270693	0.678868
1126	-47.3941	-32.5756	-14.8184	0.517533	3.47433	3.934743	1.331627	0.3702223	1.11226	0.5590163	0.4041564	0.2556381	0.9093491	1.270693	0.678868
1127	-44.3217	-31.9679	-12.3538	1.138589	0.1515913	3.934743	0.1623306	0.3775106	1.11226	1.094984	1.076707	0.346144	1.009366	1.270693	0.678868
1128	-41.6899	-31.7555	-9.9344	0.3558539	0.1515913	3.934743	0.1723903	0.3525867	1.11226	0.08352003	1.076707	0.04372718	1.009366	1.270693	0.3709582
1129	-41.5677	-30.2547	-11.313	0.3558539	0.2362863	0.2224674	0.1139451	1.228231	1.11226	0.08352003	1.001153	0.154613	1.403484	2.029619	3.371556
1130	-43.8713	-31.5745	-12.2968	0.1003532	1.862841	0.2224674	0.07250621	1.228231	2.163159	0.08352003	1.001153	0.154613	1.403484	0.6329282	3.371556
1131	-43.0844	-29.3376	-13.7467	1.583514	0.9590557	0.2224674	0.285499	0.9767919	0.9348997	0.01118858	2.39631	0.7744612	0.8998162	1.331182	3.371556
1132	-47.1981	-32.0059	-15.1922	1.583514	0.9590557	0.2224674	0.5128638	0.2831936	0.3426726	0.9341303	2.39631	0.7744612	0.8998162	2.912145	3.371556
1133	-47.7812	-30.0386	-17.7427	0.5424512	2.266751	0.2224674	0.5128638	0.4448765	1.071263	0.9341303	2.024327	0.4967051	1.709239	5.11321	2.404409
1134	-46.7438	-31.2768	-15.467	0.1837255	2.266751	0.3012638	0.5128638	0.4448765	0.9990774	0.9341303	1.323388	0.4967051	1.709239	5.11321	1.181735
1135	-41.6947	-30.7783	-10.9164	0.1837255	2.266751	0.3082873	1.825784	0.4448765	0.9990774	0.1311361	0.4536546	0.6084343	0.5513363	2.294943	0.8483796
1136	-46.4077	-30.948	-15.4598	0.1837255	0.3686823	2.232631	1.825784	0.4448765	0.9990774	0.5697689	1.519916	0.6084343	0.5513363	5.307147	0.8483796
1137	-41.2181	-31.9143	-9.30386	1.665641	0.6685716	2.232631	0.6115205	0.3654524	0.5594578	0.5697689	0.4225097	0.6084343	0.5513363	0.7208367	0.3277
1138	-40.0988	-30.9065	-9.19221	0.7103061	0.1621732	3.313854	0.6115205	0.1702002	0.5594578	0.5697689	0.8392764	0.6084343	0.5878899	0.5690255	0.4903047
1139	-41.1616	-32.4282	-8.7334	0.7103061	0.04874159	0.3233315	0.5406498	1.634954	0.5594578	0.5697689	0.4211372	2.239735	0.7279556	0.5690255	0.3883376
1140	-41.1021	-30.0225	-11.0797	1.986255	0.3671667	0.3233315	0.5406498	1.634954	0.5594578	0.3395073	1.380336	0.738761	0.7279556	1.536816	0.9444609
1141	-41.3931	-31.1147	-10.2784	0.09140263	0.3671667	2.715639	0.5406498	1.634954	0.5594578	0.3395073	1.017416	0.1706107	0.7279556	1.536816	0.5767925
1142	-44.0518	-30.5085	-13.5433	0.3073088	0.7842051	2.715639	1.590407	0.8385557	1.034723	1.328835	1.017416	1.084612	0.7279556	1.536816	0.5767925
1143	-44.5524	-31.462	-13.0904	0.3073088	0.7842051	1.566973	1.590407	1.308892	1.118658	1.328835	1.200135	0.6347939	0.7279556	0.6053436	1.916859
1144	-43.2155	-31.0434	-12.172	0.3073088	1.066934	1.566973	1.491588	0.5379082	1.118658	1.387469	1.200135	0.6347939	0.7758807	1.758932	0.3254603
