Iteration	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
2934	-44.1698	-29.6884	-14.4814	0.6627711	2.066118	0.5288951	1.539637	0.9336864	1.292797	0.3373339	1.072586	0.6787398	0.8723696	2.757968	1.738512
2935	-42.5045	-30.1943	-12.3102	0.6627711	2.862952	0.1962028	0.3816882	2.266876	1.632752	0.3373339	0.4601849	0.6787398	0.8723696	1.367288	0.5910409
2936	-45.8813	-29.3715	-16.5098	0.6627711	2.862952	0.09150068	1.290093	2.266876	1.632752	0.1951219	1.081046	2.022277	2.585164	1.018241	0.8009646
2937	-40.7474	-30.3288	-10.4187	0.2856051	1.026438	0.09150068	0.4455546	1.44661	1.632752	0.04968438	0.4303338	0.427114	3.159102	0.6230049	0.8009646
2938	-52.1656	-31.9121	-20.2534	0.2856051	2.232829	0.6983593	4.109813	1.280789	1.632752	0.09064613	3.811501	0.6084176	3.45634	1.245428	0.8009646
2939	-52.3433	-32.991	-19.3523	0.2033578	3.060907	1.013538	4.109813	0.8897306	2.037306	0.3097129	3.811501	0.1064354	1.763609	1.245428	0.8009646
2940	-51.5168	-32.3027	-19.2141	0.885412	3.060907	1.013538	4.109813	0.5664876	3.043977	1.241813	0.5528514	1.082484	1.763609	1.092246	0.8009646
2941	-49.8671	-29.7185	-20.1486	0.885412	2.467891	1.179748	1.089706	0.4998718	2.252799	1.241813	2.324978	3.583732	1.763609	1.529034	1.329989
2942	-45.9784	-29.133	-16.8455	1.14819	2.467891	0.2749366	0.361759	0.7767839	1.090413	0.6601526	2.324978	3.583732	1.763609	1.529034	0.8639845
2943	-48.1303	-29.2939	-18.8364	1.14819	2.467891	0.2749366	1.382007	0.7767839	1.090413	0.1355344	2.324978	3.583732	1.788539	1.915109	1.948277
2944	-50.0509	-31.8548	-18.196	1.55715	1.753752	1.100907	1.382007	0.2707952	1.090413	0.1355344	2.324978	3.583732	0.9504537	2.098051	1.948277
2945	-44.5908	-31.2884	-13.3024	1.55715	1.753752	1.100907	0.4209527	0.352617	0.9249738	0.6921505	1.444052	2.873339	0.9504537	0.5923131	0.6397215
2946	-41.4554	-29.7229	-11.7324	0.1172392	1.43384	1.100907	0.6723966	0.3949217	0.9249738	1.286301	1.444052	1.548675	0.9504537	1.026304	0.832347
2947	-41.0704	-30.0497	-11.0207	0.08742927	1.295991	0.2136263	0.3163298	1.762395	0.9249738	1.286301	0.6747464	1.548675	0.9504537	1.127458	0.832347
2948	-37.7291	-28.527	-9.20217	0.07274639	0.5149447	0.3705225	0.2518002	1.762395	0.9471715	0.08342263	0.6747464	1.548675	0.9504537	1.192942	0.832347
2949	-37.7283	-29.1983	-8.52998	0.1875604	0.5149447	0.328225	0.2518002	1.762395	0.9471715	0.08342263	0.9142833	0.5644313	0.9504537	1.192942	0.832347
2950	-43.8029	-30.1476	-13.6553	1.498161	1.003804	0.328225	0.2518002	1.762395	0.9471715	0.1102845	3.425759	2.069302	0.9504537	0.3692875	0.9386412
2951	-44.9118	-31.1174	-13.7944	1.498161	1.003804	1.086538	0.1731451	0.5978985	1.318042	0.1102845	3.425759	2.069302	0.6042057	0.9686262	0.9386412
2952	-41.3657	-30.0128	-11.3529	0.3457281	1.003804	1.086538	0.1970196	0.5978985	0.07743152	0.03790447	3.425759	2.069302	0.6042057	0.9686262	0.9386412
2953	-46.8224	-33.798	-13.0245	0.3457281	1.003804	0.5567617	1.112181	1.04505	0.06728475	0.8942306	3.425759	2.069302	0.5971131	0.9686262	0.9386412
2954	-44.9309	-34.1875	-10.7433	0.3901231	0.9123958	0.5567617	0.4337496	1.04505	0.06728475	0.8942306	3.425759	1.143517	0.6773679	0.9686262	0.2284692
2955	-42.4895	-32.2397	-10.2498	0.2535724	2.197193	0.5146074	0.4337496	1.04505	0.06728475	0.3113184	0.3548919	1.143517	0.6773679	0.9686262	2.282635
2956	-43.2021	-29.3387	-13.8634	0.2143619	0.7378757	0.5146074	0.3029277	1.991062	1.853328	0.3113184	0.3548919	1.436425	0.6773679	3.186626	2.282635
2957	-42.7073	-29.1147	-13.5925	0.5965069	0.4147161	0.5146074	0.5366664	1.991062	1.853328	0.6326168	0.3548919	1.4412	0.6773679	3.186626	1.392943
2958	-40.8429	-30.4095	-10.4334	0.1643168	1.028603	2.258482	0.5366664	0.254924	1.853328	0.6326168	0.4829895	1.4412	0.6773679	0.4639875	0.6389154
2959	-40.107	-30.4052	-9.70186	0.1643168	0.3960748	1.098893	0.5366664	0.8839087	1.853328	0.4772002	2.262218	0.9448295	0.6773679	0.3184484	0.08861044
2960	-41.9836	-30.4004	-11.5833	0.09873367	0.3960748	3.199218	0.5366664	1.585586	1.948243	0.4772002	1.148959	0.3266119	0.6773679	0.494502	0.694102
2961	-44.808	-31.0904	-13.7176	0.09873367	3.633364	3.199218	0.6599906	0.6833993	1.948243	0.2601357	1.148959	0.2618728	0.6773679	0.2170291	0.9292703
2962	-39.8858	-31.0598	-8.82605	0.0299126	0.570028	3.199218	0.6599906	0.3079705	0.6852667	0.2387306	1.148959	0.1623078	0.6773679	0.2170291	0.9292703
2963	-36.4738	-31.7302	-4.74362	0.0258287	0.570028	0.3085384	0.6599906	0.2532683	0.3092922	0.2387306	1.148959	0.1290762	0.6773679	0.3119778	0.1105578
2964	-40.2662	-32.8285	-7.43774	1.042291	0.570028	0.6704265	0.6599906	0.4319894	0.3092922	0.4283105	0.5001831	0.7192241	0.6773679	0.3119778	1.116658
2965	-39.6152	-31.5532	-8.06199	1.042291	0.1906533	0.2488717	0.497465	1.159466	0.2166281	0.4283105	0.5001831	1.732201	0.6773679	0.2518977	1.116658
2966	-40.9799	-34.0963	-6.88363	0.3587073	0.8381925	0.1955827	0.497465	0.2527746	0.1782966	1.178309	0.5001831	0.8381941	0.6773679	0.2518977	1.116658
2967	-40.4272	-29.395	-11.0322	0.08637745	4.565996	0.1921531	0.6262214	0.2527746	0.4902326	0.04492062	0.5001831	0.5273506	1.218728	1.410625	1.116658
2968	-44.5646	-29.0106	-15.554	0.03082973	4.565996	0.5022716	0.4940133	0.8836189	1.920746	0.03513782	2.702683	0.5273506	1.218728	1.555945	1.116658
2969	-42.9554	-30.1576	-12.7978	0.06130238	4.565996	1.021691	0.4940133	0.6068228	1.278247	0.006408335	0.183445	0.5273506	1.989293	0.946615	1.116658
2970	-39.992	-29.0044	-10.9877	0.06130238	4.565996	0.5349597	0.4940133	0.6068228	0.9133815	0.03864206	1.188406	0.2767456	0.4400249	0.946615	0.9207675
2971	-38.8363	-29.248	-9.58823	0.126963	0.6895325	1.128609	0.4940133	0.2798284	1.036495	0.569157	1.188406	2.38239	0.4400249	0.8130742	0.4397412
2972	-42.7686	-30.3801	-12.3885	0.3649807	3.036391	0.9998518	0.4593023	0.1366536	1.036495	1.091189	1.188406	2.38239	0.4400249	0.8130742	0.4397412
2973	-40.7881	-29.8259	-10.9622	0.3649807	1.147887	0.3700034	0.4593023	1.108958	1.159671	0.5920205	3.092601	1.102166	0.4400249	0.6994405	0.425189
2974	-40.6223	-28.6852	-11.9371	0.3649807	1.670841	0.3700034	0.4593023	1.108958	1.159671	0.4069461	1.244588	1.102166	0.3593227	2.275897	1.414431
2975	-40.4854	-28.2534	-12.232	0.128287	1.670841	0.7053673	0.6638824	1.041201	2.008808	0.164622	1.244588	1.102166	0.3593227	2.275897	0.8670385
2976	-41.786	-28.8532	-12.9328	0.1935149	0.4209342	0.7053673	0.6638824	1.965534	1.264653	0.5205725	1.990217	1.561345	0.3593227	2.420454	0.8670385
2977	-41.15	-28.4811	-12.6689	0.2573084	0.4209342	0.7053673	0.6638824	0.5761978	1.522437	0.5205725	1.990217	1.561345	1.46136	2.198386	0.7908758
2978	-39.1968	-28.7691	-10.4277	0.2573084	0.3068915	0.7053673	0.5856977	0.9115905	1.522437	0.09283216	1.990217	1.911539	0.9157491	0.4372235	0.7908758
2979	-44.4387	-30.4642	-13.9746	0.2573084	0.1248886	0.7053673	0.5856977	0.778502	0.7168896	0.24335	1.990217	5.978578	0.9157491	1.517534	0.1604714
2980	-39.3908	-30.0208	-9.37002	0.2573084	1.135272	0.8276155	0.5856977	0.3604668	1.921063	0.24335	1.387299	0.8282721	0.1355751	1.517534	0.170564
2981	-39.2381	-30.9485	-8.28953	0.2573084	0.2565887	1.550227	0.3118527	1.10679	1.921063	0.8476247	0.3183683	0.8282721	0.1355751	0.5852981	0.170564
2982	-46.114	-32.1277	-13.9863	0.6178711	0.2565887	1.550227	0.2390921	1.582172	1.921063	0.8476247	1.133705	0.2879222	1.351189	0.5834845	3.615386
2983	-41.3343	-32.3484	-8.98588	0.6178711	0.739678	2.125866	0.2390921	1.537975	0.8697502	0.8476247	0.4587241	0.2503628	0.371882	0.5834845	0.3435709
2984	-46.0038	-32.956	-13.0478	0.6178711	0.739678	0.1829029	0.2390921	1.537975	0.7868161	0.8476247	0.4587241	0.09013464	0.371882	4.611874	2.563175
2985	-43.5348	-31.4705	-12.0643	0.3466283	0.1101566	0.1829029	0.7441508	0.252367	1.467334	0.8476247	0.4625561	0.729052	0.4940212	3.864356	2.563175
2986	-39.1938	-29.7229	-9.47092	0.3466283	0.02583707	2.153012	0.3248719	0.3395052	1.467334	0.1268337	0.4625561	0.6447649	0.4940212	0.5223802	2.563175
2987	-42.0171	-32.3707	-9.6464	0.3466283	0.1779048	2.138209	0.3248719	1.089889	0.3891267	0.08932187	0.05512322	0.6447649	1.120762	0.7066215	2.563175
2988	-42.8175	-31.9182	-10.8993	0.3466283	0.1779048	2.138209	0.5428942	1.089889	2.139093	0.08932187	0.07126162	0.7247339	0.8173889	0.3085261	2.453456
2989	-50.1181	-33.5297	-16.5884	0.3466283	1.80285	3.48184	1.527678	1.089889	2.139093	0.8167336	0.07126162	0.9994519	0.05175653	1.807745	2.453456
2990	-50.6793	-35.172	-15.5073	0.3466283	1.80285	1.710968	1.117072	1.089889	2.139093	1.994509	0.01948535	0.9994519	0.05175653	1.807745	2.427812
2991	-44.9261	-32.7055	-12.2207	0.6071502	1.80285	1.007384	0.6900875	1.089889	2.112093	0.4588914	0.01948535	0.9994519	0.3600897	1.685744	1.387541
2992	-45.1395	-33.7142	-11.4253	0.3560536	1.128917	0.5513766	0.2972806	1.089889	2.112093	0.4588914	0.01757899	0.9994519	2.749685	0.9152438	0.7488547
2993	-42.2347	-31.5472	-10.6875	0.811328	0.4688744	0.5121261	1.787078	1.089889	2.112093	0.1390836	0.05579454	0.9994519	0.7116346	1.463181	0.5369534
2994	-51.0319	-34.8925	-16.1394	0.8079263	0.8596014	5.112772	1.787078	0.8393994	3.235115	0.3591744	0.006635161	0.8749697	0.7116346	1.008172	0.5369534
2995	-44.7498	-35.6119	-9.13786	0.8079263	0.3240304	2.991769	0.3603806	0.8393994	0.9195362	0.3591744	0.006635161	0.2906121	1.144866	1.008172	0.08536031
2996	-40.6596	-33.1004	-7.55923	0.8079263	0.3240304	0.3820673	0.1992679	0.6526668	0.9195362	0.9223953	0.0467735	0.2906121	1.144866	1.295103	0.5739821
2997	-41.6246	-32.6731	-8.95148	2.593711	0.3240304	0.3820673	1.509917	0.6526668	0.9195362	0.2273451	0.0467735	0.6168786	0.6808827	0.6153422	0.3823256
2998	-44.5271	-32.4058	-12.1212	2.984549	0.3240304	2.024324	0.8557438	2.20735	0.9195362	0.3855662	0.1170976	0.9795075	0.267201	0.6740101	0.3823256
2999	-41.8533	-32.8902	-8.96316	1.12433	0.5292653	2.024324	0.8557438	0.1496568	0.9195362	0.288106	0.1170976	0.9795075	0.7935116	0.6740101	0.5080732
3000	-41.4747	-30.4591	-11.0156	0.3660071	0.2001869	2.024324	0.8557438	0.1496568	0.9195362	0.1498563	0.4188831	0.9795075	0.7935116	3.40542	0.7529933
3001	-38.9451	-29.9771	-8.96805	0.07114966	0.05890396	2.024324	0.122913	0.2699566	0.9195362	0.1498563	0.4188831	0.9795075	2.256525	0.5864808	1.110018
3002	-47.0934	-34.3113	-12.782	0.03908977	0.2127302	1.96097	0.122913	0.07457138	0.9195362	1.686092	3.598267	0.2148507	2.256525	0.5864808	1.110018
3003	-44.2664	-32.8984	-11.368	0.4535331	0.146737	1.96097	0.3973383	0.07457138	0.5095843	1.686092	1.74802	2.780884	0.1782942	0.6938587	0.7381414
3004	-42.9371	-29.1766	-13.7605	0.4535331	1.637343	0.5474422	1.19785	1.195111	1.375235	0.4029535	1.74802	2.780884	0.9901731	0.6938587	0.7381414
3005	-40.769	-27.58	-13.189	0.2890101	0.3320361	0.5474422	0.3680994	1.195111	1.375235	0.2342772	1.74802	2.942571	0.9901731	2.428922	0.7381414
3006	-39.3687	-28.29	-11.0788	0.2890101	0.1965818	1.479505	0.3680994	0.8697757	0.8424111	0.2342772	0.5497097	2.942571	1.450072	1.339763	0.516996
3007	-42.9164	-30.9331	-11.9833	0.7381135	0.4134699	1.899497	0.6787759	0.1387909	0.8424111	0.2342772	0.7885127	2.942571	1.450072	1.339763	0.516996
3008	-41.2047	-30.6016	-10.6032	0.7381135	0.4134699	1.899497	0.1172593	0.1387909	0.9643959	0.2501533	0.5601473	2.214513	1.450072	1.339763	0.516996
3009	-38.9888	-28.9529	-10.036	0.382194	0.4134699	1.899497	0.3824632	0.5666936	0.1714238	0.06118697	1.330505	2.288785	0.6829864	1.339763	0.516996
3010	-41.9218	-33.3637	-8.55808	1.094972	0.4134699	0.9222303	0.3824632	0.7752739	0.1714238	0.938819	0.4742759	0.4608673	0.6829864	1.590266	0.6510326
3011	-37.6936	-30.1229	-7.57072	0.03907845	0.4134699	1.22557	0.5288909	0.7752739	0.9193416	0.2036788	0.4742759	0.09661218	0.6532303	1.590266	0.6510326
3012	-40.1556	-30.7867	-9.36888	2.319094	0.5161809	0.4026274	0.9450172	0.7752739	0.7988981	0.03546914	0.4742759	0.2901732	0.6532303	1.082989	1.075648
3013	-47.7136	-33.0995	-14.6141	2.319094	4.32792	0.5885518	0.6738989	0.1413924	1.098008	0.03546914	0.4742759	2.143665	0.6532303	1.082989	1.075648
3014	-36.4836	-29.545	-6.93853	0.1974278	0.2621619	0.5885518	0.2437792	0.1413924	0.8025994	0.06540155	0.4742759	2.143665	0.5126207	0.976534	0.5301247
3015	-38.683	-30.8466	-7.83643	0.242138	0.2621619	0.5885518	0.2437792	0.1413924	0.1438853	0.06540155	0.9428388	2.047187	0.5126207	0.6997485	1.946727
3016	-37.6469	-30.1449	-7.50196	0.5441855	0.1305882	1.783664	0.2437792	0.1377863	0.3603811	0.06540155	0.9428388	2.047187	0.5126207	0.5813636	0.1521639
3017	-37.2159	-30.8509	-6.365	0.6676378	0.1305882	1.783664	0.01546182	0.2643236	0.3603811	0.06540155	0.9428388	0.3736543	0.5126207	1.096262	0.1521639
3018	-36.5954	-29.5748	-7.02058	0.3233017	0.1305882	0.251427	0.06852949	0.7857321	1.428092	0.0716255	0.9428388	0.3736543	0.5126207	1.096262	1.035913
3019	-39.4721	-30.5652	-8.90687	0.5567427	1.676163	0.251427	0.54716	0.7857321	0.6753095	0.0716255	0.5178557	0.3736543	1.106986	0.8719935	1.472217
3020	-41.3681	-30.1777	-11.1903	0.3640356	0.716409	0.2940868	0.2629106	0.7857321	0.6753095	0.8504626	0.5178557	4.66284	1.106986	0.8719935	0.08172547
3021	-36.1723	-28.9511	-7.22121	0.3640356	1.273485	0.04541497	0.3539459	0.7857321	0.5573235	0.3520682	0.5178557	1.448072	0.5274682	0.8719935	0.1238183
3022	-35.6857	-29.4469	-6.23876	0.5830796	1.273485	0.04541497	0.3389096	0.7857321	0.5573235	0.224405	0.5178557	0.7864619	0.1302854	0.8719935	0.1238183
3023	-37.7326	-31.7807	-5.9519	0.1776494	1.266095	0.5340518	0.9604681	0.5661989	0.5573235	0.224405	0.5178557	0.7864619	0.1239198	0.1136552	0.1238183
3024	-42.0349	-32.5284	-9.50648	0.06135287	1.266095	0.9592248	0.6976163	0.5661989	0.6347084	1.064314	0.5178557	2.192759	0.1239198	0.1726718	1.24976
3025	-41.3826	-31.7742	-9.60831	0.1502081	1.266095	0.9635113	0.3418723	0.5661989	0.6347084	1.064314	0.5178557	2.192759	0.48836	0.1726718	1.24976
3026	-38.1547	-28.0222	-10.1325	0.1502081	1.266095	0.05597345	0.248364	0.5097064	0.6347084	0.3954989	0.6254276	2.192759	1.04978	1.754243	1.24976
3027	-40.2606	-28.7025	-11.5581	0.1411938	0.11068	1.726503	0.248364	0.5097064	1.113948	0.3954989	0.6254276	2.192759	0.7164358	1.035923	2.741664
3028	-38.126	-28.8095	-9.3165	0.6827527	0.11068	0.9068288	0.248364	1.192524	1.008004	0.3954989	0.8785441	2.192759	0.7164358	0.5265014	0.4576097
3029	-38.5559	-29.4267	-9.12913	0.03585925	0.8983662	0.9068288	0.248364	1.153495	1.008004	0.3954989	1.886205	0.7394114	0.7164358	0.6830537	0.4576097
3030	-39.6667	-29.8236	-9.84302	0.03585925	0.8983662	0.7635475	0.8367211	1.153495	1.008004	0.07271131	0.2405227	0.7074282	0.7164358	2.648203	0.7617221
3031	-43.3081	-31.3597	-11.9484	0.1012747	0.8983662	0.7635475	0.8367211	1.153495	0.7579475	1.756522	2.012981	0.7074282	0.7164358	1.842553	0.4010798
3032	-46.1531	-30.8125	-15.3407	0.1012747	1.882526	0.7635475	0.8367211	1.153495	0.7579475	1.756522	0.1650221	4.688549	0.7164358	1.842553	0.6760866
3033	-48.6011	-31.3838	-17.2173	0.5266266	1.882526	0.7189761	1.826606	1.153495	0.7579475	1.756522	0.6709633	4.688549	0.7164358	1.842553	0.6760866
3034	-44.862	-30.6256	-14.2364	0.5266266	1.882526	0.7189761	0.4770149	1.65315	0.4158156	0.2277495	1.635123	4.688549	1.145616	0.1891827	0.6760866
3035	-46.0583	-30.5633	-15.4951	0.5266266	1.469719	0.7189761	0.521323	0.9297567	0.3660754	0.1910354	1.756195	5.230104	1.145616	0.2606936	2.378954
3036	-43.9301	-30.5972	-13.3329	1.191271	1.469719	0.7189761	0.1714483	0.9063437	0.3660754	0.1910354	1.756195	5.230104	0.8755055	0.2606936	0.1955386
3037	-47.3601	-29.5655	-17.7946	0.399656	0.5927129	0.7719033	0.06020802	0.6691733	1.339381	0.03840454	1.756195	5.230104	1.881407	4.454702	0.600801
3038	-44.131	-28.9235	-15.2075	0.1652619	0.56582	2.13779	0.3783504	0.7347212	1.339381	0.02952312	1.756195	5.230104	1.858065	0.4115184	0.600801
3039	-44.518	-28.7061	-15.812	0.1652619	2.128525	2.13779	0.2977544	0.7347212	1.377744	0.02952312	1.870798	3.833548	1.858065	0.7774259	0.600801
3040	-42.8724	-30.6582	-12.2142	0.8107503	1.245704	1.098293	0.2977544	1.043506	0.8926414	0.2844896	0.3641567	3.833548	1.858065	0.4469822	0.03828528
3041	-38.7385	-29.1257	-9.61278	0.09998549	1.245704	0.6945449	0.5498456	0.2429427	0.8926414	0.3657229	0.3641567	1.091169	0.8300785	2.036877	1.199115
3042	-37.6624	-28.4763	-9.18608	0.09998549	1.200507	0.6076278	0.2948681	0.2429427	0.8926414	0.3141747	0.9668419	0.909847	0.4502663	2.036877	1.169505
3043	-36.4267	-28.3973	-8.02941	0.1188639	0.4057979	0.1483581	0.1374787	1.095507	0.8926414	0.2346984	0.9668419	0.909847	0.4502663	2.036877	0.6322323
3044	-41.0348	-29.0691	-11.9657	0.03673367	3.776288	0.3084777	0.6297531	0.6234979	0.8926414	0.4570609	0.9668419	0.909847	0.695457	2.036877	0.6322323
3045	-38.6756	-29.3013	-9.37436	0.03673367	0.8724945	0.3900532	0.6297531	0.6234979	1.048906	0.5246628	0.6276083	0.909847	0.9571058	2.121468	0.6322323
3046	-45.3144	-29.9949	-15.3196	0.03201485	0.8801548	6.127758	0.6297531	1.042189	1.048906	0.5246628	0.4196327	0.909847	0.9571058	1.806071	0.9414555
3047	-40.1089	-28.9178	-11.1912	0.2674847	0.8801548	0.6883258	0.7444812	0.7063359	2.204036	0.1494125	0.5329704	1.057144	1.213281	1.806071	0.9414555
3048	-39.7753	-28.4295	-11.3459	0.1437857	0.8801548	0.6883258	0.7444812	0.7063359	2.204036	0.01509131	1.263975	1.015364	0.7382526	1.806071	1.139987
3049	-41.151	-28.3525	-12.7985	0.2492556	0.8801548	0.6883258	1.192869	1.466319	2.204036	0.01495137	1.154506	1.196287	0.805702	1.806071	1.139987
3050	-43.3682	-31.1039	-12.2643	2.726505	0.6542895	0.6883258	1.192869	1.466319	0.3969907	0.0467653	1.197319	1.196287	0.805702	1.806071	0.08686329
3051	-46.7598	-30.0771	-16.6826	2.726505	0.6856167	0.1948889	1.192869	1.466319	1.057375	1.066342	1.197319	1.097466	2.25293	1.806071	1.938945
3052	-49.6304	-31.2507	-18.3797	2.726505	0.6856167	0.5660908	2.338819	1.466319	1.057375	1.066342	1.197319	1.097466	3.174112	1.064829	1.938945
3053	-45.2419	-31.3519	-13.8899	0.3359791	0.6856167	0.5660908	2.338819	1.466319	1.057375	0.2416897	0.5250551	0.681038	3.174112	0.8788934	1.938945
3054	-39.6761	-30.9737	-8.70243	0.3359791	0.4655252	0.141661	0.3508698	0.1379558	1.057375	1.281618	0.5250551	0.681038	0.9075116	0.8788934	1.938945
3055	-43.3178	-29.394	-13.9238	0.3359791	1.370647	0.2193047	0.7942709	1.048194	1.057375	0.9546252	1.949695	1.767452	1.687149	0.8001481	1.938945
3056	-43.6497	-29.8619	-13.7877	1.198215	0.2531352	2.108851	0.9126322	1.048194	1.717208	0.3733217	1.949695	1.437492	0.7539291	0.8001481	1.234926
3057	-39.1125	-32.5936	-6.51891	1.198215	0.2531352	0.441473	0.8384169	0.6143197	0.4151177	0.3733217	0.3050244	0.1366279	0.2844588	0.2708925	1.38791
3058	-42.8391	-35.3469	-7.4922	0.2485706	0.2531352	0.4228346	0.4563007	0.6143197	0.4151177	0.3733217	4.126146	0.1366279	0.04982755	0.2035019	0.1924921
3059	-49.9467	-33.4322	-16.5146	1.552842	1.082256	0.5007397	0.04940252	1.160816	1.930659	0.3733217	6.10451	1.766211	0.04799343	1.880455	0.06538796
3060	-45.4477	-33.7991	-11.6486	1.552842	0.36243	0.7310781	0.04940252	0.755341	1.930659	0.1498558	3.538747	0.3307692	0.04794273	1.880455	0.319083
3061	-43.5373	-30.9001	-12.6372	0.7143291	0.7958741	0.7310781	0.49423	0.755341	1.930659	0.2014835	3.538747	0.3307692	0.2068041	1.749096	1.188773
3062	-41.8782	-31.903	-9.97523	0.7143291	0.7958741	0.4291208	0.2620715	0.5394113	1.930659	0.172785	3.538747	0.3307692	0.8220115	0.3595579	0.07989408
3063	-39.4673	-31.1926	-8.27469	1.020604	0.6249667	0.4601211	0.2620715	0.9184599	1.930659	0.172785	1.08902	0.9044787	0.1088322	0.2917958	0.4908932
3064	-38.9974	-30.9522	-8.04519	1.020604	1.544947	0.4601211	0.1098523	0.1328993	0.4469743	0.172785	0.7060045	1.00582	0.1788164	1.775476	0.4908932
3065	-37.5289	-31.9206	-5.60834	1.020604	0.07693163	0.2547485	0.1098523	0.3499164	0.8209193	0.172785	0.9627864	0.07620241	0.8309179	0.4417807	0.4908932
3066	-38.1845	-31.5917	-6.59275	0.7636118	0.07693163	0.2816477	0.2514721	0.3499164	0.1570736	0.172785	0.0935844	0.8674426	0.8309179	2.256475	0.4908932
3067	-39.512	-31.762	-7.74994	0.7636118	0.07693163	0.6680464	0.2514721	0.2254908	0.2582086	0.6934203	0.0935844	1.033149	0.8309179	1.995789	0.8593207
3068	-37.2102	-30.246	-6.96426	0.1560814	0.07693163	0.6847462	0.2514721	0.2254908	0.2582086	0.2828355	0.09030239	1.306524	0.8309179	1.192485	1.608262
3069	-38.6144	-30.1506	-8.46389	0.4364326	0.1065676	0.3172808	0.2514721	0.9774787	0.2903171	0.1507212	0.09030239	1.306524	0.3215661	2.606961	1.608262
3070	-44.6469	-32.3114	-12.3355	0.4364326	0.1065676	2.862132	1.389617	0.5309726	0.2903171	0.033502	1.047221	0.633681	0.1106998	3.286128	1.608262
3071	-42.0225	-32.1675	-9.85502	0.06330893	0.2665321	2.862132	0.8108362	0.2627905	0.4253503	1.04772	1.128598	0.633681	0.4543599	0.4438736	1.455842
3072	-35.4551	-29.6548	-5.80022	0.06330893	0.2666001	0.4158965	0.4074591	0.2627905	0.4253503	0.1397217	0.9070489	0.7259838	0.4543599	0.275861	1.455842
3073	-42.7799	-32.1019	-10.678	0.06330893	0.2666001	0.4158965	0.4074591	0.2627905	0.285269	1.061285	0.516439	0.7259838	2.125315	2.798053	1.749607
3074	-40.2231	-29.7792	-10.4439	0.9961648	0.7625703	0.15592	0.4074591	0.2627905	1.678742	0.2476559	1.373919	0.7259838	0.3282822	2.959619	0.5448318
3075	-45.0869	-29.6876	-15.3994	0.9961648	4.968079	0.15592	0.4074591	1.102267	0.5871932	0.2476559	1.373919	0.9328082	1.015022	2.960619	0.6522598
3076	-47.4707	-32.2498	-15.2208	1.714741	4.968079	1.360817	0.4074591	0.03474326	1.589653	0.6301139	1.373919	0.8081257	0.6778016	0.6168891	1.038462
3077	-48.1369	-32.6305	-15.5065	2.282349	0.1815976	2.326234	0.9522396	0.08092564	2.176966	0.6301139	1.871083	2.670178	0.6794129	0.6168891	1.038462
3078	-49.8835	-31.7139	-18.1695	0.3669852	5.122329	2.178787	0.9522396	0.7536651	2.176966	0.6301139	1.708591	0.3085137	2.315976	0.6168891	1.038462
3079	-48.2204	-33.4192	-14.8011	0.5696875	4.350941	2.178787	0.9522396	0.2826237	2.176966	0.6301139	1.708591	0.3085137	0.5987697	0.0904469	0.9534693
3080	-49.0026	-34.5363	-14.4662	1.690962	0.1527916	2.178787	0.9756225	0.1523376	2.280362	0.9660331	1.708591	0.4412923	0.5987697	0.0904469	3.230242
3081	-46.7514	-33.941	-12.8105	0.3668892	0.1527916	2.178787	0.9756225	0.1523376	3.317375	0.9660331	1.708591	0.1085992	1.353959	0.2848681	1.244621
3082	-41.4381	-32.262	-9.17609	1.038795	0.1567427	2.178787	0.9756225	0.1846543	0.6134949	0.9660331	1.037183	0.7369712	0.5142279	0.3477894	0.4257856
3083	-40.9927	-31.65	-9.34275	1.038795	0.8580994	1.180398	0.9756225	0.3604617	1.080218	0.9660331	0.684608	1.063569	0.4776232	0.3477894	0.3095352
3084	-42.1142	-31.5315	-10.5828	1.038795	0.2464991	2.944899	0.9756225	1.233602	1.080218	0.4362862	0.6432604	1.063569	0.4776232	0.132845	0.3095352
3085	-42.92	-31.7773	-11.1427	1.038795	0.8062011	1.037215	0.9756225	1.233602	1.354677	0.9369379	0.6432604	1.063569	1.225261	0.132845	0.6947398
3086	-46.4727	-31.3407	-15.132	0.1352471	0.8062011	1.130284	0.9756225	1.233602	3.296801	1.392901	2.804959	0.7159338	1.357218	0.9961158	0.2871625
3087	-44.1168	-29.7939	-14.3228	0.1295105	0.8062011	2.02349	0.9756225	2.743524	1.421097	0.04346569	2.804959	0.7159338	1.357218	0.9961158	0.3056845
3088	-48.4684	-30.8053	-17.6631	0.1295105	0.1768081	2.02349	0.576296	1.739471	0.6031171	0.04346569	2.804959	0.7159338	4.513461	0.9961158	3.340481
3089	-48.8059	-30.8425	-17.9634	1.361248	0.8735513	2.02349	0.576296	1.476517	1.568425	0.04346569	0.7990162	0.7159338	2.116664	3.068275	3.340481
3090	-46.0485	-31.1316	-14.9169	1.229107	0.8735513	2.02349	0.576296	1.476517	0.1345266	0.04346569	0.7990162	0.7836337	0.5685577	3.068275	3.340481
3091	-47.1533	-32.0507	-15.1026	1.229107	0.8735513	2.02349	0.2737626	1.476517	0.1345266	0.7460475	0.7990162	2.67138	1.237671	3.068275	0.5692486
