Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
153	1	-46.3685	-30.6174	-15.7511	0.42994	1.756566	1.499512	1.18393	0.4026678	1.849321	1.876479	2.729386	1.576842	0.9724731	1.178813	0.2951523
154	0	-47.7502	-30.9872	-16.763	0.9663289	0.04182051	2.964655	0.08191066	0.6775846	1.719763	0.8009534	0.4573972	5.427009	1.052512	0.6158541	1.957192
155	1	-43.5748	-30.8427	-12.7321	0.623379	1.365798	2.1016	0.782471	0.2442863	1.212599	1.377861	1.299489	1.340474	0.9035263	1.058893	0.4217288
156	0	-43.1445	-29.5836	-13.5609	0.5357825	0.04526958	2.964655	0.1083638	0.6775846	1.111837	0.7186088	0.5635249	3.072003	1.06576	0.7403051	1.957192
157	1	-42.7741	-29.7751	-12.999	0.3129308	1.066745	1.466376	1.168898	0.3943221	1.73123	1.048622	1.299489	1.818867	1.149457	1.058893	0.4831985
158	0	-41.4999	-29.834	-11.666	0.5357825	0.04483807	1.154872	0.1638834	0.5189631	2.528512	0.7186088	0.7004685	2.624027	0.6479223	0.6004018	1.427675
159	1	-45.0028	-29.9375	-15.0653	0.3405181	2.010152	1.292193	1.168898	0.3959849	1.905264	0.9469369	1.002813	1.77986	2.067008	1.697169	0.458533
160	0	-43.1453	-29.3144	-13.8309	0.6871853	0.06958074	1.154872	0.1544694	0.5189631	2.103991	1.065774	1.45506	2.624027	0.8633718	1.504195	1.629402
161	1	-43.7571	-29.808	-13.9491	0.379169	1.709482	1.292193	1.168898	0.268665	1.889423	0.7038065	0.8908394	1.77986	1.35599	1.77472	0.7361017
162	0	-44.7131	-29.797	-14.9161	0.7887665	0.09264902	1.154872	0.1547979	0.9386075	2.103991	1.59053	1.369234	2.447129	1.356484	0.9444014	1.974637
163	1	-43.623	-30.7583	-12.8647	0.4391087	1.150043	0.8512607	1.941006	0.223478	1.767208	0.7862472	1.234731	1.081784	0.8486922	1.805034	0.7361017
164	0	-45.5101	-29.7661	-15.744	0.7675434	0.05244161	1.340853	0.300075	1.043902	0.7567817	1.453032	1.662269	2.677903	1.510521	1.514169	2.664508
165	1	-45.9774	-31.7825	-14.1949	0.6592292	2.388854	1.131233	2.22971	0.1838532	1.802121	0.9298816	1.467869	1.081784	0.8744122	0.7098449	0.7361017
166	0	-45.6577	-30.311	-15.3467	0.7285392	0.05654258	0.9217798	0.3028135	0.6678181	0.4835427	1.79736	1.642495	2.677903	0.8863659	2.421211	2.760371
167	1	-47.8747	-31.7232	-16.1515	0.6554028	2.388854	0.8275205	1.55087	0.1838532	1.475109	1.693483	1.888811	1.7021	2.546617	0.5027406	0.7361017
168	0	-48.2487	-30.2316	-18.0171	0.7285392	0.09811813	0.8838614	0.4201018	0.4148755	0.6390774	1.86391	2.584759	4.27672	1.424711	2.421211	2.261231
169	1	-48.6703	-32.2073	-16.463	0.6554028	1.746121	1.048787	1.700905	0.1353037	1.778684	2.681765	1.773678	2.217054	0.9482021	0.7684297	1.008666
170	0	-46.4861	-30.0547	-16.4314	1.15981	0.09811813	0.9604043	0.2627735	0.4433263	0.8389839	1.768741	2.473615	4.01062	1.04569	1.842604	1.526709
171	1	-51.8201	-32.9233	-18.8968	0.6351522	3.354299	1.282466	1.975533	0.09496684	1.778684	2.145655	1.773678	1.505446	2.434523	0.4726301	1.443773
172	0	-47.2366	-30.535	-16.7016	0.9150503	0.1250029	1.168055	0.1455827	0.5606766	1.041158	1.59154	1.847886	5.40108	1.04569	1.220197	1.639699
173	1	-50.5529	-32.969	-17.5839	0.6926024	2.791279	0.9419444	1.975533	0.1384692	2.25203	2.145655	1.680515	1.2812	2.434523	0.34614	0.9040197
174	0	-46.9911	-30.2064	-16.7848	1.913494	0.03079315	0.8492366	0.09269178	0.771531	1.264767	1.172014	1.847886	5.40108	0.7959211	1.005678	1.639699
175	1	-47.1223	-32.2539	-14.8684	0.6926024	1.547329	0.9419444	1.680796	0.2933247	1.257315	1.799744	2.043542	1.024222	2.434523	0.3363749	0.8166621
176	0	-43.8508	-31.7355	-12.1152	0.9149973	0.03079315	0.8492366	0.09269178	0.6049005	0.6474057	1.505268	1.840513	1.972263	0.7851876	1.443944	1.428009
177	1	-46.3116	-32.5679	-13.7437	0.5697231	1.200574	0.7724361	1.680796	0.2109082	1.789224	1.687037	2.381235	0.4583871	1.666853	0.3363749	0.9901391
178	0	-41.9311	-31.1899	-10.7413	0.8182894	0.03079315	1.04302	0.1136429	0.5993615	0.3540766	1.505268	1.151161	2.413428	0.7851876	0.9610179	0.9660298
179	1	-49.8809	-34.6555	-15.2254	0.2302293	1.567561	1.012055	1.680796	0.1329062	1.008678	2.300626	2.381235	0.4583871	2.623716	0.2132024	1.615975
180	0	-44.5817	-31.0479	-13.5338	0.8182894	0.04358656	2.257345	0.1136429	0.5993615	0.4455141	1.838261	0.924383	2.397065	0.996832	1.515054	1.584482
181	1	-46.3296	-33.2606	-13.069	0.1578643	1.816062	0.9779224	1.249697	0.1149538	0.7114311	1.385574	2.381235	0.4583871	2.281265	0.3671641	1.167452
182	0	-40.7378	-30.152	-10.5857	0.8482921	0.06040857	1.369901	0.1136429	0.9876237	0.2533726	0.5373588	0.5597734	2.43049	0.7980555	1.147628	1.479159
183	1	-44.7083	-32.016	-12.6923	0.1995854	0.7146766	0.8968049	1.249697	0.2021201	0.7114311	0.9881612	2.381235	0.5401638	2.469773	0.4920508	1.846555
184	0	-41.1146	-31.086	-10.0286	0.5179977	0.07533185	0.9184379	0.2254936	1.484772	0.2472402	0.4700238	0.3672108	1.971567	1.123737	1.147628	1.479159
185	1	-44.7165	-32.0579	-12.6586	0.2919463	0.9028058	0.7086569	1.890748	0.1772448	0.7114311	0.4535493	2.154302	0.9801515	1.985042	0.6002856	1.80244
186	0	-40.7203	-31.0757	-9.64455	0.5859406	0.08429727	0.2786134	0.3170347	1.484772	0.2472402	0.7909157	0.3672108	1.949482	0.7431814	1.143055	1.652806
187	1	-47.6757	-33.0641	-14.6116	0.4051021	1.526687	1.014375	1.890748	0.172579	0.7114311	0.3226772	2.341165	0.776876	3.243907	0.265307	1.940715
188	0	-40.3689	-30.5414	-9.8275	0.8005443	0.1045863	0.3609485	0.3060866	1.067693	0.2472402	0.8498337	0.3531838	1.949482	0.785151	1.349945	1.652806
189	1	-50.2721	-33.5797	-16.6923	0.4865781	3.36807	1.304491	1.890748	0.07954049	0.5114645	0.5120824	1.696423	1.132579	3.243907	0.5257356	1.940715
190	0	-40.7227	-29.4853	-11.2374	0.5179484	0.1045863	0.7055744	0.257498	0.6805543	0.3760704	0.7315225	0.6296852	1.949482	1.134008	1.701638	2.448859
191	1	-51.0555	-34.0909	-16.9646	0.5081733	2.185527	0.6810264	1.890748	0.09959589	0.4126586	0.850832	2.484707	0.8488651	4.315364	0.7463906	1.940715
192	0	-40.6458	-29.4281	-11.2177	0.5143739	0.1093578	0.3718099	0.5492379	0.7691393	0.2589069	0.3779097	0.6296852	2.260776	0.8053786	2.122217	2.448859
193	1	-48.7588	-32.3199	-16.4388	0.661666	1.488585	0.6810264	1.777992	0.09711241	0.7371333	0.7265381	2.316188	1.075522	3.131387	1.10968	2.636015
194	0	-41.4994	-30.8507	-10.6486	0.6877145	0.0882503	0.6575214	0.4222045	0.5494779	0.2589069	0.3779097	0.1777234	2.260776	0.6995681	1.346552	3.122021
195	1	-52.2401	-33.3218	-18.9183	0.8191911	1.46537	0.7877295	1.841063	0.09711241	0.537252	0.4802947	2.780258	1.660285	3.696839	1.10968	3.643201
196	0	-39.7991	-30.1695	-9.62958	1.046849	0.03405679	0.443127	0.4641724	0.6862656	0.2592493	0.1583075	0.1777234	2.260776	0.4244615	1.29417	2.380417
197	1	-57.6401	-33.0099	-24.6302	0.8881106	2.860767	1.306344	1.841063	0.1286665	0.4959318	0.4802947	3.383441	3.230336	3.696839	2.383419	3.935001
198	0	-41.0585	-31.9964	-9.06209	0.8894824	0.03405679	0.2926565	0.5913212	1.192144	0.1739044	0.1889664	0.1777234	1.086221	0.4053688	0.9392718	3.090978
199	1	-58.7831	-33.7601	-25.023	0.8881106	2.554	1.306344	2.012108	0.09067472	0.4370077	0.7712866	2.8045	2.087544	3.696839	2.383419	5.991176
200	0	-39.9076	-30.9314	-8.97623	0.8894824	0.02501029	0.1898694	0.7325395	0.5748293	0.1892645	0.1264827	0.2868235	1.086221	0.6388364	0.988986	3.247888
201	1	-54.6087	-32.9343	-21.6744	0.9653277	1.869735	0.6906792	1.360397	0.09166014	0.6253923	0.4842157	1.856214	1.211619	3.696839	1.881205	6.941089
202	0	-42.112	-32.6288	-9.48322	1.421207	0.03271086	0.3067056	0.5525653	0.9969263	0.1892645	0.1328296	0.2523679	0.6937352	0.7109944	1.59588	2.598029
203	1	-53.8203	-31.2829	-22.5374	0.9653277	2.771298	1.151483	0.8370096	0.07895297	1.789767	0.7066391	2.231138	1.539002	3.696839	1.446021	5.323917
204	0	-41.0019	-30.3517	-10.6502	1.054842	0.0333682	0.2691622	0.5525653	0.7609823	0.287628	0.1328296	0.2238741	3.230016	0.6853707	0.8215645	2.598029
205	1	-51.9847	-30.6558	-21.3288	0.2423105	2.771298	1.136151	0.6997564	0.1135715	1.574025	1.102093	2.231138	1.235259	3.696839	2.219859	4.306511
206	0	-39.1523	-30.6933	-8.45899	0.7059572	0.02092815	0.2622872	0.4138801	0.4648266	0.1732257	0.130485	0.2797758	3.230016	0.6955572	0.9134267	1.168624
207	1	-55.483	-33.3693	-22.1137	0.1771388	2.036379	1.837022	0.4824477	0.07877526	2.677084	1.374631	2.231138	2.394737	3.807404	1.364682	3.65229
208	0	-38.9067	-30.2926	-8.61412	0.6629919	0.02689611	0.1729066	0.3674698	0.5375749	0.2597388	0.09341547	0.1821224	3.230016	0.6955572	1.181765	1.203671
209	1	-53.5872	-32.6267	-20.9605	0.1786888	2.166406	1.609961	0.4824477	0.07636763	1.729528	1.221734	2.231138	2.394737	4.975814	0.7855822	3.10809
210	0	-38.2208	-29.9433	-8.27751	0.4113166	0.03227532	0.2016188	0.3413068	0.6054278	0.3658555	0.2013731	0.1597317	3.355751	0.4599207	0.7996669	1.343262
211	1	-52.3365	-32.321	-20.0155	0.1916143	1.54512	2.22719	0.4824477	0.05838531	1.168292	1.035838	1.826766	2.287615	5.53424	0.7855822	2.87243
212	0	-40.0727	-29.8412	-10.2315	0.4723522	0.03227532	0.216019	0.306745	1.159834	0.40944	0.1940038	0.3570928	4.079631	0.7886219	0.7996669	1.415826
213	1	-52.0769	-31.7408	-20.3361	0.2362683	1.100584	2.953166	0.4218381	0.08373803	1.008988	0.7898591	1.075822	3.141984	5.808738	1.093493	2.621637
214	0	-40.6246	-29.7015	-10.9231	0.8760743	0.02842079	0.216019	0.2568023	0.9170939	0.6205481	0.2573846	0.2232265	3.883372	0.7113431	0.7996669	2.133164
215	1	-45.6722	-30.9648	-14.7074	0.2487841	1.180004	2.75704	0.2754319	0.08373803	1.008988	0.6977575	1.059539	1.189038	2.895703	0.689726	2.621637
216	0	-40.7989	-29.9755	-10.8233	0.8760743	0.02403804	0.4033205	0.1766171	0.8456992	0.3675908	0.3671679	0.2959804	3.505286	0.8643184	0.8408218	2.256427
217	1	-46.0176	-31.0714	-14.9462	0.4274261	1.145653	2.75704	0.3060869	0.1216249	1.293528	0.495305	1.059539	1.493573	2.676378	0.4632419	2.706837
218	0	-42.0784	-29.9212	-12.1572	0.6838604	0.03612355	0.5673532	0.1194669	1.018693	0.3666263	0.3671679	0.4431983	4.031644	0.8621886	1.404488	2.256427
219	1	-45.9983	-30.5246	-15.4737	0.1228778	1.145653	2.332945	0.4338391	0.1578569	1.293528	0.495305	1.500224	1.585228	2.676378	0.5491008	3.18076
220	0	-42.5672	-30.366	-12.2013	0.5314102	0.03612355	0.6713252	0.1115444	1.018693	0.3155997	0.4255109	0.2929503	4.031644	0.8124362	1.404488	2.549528
221	1	-46.6978	-30.7365	-15.9613	0.2682741	0.8216352	1.89806	0.4338391	0.1219271	1.293528	0.5624833	2.8413	2.645175	1.972764	0.5480853	2.554196
222	0	-44.1825	-30.2678	-13.9147	1.071502	0.03612355	0.452506	0.1115444	0.8205192	0.4157523	0.467247	0.6978784	4.182975	1.236341	1.923421	2.498921
223	1	-42.8633	-31.3584	-11.5049	0.1728972	0.5370415	1.418934	0.4222343	0.1219271	0.4015488	0.9029127	1.32546	1.716924	1.355696	0.5751769	2.554196
224	0	-40.1529	-29.3412	-10.8117	0.7559949	0.02211389	0.5028848	0.1208323	0.8205192	0.4157523	0.2684406	0.9517763	2.625759	0.458107	1.195901	2.673625
225	1	-40.8038	-30.8045	-9.99937	0.1684398	0.5370415	2.054098	0.4969536	0.1757117	0.4015488	0.9029127	0.9564098	2.108788	0.781935	0.5751769	0.8403564
226	0	-38.6027	-28.747	-9.85569	0.415237	0.0298409	0.6610651	0.1369138	0.8411319	0.4372897	0.1717782	0.7580129	1.880299	0.6545931	1.195901	2.673625
227	1	-42.6133	-32.7137	-9.89962	0.1519706	0.5370415	1.470314	1.412457	0.1907593	0.4015488	0.5471033	0.9680303	2.108788	1.035973	0.4927634	0.5828667
228	0	-38.0721	-28.5025	-9.56958	0.5316558	0.0298409	1.541331	0.2271247	0.6546473	0.460632	0.2117581	0.808843	1.701616	0.4085781	1.168626	1.824925
229	1	-39.5688	-31.1179	-8.45089	0.1519706	0.3448145	1.651044	0.9943419	0.1907593	0.5270616	0.3694615	0.7644089	1.583207	1.035973	0.5135814	0.3242668
230	0	-37.4856	-29.4563	-8.02932	0.5665018	0.02809251	1.323415	0.428586	0.718916	0.3184012	0.2117581	0.3771852	1.701616	0.2295609	1.168626	0.9566642
231	1	-38.9988	-30.5096	-8.48927	0.2331479	0.7543017	1.709477	0.6373618	0.13914	1.078817	0.4125046	0.7644089	0.9999277	1.122149	0.4340022	0.2040345
232	0	-37.3842	-29.5059	-7.87824	0.461086	0.02809251	1.558682	0.4247303	0.6116133	0.5197702	0.3278874	0.3771852	1.944754	0.3424552	0.8167965	0.4651834
233	1	-41.2089	-31.0687	-10.1402	0.391914	0.8198087	1.514733	0.5779727	0.09488616	1.078817	0.7746276	1.099398	1.235252	1.819741	0.4340022	0.2990464
234	0	-37.181	-29.2528	-7.92821	0.2346856	0.02809251	1.67497	0.3152114	0.5668077	1.239422	0.361672	0.358082	2.02464	0.2107019	0.4484176	0.4655094
235	1	-41.3018	-30.8258	-10.476	0.5707908	0.4178188	1.393961	0.710139	0.09488616	0.8504585	0.7746276	1.099398	1.470797	1.819741	0.9147751	0.3586052
236	0	-40.5593	-30.6856	-9.87365	0.1467181	0.02809251	2.450936	0.4249638	0.3608116	1.202842	0.4709988	0.1809579	2.683121	0.2912206	0.8915451	0.7414462
237	1	-43.7149	-32.1396	-11.5753	1.287313	0.535033	2.283645	1.064362	0.09488616	0.8493802	0.2572657	1.099398	1.215147	1.462423	1.035711	0.3906896
238	0	-42.861	-30.6126	-12.2484	0.1467181	0.02809251	2.450936	0.3495593	0.4970697	1.202842	0.5593323	0.1809579	4.076168	0.2457312	1.657702	0.8532808
239	1	-43.1739	-31.3669	-11.807	2.069906	0.3903806	1.815415	0.6662647	0.1188775	0.6123374	0.4302927	0.8467627	1.17203	1.462423	1.83164	0.3906896
240	0	-41.2061	-30.5704	-10.6358	0.1725491	0.0188398	0.6808448	0.2570138	0.4277656	1.354026	0.5593323	0.2739289	4.076168	0.3043047	1.657702	0.8532808
241	1	-44.1101	-30.6416	-13.4685	3.039978	0.259603	1.815415	0.6714283	0.2008331	0.6267829	0.4302927	1.618431	1.104364	1.226687	1.930213	0.544465
242	0	-39.5752	-29.9109	-9.66425	0.1530432	0.02170143	0.5282362	0.1926889	0.3566164	1.00439	0.3652948	0.258315	4.076168	0.3124633	0.952086	1.443251
243	1	-42.4276	-30.7275	-11.7	2.344283	0.3553061	1.727935	0.418962	0.2041002	0.9498823	0.6280913	1.474821	0.6787473	0.9813493	1.37396	0.5626112
244	0	-39.084	-30.1447	-8.93927	0.1274839	0.02170143	0.8602412	0.3679323	0.2856154	0.7284333	0.3359396	0.3642614	2.97967	0.2536154	1.075252	1.539125
245	1	-45.9386	-31.937	-14.0016	2.344283	0.2388267	1.270885	0.559772	0.3014122	0.6488583	1.460104	2.492888	0.6165591	1.246999	1.750072	1.070914
246	0	-39.6714	-30.0144	-9.65708	0.1435973	0.01360594	1.278849	0.3176397	0.3632536	0.9113382	0.4852673	0.4920992	2.965314	0.3835991	1.08254	1.219974
247	1	-48.3507	-32.2612	-16.0895	2.984799	0.1539334	2.126521	0.5894941	0.3014122	0.5994181	1.460104	1.829667	0.8169287	1.978453	1.822234	1.426539
248	0	-37.4284	-29.158	-8.27034	0.1435973	0.0188833	0.6520809	0.2855279	0.3301749	0.7153754	0.4852673	0.4920992	2.560713	0.2841045	1.08254	1.219974
249	1	-47.5197	-32.2185	-15.3013	4.099506	0.1035433	1.382547	0.6375826	0.3133834	0.5321714	1.026887	1.829667	0.7821824	1.538482	1.628762	1.426539
250	0	-37.3195	-29.5135	-7.80596	0.1027538	0.02668616	0.4950707	0.2733143	0.3121715	0.4243609	0.4852673	0.3918182	2.650595	0.2841045	1.469715	0.8900983
251	1	-47.4397	-31.1318	-16.3078	2.696469	0.1664451	1.873649	0.5468976	0.3133834	0.9126878	0.9534976	2.231113	0.5897521	1.878943	1.488267	2.656709
252	0	-37.2191	-29.757	-7.46211	0.1411943	0.02053334	0.725905	0.1772545	0.3121715	0.3337996	0.4538842	0.2826166	2.580005	0.1759216	1.119069	1.139752
253	1	-46.5069	-31.6872	-14.8197	2.254476	0.1339761	2.15959	0.6640103	0.1148844	0.6518115	1.086226	1.367488	0.9166646	1.535668	1.454583	2.480338
254	0	-35.4791	-29.169	-6.31009	0.07978091	0.01716949	0.7595763	0.1323934	0.3884439	0.3337996	0.4185783	0.2522989	1.580162	0.2260626	1.119069	1.002758
255	1	-46.786	-31.688	-15.098	1.880138	0.1450806	1.519142	1.002337	0.1148844	0.540392	0.8670145	1.990276	0.60664	1.622799	2.328929	2.480338
256	0	-34.8721	-29.3363	-5.53577	0.05757758	0.01213329	0.5347829	0.06332241	0.4010651	0.3337996	0.5317697	0.3345649	1.38253	0.242066	0.6708646	0.9712965
257	1	-49.4486	-31.8613	-17.5873	1.724343	0.1450806	1.912674	1.390751	0.1814117	0.7187613	1.302	1.31694	0.8912969	1.781536	3.7593	2.463253
258	0	-34.7211	-29.5768	-5.1443	0.03197336	0.01266613	0.5474533	0.09969513	0.4010651	0.6226616	0.5317697	0.2360255	0.8696335	0.1491933	0.6708646	0.9712965
259	1	-47.72	-32.5022	-15.2178	1.724343	0.2523205	1.912674	1.08231	0.1494178	0.6592937	1.522773	0.8880415	0.3458134	1.197346	2.684238	2.799272
260	0	-35.6043	-29.7049	-5.89939	0.03197336	0.01448263	0.7765519	0.06661137	0.2833335	0.7324337	0.7117556	0.4768974	1.027294	0.1491933	0.5863774	1.04249
261	1	-45.4168	-32.4148	-13.0021	2.182617	0.2108251	0.6983347	1.08231	0.1494178	0.6842261	1.357872	0.5356442	0.4356491	1.318169	1.754379	2.592624
262	0	-36.7115	-29.196	-7.5155	0.04395664	0.01961299	0.9767758	0.05042974	0.2833335	0.906947	0.5140679	0.6910865	1.529589	0.3574783	0.9448293	1.197395
263	1	-45.869	-31.4309	-14.4381	2.182617	0.2108251	1.370162	0.6597161	0.1494178	0.9451284	1.231944	0.5356442	0.6752674	1.566415	2.318355	2.592624
264	0	-37.251	-29.5328	-7.71816	0.03816297	0.01563774	1.331736	0.1129364	0.2153976	0.6100037	0.6450994	1.003098	1.74386	0.5569949	0.4962077	0.9490272
265	1	-45.3235	-30.5095	-14.8139	1.708884	0.3493889	1.250472	0.5244457	0.2070964	1.343582	0.9896891	0.9123032	0.6914357	1.566415	2.677607	2.592624
266	0	-37.479	-28.9473	-8.53165	0.04425713	0.03183126	0.5528599	0.1359657	0.5268706	0.7854777	0.6450994	1.071238	2.262323	0.5801534	0.9465429	0.9490272
267	1	-46.9642	-30.1787	-16.7856	1.689745	0.3337935	1.977388	0.7053847	0.5432362	1.123494	1.124515	0.9123032	0.9308768	2.174594	2.677607	2.592624
268	0	-35.4523	-28.4727	-6.97955	0.03487673	0.04645174	0.345593	0.09882741	0.3951019	0.7854777	0.3558589	1.071238	1.76757	0.3637324	0.9465429	0.7682765
269	1	-45.8143	-29.9065	-15.9078	1.109022	0.1983786	2.31076	0.4520893	0.5674756	1.060252	0.7075475	0.5103256	0.7892473	2.174594	2.677607	3.35054
270	0	-37.5433	-29.5234	-8.01983	0.03865517	0.07029021	0.7769618	0.2089688	0.3494554	1.100075	0.3558589	1.077344	2.576442	0.3906417	0.5980042	0.4771322
271	1	-42.9198	-29.8628	-13.057	1.289952	0.1656525	1.056522	0.4520893	0.3872318	1.448584	0.5579658	0.5103256	0.4865635	1.112567	2.578495	3.011061
272	0	-37.0005	-28.6703	-8.33013	0.03927874	0.08429646	1.202276	0.1604887	0.4834644	1.345551	0.2678073	1.675642	1.607862	0.3906417	0.5933927	0.4794308
273	1	-42.9176	-30.3728	-12.5448	1.289952	0.2321916	0.8627276	0.6944058	0.3872318	1.448584	0.5129054	0.3912115	0.6362767	1.188098	1.522674	3.378523
274	0	-35.9257	-29.1117	-6.81405	0.05514863	0.08429646	1.173139	0.1618955	0.4298571	0.602966	0.2028585	1.675642	1.316945	0.3233269	0.3085407	0.4794308
275	1	-42.7075	-30.1525	-12.555	1.289952	0.3720023	0.9085864	0.5323707	0.7591527	1.276606	0.4760512	0.5809654	0.6362767	1.681254	1.524908	2.516871
276	0	-35.7807	-28.758	-7.0227	0.06751015	0.1168683	1.371106	0.1457133	0.2647776	0.602966	0.211542	1.27818	1.527097	0.40985	0.4184045	0.6086819
277	1	-43.1052	-30.1866	-12.9187	1.658835	0.4942385	0.3759345	0.9045908	0.962038	0.964814	0.4297239	0.5809654	0.4045902	1.461361	2.164703	2.516871
278	0	-36.4204	-29.2201	-7.20031	0.06751015	0.1310752	0.7977835	0.1457133	0.2647776	0.6191152	0.1720021	2.371918	1.466208	0.5005109	0.4184045	0.2452948
279	1	-40.9877	-29.8509	-11.1368	0.9458974	0.3653761	0.3759345	0.9045908	0.8669704	0.9939818	0.4297239	0.4266475	0.3609413	1.047438	2.164703	2.25457
280	0	-35.7714	-29.2262	-6.54521	0.09373526	0.1934417	1.005938	0.1681263	0.1703911	1.016469	0.2449452	1.416735	0.9312947	0.3959674	0.6628756	0.2452948
281	1	-43.9413	-30.6921	-13.2492	0.8460582	0.4633435	0.9143592	0.5911174	0.4721066	1.439158	0.4600942	0.1523306	0.4797766	1.196962	3.919033	2.314874
282	0	-34.6725	-28.9759	-5.69662	0.1757616	0.2149068	0.9885986	0.2940024	0.2184409	0.5227759	0.2449452	0.8995552	0.706193	0.4394361	0.7467063	0.2452948
283	1	-44.1215	-31.2791	-12.8424	0.8460582	0.609712	0.9436789	0.7503848	0.4721066	2.272035	0.4600942	0.1738328	0.5273093	1.491745	1.685285	2.610179
284	0	-39.0548	-31.1477	-7.90708	0.4381577	0.1922593	1.333226	0.3126909	0.1517268	0.4022494	0.2449452	2.724814	0.4390545	0.4396938	0.9829707	0.2452948
285	1	-44.3852	-31.3954	-12.9898	0.7564592	0.609712	0.4008202	1.015629	0.5414858	2.351566	0.4375018	0.1735512	0.5273093	1.949175	1.383106	2.84349
286	0	-39.3968	-29.9442	-9.45266	0.1586609	0.1276802	2.13171	0.231476	0.1365818	0.4022494	0.2709152	2.562156	0.6361536	0.4396938	2.142533	0.2128494
287	1	-42.548	-30.9636	-11.5844	0.6176406	0.9815341	0.4008202	1.262783	0.4563317	1.48575	0.2941566	0.1735512	0.7327079	0.7776377	1.557976	2.84349
288	0	-37.7902	-29.4071	-8.38308	0.1586609	0.1276802	1.576194	0.3582488	0.1981173	0.7990469	0.2709152	2.421644	0.6264439	0.4474965	1.049171	0.3494631
289	1	-41.5114	-31.95	-9.56143	0.6176406	0.7711096	0.4408402	1.262783	0.4143763	0.9337313	0.3564417	0.1428656	0.4261791	0.4997566	0.8522192	2.84349
290	0	-37.9307	-29.0168	-8.91391	0.2611697	0.1300869	3.001201	0.2474984	0.2781815	0.7718882	0.1737888	1.66005	0.867298	0.4167761	0.7565038	0.3494631
291	1	-39.7162	-31.2006	-8.51564	0.3867285	0.9949747	0.3851471	0.818998	0.4143763	1.025248	0.3226262	0.1716216	0.5785854	0.3088415	0.5118246	2.596664
292	0	-36.1055	-28.9136	-7.19191	0.17306	0.1287092	1.067692	0.2252634	0.5559702	0.7718882	0.1737888	1.140305	1.255971	0.3323828	0.6311984	0.7356816
293	1	-41.3887	-31.5972	-9.79151	0.5521884	1.085414	0.3851471	1.054428	0.4173107	1.893141	0.2486373	0.1621868	0.4164033	0.3088415	0.7574704	2.510345
294	0	-36.1465	-28.0783	-8.06816	0.0900912	0.1287092	1.913301	0.2615005	0.4883864	1.093497	0.1737888	0.9533956	1.412665	0.3323828	0.7110034	0.5094429
295	1	-42.3395	-32.4966	-9.8429	0.6434232	1.614202	0.2969146	1.529615	0.3955256	0.7843566	0.2486373	0.2168921	0.9447626	0.2406321	0.7304724	2.197469
296	0	-39.8077	-28.9874	-10.8203	0.06402156	0.1768281	4.725915	0.08072153	0.513771	1.093497	0.1671146	1.159529	0.8227911	0.3323828	1.250727	0.433002
297	1	-41.6725	-31.1364	-10.5361	0.554464	0.8851326	0.3595885	1.529615	1.185078	1.209269	0.2167273	0.2058158	0.9447626	0.4222057	0.7304724	2.292986
298	0	-43.528	-29.9611	-13.5669	0.06402156	0.1768281	7.059578	0.08308085	0.8320224	0.5528708	0.1490423	1.206337	0.9331767	0.3119713	1.402034	0.7959324
299	1	-42.2016	-30.8192	-11.3824	0.6177813	0.5111671	0.8231563	1.310221	0.9176238	1.371391	0.2443529	0.3005781	1.251495	0.5720967	0.7304724	2.732053
300	0	-44.0337	-31.2563	-12.7774	0.07773085	0.1892449	7.059578	0.08308085	0.6389697	0.7296874	0.1254658	1.029129	0.3804467	0.1601485	1.50021	0.8036776
301	1	-42.0565	-30.8557	-11.2008	0.588968	0.3484202	0.992882	0.8653168	0.7256949	1.610101	0.2362589	0.3005781	2.702313	0.8309469	0.3741165	1.625207
302	0	-41.4779	-30.1508	-11.3271	0.1555032	0.1522582	5.13978	0.128535	1.201866	0.9215496	0.1472137	0.4852628	0.2643645	0.1958305	1.731249	0.8036776
303	1	-42.7047	-31.0471	-11.6576	0.4505884	0.7957692	0.9950871	1.080405	0.6282544	1.296401	0.3071115	0.2523222	2.702313	0.8309469	0.3923002	1.926095
304	0	-43.2815	-31.5825	-11.699	0.2545368	0.2176709	5.13978	0.128535	1.212153	0.9215496	0.5599344	0.5084952	0.211715	0.2693298	1.147405	1.127857
305	1	-43.9177	-30.789	-13.1287	0.3483915	0.801788	1.422159	1.080405	0.9435602	1.906624	0.3529137	0.1724038	2.702313	1.340922	0.3923002	1.664886
306	0	-41.07	-31.2807	-9.78927	0.1362949	0.1380877	3.313779	0.0930935	1.287658	0.498097	0.5599344	0.7292295	0.4358033	0.3762501	1.147405	1.073633
307	1	-46.0544	-30.3937	-15.6607	0.3397809	0.3952157	1.422159	0.7787772	1.270855	1.560741	0.1776141	0.2298378	4.452567	1.512055	0.5127994	3.00825
308	0	-41.5346	-31.0893	-10.4454	0.1368217	0.2087758	3.313779	0.2261888	1.287658	0.3575038	0.420393	1.009889	0.391998	0.4062227	1.67416	1.011963
