25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
36.58926	44.27911	59.5425	45.83773	42.09585	50.42828	86.20408	86.09934	85.534	84.30743	82.86102	77.87958	86.42833	23.54991	27.29427	16.6746	10.25833	17.84005	17.92656	20.58563	56.165	88.41417	21.075
36.65063	44.40737	59.3231	45.77163	42.09945	50.44941	86.24132	86.07275	85.63136	84.57892	82.89443	77.85489	86.59789	23.54288	27.38673	16.59667	10.25557	17.84888	17.84378	20.56081	56.11567	88.38305	21.11915
36.66942	44.25123	59.26389	45.64423	41.96694	50.44536	86.13818	85.98767	85.61782	84.51948	82.9946	77.98461	86.61331	23.64483	27.26097	16.83895	10.18822	17.66644	17.75559	20.60354	55.95516	88.28354	21.10114
36.58392	44.16822	59.05057	45.59523	41.79869	50.30303	86.2005	85.89898	85.48855	84.59301	82.90504	77.85698	86.69526	23.7859	27.31587	16.83301	10.15112	17.81045	17.84233	20.52107	56.02137	88.27281	20.9318
37.02508	44.25838	59.13922	45.39773	41.87141	50.42071	86.20562	85.9053	85.62783	84.68498	82.85027	77.96653	86.6733	23.72601	27.21674	16.80043	10.15545	17.94532	17.86709	20.51858	55.90176	88.40969	21.02547
37.81097	44.30606	59.24319	45.46135	41.81143	50.42632	86.25451	85.93448	85.59961	84.91115	82.8411	77.85794	86.42626	23.62689	27.26069	16.87869	10.08346	17.84301	17.86626	20.47225	55.86694	88.40516	21.10049
37.91949	44.34487	59.20941	45.60362	41.77567	50.52014	86.26332	85.8538	85.57985	85	82.87541	77.98154	86.39989	23.70391	27.15483	16.95428	10.12686	17.95755	17.92782	20.21433	55.99363	88.595	21.18765
37.81685	44.25547	59.24755	45.6037	41.64025	50.63583	86.29287	85.855	85.68432	84.87305	82.72557	77.80783	86.53222	23.68164	27.32111	16.86299	10.31901	17.95006	18.0228	20.35059	56.13829	88.5316	21.17211
37.70709	44.3608	59.36023	45.75354	41.66987	50.56673	86.272	85.823	85.67493	84.83036	82.70555	77.80969	86.43917	23.77185	27.19789	16.73448	10.28748	17.88888	17.98356	20.39942	56.00548	88.56226	21.03035
38.26769	44.2085	59.32233	45.85965	41.64563	50.61731	86.26918	85.78443	85.68133	85.10373	82.86178	77.83166	86.42018	23.93899	27.093	16.5937	10.4531	18.03051	17.80851	20.54534	56.09539	88.69521	21.09579
38.5674	44.2165	59.35966	46.02874	41.45548	50.53528	86.22247	85.73362	85.58422	85.2645	82.854	77.58545	86.44252	23.7464	27.08471	16.52762	10.40444	18.06663	17.60014	20.5221	55.92847	88.67616	21.01891
