Filename	File.type	Source	Authorship	Species	Stage	Specimen_type	Specimen	Architecture	Orientation	Trait	State	Notes
Weelia1A_20210923_0246070000	NRRD	Kona September 2021	Kevin DuClos	Iasis cylindrica	Aggs	Laser scan	6	Linear		SN_Siphon.Zooid.angle	80.60	
CquadrilumAgg18_45(nice).m2t	MT2	LJL Vegas Clips	Kelly Sutherland	Cyclosalpa quadriluminis	Aggs	UWvideo	7	Whorl		Zooid.number	6.00	
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.width..mm.	0.20	Young portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Peduncle.width..mm.	0.30	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Peduncle.width..mm.	0.30	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Zooid.width..mm.	0.30	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Zooid.width..mm.	0.50	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Peduncle.length..mm.	0.50	Mid segment
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.width..mm.	0.60	Late portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.length..mm.	0.70	Young portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Colony.diameter..mm.	0.80	Young portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Zooid.width..mm.	0.90	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Peduncle.length..mm.	1.00	Late portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.length..mm.	1.40	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Colony.diameter..mm.	1.65	Mid segment
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Colony.diameter..mm.	1.70	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Zooid.length..mm.	2.20	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Colony.diameter..mm.	2.20	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Colony.length..mm.	3.10	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Colony.diameter..mm.	3.40	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Cross.sectional.area..mm2.	5.30	Mid segment
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	OAnormal	Zooid.number	16.00	Mid segment
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Colony.length..mm.	18.10	Young portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Colony.length..mm.	18.10	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	SN_Siphon.Zooid.angle	29.90	Late portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	DV_Zooid.stolon.angle	84.50	Late portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	DV_Zooid.stolon.angle	86.50	Young portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.number	108.00	Young portion
DSC_0853.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Transversal	DVnormal	Zooid.number	108.00	Late portion
DSC_0855.jpg	JPG	MEZCAL S19 NH-MOC1-N2-D2-C.bakeri	Alejandro Damian-Serrano	Cyclosalpa bakeri	Stolon	FormalinSpecimen	8	Whorl	Stolonormal	Zooid.number	108.00	Late portion
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	Zooid.width..mm.	0.40	
Img0006.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	OAnormal	Zooid.width..mm.	0.40	
Img0010.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	Stolonormal	Zooid.width..mm.	0.70	
Img0006.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	OAnormal	Colony.length..mm.	0.90	
Img0006.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	OAnormal	Cross.sectional.area..mm2.	1.30	
Img0010.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	Stolonormal	Colony.diameter..mm.	1.50	
Img0006.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	OAnormal	Colony.diameter..mm.	1.60	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	Colony.diameter..mm.	1.90	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	Zooid.length..mm.	1.90	
Img0010.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	Stolonormal	Zooid.length..mm.	2.80	
Img0006.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	OAnormal	Zooid.number	4.00	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	Colony.length..mm.	31.00	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	SN_Siphon.Zooid.angle	38.80	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	DV_Siphon.Stolon.angle	84.80	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	DV_Zooid.stolon.angle	86.80	
Img0014.jpg	JPG	MEZCAL S19 TR-MOC1-N4-D1-S.aspera	Alejandro Damian-Serrano	Salpa aspera	Stolon	FormalinSpecimen	9	Transversal	DVnormal	Zooid.number	108.00	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	DVnormal	Zooid.width..mm.	1.40	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	Stolonormal	Zooid.width..mm.	2.00	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	OAnormal	Zooid.width..mm.	2.30	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	Stolonormal	Zooid.length..mm.	3.60	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	DVnormal	Zooid.length..mm.	4.10	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	OAnormal	Colony.diameter..mm.	4.80	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	OAnormal	Colony.length..mm.	7.90	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	OAnormal	Zooid.number	13.00	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	OAnormal	Cross.sectional.area..mm2.	34.80	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	Stolonormal	SN_Siphon.Zooid.angle	35.10	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	DVnormal	DV_Zooid.stolon.angle	91.20	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	DVnormal	DV_Siphon.Stolon.angle	103.30	
DSC_0450.jpg	JPG	SSW22-NH4-MOC1-Net4-GC41-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	12	Transversal	DVnormal	Zooid.number	120.00	
DSC_0477.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	OAnormal	Zooid.width..mm.	2.10	
DSC_0481.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	Stolonormal	Zooid.width..mm.	2.40	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	Zooid.width..mm.	2.60	
DSC_0477.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	OAnormal	Colony.diameter..mm.	4.00	
DSC_0481.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	Stolonormal	Colony.diameter..mm.	4.00	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	Colony.diameter..mm.	6.90	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	Zooid.length..mm.	6.90	
DSC_0481.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	Stolonormal	Zooid.length..mm.	7.40	
DSC_0477.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	OAnormal	Zooid.number	8.00	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	Zooid.number	9.00	
DSC_0477.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	OAnormal	Colony.length..mm.	10.70	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	Colony.length..mm.	12.70	
DSC_0477.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	OAnormal	Cross.sectional.area..mm2.	39.90	
DSC_0481.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	Stolonormal	SN_Siphon.Zooid.angle	51.80	
DSC_0476.jpg	JPG	SSW22-NH5-MOC1-Net4-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	11	Transversal	DVnormal	DV_Zooid.stolon.angle	87.66	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.width..mm.	2.00	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.width..mm.	2.50	
DSC_0489.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	OAnormal	Zooid.number	5.00	
DSC_0483.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	Stolonormal	Zooid.number	5.00	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	Zooid.number	5.00	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	Zooid.width..mm.	17.50	
DSC_0483.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	Stolonormal	Zooid.width..mm.	17.80	
DSC_0489.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	OAnormal	Zooid.width..mm.	20.30	
DSC_0489.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	OAnormal	Colony.diameter..mm.	32.00	
DSC_0483.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	Stolonormal	Colony.diameter..mm.	33.70	
DSC_0483.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	Stolonormal	SN_Siphon.Zooid.angle	36.60	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	Colony.diameter..mm.	53.70	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	Colony.length..mm.	55.10	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	Zooid.length..mm.	55.10	
DSC_0489.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	OAnormal	Colony.length..mm.	58.70	
DSC_0483.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	Stolonormal	Zooid.length..mm.	60.50	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	DV_Siphon.Stolon.angle	96.00	
DSC_0489.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	OAnormal	Cross.sectional.area..mm2.	1364.40	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Colony.diameter..mm.	6.80	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.length..mm.	6.80	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Colony.diameter..mm.	7.30	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.length..mm.	7.30	
DSC_0467.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.number	20.00	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.number	20.00	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Colony.length..mm.	21.60	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Zooid.number	40.00	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	Colony.length..mm.	61.70	
DSC_0467.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	DV_Siphon.Stolon.angle	90.80	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	DV_Zooid.stolon.angle	90.20	
DSC_0467.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	DV_Zooid.stolon.angle	91.60	
DSC_0468.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	DV_Siphon.Stolon.angle	90.80	
DSC_0469.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Stolon	FreshLabTecto	10	Transversal	DVnormal	DV_Siphon.Stolon.angle	91.60	
CquadrilumAgg18_45(nice).m2t	M2T	LJL Vegas Clips	Kelly Sutherland	Cyclosalpa quadriluminis	Aggs	UWvideo	14	Whorl	All	Architecture	Whorl	
tapeSLTagg41_32.m2t	M2T	LJL Vegas Clips	Kelly Sutherland	Salpa thompsoni	Aggs	UWvideo	15	Linear	All	Architecture	Linear	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	13	Transversal	DVnormal	DV_Zooid.stolon.angle	88.60	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	90.28	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	86.68	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	92.28	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	82.75	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	85.27	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	60.00	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	78.95	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	75.79	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	52.58	
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	85.15	
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	86.91	
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	88.00	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	DV_Zooid.stolon.angle	86.09	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	DV_Zooid.stolon.angle	89.75	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	DV_Zooid.stolon.angle	86.62	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	19.53	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	16.98	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	20.13	
Img0124	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	46.15	
Img0124	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	50.12	
Img0124	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	49.30	
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	87.54	
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	89.98	
