Filename	File.type	Source	Authorship	Species	Stage	Specimen_type	Specimen	Architecture	Orientation	Trait	State	Notes
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	88.47	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	1.56	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	1.89	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	1.84	
DSC_0951	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	17.80	
DSC_0951	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	18.77	
DSC_0977	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D26-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	88.85	
DSC_0977	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D26-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	85.27	
DSC_0977	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D26-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	86.44	
DSC_0970	JPG	Kona April 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D25-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	87.46	
DSC_0970	JPG	Kona April 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D25-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	88.44	
DSC_0970	JPG	Kona April 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D25-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	89.02	
DSC_0964	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D25-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	87.38	
DSC_0964	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D25-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	83.80	
DSC_0964	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D25-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	85.64	
Img0048	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa aspera	Aggs	FreshLabTecto	D20-Sasp-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	19.27	
Img0048	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa aspera	Aggs	FreshLabTecto	D20-Sasp-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	16.91	
Img0048	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa aspera	Aggs	FreshLabTecto	D20-Sasp-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	7.50	
Img0132	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D22-Icyl-B-2	Linear	DVnormal	DV_Zooid.stolon.angle	17.14	
Img0132	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D22-Icyl-B-2	Linear	DVnormal	DV_Zooid.stolon.angle	20.47	
Img0132	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D22-Icyl-B-2	Linear	DVnormal	DV_Zooid.stolon.angle	12.76	
Img0152	JPG	Kona April 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D22-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	9.84	lateral view of zooid, used endostyle and tip of viscerae for angle
Img0152	JPG	Kona April 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D22-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	8.56	lateral view of zooid, used endostyle and tip of viscerae for angle
Img0152	JPG	Kona April 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D22-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	10.97	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-020	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Helicosalpa younti	Aggs	FreshLabTecto	D27-Hyou-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	82.20	
KonaJJ22-020	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Helicosalpa younti	Aggs	FreshLabTecto	D27-Hyou-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	79.67	
KonaJJ22-020	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Helicosalpa younti	Aggs	FreshLabTecto	D27-Hyou-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	89.92	
KonaJJ22-053	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D27-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	8.34	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-053	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D27-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	9.38	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-053	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D27-Ramb-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	8.30	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-081	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D27-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	90.06	
KonaJJ22-081	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D27-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	88.86	
KonaJJ22-081	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D27-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	86.56	
KonaJJ22-109	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D28-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	85.20	
KonaJJ22-109	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D28-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	80.91	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-109	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D28-Csew-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	84.90	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-116	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D28-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	61.60	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-116	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D28-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	59.01	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-116	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D28-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	50.16	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-146	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D29-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	15.06	
KonaJJ22-146	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D29-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	18.00	
KonaJJ22-218	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D30-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	91.15	
KonaJJ22-218	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D30-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	88.19	
KonaJJ22-218	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D30-Cbak-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	80.19	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaJJ22-372	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D31-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	14.43	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-372	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D31-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	10.88	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-372	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D31-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	10.36	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-396	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D31-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	88.36	
KonaJJ22-396	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D31-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	89.66	
KonaJJ22-396	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D31-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	83.53	
KonaJJ22-412	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D31-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	21.60	
KonaJJ22-412	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D31-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	19.09	
KonaJJ22-408	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D31-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	28.88	
KonaJJ22-481	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D31-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	87.10	
KonaJJ22-481	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D31-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	89.76	
KonaJJ22-481	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D31-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	87.68	
KonaJJ22-494	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ihlea punctata	Aggs	FreshLabTecto	D32-Ipun-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	23.11	
KonaJJ22-494	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ihlea punctata	Aggs	FreshLabTecto	D32-Ipun-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	25.13	
KonaJJ22-494	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ihlea punctata	Aggs	FreshLabTecto	D32-Ipun-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	28.85	
KonaJJ22-525	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D32-Icyl-B-3	Linear	DVnormal	DV_Zooid.stolon.angle	24.01	young chain
KonaJJ22-525	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D32-Icyl-B-3	Linear	DVnormal	DV_Zooid.stolon.angle	26.97	young chain
KonaJJ22-525	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D32-Icyl-B-3	Linear	DVnormal	DV_Zooid.stolon.angle	29.15	young chain
KonaJJ22-551	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D32-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	13.22	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-551	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D32-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	11.16	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-551	JPG	Kona June-July 2022	Alejandro Damian-Serrano	Ritteriella retracta	Aggs	FreshLabTecto	D32-Rsp-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	7.66	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-625	JPG	Kona September 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D33-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	51.78	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-625	JPG	Kona September 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D33-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	55.89	lateral view of zooid, used line between base and tip of the endostyle
KonaJJ22-625	JPG	Kona September 2022	Alejandro Damian-Serrano	Brooksia rostrata	Aggs	FreshLabTecto	D33-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	52.18	lateral view of zooid, used line between base and tip of the endostyle
Kona09-22-700	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D36-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	84.70	used viscera for zooid axis
Kona09-22-700	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D36-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	89.97	used viscera for zooid axis
Kona09-22-700	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa quadriluminis	Aggs	FreshLabTecto	D36-Cqua-B-1	Whorl	DVnormal	DV_Zooid.stolon.angle	87.58	used viscera for zooid axis
Kona09-22-717	JPG	Kona September 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D37-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	3.14	
Kona09-22-717	JPG	Kona September 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D37-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	0.29	
Kona09-22-717	JPG	Kona September 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D37-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	0.18	
Kona09-22-787	JPG	Kona September 2022	Alejandro Damian-Serrano	Metcalfina hexagona	Aggs	FreshLabTecto	D39-Mhex-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	16.15	
Kona09-22-787	JPG	Kona September 2022	Alejandro Damian-Serrano	Metcalfina hexagona	Aggs	FreshLabTecto	D39-Mhex-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	15.60	
Kona09-22-787	JPG	Kona September 2022	Alejandro Damian-Serrano	Metcalfina hexagona	Aggs	FreshLabTecto	D39-Mhex-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	13.15	
Kona09-22-808	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D40-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	52.76	used viscera for zooid axis
Kona09-22-808	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D40-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	71.27	used viscera for zooid axis
Kona09-22-808	JPG	Kona September 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D40-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	68.78	used viscera for zooid axis
Kona09-22-848	JPG	Kona September 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D41-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	19.71	lateral view of zooid, used line between base and tip of the endostyle
Kona09-22-848	JPG	Kona September 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D41-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	23.48	lateral view of zooid, used line between base and tip of the endostyle
Kona09-22-848	JPG	Kona September 2022	Alejandro Damian-Serrano	Ritteriella amboinensis	Aggs	FreshLabTecto	D41-Bros-B-1	Bipinnate	DVnormal	DV_Zooid.stolon.angle	20.91	lateral view of zooid, used line between base and tip of the endostyle
Kona09-22-838	JPG	Kona September 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D40-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	26.09	
Kona09-22-838	JPG	Kona September 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D40-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	29.63	
Kona09-22-838	JPG	Kona September 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D40-Icyl-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	24.23	
Kona09-22-826	JPG	Kona September 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D40-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	22.50	
Kona09-22-826	JPG	Kona September 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D40-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	33.05	
Kona09-22-826	JPG	Kona September 2022	Alejandro Damian-Serrano	Salpa maxima	Aggs	FreshLabTecto	D40-Smax-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	24.91	
Kona09-22-914	JPG	Kona September 2022	Alejandro Damian-Serrano	Helicosalpa virgula	Aggs	FreshLabTecto	D43-Hvir-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	89.44	
Kona09-22-914	JPG	Kona September 2022	Alejandro Damian-Serrano	Helicosalpa virgula	Aggs	FreshLabTecto	D43-Hvir-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	89.79	
Kona09-22-914	JPG	Kona September 2022	Alejandro Damian-Serrano	Helicosalpa virgula	Aggs	FreshLabTecto	D43-Hvir-B-1	Helical	DVnormal	DV_Zooid.stolon.angle	87.55	
Kona09-22-887	JPG	Kona September 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D42-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	55.87	
Kona09-22-887	JPG	Kona September 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D42-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	56.27	
Kona09-22-887	JPG	Kona September 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D42-Tlon-B-1	Oblique	DVnormal	DV_Zooid.stolon.angle	47.59	
KonaMay23_0049	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D46-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	88.07	young zooids
KonaMay23_0049	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D46-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	88.29	young zooids
KonaMay23_0049	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D46-Psp-B-1	Transversal	DVnormal	DV_Zooid.stolon.angle	85.85	young zooids
KonaMay23_0040	JPG	Kona May 2023	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D47-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	3.55	dead post anesthetic, insides shrivelled
KonaMay23_0040	JPG	Kona May 2023	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D47-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	1.06	dead post anesthetic, insides shrivelled
KonaMay23_0040	JPG	Kona May 2023	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D47-Szon-B-1	Linear	DVnormal	DV_Zooid.stolon.angle	1.46	dead post anesthetic, insides shrivelled
KonaMay23_0090	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D48-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	89.30	
KonaMay23_0090	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D48-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	89.19	
KonaMay23_0090	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D48-Cpol-B-1	Cluster	DVnormal	DV_Zooid.stolon.angle	88.64	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaMay23_0068	JPG	Kona May 2023	Alejandro Damian-Serrano	Thalia cicar	Aggs	FreshLabTecto	D48-Tcic-B-2	Oblique	DVnormal	DV_Zooid.stolon.angle	47.66	
KonaMay23_0068	JPG	Kona May 2023	Alejandro Damian-Serrano	Thalia cicar	Aggs	FreshLabTecto	D48-Tcic-B-2	Oblique	DVnormal	DV_Zooid.stolon.angle	48.05	
KonaMay23_0068	JPG	Kona May 2023	Alejandro Damian-Serrano	Thalia cicar	Aggs	FreshLabTecto	D48-Tcic-B-2	Oblique	DVnormal	DV_Zooid.stolon.angle	49.04	
KonaMay23_0105	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D51-Cpol-B-3	Cluster	DVnormal	DV_Zooid.stolon.angle	88.27	
KonaMay23_0105	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D51-Cpol-B-3	Cluster	DVnormal	DV_Zooid.stolon.angle	87.03	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaMay23_0105	JPG	Kona May 2023	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D51-Cpol-B-3	Cluster	DVnormal	DV_Zooid.stolon.angle	89.19	lateral view of zooid, used endostyle and tip of viscerae for angle
KonaMay23_0114	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D51-Psp-B-2	Transversal	DVnormal	DV_Zooid.stolon.angle	84.79	
KonaMay23_0114	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D51-Psp-B-2	Transversal	DVnormal	DV_Zooid.stolon.angle	82.87	
KonaMay23_0114	JPG	Kona May 2023	Alejandro Damian-Serrano	Pegea sp.	Aggs	FreshLabTecto	D51-Psp-B-2	Transversal	DVnormal	DV_Zooid.stolon.angle	87.96	
D27-Cpin-B-1.mp4 07:32:44:20	MP4	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa pinnata	Aggs	FreshLabTecto	D27-Cpin-B-1 (GoPro)	Cluster	DVnormal	DV_Zooid.stolon.angle	89.59	Used viscera for zooid axis
D27-Cpin-B-1.mp4 07:32:44:20	MP4	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa pinnata	Aggs	FreshLabTecto	D27-Cpin-B-1 (GoPro)	Cluster	DVnormal	DV_Zooid.stolon.angle	86.13	Used viscera for zooid axis
D27-Cpin-B-1.mp4 07:32:44:20	MP4	Kona June-July 2022	Alejandro Damian-Serrano	Cyclosalpa pinnata	Aggs	FreshLabTecto	D27-Cpin-B-1 (GoPro)	Cluster	DVnormal	DV_Zooid.stolon.angle	89.25	Used viscera for zooid axis
tape3_scale41_14 00:02	M2T	LJL Vegas Clips	Kelly Sutherland	Salpa thompsoni	Aggs	FreshLabTecto	Vegas tape3_scale41_14	Linear	DVnormal	DV_Zooid.stolon.angle	18.44	
tape3_scale41_14 00:02	M2T	LJL Vegas Clips	Kelly Sutherland	Salpa thompsoni	Aggs	FreshLabTecto	Vegas tape3_scale41_14	Linear	DVnormal	DV_Zooid.stolon.angle	17.09	
tape3_scale41_14 00:02	M2T	LJL Vegas Clips	Kelly Sutherland	Salpa thompsoni	Aggs	FreshLabTecto	Vegas tape3_scale41_14	Linear	DVnormal	DV_Zooid.stolon.angle	17.65	
Thetys vagina - Salp Chain / Carmel River - 9/14/14 00:24	WEB	https://vimeo.com/106143426	Patrick Anders Webster	Thetys vagina	Aggs	UWvideo	16	Oblique	DVnormal	DV_Zooid.stolon.angle	43.27	
Thetys vagina - Salp Chain / Carmel River - 9/14/14 00:24	WEB	https://vimeo.com/106143426	Patrick Anders Webster	Thetys vagina	Aggs	UWvideo	16	Oblique	DVnormal	DV_Zooid.stolon.angle	40.96	
Thetys vagina - Salp Chain / Carmel River - 9/14/14 00:24	WEB	https://vimeo.com/106143426	Patrick Anders Webster	Thetys vagina	Aggs	UWvideo	16	Oblique	DVnormal	DV_Zooid.stolon.angle	37.23	
Shale_Thalia_democratica_1	JPG	https://www.naturepl.com/stock-photo--thalia-democratica-salp-chain-deep-sea-atlantic-image01126842.html	David Shale	Thalia democratica	Aggs	UWphoto	3	Oblique	DVnormal	DV_Zooid.stolon.angle	64.25	
Shale_Thalia_democratica_1	JPG	https://www.naturepl.com/stock-photo--thalia-democratica-salp-chain-deep-sea-atlantic-image01126842.html	David Shale	Thalia democratica	Aggs	UWphoto	3	Oblique	DVnormal	DV_Zooid.stolon.angle	63.93	
Shale_Thalia_democratica_1	JPG	https://www.naturepl.com/stock-photo--thalia-democratica-salp-chain-deep-sea-atlantic-image01126842.html	David Shale	Thalia democratica	Aggs	UWphoto	3	Oblique	DVnormal	DV_Zooid.stolon.angle	56.16	
