"Filename","Frame","Time..mins.","X..mm.Zooid","Y..mm.Zooid","Z..mm.Zooid","NumberZooid","X..mm.Junk","Y..mm.Junk","Z..mm.Junk","Delta_time_s","Xd_mm","Yd_mm","Zd_mm","Delta_X_mm","Delta_Y_mm","Delta_Z_mm","Distance_mm","Speed_mm_s","Species","Architecture","Zooid.number","Comment","Speed_mms_abs","Speed_per_zooid","Colony_motion_length_mm","Colony_stolon_length_mm","Zooid_length_mm","Zooid_width_mm","Frontal_CSA_mm2","Jet_motion_angle","Dorso.Ventral_Zooid_Stolon_angle","colony_volume","speed_per_vol"
"A001C0173_20210709184408_0001",550,0.0765,-28.773,-41.983,-487.732,"0",65.941,-2.352,-306.09,-0.0753,-94.714,-39.631,-181.642,-88.73,4.365,-254.4,269.465074035579,-357.855344004753,"Iasis cylindrica","Linear",25,"Weelia chain (x2)",357.855344004753,14.3142137601901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",550,0.0765,-28.773,-41.983,-487.732,"0",65.941,-2.352,-306.09,-0.0753,-94.714,-39.631,-181.642,-88.73,4.365,-254.4,269.465074035579,-357.855344004753,"Iasis cylindrica","Linear",9,"Weelia chain (x2)",357.855344004753,39.761704889417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",554,0.154,77.673,-31.202,-384.984,"0",35.876,-52.74,-456.451,0.0775,41.797,21.538,71.467,133.164,54.698,244.679,283.887891853457,366.306957230267,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",366.306957230267,183.153478615133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",555,0.0772,93.891,-54.9,-444.839,"0",10.343,-21.316,-388.478,-0.0768,83.548,-33.584,-56.361,10.846,-31.167,-73.074,80.1799668308737,-104.4009984777,"Ritteriella amboinensis","Bipinnate",6,"",104.4009984777,17.40016641295,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0018_20220420225725_0001",558,0.1552,7.566,-26.999,-292.313,"0",58.069,17.4,-470.29,0.078,-50.503,-44.399,177.977,-92.424,10.342,199.508,220.119501189695,282.204488704737,"Ritteriella amboinensis","Bipinnate",10,"dye",282.204488704737,28.2204488704737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",559,0.1554,64.143,-81.927,-421.547,"0",7.19,-29.564,-472.043,0.000200000000000006,56.953,-52.363,50.496,83.989,-101.573,-76.2260000000001,152.25514613963,76127.5730698127,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",76127.5730698127,10875.3675814018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0062_20220421231037_0001",560,0.1557,50.291,69.856,-545.754,"0",-20.21,25.476,-529.279,0.000299999999999995,70.501,44.38,-16.475,-73.268,39.265,-110.074,137.935584694451,45978.5282314844,"Salpa aspera","Linear",2,"dye",45978.5282314844,22989.2641157422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0079_20220422224739_0001",561,0.156,-105.061,43.581,-620.502,"0",108.363,71.315,-518.59,0.000299999999999995,-213.424,-27.734,-101.912,-264.366,-81.519,-82.7449999999999,288.758487913342,96252.8293044492,"Iasis cylindrica (yellowtail)","Linear",51,"dye, same specimen as A002C0078_20220422224659_0001",96252.8293044492,1887.31037851861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",570,0.0792,-31.057,-37.057,-488.338,"0",62.54,11.712,-298.284,-0.0768,-93.597,-48.769,-190.054,64.783,-147.011,35.3249999999999,164.4898988844,-214.179555839062,"Iasis cylindrica","Linear",25,"Weelia chain (x2)",214.179555839062,8.56718223356248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",570,0.0792,-31.057,-37.057,-488.338,"0",62.54,11.712,-298.284,-0.0768,-93.597,-48.769,-190.054,64.783,-147.011,35.3249999999999,164.4898988844,-214.179555839062,"Iasis cylindrica","Linear",9,"Weelia chain (x2)",214.179555839062,23.7977284265624,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",574,0.1596,71.639,-33.222,-376.995,"0",42.292,-58.89,-462.108,0.0804,29.347,25.668,85.113,120.777,67.419,266.938,300.646472013227,373.938398026402,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",373.938398026402,186.969199013201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",575,0.0799,95.899,-57.638,-445.168,"0",8.622,-26.502,-385.107,-0.0797,87.277,-31.136,-60.061,24.717,-38.301,-92.285,102.929188838735,-129.14578273367,"Ritteriella amboinensis","Bipinnate",6,"",129.14578273367,21.5242971222784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0073_20220422223852_0001",576,0.1602,-6.59,-33.038,-406.426,"0",-0.239,4.979,-484.966,0.0803,-6.351,-38.017,78.54,-145.579,-96.245,-61.035,184.882710092101,230.239987661396,"Cyclosalpa bakeri","Whorl",13,"dye",230.239987661396,17.7107682816459,NA,NA,4.545,2.311,NA,NA,NA,315.556500285,0.729631579300225
"A002C0018_20220420225725_0001",578,0.1607,1.859,-35.595,-296.232,"0",60.343,24.783,-490.291,5e-04,-58.484,-60.378,194.059,-55.313,-20.291,115.875,129.993339348599,25998.6678697198,"Ritteriella amboinensis","Bipinnate",10,"dye",25998.6678697198,2599.86678697198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",579,0.161,67.379,-90.386,-444.891,"0",39.05,-25.297,-476.55,0.000299999999999995,28.329,-65.089,31.659,71.077,-109.081,-92.335,159.613147061888,53204.3823539637,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",53204.3823539637,7600.62605056625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0062_20220421231037_0001",580,0.1613,83.069,56.832,-547.248,"0",-16.878,23.659,-531.413,0.000299999999999995,99.947,33.173,-15.835,-19.542,48.482,-88.574,102.848177251714,34282.725750572,"Salpa aspera","Linear",2,"dye",34282.725750572,17141.362875286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0079_20220422224739_0001",581,0.1616,-112.505,42.846,-620.072,"0",109.189,69.3,-514.513,0.000299999999999995,-221.694,-26.454,-105.559,-302.729,-71.298,-90.9549999999999,324.038677120494,108012.8923735,"Iasis cylindrica (yellowtail)","Linear",51,"dye, same specimen as A002C0078_20220422224659_0001",108012.8923735,2117.89985046079,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",590,0.082,-33.474,-30.543,-487.003,"0",58.094,27.856,-290.382,-0.0796,-91.568,-58.399,-196.621,53.121,-150.671,22.166,161.291420844383,-202.627413121085,"Iasis cylindrica","Linear",25,"Weelia chain (x2)",202.627413121085,8.10509652484339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",590,0.082,-33.474,-30.543,-487.003,"0",58.094,27.856,-290.382,-0.0796,-91.568,-58.399,-196.621,53.121,-150.671,22.166,161.291420844383,-202.627413121085,"Iasis cylindrica","Linear",9,"Weelia chain (x2)",202.627413121085,22.5141570134539,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",594,0.1652,58.862,-30.505,-371.738,"0",41.445,-58.819,-464.233,0.0832,17.417,28.314,92.495,107.317,79.162,281.706,311.675843095034,374.610388335377,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",374.610388335377,187.305194167688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",595,0.0827,98.154,-61.098,-447.511,"0",6.389,-30.975,-383.051,-0.0825,91.765,-30.123,-64.46,37.736,-46.195,-111.037,126.044432998844,-152.781130907689,"Ritteriella amboinensis","Bipinnate",6,"",152.781130907689,25.4635218179482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0018_20220420225725_0001",598,0.1663,0.804,-35.513,-298.24,"0",72.901,40.015,-502.19,0.0836,-72.097,-75.528,203.95,-122.52,-26.317,232.051,263.725996993091,315.461718891257,"Ritteriella amboinensis","Bipinnate",10,"dye",315.461718891257,31.5461718891257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",599,0.1666,53.371,-85.111,-474.9,"0",50.423,-9.038,-486.608,0.000299999999999995,2.948,-76.073,11.708,56.486,-103.902,-122.471,170.251107605795,56750.3692019327,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",56750.3692019327,8107.1956002761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0062_20220421231037_0001",600,0.1668,119.418,53.98,-548.912,"0",-3.192,29.6,-527.255,0.000200000000000006,122.61,24.38,-21.657,24.361,52.524,-59.58,83.0783082218217,41539.1541109097,"Salpa aspera","Linear",2,"dye",41539.1541109097,20769.5770554548,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0079_20220422224739_0001",601,0.1671,-128.407,35.684,-616.415,"0",99.252,64.419,-511.904,0.000299999999999995,-227.659,-28.735,-104.511,-333.326,-65.512,-91.0809999999999,351.701283735218,117233.761245075,"Iasis cylindrica (yellowtail)","Linear",51,"dye, same specimen as A002C0078_20220422224659_0001",117233.761245075,2298.70120088382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0341_20210921224426_0001",605,0.0841,73.831,28.904,-373.667,"0",88.274,15.179,-447.366,-0.083,-14.443,13.725,73.699,121.688,-64.941,283.421,315.202738036966,-379.762334984296,"Pegea sp.","Transversal",20,"dye",379.762334984296,18.9881167492148,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,0.00479884734797016
"A002C0073_20220422223852_0001",606,0.1685,-0.552,-13.1,-405.738,"0",3.345,23.042,-489.633,0.0844,-3.897,-36.142,83.895,-143.363,-95.409,-53.821,180.423188894887,213.771550823326,"Cyclosalpa bakeri","Whorl",13,"dye",213.771550823326,16.4439654479481,NA,NA,4.545,2.311,NA,NA,NA,315.556500285,0.67744302725583
"A001C0173_20210709184408_0001",610,0.0848,-35.211,-23.997,-486.079,"0",53.071,46.746,-283.364,-0.0837,-88.282,-70.743,-202.715,-91.351,-68.646,-203.024,232.972150895767,-278.341876816926,"Iasis cylindrica","Linear",25,"Weelia chain (x2)",278.341876816926,11.133675072677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0173_20210709184408_0001",610,0.0848,-35.211,-23.997,-486.079,"0",53.071,46.746,-283.364,-0.0837,-88.282,-70.743,-202.715,-91.351,-68.646,-203.024,232.972150895767,-278.341876816926,"Iasis cylindrica","Linear",9,"Weelia chain (x2)",278.341876816926,30.9268752018806,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",614,0.1707,41.649,-26.949,-366.613,"0",33.036,-61.843,-467.395,0.0859,8.613,34.894,100.782,96.324,97.283,296.337,326.432094981483,380.014080304404,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",380.014080304404,190.007040152202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",615,0.0855,101.293,-60.754,-449.448,"0",4.972,-31.942,-380.995,-0.0852,96.321,-28.812,-68.453,327.524,-60.554,0.619000000000028,333.075277757146,-390.933424597589,"Ritteriella amboinensis","Bipinnate",6,"",390.933424597589,65.1555707662649,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0018_20220420225725_0001",618,0.1718,-3.03,-47.948,-287.549,"0",72.811,41.292,-502.5,0.0863,-75.841,-89.24,214.951,-130.44,-43.599,246.659,282.411275769931,327.243656743837,"Ritteriella amboinensis","Bipinnate",10,"dye",327.243656743837,32.7243656743837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",619,0.1721,34.547,-66.502,-498.921,"0",60.924,20.367,-489.402,0.000299999999999995,-26.377,-86.869,-9.51900000000001,34.808,-100.893,-158.367,190.974084634539,63658.0282115141,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",63658.0282115141,9094.0040302163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",620,0.0862,135.987,5.551,-522.601,"0",121.87,-60.134,-525.285,-0.0859,14.117,65.685,2.68399999999997,-57.424,109.68,-18.386,125.160949069588,-145.705412188112,"Salpa fusiformis","Linear",27,"",145.705412188112,5.39649674770784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0062_20220421231037_0001",620,0.1724,153.805,44.618,-550.261,"0",6.813,31.321,-524.221,0.0862,146.992,13.297,-26.04,73.578,33.878,53.9180000000001,97.3066888348381,112.884789831599,"Salpa aspera","Linear",2,"dye",112.884789831599,56.4423949157994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0252_20210918223920_0001",632,0.0879,77.837,2.92,-418.176,"0",73.91,9.897,-464.404,-0.0845,3.92700000000001,-6.977,46.228,-128.162,-31.555,60.152,145.049920279192,-171.656710389577,"Soestia zonaria","Linear",8,"",171.656710389577,21.4570887986971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",634,0.1763,32.985,-10.754,-358.165,"0",38.351,-48.288,-469.974,0.0884,-5.366,37.534,111.809,-17.823,43.35,53.7719999999999,71.3323896487423,80.6927484714279,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",80.6927484714279,40.346374235714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",635,0.0883,105.556,-58.844,-452.14,"0",4.681,-30.099,-379.594,-0.088,100.875,-28.745,-72.546,63.273,-51.052,-135.877,158.342471756633,-179.934626996173,"Ritteriella amboinensis","Bipinnate",6,"",179.934626996173,29.9891044993622,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0073_20220422223852_0001",636,0.1768,4.747,5.527,-402.773,"0",13.573,35.775,-491.789,0.0885,-8.826,-30.248,89.016,-149.462,-91.967,-49.6940000000001,182.390548464003,206.091015213563,"Cyclosalpa bakeri","Whorl",13,"dye",206.091015213563,15.8531550164279,NA,NA,4.545,2.311,NA,NA,NA,315.556500285,0.65310337460147
"A002C0042_20220421224445_0001",639,0.1777,2.571,-90.986,-513.751,"0",64.786,9.268,-492.676,0.000899999999999984,-62.215,-100.254,-21.075,-56.3,-68.012,-109.429,140.605932253942,15622.8813615493,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",15622.8813615493,2231.84019450705,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",640,0.089,128.043,13.064,-511.905,"0",119.875,-60.506,-518.869,-0.0887,8.16800000000001,73.57,6.96400000000006,204.792,32.446,44.427,212.052504132821,-239.06708470442,"Salpa fusiformis","Linear",27,"",239.06708470442,8.85433647053409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0252_20210918223920_0001",652,0.0906,72.949,-11.364,-419.503,"0",79.592,3.09,-444.584,0.0016,-6.643,-14.454,25.081,-79.967,2.464,94.123,123.531095332309,7720.69345826929,"Soestia zonaria","Linear",8,"",7720.69345826929,965.086682283661,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",654,0.1818,25.901,1.807,-347.884,"0",46.292,-38.895,-463.271,0.0912,-20.391,40.702,115.387,-24.521,51.133,66.563,87.4442456597345,95.8818483111124,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",95.8818483111124,47.9409241555562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0288_20210919223646_0001",655,0.0911,109.55,-56.472,-454.368,"0",4.083,-27.872,-376.09,-0.0907,105.467,-28.6,-78.278,79.711,-55.723,-155.093,183.064837964586,-201.83554351112,"Ritteriella amboinensis","Bipinnate",6,"",201.83554351112,33.6392572518533,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",659,0.1832,-22.836,-104.934,-522.563,"0",80.827,2.106,-489.38,0.0921,-103.663,-107.04,-33.183,-167.121,-64.16,6.35399999999998,179.12651271378,194.491327593681,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",194.491327593681,27.7844753705258,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",660,0.0918,116.904,15.032,-495.39,"0",116.962,-68.719,-509.855,-0.0914,-0.0580000000000069,83.751,14.465,171.429,45.743,24.1850000000001,179.067691991046,-195.916512025214,"Salpa fusiformis","Linear",27,"",195.916512025214,7.25616711204497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0341_20210921224426_0001",665,0.0925,70.894,40.467,-371.043,"0",87.084,21.653,-451.836,0.000699999999999992,-16.19,18.814,80.793,-88.365,31.632,132.809,162.625911619274,23232.273088468,"Pegea sp.","Transversal",20,"dye",23232.273088468,1161.6136544234,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,0.293573432190224
"A001C0252_20210918223920_0001",672,0.0934,67.642,-24.835,-422.071,"0",84.266,-5.478,-429.072,0.000899999999999998,-16.624,-19.357,7.00099999999998,-158.026,-82.964,-130.944,221.362989472043,24595.887719116,"Soestia zonaria","Linear",8,"",24595.887719116,3074.4859648895,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0019_20220420225823_0002",674,0.1874,10.919,8.812,-343.449,"0",43.478,-33.776,-464.331,0.094,-32.559,42.588,120.882,-29.094,59.63,90.098,111.892123672759,119.034174119956,"Salpa maxima","Linear",2,"dye, same specimen as  A002C0019_20220420225823_0001",119.034174119956,59.5170870599782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A002C0042_20220421224445_0001",679,0.1888,-55.969,-97.196,-530.992,"0",92.453,13.273,-488.123,0.00139999999999998,-148.422,-110.469,-42.869,-164.435,-142.575,-120.792,248.912046944297,17779.4319245929,"Salpa aspera","Linear",7,"dye  -avoid reverse swimming sequence 19s-38s",17779.4319245929,2539.91884637041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",680,0.0945,109.917,12.111,-487.83,"0",113.069,-80.32,-498.616,-0.0943,-3.152,92.431,10.786,139.618,64.01,-2.48399999999998,153.611966591148,-162.897101369192,"Salpa fusiformis","Linear",27,"",162.897101369192,6.03322597663674,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0252_20210918223920_0001",692,0.0962,61.293,-34.761,-427.242,"0",87.299,-11.642,-415.318,0.00169999999999999,-26.006,-23.119,-11.924,-100.812,-13.112,32.997,106.882112146982,6287.18306746954,"Soestia zonaria","Linear",8,"",6287.18306746954,785.897883433693,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0341_20210921224426_0001",695,0.0966,73.523,43.531,-372.315,"0",90.005,22.528,-455.186,0.000400000000000011,-16.482,21.003,82.871,-4.505,42.14,73.704,85.0197285399101,21254.9321349769,"Pegea sp.","Transversal",20,"dye",21254.9321349769,1062.74660674885,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,0.268586864232962
"A002C0053_20220421225858_0001",699,0.1944,5.627,-15.641,-397.176,"0",-88.129,-16.331,-446.517,0.0978,93.756,0.69,49.341,-47.958,-65.594,-89.916,121.191706217876,123.917900018278,"Salpa aspera","Linear",29,"dye, same specimen as A002C0052_20220421225829_0001",123.917900018278,4.27303103511304,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",700,0.0973,99.326,14.188,-471.147,"0",106.99,-86.887,-485.744,-0.0971,-7.664,101.075,14.597,103.659,73.833,-15.435,128.198047547535,-132.026825486648,"Salpa fusiformis","Linear",27,"",132.026825486648,4.88988242543139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0252_20210918223920_0001",712,0.099,53.386,-42.518,-432.698,"0",91.556,-17.761,-398.461,0.00170000000000001,-38.17,-24.757,-34.237,13.419,-37.041,-5.63999999999999,39.798427632257,2341.08397836805,"Soestia zonaria","Linear",8,"",2341.08397836805,292.635497296006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0207_20210710141533_0001",719,0.1,99.59,32.588,-548.543,"0",54.643,55.415,-455.644,0.001,44.947,-22.827,-92.899,68.417,0.0520000000000032,-79.24,104.689379561635,10468.9379561635,"Cyclosalpa bakeri","Whorl",4,"",10468.9379561635,2617.23448904086,NA,NA,NA,NA,113.721,NA,NA,NA,NA
"A002C0053_20220421225858_0001",719,0.1999,27.843,-17.439,-398.854,"0",-94.617,-8.654,-462.817,0.0999,122.46,-8.785,63.963,82.764,15.25,157.532,178.602276637225,178.78105769492,"Salpa aspera","Linear",29,"dye, same specimen as A002C0052_20220421225829_0001",178.78105769492,6.16486405844553,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0230_20210918220927_0001",720,0.1001,89.086,17.095,-457.425,"0",101.248,-94.47,-471.756,-0.0998,-12.162,111.565,14.331,66.89,82.8,-18.2400000000001,107.994489211256,-108.210911033322,"Salpa fusiformis","Linear",27,"",108.210911033322,4.00781151975268,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0341_20210921224426_0001",725,0.1008,77.177,43.709,-375.073,"0",94.966,19.459,-461.424,0.000700000000000006,-17.789,24.25,86.351,30.528,10.677,109.146,113.836753419096,16262.393345585,"Pegea sp.","Transversal",20,"dye",16262.393345585,813.119667279248,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,0.205498902837047
"A001C0252_20210918223920_0001",732,0.1018,45.883,-51.316,-437.707,"0",97.254,-25.93,-382.928,0.001,-51.371,-25.386,-54.779,-192.96,-96.206,-194.201,290.177849666373,29017.7849666373,"Soestia zonaria","Linear",8,"",29017.7849666373,3627.22312082966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0294_20210920202610_0001",739,0.1027,18.674,-1.801,-649.865,"0",-2.119,35.824,-405.993,0.000899999999999998,20.793,-37.625,-243.872,53.757,-11.206,-223.242,229.896455059664,25544.0505621849,"Brooksia rostrata","Bipinnate",17,"Can't confidently take zooid length & width",25544.0505621849,1502.59120954029,NA,NA,NA,NA,95.999,NA,NA,NA,NA
"A002C0053_20220421225858_0001",739,0.2055,45.972,-30.637,-399.918,"0",-105.221,-8.701,-481.885,0.1028,151.193,-21.936,81.967,156.686,3.866,315.922,352.664371089567,343.058726740824,"Salpa aspera","Linear",29,"dye, same specimen as A002C0052_20220421225829_0001",343.058726740824,11.829611266925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0348_20210922220852_0001",740,0.1029,-61.322,-25.149,-506.636,"0",-31.659,-42.345,-520.154,-0.1026,-29.663,17.196,13.518,15.239,-14.633,-18.649,28.1804366715635,-27.4663125453835,"Ritteriella sp.","Bipinnate",38,"good dye",27.4663125453835,0.722797698562724,NA,NA,16.593,7.375,NA,NA,NA,34295.13834375,0.000800880645824513
"A001C0207_20210710141533_0001",749,0.1041,101.588,34.232,-543.987,"0",57.378,54.99,-449.806,0.00119999999999999,44.21,-20.758,-94.181,86.668,-36.446,-83.472,125.726798750306,10477.2332291922,"Cyclosalpa bakeri","Whorl",4,"",10477.2332291922,2619.30830729806,NA,NA,NA,NA,113.721,NA,NA,NA,NA
"A001C0252_20210918223920_0001",752,0.1045,39.887,-45.273,-436.804,"0",103.007,-38.228,-372.117,0.000399999999999998,-63.12,-7.045,-64.687,-102.437,14.743,29.285,107.556060931033,26889.0152327583,"Soestia zonaria","Linear",8,"",26889.0152327583,3361.12690409479,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0341_20210921224426_0001",755,0.105,79.425,42.721,-377.457,"0",97.764,15.999,-465.216,5e-04,-18.339,26.722,87.759,23.714,36.949,118.536,126.405560372161,25281.1120744321,"Pegea sp.","Transversal",20,"dye",25281.1120744321,1264.05560372161,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,0.319463481382749
"A001C0294_20210920202610_0001",759,0.1055,20.941,-1.87,-655.203,"0",-1.21,36.62,-410.829,5e-04,22.151,-38.49,-244.374,-119.334,-113.065,-382.103,415.96514323919,83193.028647838,"Brooksia rostrata","Bipinnate",17,"Can't confidently take zooid length & width",83193.028647838,4893.70756751988,NA,NA,NA,NA,95.999,NA,NA,NA,NA
"A002C0053_20220421225858_0001",759,0.211,73.599,-48.574,-394.771,"0",-106.35,-15.094,-496.086,0.1055,179.949,-33.48,101.315,184.527,-6.474,339.064,386.078389062377,365.951079679978,"Salpa aspera","Linear",29,"dye, same specimen as A002C0052_20220421225829_0001",365.951079679978,12.6190027475854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0348_20210922220852_0001",760,0.1057,-55.624,-27.283,-491.876,"0",-31.461,-45.154,-513.039,-0.1053,-24.163,17.871,21.163,-14.359,-13.185,-9.37199999999996,21.6300598704673,-20.5413673983545,"Ritteriella sp.","Bipinnate",38,"good dye",20.5413673983545,0.540562299956697,NA,NA,16.593,7.375,NA,NA,NA,34295.13834375,0.00059895858102284
"A001C0322_20210921220127_0001",763,0.1061,-20.332,-58.986,-446.473,"0",-30.186,-59.545,-558.401,0.000399999999999998,9.854,0.559000000000005,111.928,48.047,-15.968,114.744,125.418008152737,31354.5020381844,"Ritteriella amboinensis","Bipinnate",21,"dye",31354.5020381844,1493.07152562783,277.892,277.892,26.047,9.561,NA,NA,NA,50001.570021627,0.62707035048345
"A001C0252_20210918223920_0001",772,0.1073,27.381,-58.762,-445.049,"0",107.077,-49.814,-361.614,0.00120000000000001,-79.696,-8.948,-83.435,1.422,44.504,35.161,56.7355622251159,4727.96351875963,"Soestia zonaria","Linear",8,"",4727.96351875963,590.995439844954,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0207_20210710141533_0001",779,0.1083,104.505,32.999,-537.517,"0",60.501,52.147,-444.322,0.000999999999999987,44.004,-19.148,-93.1950000000001,99.167,-6.15499999999999,-41.6200000000001,107.722803129143,10772.2803129144,"Cyclosalpa bakeri","Whorl",4,"",10772.2803129144,2693.0700782286,NA,NA,NA,NA,113.721,NA,NA,NA,NA
"A002C0053_20220421225858_0001",779,0.2166,113.366,-55.261,-376.773,"0",-92.244,-9.393,-497.579,0.1083,205.61,-45.868,120.806,208.436,-14.798,362.324,418.262152096027,386.206973311198,"Salpa aspera","Linear",29,"dye, same specimen as A002C0052_20220421225829_0001",386.206973311198,13.3174818383172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A001C0348_20210922220852_0001",780,0.1084,-49.959,-24.816,-477.969,"0",-30.579,-43.192,-507.361,-0.1082,-19.38,18.376,29.392,-45.073,-10.364,-8.63599999999997,47.0485740591572,-43.4829704798126,"Ritteriella sp.","Bipinnate",38,"good dye",43.4829704798126,1.14428869683717,NA,NA,16.593,7.375,NA,NA,NA,34295.13834375,0.00126790479874932
"A001C0322_20210921220127_0001",783,0.1089,-17.289,-58.176,-438.503,"0",-29.666,-60.917,-555.455,5e-04,12.377,2.741,116.952,45.92,-14.907,110.508,120.593876764121,24118.7753528242,"Ritteriella amboinensis","Bipinnate",21,"dye",24118.7753528242,1148.51311203925,277.892,277.892,26.047,9.561,NA,NA,NA,50001.570021627,0.482360360732517
"A001C0341_20210921224426_0001",785,0.1091,78.912,44.146,-378.836,"0",97.088,15.288,-468.192,0.000200000000000006,-18.176,28.858,89.356,59.367,82.54,204.702,228.561153945722,114280.576972858,"Pegea sp.","Transversal",20,"dye",114280.576972858,5714.02884864289,NA,NA,31.186,11.264,NA,NA,NA,79136.15654912,1.44410067352618
