 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,73,73,73,69.961,60.550,0.078,0.078,0,68
2,0.000,149,149,149,76.898,57.253,0.078,0.078,0,68
3,0.000,126,126,126,78.272,59.314,0.078,0.078,0,91
4,0.000,177,177,177,70.785,39.668,0.078,0.078,0,91
5,0.000,86,86,86,95.101,70.373,0.078,0.078,0,114
6,0.000,233,233,233,60.962,24.351,0.078,0.078,0,114
