 ,Area,Mean,Min,Max,X,Y,Major,Minor,Angle,Slice
1,0.000,255,255,255,15.268,36.370,0.062,0.062,0,261
2,0.000,255,255,255,15.840,29.472,0.062,0.062,0,261
3,0.000,255,255,255,12.569,26.909,0.062,0.062,0,284
4,0.000,139,139,139,25.165,17.694,0.062,0.062,0,284
5,0.000,255,255,255,14.695,29.145,0.062,0.062,0,307
6,0.000,150,150,150,41.305,17.367,0.062,0.062,0,307
7,0.000,254,254,254,23.256,28.818,0.062,0.062,0,330
8,0.000,86,86,86,55.373,18.076,0.062,0.062,0,330
