 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,154,154,154,70.847,25.253,1351
2,0.000,162,162,162,56.726,29.495,1351
3,0.000,136,136,136,71.222,14.648,1366
4,0.000,166,166,166,51.737,28.326,1366
5,0.000,121,121,121,75.772,12.845,1381
6,0.000,163,163,163,46.837,33.655,1381
7,0.000,86,86,86,72.849,2.674,1396
8,0.000,157,157,157,41.868,37.163,1396
