 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,65,65,65,236.449,186.641,1
2,0.000,98,98,98,97.173,87.371,1
3,0.000,72,72,72,236.069,191.904,15
4,0.000,70,70,70,102.635,58.325,15
5,0.000,29,29,29,260.050,199.283,30
6,0.000,46,46,46,119.780,12.569,30
