Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
1220	-16676	-16789.9	113.905	0.009992292	0.0818445	0.0833972	0.0233114	0.132775	0.113799	0.0177059	0.0114527	0.0203001	0.0686929	0.0318718	0.0814902	0.104081	0.0271503	0.0145028	0.0142896	0.0268544	0.0374878	0.0475306	0.0166475	0.00493396	0.0149299	0.0529357	0.0176352	0.0188731	0.0774731	0.0139581	0.0269775	0.0108234	0.0789155	0.044636	0.0155578	0.0191154	0.0128052	0.107605	0.026816	0.0206739	0.00596356	0.0610285	0.0162866	0.0182115	0.0498349	0.0673398	0.0116057	0.0732706	0.0093517	0.0097243	0.0194298	0.0258119	0.0537819	0.0374796	0.0349282	0.0336973	0.0194813	0.0289173	0.0213952	0.0104071	0.0172572	0.00621582	0.0512561	0.0896153	0.0218168	0.0511417	0.0115676	0.0459876	0.0344885	0.00512192	0.0271351	0.0179064	0.0199204	0.00982447	0.00800315	0.0126357	0.028653	0.0221121	0.0164544	0.0306116	0.00579149	0.0108678	0.023443	0.0132216	0.0255122	0.0239624	0.0269646	0.0333018	0.0448909	0.00484199	0.0168078	0.0161924	0.00995596	0.0296937	0.0115212	0.0276256	0.0217208	0.0331137	0.0241803	0.0471793	0.0818721	0.0405637	0.0438127	0.0645693	0.0137333	0.0472407	0.032735	0.0106705	0.0110519	0.014193	0.0116943	0.133334	0.0510821	0.0372885	0.0520237	0.0344177	0.0343015	0.0322023	0.0392715	0.0203669	0.033875	0.0799932	0.0418162	0.0201982	0.0950734	0.0312631	0.00742741	0.0310493	0.0848364	0.0355433	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.03471277	0.272667	0.25774	0.213845	0.255747	1.998363	0.4327367	0.02898969	-3.744088	0.6376091	0.4065454
1230	-16693.8	-16848	154.143	0.009992292	0.0697212	0.0631503	0.0176519	0.10054	0.0861713	0.0134073	0.00867223	0.0153717	0.0520159	0.024134	0.0617063	0.0788126	0.0205588	0.0109819	0.0108204	0.0203348	0.0283866	0.0359913	0.0126059	0.00373611	0.0113053	0.0400842	0.0133538	0.0142912	0.0586644	0.0105694	0.020428	0.00819576	0.0597567	0.0337994	0.0117807	0.0144746	0.00969642	0.025533	0.0203057	0.0156547	0.00451575	0.0462122	0.0123326	0.0137902	0.0377362	0.0509913	0.00878811	0.0554822	0.00708132	0.00736347	0.0147127	0.0195454	0.0407249	0.0283804	0.0264484	0.0255163	0.0147517	0.00686482	0.016201	0.00788047	0.0130676	0.00470677	0.0388123	0.0678588	0.0165202	0.0387257	0.00875926	0.0348229	0.0261155	0.00387844	0.0205473	0.0109625	0.0150842	0.00743932	0.00606017	0.00956805	0.0216967	0.0167438	0.0124597	0.0231798	0.00438545	0.00822934	0.0177516	0.0100117	0.0193184	0.0181449	0.0204182	0.0252169	0.0339925	0.00366646	0.0127273	0.0122613	0.00753889	0.0224848	0.0271593	0.0209187	0.0164475	0.0250745	0.0183099	0.0357252	0.0619954	0.0307158	0.033176	0.0488934	0.0103991	0.0357717	0.0248	0.00807995	0.00836872	0.0107473	0.00885518	0.100964	0.0386805	0.0282357	0.0393935	0.00852388	0.0259991	0.0243843	0.0413976	0.0154222	0.0256509	0.0631836	0.0316642	0.0101868	0.159991	0.0204021	0.0278114	0.0235112	0.0642834	0.00990358	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02655688	0.272668	0.25774	0.213845	0.255747	2.000216	0.4327367	0.02920617	-3.840511	0.7837552	0.6142722
1240	-16618.2	-16763.2	144.948	0.009992292	0.0668048	0.0674408	0.0188512	0.107371	0.0920259	0.0143182	0.00926144	0.016416	0.0555499	0.0257737	0.0658987	0.0841672	0.0219556	0.011728	0.0115556	0.0217164	0.0303153	0.0384366	0.0134623	0.00398995	0.0120734	0.0428076	0.0142611	0.0152621	0.0626502	0.0112875	0.0218159	0.00875259	0.0638166	0.0360958	0.00875117	0.0154581	0.0103552	0.0252428	0.0216853	0.0167183	0.00482256	0.0493519	0.0131705	0.0147271	0.0403	0.0544557	0.00938519	0.0592517	0.00756244	0.00786375	0.0157123	0.0208733	0.0434918	0.0303086	0.0282454	0.02725	0.0157539	0.0232007	0.0173017	0.00841588	0.0139554	0.00502655	0.0414493	0.0724692	0.0176426	0.0413568	0.00935438	0.0371888	0.0278898	0.00414195	0.0219433	0.0117073	0.016109	0.00794476	0.00647191	0.0102181	0.0231708	0.0178814	0.0133062	0.0247546	0.0046834	0.00878845	0.0189577	0.0106919	0.020631	0.0193777	0.0218055	0.0269302	0.036302	0.00391557	0.013592	0.0130943	0.00805109	0.0240124	0.0290045	0.02234	0.017565	0.026778	0.0195539	0.0148022	0.0662075	0.0328026	0.03543	0.0522153	0.0111057	0.0382021	0.026517	0.00862891	0.0089373	0.0114775	0.00945681	0.107823	0.0413085	0.0301541	0.04207	0.0324553	0.0275907	0.0260411	0.0442102	0.01647	0.0273937	0.0675362	0.0338155	0.0281514	0.146648	0.0217874	0.048182	0.0251086	0.0687121	0.0186395	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02853535	0.272667	0.25774	0.213845	0.255747	1.998935	0.4327367	0.02748108	-3.835525	0.6946471	0.4825346
1250	-16601.4	-16743.8	142.464	0.009992292	0.0666278	0.068267	0.0190821	0.108686	0.0931533	0.0144937	0.0093749	0.0166172	0.0562305	0.0260895	0.066706	0.0851984	0.0222246	0.0118717	0.0116971	0.0219824	0.0306867	0.0389075	0.0136273	0.00403883	0.0122213	0.043332	0.0144358	0.0154491	0.0634177	0.0114258	0.0220832	0.00625037	0.0645985	0.036538	0.00885838	0.0156475	0.0104821	0.025552	0.0219509	0.0169232	0.0047221	0.0499565	0.0133319	0.0149076	0.0407938	0.0551229	0.00950017	0.0599776	0.00765509	0.00796009	0.0159048	0.021129	0.0440246	0.03068	0.0285914	0.0275838	0.015947	0.0234849	0.0175137	0.0137474	0.0141264	0.00508813	0.0419571	0.0733571	0.0178587	0.0418634	0.00946899	0.0376444	0.0282315	0.00419269	0.0222122	0.0118508	0.0163064	0.00804209	0.0065512	0.0631338	0.0234547	0.0181004	0.0134692	0.0250579	0.00474078	0.00889612	0.0191899	0.0108229	0.0208837	0.0196151	0.0220726	0.0272601	0.0367467	0.00396354	0.0137585	0.0132547	0.00814973	0.0243066	0.0293599	0.0226137	0.0177802	0.0271061	0.0197934	0.0149836	0.0670186	0.0332045	0.0179836	0.052855	0.0112417	0.0386702	0.0268607	0.00873463	0.0090468	0.0116181	0.00957267	0.109144	0.0418146	0.0305235	0.0425854	0.0328537	0.0279618	0.0263601	0.0447519	0.0166717	0.0277293	0.0678721	0.0342298	0.0188976	0.139232	0.0220545	0.059237	0.0254162	0.0690456	0.0179206	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02909235	0.272667	0.25774	0.213845	0.255747	1.999084	0.4327367	0.03027074	-3.818736	0.8014513	0.6423243
1260	-16554.4	-16716.8	162.402	0.009992292	0.0631055	0.0285655	0.0171381	0.0964951	0.0827044	0.0111049	0.00832332	0.0348732	0.0170905	0.023163	0.0592236	0.0756417	0.0197317	0.0280063	0.0103851	0.0195166	0.0272445	0.0345432	0.0120987	0.00858257	0.0108504	0.0384715	0.0128165	0.0137162	0.0563042	0.0101441	0.0196061	0.00554927	0.0573525	0.0324396	0.00786474	0.0138923	0.0093063	0.0226858	0.0194887	0.0150249	0.00419243	0.0443529	0.0118364	0.0132354	0.0362179	0.0489397	0.00843454	0.05325	0.00679642	0.00706721	0.0141207	0.018759	0.0390864	0.0272386	0.0253843	0.0244897	0.0141582	0.0208506	0.0155492	0.0122054	0.0125418	0.0045174	0.0372508	0.0651286	0.0158555	0.0371676	0.00840685	0.0334218	0.0250648	0.0037224	0.0197206	0.0138172	0.0144773	0.00714001	0.00581635	0.0560521	0.0208238	0.0160701	0.0119584	0.0222472	0.00420901	0.00789824	0.0170374	0.00960891	0.0185412	0.0174149	0.0195967	0.0242024	0.0326248	0.00391545	0.0122152	0.0117679	0.00723557	0.0215801	0.0260666	0.0200771	0.0157858	0.0238438	0.0175732	0.0133029	0.0595012	0.02948	0.0159664	0.0469262	0.00998076	0.0343325	0.0238517	0.00775486	0.00803202	0.0103149	0.00849891	0.0969015	0.0371243	0.0270997	0.0378086	0.0291683	0.0250208	0.0234033	0.0397321	0.0148019	0.0246189	0.0604983	0.0303902	0.0128158	0.139621	0.01958	0.0212277	0.0225653	0.0614766	0.0208736	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02558953	0.272667	0.25774	0.213845	0.255748	2.000095	0.4327367	0.02513687	-3.93838	0.7140877	0.5099213
1270	-16694.8	-16853	158.144	0.009992292	0.0721721	0.0276506	0.0165892	0.0934045	0.0800554	0.0107492	0.00805674	0.0337562	0.0165431	0.0224212	0.0573268	0.073219	0.0190997	0.0271093	0.0100524	0.0188916	0.0263719	0.0334369	0.0117112	0.00830768	0.0105029	0.0372393	0.012406	0.0132769	0.0545008	0.00981923	0.0189781	0.00537153	0.0555155	0.0314006	0.00761284	0.0134473	0.00900823	0.0219592	0.0188645	0.0145437	0.00405815	0.0429323	0.0114573	0.0128115	0.0350579	0.0473723	0.00816439	0.0515444	0.00657874	0.00684086	0.0136685	0.0181582	0.0378345	0.0263662	0.0245713	0.0237054	0.0227861	0.0201828	0.0150511	0.0118144	0.0121401	0.00437271	0.0360577	0.0630426	0.0153477	0.0359772	0.00813759	0.0323514	0.024262	0.00360317	0.019089	0.0133747	0.0140136	0.00691132	0.00563006	0.0542568	0.0201568	0.0155554	0.0115754	0.0215346	0.0040742	0.00764527	0.0164917	0.00930114	0.0518357	0.0168571	0.0189691	0.0234272	0.0315799	0.00379004	0.011824	0.011391	0.00700383	0.0208889	0.0252317	0.019434	0.0152802	0.0230801	0.0170104	0.0128768	0.0575954	0.0285358	0.015455	0.0454232	0.00966108	0.0332329	0.0230868	0.00750648	0.00777476	0.0099845	0.0082267	0.0937978	0.0359352	0.0262317	0.0365976	0.0282337	0.0242573	0.0226537	0.0384595	0.0143281	0.0238304	0.0594664	0.0294169	0.0121651	0.161709	0.0189535	0.108749	0.0218426	0.0592469	0.0160487	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02608028	0.272667	0.25774	0.213845	0.255747	2.000405	0.4327367	0.02566533	-3.968996	0.782792	0.6127633
1280	-16661.8	-16815.6	153.847	0.009992292	0.0618203	0.0286001	0.0171589	0.0966122	0.0828047	0.0111183	0.00833342	0.0349155	0.0171112	0.0231911	0.0592955	0.0757334	0.0197556	0.0280402	0.0103977	0.0195403	0.0272776	0.0345851	0.0121134	0.00859298	0.0108636	0.0385181	0.0128321	0.0137328	0.0563725	0.0101564	0.0196299	0.005556	0.057422	0.0324789	0.00787428	0.0139091	0.00931759	0.0227134	0.0195123	0.0150431	0.00419751	0.0444067	0.0118508	0.0132514	0.0362619	0.0489991	0.00844477	0.0533145	0.00680466	0.00707578	0.0141379	0.0187817	0.0391338	0.0272716	0.00724285	0.0245194	0.0235686	0.0208759	0.015568	0.0122202	0.012557	0.00452288	0.037296	0.0652076	0.0158747	0.0372127	0.00841705	0.0334624	0.0250952	0.00372691	0.0197445	0.013834	0.0144948	0.00714867	0.00582341	0.0561201	0.020849	0.0160896	0.0160232	0.0222742	0.00421411	0.00790782	0.0170581	0.00962056	0.0536158	0.017436	0.0196205	0.0242317	0.0326644	0.0039202	0.01223	0.0117822	0.00724435	0.0216063	0.0260982	0.0201014	0.0158049	0.0238727	0.0175945	0.013319	0.0595733	0.0295157	0.0159858	0.0469832	0.00999286	0.0343742	0.0238559	0.00776427	0.00804176	0.0103274	0.00850922	0.097019	0.0371693	0.0271325	0.0378545	0.0292024	0.0412074	0.0234317	0.0397802	0.0148206	0.0246488	0.0603202	0.0304271	0.0138517	0.205242	0.0196033	0.0793195	0.0225927	0.0614919	0.015623	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.0269225	0.272667	0.25774	0.213845	0.255747	2.000776	0.4327367	0.02827774	-3.87936	0.7920608	0.6273603
1290	-16703.3	-16862	158.691	0.009992292	0.0670485	0.0264163	0.0158487	0.0892352	0.076482	0.0102694	0.0076971	0.0322495	0.0158047	0.104011	0.0547679	0.0699507	0.0182471	0.0258992	0.00960373	0.0180483	0.0251948	0.0186632	0.0111884	0.00793685	0.0100341	0.035577	0.0118523	0.0126842	0.052068	0.00938093	0.018131	0.00513176	0.0530375	0.0299989	0.00727302	0.0128471	0.00860613	0.0138894	0.0180224	0.0138945	0.003877	0.0410159	0.0109459	0.0122396	0.033493	0.0452577	0.00779995	0.0492436	0.00628508	0.0065355	0.0130583	0.0173476	0.0361457	0.0251893	0.00668981	0.0226472	0.0217689	0.0348047	0.0143793	0.0112871	0.0115982	0.00417752	0.0344482	0.0602286	0.0146626	0.0343713	0.00777435	0.0309073	0.023179	0.00344234	0.0182369	0.0127777	0.0133881	0.00660282	0.00537875	0.0518349	0.0192571	0.014861	0.0147997	0.0205734	0.00389234	0.00730401	0.0157556	0.00888597	0.0495219	0.0161046	0.0181223	0.0223814	0.0301703	0.00362087	0.0112962	0.0108826	0.00669119	0.0199565	0.0241054	0.0185666	0.0145981	0.0220499	0.0162511	0.0429329	0.0550245	0.027262	0.0147652	0.0433957	0.00922984	0.0317495	0.0220248	0.00717141	0.00742772	0.00953882	0.00785948	0.0334019	0.0343312	0.0250608	0.034964	0.0269739	0.0386307	0.00495731	0.0367427	0.0136893	0.0227667	0.0544636	0.0281038	0.0109781	0.182531	0.0181061	0.0995756	0.0208676	0.0566891	0.0176582	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02538517	0.272667	0.25774	0.213845	0.255747	2.000079	0.4327367	0.02184158	-4.09695	0.738932	0.5460206
1300	-16685.8	-16834.4	148.561	0.009992292	0.0574999	0.0278162	0.0166886	0.0939641	0.080535	0.0108136	0.0131506	0.0339585	0.0166422	0.109523	0.0576702	0.0736576	0.0192141	0.0272717	0.0101127	0.0190047	0.0265299	0.0196522	0.0117813	0.00835745	0.0105658	0.0374624	0.0124804	0.0133564	0.0548273	0.00987806	0.0190918	0.00540371	0.0558481	0.0315887	0.00765845	0.0135279	0.0090622	0.0146254	0.0189775	0.0146308	0.00408246	0.0431895	0.011526	0.0128882	0.0352679	0.0476561	0.0082133	0.0518532	0.0365078	0.00688184	0.0137503	0.0182669	0.0380612	0.0265241	0.00704433	0.0238474	0.0229226	0.0366491	0.0151413	0.0118852	0.0122129	0.00439891	0.0362737	0.0634203	0.0154396	0.0361927	0.0256865	0.0325452	0.0244073	0.00362476	0.0192034	0.0134548	0.0140975	0.00695273	0.00566379	0.0545819	0.0202776	0.0156486	0.015584	0.0216636	0.00409861	0.00769107	0.0165905	0.00935687	0.0521463	0.0169581	0.0190827	0.0235675	0.0317691	0.00381275	0.0118948	0.0114593	0.00704579	0.0210141	0.0253829	0.0195505	0.0244713	0.0232184	0.0171123	0.0452081	0.0579405	0.0287067	0.0155476	0.0456954	0.00971896	0.033432	0.0231914	0.00755146	0.00782134	0.0100443	0.00827598	0.035172	0.0361505	0.0263889	0.0368169	0.0284035	0.0403006	0.00522002	0.0386899	0.0144154	0.0239732	0.0550164	0.0295931	0.0183521	0.160405	0.0190662	0.211183	0.0219734	0.0594839	0.0365398	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.02787951	0.272667	0.25774	0.213845	0.255747	1.999447	0.4327367	0.02536409	-3.964495	0.7616743	0.5801477
1310	-16560.5	-16696.5	135.999	0.009992292	0.0696257	0.0306022	0.0183601	0.103375	0.0886012	0.0118966	0.0144677	0.0373597	0.0183091	0.120493	0.0634463	0.081035	0.0211386	0.0300031	0.0111255	0.0209082	0.0291871	0.0216205	0.0129613	0.00919451	0.0116241	0.0412145	0.0137304	0.0146942	0.0603187	0.0108674	0.021004	0.0344188	0.0614417	0.0347525	0.00842549	0.0148828	0.00996985	0.0160902	0.0208783	0.0160962	0.00449135	0.0475153	0.0126804	0.0141791	0.0388003	0.0524292	0.00903592	0.0570467	0.0401643	0.00757111	0.0151275	0.0200965	0.0418733	0.0291807	0.00774987	0.0262359	0.0252184	0.0403198	0.0166578	0.0130756	0.0134361	0.00483949	0.0399068	0.0697723	0.016986	0.0398177	0.0282592	0.0358048	0.0268519	0.0039878	0.0211267	0.0148024	0.0155095	0.00764909	0.00623106	0.0600487	0.0223085	0.0172159	0.0171448	0.0238334	0.00450911	0.00846139	0.0182522	0.010294	0.0573691	0.0186565	0.020994	0.025928	0.034951	0.00419462	0.0130862	0.012607	0.00775147	0.0231188	0.0279251	0.0215086	0.0269223	0.0255439	0.0188262	0.049736	0.0637436	0.0315819	0.0171048	0.0502721	0.0106924	0.0367804	0.0255148	0.00830779	0.0086047	0.0110503	0.00910488	0.0386948	0.0397713	0.0290319	0.0405044	0.0312464	0.044754	0.00574284	0.042565	0.0158593	0.0263743	0.0598966	0.0325571	0.013446	0.179781	0.0209755	0.266429	0.0241742	0.0653626	0.0104276	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.03095308	0.272667	0.25774	0.213845	0.255747	1.999271	0.4327367	0.03108897	-3.821418	0.8372767	0.7010322
1320	-16476.8	-16583.2	106.432	0.009992292	0.0670611	0.042171	0.0277353	0.0184742	0.122096	0.016394	0.0199371	0.0514831	0.0252306	0.166043	0.0338942	0.111669	0.0291298	0.0413455	0.0475941	0.0288123	0.0402209	0.0297939	0.0178612	0.0126704	0.0160184	0.0567952	0.0704082	0.0202491	0.0831215	0.0149757	0.0289444	0.0474305	0.0846691	0.0478903	0.0116107	0.0205091	0.0137388	0.022173	0.028771	0.0221812	0.00618925	0.0654779	0.0174741	0.0195393	0.0534683	0.0722494	0.0124518	0.0786125	0.055348	0.0104333	0.0208463	0.0276938	0.057703	0.0402122	0.0106796	0.036154	0.034752	0.0555622	0.0229551	0.0180187	0.0185154	0.006669	0.0549931	0.096149	0.0234074	0.0548703	0.0389423	0.0493404	0.0370029	0.00549535	0.0291134	0.0203983	0.0213727	0.0105407	0.00858664	0.0827494	0.025531	0.0237242	0.0236262	0.0328434	0.00559085	0.0116601	0.0251522	0.0141856	0.0790568	0.0257094	0.0289305	0.0357298	0.0481638	0.0254716	0.0180333	0.0173729	0.0106818	0.0318586	0.0384819	0.0296397	0.0370999	0.0352004	0.0259432	0.0685381	0.0878412	0.0435211	0.0235711	0.0692769	0.0147345	0.0506849	0.035181	0.0114485	0.0118576	0.0152278	0.0125469	0.0533229	0.0548063	0.0400071	0.0558166	0.0430612	0.0614519	0.00791385	0.0586562	0.0218541	0.0363447	0.0836845	0.0448649	0.0102971	0.240243	0.0289032	0.088596	0.033313	0.0901375	0.0473004	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.03974414	0.272667	0.25774	0.213845	0.255747	1.999775	0.4327367	0.03785447	-3.518307	0.6990003	0.4886014
1330	-16436.6	-16521.1	84.499	0.009992292	0.0804171	0.0456661	0.030034	0.0200053	0.132215	0.0144908	0.0215894	0.0557499	0.0273217	0.179805	0.0367033	0.120924	0.031544	0.0447721	0.0515386	0.0312002	0.0435544	0.0322632	0.0193415	0.0137205	0.017346	0.0615023	0.0762436	0.0219273	0.0900105	0.0162169	0.0313432	0.0513615	0.0916864	0.0518594	0.0125729	0.0222089	0.0148775	0.0240106	0.0311556	0.0240195	0.00670221	0.0709046	0.0189223	0.0211587	0.0578997	0.0782374	0.0134838	0.0851279	0.0599351	0.011298	0.0225741	0.029989	0.0624854	0.0435449	0.0115647	0.0391504	0.0376322	0.0601672	0.0248576	0.019512	0.02005	0.00722172	0.0595509	0.104118	0.0253474	0.0594179	0.0421698	0.0534297	0.0400697	0.0059508	0.0315263	0.0220889	0.0231441	0.0114144	0.00929829	0.0896075	0.027647	0.0256904	0.0255843	0.0355654	0.00605421	0.0126265	0.0272368	0.0153612	0.085609	0.0278402	0.0313283	0.038691	0.0521556	0.0275826	0.0195278	0.0188128	0.0115671	0.034499	0.0416713	0.0320962	0.0401747	0.0381178	0.0280934	0.0742185	0.0951213	0.0471281	0.0255247	0.0750185	0.0159557	0.0548856	0.0381135	0.0123973	0.0128404	0.0164898	0.0135867	0.0577422	0.0593486	0.197281	0.0604426	0.0466283	0.0671926	0.00856974	0.0635175	0.0236656	0.039357	0.0896712	0.0485832	0.0237796	0.228519	0.0312988	0.165597	0.015908	0.0981143	0.143065	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.04526861	0.272667	0.25774	0.213845	0.255747	1.999314	0.4327367	0.05097684	-3.377484	0.8956569	0.8022014
1340	-16514.9	-16580.8	65.9299	0.009992292	0.0680022	0.0566216	0.0372393	0.0248047	0.163934	0.0179672	0.0267688	0.0691246	0.0338763	0.222941	0.0455086	0.155084	0.0391116	0.0555132	0.063903	0.0386853	0.0540033	0.0400033	0.0239817	0.0170121	0.0215074	0.076257	0.0945348	0.0271878	0.111604	0.0201074	0.0388626	0.0636833	0.113682	0.0643008	0.0155892	0.0275369	0.0184467	0.0297709	0.0386299	0.0130221	0.0083101	0.087915	0.0234618	0.0262348	0.0717901	0.0970069	0.0167187	0.10555	0.0743139	0.0140084	0.0279897	0.0371835	0.0774759	0.0539915	0.0143392	0.0485428	0.0466603	0.0746016	0.0308211	0.0241931	0.02486	0.00895425	0.0738374	0.129096	0.0314283	0.0736726	0.0522865	0.0662478	0.0496826	0.00737842	0.0390896	0.0273881	0.0286964	0.0141527	0.011529	0.111105	0.0342796	0.0318537	0.0317221	0.0440977	0.00750664	0.0156557	0.033771	0.0190465	0.106147	0.0345192	0.0388441	0.0479732	0.064668	0.0341998	0.0242127	0.0233261	0.0143421	0.0427755	0.0516684	0.0397962	0.0498129	0.0472624	0.0348331	0.0920238	0.117941	0.0584343	0.0316482	0.0930158	0.0197836	0.0680529	0.04726	0.0153715	0.0159208	0.0204458	0.0168463	0.0715949	0.0735866	0.24461	0.0749431	0.0578133	0.0823833	0.0106257	0.0787557	0.0293427	0.0487989	0.108285	0.0602386	0.00991897	0.25576	0.0388048	0.125809	0.0197244	0.121087	0.0148372	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.05345476	0.272667	0.25774	0.213845	0.255747	1.999742	0.4327367	0.04873047	-3.29725	0.7426975	0.5515996
1350	-16467.7	-16542.5	74.7549	0.009992292	0.0768722	0.0550039	0.0361753	0.024096	0.0379958	0.0174539	0.026004	0.0671496	0.0329084	0.103617	0.0442083	0.150653	0.0379941	0.0539271	0.0620771	0.03758	0.0524603	0.0388604	0.0232965	0.016526	0.0208929	0.0740782	0.0918337	0.026411	0.108416	0.0195329	0.0377522	0.0618638	0.110434	0.0624636	0.0151438	0.0267501	0.0172774	0.0289203	0.0375262	0.01265	0.00807267	0.0854031	0.0227915	0.0254852	0.0697389	0.0942352	0.016241	0.102535	0.0721906	0.0136082	0.02719	0.0361211	0.0752623	0.0524489	0.0139295	0.0471559	0.0453271	0.0724701	0.0192203	0.0474747	0.0241497	0.00869841	0.0717277	0.125407	0.0305303	0.0715676	0.0507925	0.0643549	0.0482631	0.00716761	0.0379728	0.0266056	0.0278765	0.0137483	0.0111996	0.10793	0.0333002	0.0309436	0.0308158	0.0428377	0.00729216	0.0152083	0.0328061	0.0185023	0.103114	0.0335329	0.0377342	0.0466025	0.0628203	0.0332226	0.0235209	0.0226596	0.0463344	0.0415533	0.0501921	0.0386591	0.0483896	0.045912	0.0338378	0.0893945	0.114572	0.0567647	0.0307439	0.0903581	0.0192183	0.0661085	0.0459275	0.0149323	0.0154659	0.0198617	0.022839	0.0695493	0.0714841	0.237621	0.0728018	0.0561627	0.0801671	0.0103221	0.0765055	0.0285042	0.0474046	0.105078	0.0585174	0.0108995	0.257024	0.0376947	0.0838694	0.0191609	0.117859	0.0601314	0.004324031	0.5672633	0.005668261	0.0952581	0.207359	0.110868	0.135446	0.321643	0.129425	0.05070184	0.272667	0.25774	0.213845	0.255747	1.999046	0.4327367	0.05528781	-3.178893	0.7532464	0.5673802
