Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
9500	-16389.2	-16201.7	-187.486	0.05132207	0.0840288	0.150017	0.454136	0.102674	0.113317	3.05204	0.0597501	0.297594	0.0155631	0.0389706	0.360939	2.61749	0.204575	1.40748	0.0541318	0.258022	0.134245	0.0142828	0.175618	0.19168	0.0970066	0.0268422	0.0222932	0.0330431	0.0304888	0.0309448	0.0107022	0.0761851	0.413384	0.111503	0.261345	0.211095	0.00522412	1.88743	0.69366	0.0497277	0.0781992	0.683843	2.43726	0.450446	0.0947521	0.749609	0.0723604	0.0859799	1.20973	0.072563	0.882458	0.124358	0.0954262	0.211967	0.140361	0.09723	0.254992	0.118694	0.0443279	0.089977	1.09665	0.490843	2.22103	0.0190725	0.0567293	0.1147	0.143772	0.262628	0.200167	0.0306798	0.0402759	0.273283	0.21751	0.801918	0.0746735	0.316837	0.411962	0.0784166	0.164206	0.56184	0.0934031	0.412175	0.339962	0.0219131	0.242676	0.368185	0.374544	0.185264	0.118153	0.014076	0.00924339	0.027552	0.0412379	0.151269	1.73253	0.0604028	0.698464	0.053889	0.361783	0.872318	0.0106374	0.15951	0.202165	0.0931224	0.140248	0.248304	0.212179	0.0375174	0.0548445	0.87515	0.0344604	0.438274	0.226367	0.298301	0.0513348	0.070685	0.00931291	0.124635	0.185647	0.060657	0.0781733	0.127906	0.468504	0.432963	0.848721	0.0204756	0.0880699	0.0128204	0.393482	0.138443	3.91449	0.083385	0.548696	0.455385	0.0255058	0.541603	0.0316859	0.0362819	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3528218	0.262251	0.226382	0.272147	0.23922	1.999254	0.3000539	0.3443202	-2.057731	1.408224	1.983096
9510	-16365.7	-16199.5	-166.203	0.05132207	0.119986	0.127718	0.386631	0.0874118	0.0964733	2.59837	0.0508685	0.253358	0.0132497	0.0331778	0.307287	2.22841	0.174166	1.19827	0.0460853	0.219669	0.11429	0.0121598	0.149513	0.163187	0.082587	0.233853	0.0189794	0.0281314	0.0259568	0.026345	0.00911141	0.0648605	0.351937	0.0949288	0.222498	0.179717	0.00444758	1.60687	0.59055	0.0423359	0.0665753	0.582193	2.07497	0.383489	0.0806677	0.638183	0.0616044	0.0731994	1.02991	0.0617768	0.751285	0.105873	0.0812415	0.180459	0.119497	0.0827772	0.217088	0.10105	0.0377388	0.0766024	0.933634	0.417881	1.89088	0.0162374	0.0482967	0.0976506	0.122401	0.22359	0.170413	0.0261194	0.0342891	0.232661	0.185178	0.682716	0.0635736	0.0327992	0.202848	0.0667603	0.139797	0.0799441	0.0795192	0.350907	0.289428	0.0186559	0.206604	0.313456	0.318869	0.157725	0.10059	0.0119837	0.0078694	0.0234565	0.0351081	0.128784	1.475	0.0514242	0.594641	0.0458787	0.308006	0.742652	0.00905622	0.1358	0.172114	0.0792802	0.1194	0.211395	3.43825	0.0319407	0.0466922	0.745063	0.029338	0.373127	0.192718	0.25396	0.0437041	0.060178	0.00792859	0.106108	0.158052	0.0516407	0.0665532	0.108893	0.398863	0.368605	0.722563	0.017432	0.0749788	0.0109147	0.334993	0.117864	3.33262	0.0709902	0.467135	0.387694	0.019519	0.0471845	0.0308491	0.0821511	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3180847	0.262251	0.226382	0.272147	0.23922	2.000439	0.3000539	0.3088613	-2.107979	1.366101	1.866231
9520	-16343.2	-16200.8	-142.375	0.05132207	0.0943088	0.105884	0.320536	0.0724687	0.0799812	2.15418	0.0421725	0.210046	0.0109847	0.027506	0.254756	1.84746	0.144392	0.993424	0.038207	0.182116	0.094752	0.010081	0.123954	0.13529	0.0684687	0.193876	0.0157349	0.0233223	0.0215195	0.0218413	0.00755381	0.0537726	0.291773	0.0787006	0.184462	0.148994	0.00368726	1.33218	0.489596	0.0350986	0.0551942	0.482667	1.72025	0.317932	0.0668775	0.529086	0.0510731	0.0606859	0.348773	0.340395	0.622852	0.0877736	0.0673533	0.14961	0.0990686	0.0686264	0.179977	0.0837759	0.0312873	0.0635072	0.774029	0.346444	1.56764	0.0134616	0.0400404	0.0809572	0.101476	0.185367	0.0201229	0.0216543	0.0284273	0.192887	0.153522	0.566006	0.0527057	0.0271922	0.168171	0.0553476	0.115899	0.0662776	0.0659254	0.29092	0.23995	0.0154666	0.171285	0.259871	0.264359	0.130762	0.0833944	0.00993508	0.00652412	0.0194466	0.0291063	0.0238642	1.22284	0.0426332	0.492987	0.0380357	0.141125	0.615695	0.00750806	0.112585	0.142691	0.0657272	0.0989889	0.175257	2.85048	0.0264804	0.0387101	0.617695	0.0243226	0.309341	0.159773	0.210545	0.0362329	0.0498906	0.184184	0.0879692	0.131033	0.0428127	0.0551759	0.0902778	0.330677	0.305592	0.599041	0.014452	0.0621611	0.00904887	0.108453	0.0977155	2.76291	0.0588544	0.387278	1.79588	0.0343068	0.0164539	0.0261776	0.0764844	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2707818	0.262251	0.226382	0.272147	0.23922	1.999537	0.3000539	0.2736999	-2.21451	1.355572	1.837575
9530	-16373.5	-16199.6	-173.974	0.05132207	0.117115	0.134131	0.406046	0.0918013	0.101318	2.72885	0.0534229	0.266081	0.0139151	0.0348438	0.322718	2.34032	0.182912	1.25844	0.0483996	0.2307	0.120029	0.0127704	0.157021	0.171382	0.0867342	0.245597	0.0199325	0.029544	0.0272602	0.046752	0.00956895	0.0681176	0.36961	0.0996957	0.233671	0.188742	0.00467092	1.68756	0.620206	0.0444619	0.0699184	0.611428	2.17917	0.402747	0.0847185	0.670231	0.0646979	0.0768752	0.441815	0.431202	0.789012	0.111189	0.0853212	0.189521	0.125497	0.086934	0.22799	0.106125	0.0396339	0.0804491	0.980518	0.438866	1.98584	0.0170528	0.050722	0.102554	0.128547	0.234818	0.0254911	0.027431	0.0360109	0.244344	0.194477	0.717	0.066766	0.0344463	0.213034	0.0701128	0.146818	0.0839586	0.0835124	0.368529	0.131409	0.0195927	0.216978	0.329197	0.243005	0.165646	0.105642	0.0125855	0.00826457	0.0246345	0.0368711	0.0302304	1.54906	0.0540066	0.624501	0.0481825	0.178773	0.779945	0.00951099	0.142619	0.180757	0.0832614	0.125396	0.403448	3.61091	0.0335446	0.0490369	0.782478	0.0308112	0.391864	0.202396	0.266713	0.0458988	0.0632	0.23332	0.111437	0.165988	0.0542339	0.0698953	0.114361	0.418893	0.387115	0.758848	0.0183074	0.0787439	0.0114628	0.137385	0.123783	3.49997	0.0745551	0.490593	2.27497	0.0335432	0.0297301	0.0307434	0.0828233	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3423935	0.262251	0.226382	0.272147	0.23922	1.999781	0.3000539	0.3665922	-1.914404	1.34974	1.821797
9540	-16329.5	-16201.4	-128.059	0.05132207	0.103792	0.0974721	0.29507	0.0667112	0.0736268	1.98303	0.038822	0.193359	0.0101119	0.0253207	0.234516	1.70069	0.132921	0.914498	0.0351715	0.167647	0.0872241	0.00928013	0.114106	0.124542	0.063029	0.178473	0.0144848	0.0214694	0.0198098	0.0339743	0.00695367	0.0495005	0.268592	0.072448	0.169806	0.137157	0.00339431	1.22634	0.450698	0.0323101	0.0508091	0.44432	1.58358	0.292673	0.0615642	0.487051	0.0470154	0.0558645	0.321063	0.313351	0.573368	0.0808002	0.0620022	0.137723	0.0911978	0.0631742	0.165678	0.07712	0.0288016	0.0584616	0.712534	0.31892	1.44309	0.0123921	0.0368592	0.0745253	0.0934143	0.17064	0.0185242	0.0199339	0.0261688	0.177563	0.141325	0.0214449	0.0485183	0.0250318	0.15481	0.0509504	0.106691	0.061012	0.0606877	0.267807	0.0954937	0.0142378	0.157676	0.239224	0.176589	0.120373	0.0767689	0.00914575	0.00600579	0.0179016	0.0267939	0.0219682	1.12569	0.0392461	0.45382	0.0350138	0.129913	0.566779	0.00691155	0.10364	0.131355	0.0605053	0.0911244	0.0585754	2.62402	0.0243766	0.0356347	0.56862	0.0223903	0.284764	0.147079	0.193818	0.0333542	0.0459269	0.169551	0.0809802	0.120622	0.183971	0.0507923	0.0831054	0.304406	0.281313	0.551448	0.0133038	0.0572225	0.00832995	0.0998364	0.0899522	2.5434	0.0541785	0.356509	1.6532	0.0721262	0.037798	0.0346044	0.0789498	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2452622	0.262251	0.226382	0.272147	0.23922	2.000204	0.3000539	0.2022151	-2.412102	1.275679	1.627357
9550	-16343.2	-16198.9	-144.337	0.05132207	0.107726	0.107936	0.541778	0.0738727	0.0815306	2.19591	0.0429895	0.214116	0.0111975	0.0280389	0.259692	1.88325	0.14719	1.01267	0.0389472	0.185644	0.0965875	0.0102763	0.126355	0.137911	0.0697951	0.197632	0.0160397	0.0237741	0.0219364	0.0376214	0.00770014	0.0548143	0.297425	0.0802253	0.188035	0.151881	0.00375869	1.35798	0.49908	0.0357785	0.0562634	0.492017	1.75358	0.324091	0.0681731	0.539335	0.0520625	0.0618616	0.355529	0.346989	0.634919	0.089474	0.0686581	0.152508	0.100988	0.0699559	0.183464	0.0853988	0.0318934	0.0647375	0.789024	0.353156	1.59801	0.0137224	0.0177441	0.0825255	0.103442	0.188958	0.0205127	0.0220738	0.028978	0.196624	0.156496	0.0237469	0.0537267	0.027719	0.171429	0.0564199	0.118144	0.0675616	0.0672025	0.296555	0.105745	0.0157663	0.174603	0.264905	0.195546	0.133295	0.08501	0.0101275	0.00665051	0.0198234	0.0296702	0.0243265	1.24653	0.0434592	0.502537	0.0387725	0.143859	0.627623	0.0076535	0.114766	0.145456	0.0670006	0.100907	0.0648635	2.9057	0.0269934	0.03946	0.0590689	0.0247938	0.315333	0.162868	0.214624	0.0369348	0.0508571	0.187753	0.0896734	0.133571	0.20372	0.0562448	0.0920267	1.46	0.311512	0.610646	0.014732	0.0633653	0.00922416	0.110554	0.0996085	2.81643	0.0599945	0.39478	1.83067	0.0133656	0.0866203	0.0324043	0.0712321	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2767644	0.262251	0.226382	0.272147	0.23922	1.998498	0.3000539	0.3005164	-2.086032	1.329495	1.767558
9560	-16312.7	-16199.4	-113.356	0.05132207	0.11517	0.0846152	0.0249487	0.763494	0.0639152	1.72146	0.0337012	0.167854	0.00877815	0.0219808	0.203583	1.47636	0.115388	0.793873	0.0305323	0.250758	0.0757189	0.00805604	0.0990548	0.108114	0.0547153	0.154932	0.0125742	0.0186375	0.0171968	0.029493	0.00603646	0.0429712	0.233164	0.0628919	0.147408	0.119066	0.00294659	1.06458	0.391249	0.0280483	0.0441072	0.385712	1.3747	0.254068	0.0534437	0.422807	0.0408139	0.0484958	0.278714	0.272019	0.497739	0.0701423	0.0538239	0.119557	0.0791685	0.00383648	0.143825	0.0185	0.0250026	0.0507503	0.618548	0.276853	1.25274	0.0107576	0.0139103	0.0646951	0.0810926	0.148132	0.0160808	0.0173045	0.0227171	0.154142	0.122683	0.0186162	0.0421186	0.02173	0.13439	0.0442298	0.0926181	0.0529643	0.0526828	0.232482	0.0828978	0.0123598	0.136878	0.20767	0.153297	0.104496	0.0666428	0.00793939	0.00521361	0.0155404	0.0232597	0.0190705	0.977209	0.0340694	0.393959	0.0303954	0.112777	0.492019	0.00599989	0.0899695	0.114029	0.0525245	0.0791048	0.0508491	2.2779	0.0211612	0.0309343	0.0463065	0.0194369	0.247203	0.127679	0.168253	0.0289547	0.0398689	0.147187	0.0702986	0.104712	0.159705	0.0440926	0.0721435	1.14455	0.244207	0.47871	0.011549	0.0496747	0.0274538	0.0866676	0.0780871	2.20791	0.0470322	0.309484	1.43514	0.0156949	0.25013	0.03359	0.0756648	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2212801	0.262251	0.226382	0.272147	0.23922	1.999491	0.3000539	0.2152673	-2.665568	1.503125	2.259386
9570	-16310.9	-16199.5	-111.465	0.05132207	0.0899433	0.0841791	0.0248201	0.759559	0.0635858	1.71259	0.0335275	0.166989	0.00873291	0.0218675	0.202534	1.46875	0.114793	0.789781	0.0303749	0.249465	0.0753287	0.00801453	0.0985443	0.107557	0.0544333	0.154133	0.0125094	0.0185414	0.0171082	0.029341	0.00600535	0.0427497	0.231962	0.0625677	0.146649	0.118452	0.00293141	1.05909	0.389233	0.0279037	0.0438799	0.383724	1.36762	0.252759	0.0531682	0.420628	0.0406036	0.0482459	0.277278	0.270617	0.495173	0.0697808	0.0535465	0.118941	0.0787605	0.00522292	0.143083	0.0184046	0.0248737	0.0504888	0.61536	0.275426	1.24629	0.0107021	0.0138386	0.0643617	0.0806747	0.147368	0.078698	0.0172154	0.0226	0.153347	0.122051	0.0185203	0.0419015	0.021618	0.133697	0.0440019	0.0921408	0.0526913	0.0524113	0.231284	0.0824705	0.0122961	0.136173	0.2066	0.152507	0.103957	0.0662993	0.00789848	0.00518674	0.0154603	0.0231398	0.0189722	0.972173	0.0338938	0.391929	0.0302387	0.112195	0.489483	0.00596897	0.0895058	0.113441	0.0522538	0.0786971	0.0505871	2.26616	0.0210522	0.0307749	0.0460679	0.0193367	0.245929	0.127021	0.167386	0.0288055	0.0396635	0.146428	0.0699363	0.104172	0.158882	0.0438653	0.0717717	1.13865	0.242948	0.476243	0.0114895	0.0494187	0.0273123	0.086221	0.0776847	2.19654	0.0467898	0.307889	1.42774	0.0313969	0.118778	0.0321598	0.0685943	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2195222	0.262251	0.226382	0.272147	0.23922	2.000017	0.3000539	0.1689654	-2.593362	1.27695	1.630601
9580	-16316.9	-16199.2	-117.625	0.05132207	0.0989602	0.086462	0.0254932	0.780158	0.0653102	1.75903	0.0344368	0.171518	0.00896974	0.0224606	0.208026	1.50858	0.117906	0.8112	0.0311987	0.256231	0.0773716	0.00823188	0.101217	0.110474	0.0559095	0.158313	0.0128486	0.0190443	0.0175721	0.418182	0.00616821	0.0439091	0.238253	0.0642645	0.150626	0.121664	0.0030109	1.08782	0.399789	0.0286604	0.0450699	0.394131	1.40471	0.259613	0.0546101	0.432035	0.0417047	0.0495543	0.284797	0.277956	0.508602	0.0716733	0.0549986	0.122167	0.0808964	0.00536457	0.146964	0.0189038	0.0255483	0.051858	0.632049	0.282896	1.28008	0.0109924	0.0142139	0.0661072	0.0828626	0.151365	0.0808322	0.0176822	0.0232129	0.157506	0.125361	0.0190225	0.0430378	0.0222043	0.137323	0.0451952	0.0946396	0.0541203	0.0538326	0.237556	0.0847071	0.0126296	0.139866	0.212203	0.156643	0.106776	0.0680973	0.00811268	0.0053274	0.0158795	0.0237674	0.0194867	0.998538	0.034813	0.402558	0.0310588	0.115238	0.502758	0.00613085	0.0919331	0.116517	0.11619	0.0808313	0.051959	2.32762	0.0216231	0.0316095	0.0473172	0.0198611	0.252598	0.130466	0.171925	0.0295867	0.0407391	0.150399	0.0718329	0.106997	0.00561476	0.045055	0.0737181	1.16953	0.249537	0.489158	0.0118011	0.0507589	0.028053	0.0885592	0.0797915	2.2561	0.0480587	0.316239	1.46646	0.0147265	0.253092	0.0310875	0.0596714	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2284637	0.262251	0.226382	0.272147	0.23922	2.00039	0.3000539	0.2287369	-2.411936	1.368761	1.873506
9590	-16336.9	-16201.1	-135.802	0.05132207	0.114026	0.0965525	0.0284684	0.871206	0.0729322	1.96432	0.0384557	0.191534	0.0100165	0.0250818	0.232304	1.68464	0.131667	0.90587	0.0348397	0.286134	0.0864012	0.00919257	0.113029	0.123367	0.0624344	0.176789	0.0143481	0.0212668	0.0196229	0.466985	0.00688807	0.0490334	0.266058	0.0717645	0.168204	0.135863	0.00336229	1.21477	0.446446	0.0320052	0.0503298	0.440128	1.56864	0.289911	0.0609834	0.482456	0.0465718	0.0553375	0.318034	0.310395	0.567958	0.0800379	0.0614172	0.136424	0.0426621	0.00599064	0.164115	0.0211099	0.0285299	0.0579101	0.705811	0.315911	1.42948	0.0122752	0.0158728	0.0738222	0.092533	0.16903	0.0902657	0.0197458	0.0259219	0.175888	0.139991	0.0212425	0.0480606	0.00464028	0.153349	0.0504697	0.105684	0.0604363	0.0601151	0.26528	0.0945928	0.0141035	0.156189	0.236968	0.174923	0.119238	0.0760446	0.00905947	0.00594913	0.0177327	0.0265411	0.0217609	1.11507	0.0388758	0.449538	0.0346835	0.128687	0.561432	0.00684635	0.102662	0.130115	0.12975	0.0902647	0.0580228	2.59926	0.0241466	0.0352985	0.0528393	0.022179	0.282077	0.145692	0.191989	0.0330396	0.0454936	0.167952	0.0802162	0.119484	0.00627003	0.0503131	0.0823213	1.30602	0.278659	0.546245	0.0131783	0.0566827	0.0313269	0.0988945	0.0891035	2.5194	0.0536674	0.353146	1.6376	0.00982368	1.16354	0.0446461	0.0176224	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2608793	0.262251	0.226382	0.272147	0.23922	1.998491	0.3000539	0.198839	-2.537164	1.357869	1.843808
9600	-16311	-16200.5	-110.496	0.05132207	0.111228	0.0820702	0.0241983	0.74053	0.0619928	1.66968	0.0326876	0.162805	0.00851412	0.0213197	0.19746	1.43195	0.111917	0.769995	0.029614	0.243216	0.0734415	0.00781374	0.0960755	0.104862	0.0530696	0.150272	0.012196	0.0180769	0.0166796	0.39694	0.0058549	0.0416787	0.226151	0.0610002	0.142975	0.115484	0.00285797	1.03256	0.379482	0.0272046	0.108324	0.374111	1.33335	0.246426	0.0518362	0.41009	0.0395863	0.0129041	0.270331	0.263837	0.482768	0.0680326	0.052205	0.115961	0.036263	0.00509207	0.0633526	0.0179435	0.0242505	0.0492239	0.599944	0.268526	1.21506	0.010434	0.0134919	0.0627493	0.0786536	0.143676	0.0767264	0.0167841	0.0220338	0.149505	0.118993	0.0180563	0.0408517	0.00394426	0.130348	0.0428995	0.0898324	0.0513712	0.0510982	0.225489	0.0804044	0.0119881	0.132761	0.201424	0.148686	0.101353	0.0646383	0.0077006	0.0050568	0.0150729	0.0225601	0.0184969	0.947817	0.0330447	0.38211	0.0294812	0.109385	0.47722	0.00581943	0.0872634	0.110599	0.110288	0.0767255	0.0493197	2.20939	0.0205247	0.0300039	0.0449137	0.0188523	0.239767	0.123839	0.163192	0.0280838	0.0386698	0.14276	0.0681842	0.101562	0.00532956	0.0427664	0.0699736	1.11013	0.236862	0.464312	0.0112016	0.0481806	0.026628	0.0840609	0.0757385	2.14151	0.0456176	0.300176	1.39197	0.0452913	0.227319	0.0269516	0.0676277	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.216424	0.262251	0.226382	0.272147	0.23922	2.000911	0.3000539	0.1906962	-2.590503	1.366331	1.866859
9610	-16316.5	-16199.5	-117.005	0.05132207	0.128718	0.0807876	0.0238201	0.728957	0.0610239	1.64359	0.0321767	0.160261	0.00838106	0.0209865	0.194374	1.40958	0.298354	0.757961	0.0291511	0.239415	0.0722937	0.00769162	0.094574	0.131704	0.0522402	0.147923	0.0120054	0.0177944	0.0164189	2.11895	0.00576339	0.0410273	0.222616	0.0600469	0.14074	0.11368	0.0028133	1.01642	0.373551	0.0267795	0.106631	0.368264	1.31252	0.242575	0.0510261	0.403681	0.0389677	0.0127025	0.266106	0.259714	0.475223	0.0669694	0.0513891	0.114149	0.0356963	0.00501249	0.0623625	0.0176631	0.0238716	0.0484546	0.590568	0.26433	1.19607	0.0102709	0.0132811	0.0617686	0.0774244	0.141431	0.0755273	0.0165218	0.0216894	0.108548	0.117134	0.0177741	0.0402133	0.00388262	0.128311	0.0422291	0.0884285	0.0505684	0.0502996	0.221965	0.0791478	0.0118007	0.0154951	0.198276	0.146362	0.0997686	0.0636282	0.00758025	0.00497777	0.0148374	0.0222075	0.0182078	0.933005	0.0325283	0.376138	0.0290204	0.107675	0.469762	0.105443	0.0858996	0.10887	0.108564	0.0755264	0.0485489	2.17486	0.020204	0.029535	0.0442118	0.0865398	0.23602	0.121903	0.160642	0.707396	0.0380654	0.0102914	0.0671186	0.0999751	0.00524627	0.042098	0.06888	1.09278	0.23316	0.457055	0.0110266	0.0474276	0.0262119	0.0827472	0.0745548	2.10804	0.0449046	0.295485	1.37022	0.0266564	0.0274541	0.0337972	0.0665088	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2303587	0.262251	0.226382	0.272147	0.23922	1.998253	0.3000539	0.2889993	-2.520387	1.59941	2.558113
9620	-16337.6	-16200.4	-137.197	0.05132207	0.100341	0.0959671	0.0282958	0.865924	0.07249	1.95241	0.0382225	0.190373	0.00995581	0.0249297	0.230895	1.67443	0.354413	0.900378	0.0346285	0.284399	0.0858773	0.00913683	0.112344	0.15645	0.0620558	0.175717	0.0142611	0.0211379	0.0195039	2.51709	0.0068463	0.0487361	0.264445	0.0713294	0.167184	0.135039	0.0033419	1.2074	0.443739	0.0318112	0.126666	0.437459	1.55913	0.288153	0.0606136	0.47953	0.0462895	0.0150892	0.316106	0.308513	0.564515	0.0795525	0.0610448	0.135597	0.0424034	0.00595431	0.07408	0.0209819	0.0283569	0.0575589	0.701532	0.313996	1.42081	0.0122008	0.0157765	0.0733746	0.0919719	0.168005	0.0897184	0.0196261	0.0257648	0.128943	0.139142	0.0211137	0.0477691	0.00461214	0.15242	0.0501636	0.105044	0.0600699	0.0597506	0.263671	0.0940192	0.014018	0.0184066	0.235531	0.173863	0.118515	0.0755835	0.00900453	0.00591306	0.0176252	0.0263802	0.021629	1.10831	0.0386401	0.446812	0.0344732	0.127907	0.558028	0.125255	0.10204	0.129326	0.128963	0.0897173	0.057671	2.5835	0.0240002	0.0350844	0.052519	0.1028	0.280367	0.06206	0.190825	0.840312	0.0452177	0.0122251	0.0797298	0.11876	0.00623201	0.050008	0.0818222	1.2981	0.276969	0.542933	0.0130984	0.056339	0.0311369	0.0982948	0.0885632	2.50412	0.0533419	0.351005	1.62767	0.0291483	0.22547	0.0328457	0.0460682	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.273752	0.262251	0.226382	0.272147	0.23922	2.000274	0.3000539	0.2450994	-2.408294	1.41577	2.004405
9630	-16384.9	-16198.9	-185.985	0.05132207	0.115774	0.140429	0.0414054	1.26711	0.106075	2.85698	0.0559313	0.278574	0.0145684	0.0364798	0.33787	2.4502	0.518614	1.31753	0.0506721	0.416163	0.125665	0.01337	0.164394	0.228934	0.0908066	0.257128	0.0208684	0.0309312	0.0285402	3.68327	0.0100182	0.0713159	0.386964	0.104377	0.244642	0.197604	0.00489023	1.7668	0.649326	0.0465495	0.185351	0.640136	2.28149	0.421657	0.0886963	0.7017	0.0677357	0.0220801	0.46256	0.451449	0.826058	0.11641	0.0893272	0.19842	0.0620491	0.00871298	0.108402	0.030703	0.0414948	0.0842264	1.02656	0.459472	2.07908	0.0178535	0.0230859	0.0309769	0.134583	0.245843	0.131286	0.028719	0.0377017	0.188684	0.203608	0.0308959	0.0699009	0.00674898	0.223037	0.0734048	0.153711	0.0879007	0.0874335	0.385832	0.137579	0.0205126	0.0269345	0.344654	0.254414	0.173423	0.110602	0.0131764	0.00865262	0.0257911	0.0386023	0.0316498	1.6218	0.0565423	0.653823	0.0504448	0.187167	0.816565	0.183287	0.149315	0.189244	0.00660753	0.131284	0.0843903	3.78045	0.0351196	0.0513393	0.0768513	0.150428	0.410263	0.0908128	0.279236	1.22963	0.0760481	0.017889	0.116669	0.173782	0.00911934	0.073177	0.119731	1.89952	0.405291	0.794477	0.019167	0.0824412	0.0455628	0.143835	0.129595	3.6643	0.0780556	0.513627	2.38178	0.0285214	0.397309	0.0299498	0.0550531	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3986659	0.262251	0.226382	0.272147	0.23922	2.000201	0.3000539	0.3735442	-2.057935	1.465071	2.146432
