Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
2560	-16181.1	-16194.1	12.9647	0.05132207	0.0594706	0.00663418	0.000589877	1.31955	0.00448421	0.000382655	0.000234683	0.75925	0.00687986	0.00302607	0.270422	0.000819623	0.000321333	0.0169348	0.0273226	0.0021603	0.0126268	0.6909	0.0146089	0.0353934	0.000566226	0.00790417	0.0098054	0.00661368	0.0199145	0.0412208	0.00727868	0.333951	0.000290562	0.0590523	0.043494	0.00102477	0.000612218	3.29311	0.214976	0.00110667	0.888102	0.000399141	0.00279224	0.00863794	0.137693	0.0114284	0.135221	0.491577	7.58194e-05	0.039843	0.300824	0.0460188	0.00104351	0.00251315	0.00554144	0.21571	0.00182975	0.109135	0.0146739	0.0732346	0.0059477	0.0891155	0.0810375	0.0244811	0.0334399	0.0100095	0.0175105	0.000214003	0.0231118	0.0104375	0.00606127	0.0703399	0.0187956	0.0680913	0.0025779	0.00251462	0.0840559	0.0104896	0.0333852	0.00202204	0.142136	0.0318694	0.77873	0.00226173	0.0292105	0.254982	0.00356238	9.27758e-05	0.0181564	0.00630096	0.0099892	0.467543	0.00617208	0.00665021	0.22535	0.000164121	0.0326143	0.000368058	0.00144021	0.817314	0.00433192	0.267642	0.00654876	0.0573438	0.0183677	0.030307	0.00866323	0.0617179	0.0598658	0.00941369	0.00452018	0.00197751	0.877873	0.258345	0.0200267	3.97562	0.355719	0.0606099	0.0451772	0.0523321	0.0201047	0.290557	0.169282	0.00270419	0.0193625	1.60226	0.37002	0.00463862	0.000543272	0.0392092	0.0729728	0.00113508	0.237276	0.00882352	0.00920936	0.147882	0.048971	0.0785621	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1678186	0.262251	0.226382	0.272147	0.23922	1.999966	0.3000539	0.2870826	-4.040243	2.363158	5.584515
2570	-16183.3	-16202.1	18.8644	0.05132207	0.0703639	0.00617294	0.0231908	1.22781	0.00417245	0.000356051	0.000218367	0.706464	0.00640155	0.00281569	0.179437	0.00076264	0.000298993	0.0157574	0.025423	0.00201011	0.0117489	0.0301725	0.0135932	0.0329328	0.00052686	0.00735464	0.00912369	0.00615388	0.01853	0.038355	0.00677264	0.310733	0.000270361	0.0549468	0.0404702	0.000953526	0.000569654	3.06417	0.110057	0.00102973	0.826358	0.000371391	0.00259811	0.0080374	0.12812	0.0106338	0.12582	0.457401	7.05481e-05	0.0370729	0.279909	0.0428195	0.000970962	0.00233843	0.00515618	0.0838687	0.00170254	0.101548	0.0136537	0.0251918	0.0055342	0.0829199	0.0754035	0.0227791	0.192934	0.00931362	0.0162931	0.0022847	0.021505	0.00971182	0.00563987	0.0654496	0.0174889	0.0633574	0.00239868	0.0023398	0.078212	0.0097603	0.0310641	0.00188146	0.132254	0.0296537	0.72459	0.00210449	0.0271797	0.237255	0.00331471	8.63257e-05	0.0168941	0.0058629	0.00929472	0.435038	0.00574298	0.00618787	0.209683	0.000152711	0.0303469	0.000342469	0.00134008	0.760492	0.00403075	0.249034	0.00609346	0.0533571	0.0170907	0.0281999	0.00806093	0.057427	0.0557037	0.00875922	0.00420593	0.00184002	1.67353	0.240384	0.0186341	3.69922	0.330988	0.0529545	0.0420364	0.0486938	0.018707	0.270357	0.157513	0.00251618	0.0180198	1.49086	0.344295	0.00431612	0.000505502	0.0364109	0.0678995	0.00105512	0.218998	0.0181229	0.00705555	0.0157972	0.0456383	0.0628428	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1561119	0.262251	0.226382	0.272147	0.23922	1.998726	0.3000539	0.7810259	-3.753156	2.648022	7.012019
2580	-16161.7	-16203.2	41.4998	0.05132207	0.0570367	0.00587908	0.0220868	1.16936	0.00397382	0.000339101	0.000207971	0.672832	0.0060968	0.00268165	0.170895	0.000726334	0.000284759	0.0150073	0.0242127	0.00191442	0.0111896	0.0287361	0.0129461	0.031365	0.000501779	0.00700452	0.00868935	0.00586092	0.0176478	0.0365291	0.00645022	0.295941	0.000257491	0.052331	0.0385436	0.000908133	0.000542536	2.91829	0.105869	0.00098071	0.787019	0.000353711	0.00247443	0.00765478	0.122021	0.0101276	0.11983	0.435626	6.71897e-05	0.0353081	0.266584	0.040781	0.000924739	0.00222711	0.00491072	0.0798761	0.00162149	0.0967135	0.0130038	0.0239925	0.00527074	0.0789725	0.0718139	0.0216947	0.18375	0.00887024	0.0155175	0.00217593	0.0204813	0.00924948	0.00537138	0.0623339	0.0166563	0.0603412	0.00228449	0.00222841	0.0744887	0.00929566	0.0295853	0.00179189	0.125958	0.028242	0.690095	0.0020043	0.0258858	0.22596	0.00315691	8.22161e-05	0.0160898	0.00558379	0.00885224	0.414328	0.00546958	0.00589329	0.00813001	0.000145441	0.0289022	0.000326166	0.00127629	0.724288	0.00383886	0.237179	0.00580338	0.050817	0.0162771	0.0268575	0.00767718	0.0546932	0.0530519	0.00834223	0.0040057	0.00175243	1.59386	0.22894	0.0177471	3.52312	0.315231	0.0504335	0.0400352	0.0463757	0.0178164	0.257486	0.150014	0.0023964	0.0171544	0.0751525	0.327905	0.00411065	0.000481437	0.0346332	0.0646671	0.00100455	0.220548	0.0129955	0.0153038	0.00290055	0.0409359	0.0820187	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1373257	0.262251	0.226382	0.272147	0.23922	2.000023	0.3000539	0.21572	-4.100478	2.265703	5.133408
2590	-16165.5	-16213	47.5091	0.05132207	0.0605417	0.00560475	0.0210562	1.11479	0.0037884	0.000323279	0.000198267	0.641437	0.00581232	0.00255652	0.162921	0.000692442	0.000271472	0.014307	0.0230829	0.00182509	0.0106675	0.0273952	0.012342	0.0299015	0.000478365	0.00667768	0.0082839	0.00558744	0.01053	0.0348246	0.00614925	0.282132	0.000245476	0.0498892	0.0367451	0.000865759	0.00051722	2.78212	0.100929	0.000934949	0.750296	0.000337207	0.00235897	0.0072976	0.116327	0.00965505	0.114239	0.415299	6.40545e-05	0.0336606	0.254145	0.0388781	0.00088159	0.00212319	0.00468158	0.076149	0.00154583	0.0922008	0.012397	0.022873	0.0192406	0.0752875	0.068463	0.0206824	0.175176	0.00845634	0.0147934	0.0020744	0.0195256	0.00881789	0.00512075	0.0594253	0.0158791	0.0575256	0.00217789	0.00212443	0.071013	0.00886191	0.0282048	0.00170828	0.120081	0.0269242	0.657895	0.00191078	0.024678	0.215417	0.00300961	0.00266923	0.0153391	0.00532325	0.00843918	0.394995	0.00521436	0.0056183	0.00775065	0.000138655	0.0275536	0.000310947	0.00121674	0.690492	0.00365973	0.226112	0.00426428	0.0484458	0.0155176	0.0256043	0.00731896	0.0521412	0.0505764	0.00795297	0.00381879	0.00167066	1.51949	0.218258	0.0169188	3.35873	0.300522	0.0480803	0.0381671	0.0442118	0.0169851	0.245472	0.143014	0.00228458	0.0163537	0.0716458	0.312604	0.00391884	0.000458973	0.033075	0.0616497	0.000957596	0.201419	0.0139128	0.00333799	0.00239619	0.0456008	0.0635724	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.130832	0.262251	0.226382	0.272147	0.23922	1.998847	0.3000539	0.1433405	-4.223688	2.135957	4.56231
2600	-16183.2	-16206.8	23.5244	0.05132207	0.0519742	0.00663554	0.0249287	1.31982	0.00448514	0.000382734	0.000234731	0.759406	0.00688128	0.0030267	0.192884	0.000819792	0.000321399	0.0169383	0.0273282	0.00216075	0.0126294	0.0324336	0.0146119	0.0354007	0.000566343	0.0079058	0.00980742	0.00661504	0.0124666	0.0412293	0.00728018	0.33402	0.000290622	0.0138538	0.043503	0.00102498	0.000612344	3.29379	0.300197	0.0011069	0.888286	0.000399223	0.00279282	0.00863972	0.137721	0.0114307	0.135249	0.491678	7.5835e-05	0.0398512	0.300886	0.0460283	0.00104373	0.00251367	0.00554258	0.0901538	0.00183013	0.109158	0.014677	0.0270797	0.0227793	0.0891339	0.0810542	0.0244861	0.207393	0.0100116	0.0175141	0.00245591	0.0231166	0.0104396	0.00606252	0.0703544	0.0187995	0.0681054	0.00257844	0.00251514	0.0840732	0.0104917	0.0333921	0.00202245	0.142165	0.031876	0.77889	0.0022622	0.0292166	0.255035	0.00356311	0.00316014	0.0181601	0.00630226	0.00999126	0.46764	0.00617336	0.00665158	0.0091761	0.000164155	0.0326211	0.000368134	0.00144051	0.817483	0.00433281	0.267697	0.00504853	0.0573556	0.0183714	0.0303132	0.00866501	0.0617306	0.0598781	0.00941563	0.00452112	0.00197792	1.79894	0.258398	0.0200303	3.97644	0.355792	0.0569229	0.0451866	0.0523429	0.0201089	0.290617	0.169317	0.00270474	0.0193668	0.0848224	0.370097	0.00463957	0.000543384	0.0392356	0.0729879	0.00113714	0.243488	0.0131131	0.0137578	0.00148051	0.057869	0.0790521	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1558913	0.262251	0.226382	0.272147	0.23922	2.000591	0.3000539	0.322094	-3.78936	2.304972	5.312896
2610	-16198.9	-16207.9	8.92676	0.05132207	0.0850336	0.00686555	0.0257928	1.36557	0.00464061	0.000396	0.000242868	0.78573	0.00711981	0.00313161	0.19957	0.000848208	0.00033254	0.0175254	0.0282755	0.00223565	0.0130672	0.0335578	0.0151184	0.0366278	0.000585974	0.00817983	0.0101474	0.00684434	0.0624117	0.0426585	0.00753253	0.345598	0.000300696	0.014334	0.045011	0.0409299	0.00063357	3.40797	0.310602	0.00114527	0.919076	5.06597e-05	0.00288962	0.0089392	0.142495	0.011827	0.139937	0.508721	7.84637e-05	0.0412325	0.311315	0.0476238	0.0010799	0.0026008	0.0057347	0.0932788	0.00189357	0.112941	0.0151857	0.0280183	0.0235689	0.0922236	0.0838638	0.0253349	0.214582	0.0103586	0.0181212	0.00254104	0.0239179	0.0108015	0.00627266	0.0727931	0.0194512	0.0704661	0.00266781	0.00260232	0.0869875	0.0108554	0.0345495	0.00209256	0.147093	0.0329809	0.805889	0.00234061	0.0302293	0.263875	0.00368662	0.00326968	0.0187896	0.00652072	0.0103376	0.483849	0.00638734	0.00688215	0.00949417	0.000169845	0.0337518	0.000380895	0.00149044	0.845819	0.004483	0.276976	0.00522353	0.0593437	0.0190083	0.031364	0.00896537	0.0638704	0.0619537	0.00974201	0.0284426	0.00204648	1.8613	0.267355	0.0207246	4.11428	0.368125	0.058896	0.0467529	0.0541573	0.0208059	0.606622	0.175186	0.0027985	0.0200426	0.0877626	0.382925	0.00480039	0.000562219	0.0405214	0.0755179	0.00117591	0.242664	0.0148785	0.00969236	0.0475161	0.0531475	0.0567832	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1646655	0.262251	0.226382	0.272147	0.23922	1.998497	0.3000539	0.2926714	-3.914251	2.317562	5.371091
2620	-16203	-16207.5	4.44967	0.05132207	0.0712291	0.00750185	0.0281833	1.49213	0.0050707	0.000432702	0.000265377	0.858551	0.00777967	0.00342185	0.218066	0.00092682	0.00036336	0.0191497	0.030896	0.00244285	0.0142782	0.036668	0.0165195	0.0295036	0.000640282	0.00893794	0.0110878	0.00747867	0.068196	0.046612	0.00823064	0.377628	0.00582097	0.0156625	0.0491826	0.0447233	0.000692289	3.72382	0.339389	0.00125141	1.00426	5.53548e-05	0.00315743	0.00976769	0.155702	0.0129231	0.152907	0.555869	8.57357e-05	0.045054	0.340168	0.0520376	0.00117999	0.00284184	0.0062662	0.101924	0.00206906	0.123409	0.0165931	0.0306151	0.0257532	0.100771	0.0916363	0.0276829	0.234469	0.0113186	0.0198007	0.00277654	0.0261346	0.00652222	0.00685401	0.0795395	0.0212539	0.0769969	0.00291506	0.00284351	0.0950494	0.0118615	0.0377516	0.00228649	0.160726	0.0360375	0.880579	0.00255754	0.0330309	0.288331	0.0040283	0.00357271	0.020531	0.00712506	0.0112957	0.528692	0.00697932	0.00751999	0.0103741	0.000185586	0.0368799	0.000416196	0.00162858	0.92421	0.00489848	0.302646	0.00570765	0.0648437	0.000432423	0.0342708	0.00979628	0.0697899	0.0676955	0.0106449	0.0310786	0.00223614	2.03381	0.292134	0.0226454	0.870633	0.402243	0.0643544	0.0510859	0.0591766	0.0227342	0.662844	0.191422	0.00305786	0.0218966	0.0958964	0.418415	0.00524529	0.000614326	0.0443296	0.0825168	0.00128396	0.273254	0.01295	0.037491	0.00444228	0.0455495	0.0815263	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1524187	0.262251	0.226382	0.272147	0.23922	2.000261	0.3000539	0.2175907	-4.085577	2.262935	5.120876
2630	-16190.4	-16206.2	15.7552	0.05132207	0.063615	0.00705392	0.0265005	1.40304	0.00476793	0.000406866	0.000249531	0.807288	0.00731515	0.00321753	0.205046	0.00087148	0.000341664	0.0180063	0.0290513	0.00229699	0.00645552	0.0344786	0.0155332	0.027742	0.000602051	0.00840427	0.0104258	0.0824663	0.0641241	0.0438289	0.0077392	0.35508	0.00547341	0.000959945	0.0462459	0.0420529	0.000650953	3.50147	0.319124	0.00117669	0.944293	5.20496e-05	0.00296891	0.00918447	0.146405	0.000591869	0.143777	0.522679	8.06165e-05	0.0423639	0.319857	0.0489305	0.00110953	0.00267216	0.00589205	0.0958381	0.00194552	0.11604	0.0156024	0.0287871	0.0242155	0.0947539	0.0861648	0.02603	0.152785	0.0106428	0.0186184	0.00261076	0.0245741	0.00613279	0.00644477	0.0747903	0.0199849	0.0723995	0.00274101	0.00906506	0.0893742	0.0111533	0.0354975	0.00214997	0.151129	0.0338858	0.828	0.00240483	0.0310587	0.271115	0.00378777	0.00335939	0.0193052	0.00669963	0.0106212	0.497125	0.00656259	0.00707098	0.00975466	0.000174505	0.0346779	0.000391345	0.00153134	0.869026	0.004606	0.284576	0.00536685	0.060972	0.000406604	0.0322245	0.00921135	0.0656228	0.0636535	0.0100093	0.029223	0.00210263	1.91237	0.274691	0.0212934	0.818649	0.378226	0.0605119	0.0480356	0.0556432	0.0213768	0.623266	0.179992	0.00287528	0.0205856	0.0901705	0.393432	0.0049321	0.000577645	0.041652	0.0775899	0.00120581	0.225728	0.0142113	0.00913238	0.00813023	0.0447836	0.0723599	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1427565	0.262251	0.226382	0.272147	0.23922	2.000459	0.3000539	0.165739	-4.09604	2.144155	4.597399
2640	-16251.1	-16214	-37.097	0.05132207	0.0610886	0.0107773	0.0404884	2.14361	0.00728463	0.000621625	0.000381244	1.2334	0.0111764	0.00491587	0.313277	0.00133148	0.000522007	0.0275107	0.0443856	0.00350943	0.00986299	0.0526777	0.0237322	0.0423853	0.000919837	0.0128404	0.0159289	0.125995	0.0979712	0.0783414	0.0118242	0.542505	0.00836248	0.00146664	0.0706563	1.22131	0.000994551	5.34968	0.48757	0.00179779	1.44273	7.95234e-05	0.00453601	0.0140324	0.223683	0.00090428	0.219668	0.798569	0.000123169	0.0761364	0.48869	0.0747579	0.00169519	0.00408263	0.0090021	0.0132105	0.00297245	0.177291	0.0238379	0.043982	0.0369974	0.144769	0.131646	0.0397696	0.233431	0.0162605	0.0284459	0.00398882	0.0375453	0.00936991	0.00984656	0.114268	0.0305336	0.110615	0.00418782	0.0138499	0.136549	0.0170404	0.009578	0.00328481	0.230901	0.051772	1.26505	0.00367419	0.0474527	0.41422	0.0057871	0.00513261	0.0294951	0.0102359	0.0162275	0.759526	0.0100266	0.0108033	0.0149035	0.000266616	0.0529822	0.000597912	0.00233963	1.32773	0.00703722	0.434786	0.00819968	0.0931553	0.000621225	0.0492339	0.0140735	0.100261	0.0972522	0.0152926	0.044648	0.00321247	2.92179	0.419683	0.0325333	1.25076	0.0130057	0.0924524	0.0733907	0.0850138	0.0326602	0.95225	0.274999	0.00439296	0.0314584	0.137766	0.6011	0.00753545	0.000882548	0.0635903	0.118545	0.00184255	0.316139	0.0181079	0.00505724	0.042728	0.0677573	0.0849034	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2208232	0.262251	0.226382	0.272147	0.23922	2.001079	0.3000539	0.3913936	-3.443654	2.238576	5.011224
2650	-16230.5	-16210.1	-20.3665	0.05132207	0.0696956	0.00934278	0.0350994	1.85829	0.00631503	0.000538886	0.000330499	1.06924	0.00968878	0.00426156	0.271579	0.0111157	0.000452527	0.023849	0.0384778	0.00304232	0.00855021	0.0456662	0.0195243	0.0367437	0.000797405	0.0111313	0.0138088	0.109225	0.0849311	0.067914	0.0102504	0.470297	0.00724942	0.00127143	0.0612518	1.05875	0.000862175	4.63763	0.422674	0.0015585	1.2507	6.89387e-05	0.00393226	0.0121647	0.104261	0.000783919	0.19043	0.692278	0.000106775	0.0660025	0.423644	0.0209472	0.00146956	0.00353922	0.0078039	0.0114522	0.00257681	0.153693	0.020665	0.0381279	0.032073	0.1255	0.114124	0.0344762	0.202361	0.0140962	0.0246597	0.0034579	0.032548	0.00812276	0.00853597	0.0990583	0.0264695	0.0958917	0.0153256	0.0120065	0.118374	0.0147723	0.00830315	0.00284759	0.200167	0.044881	1.09667	0.00318515	0.0411366	0.0577253	0.00501683	0.00444945	0.0255693	0.00887353	0.0140676	0.658432	0.00869203	0.00936537	0.0129199	0.000231129	0.0459302	0.000518329	0.00202822	1.15101	0.00610055	0.376915	0.00710829	0.0807562	0.000538539	0.0426808	0.0122003	0.0869161	0.0843078	0.0132571	0.0387053	0.00278489	2.5329	0.345932	0.0282029	1.08428	0.0112746	0.0712139	0.0636222	0.0736983	0.0283131	0.825504	0.238396	0.00380825	0.02727	0.119429	0.521093	0.00653247	0.00076508	0.0552408	0.102766	0.00159951	0.303855	0.0167608	0.0194972	0.147352	0.0546029	0.0273789	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1890558	0.262251	0.226382	0.272147	0.23922	1.999435	0.3000539	0.4268815	-3.911878	2.474118	6.121258
2660	-16226.5	-16209	-17.4964	0.05132207	0.0795452	0.0166511	0.0354436	1.87652	0.00637696	0.00054417	0.00033374	1.07972	0.00978379	0.00430335	0.274242	0.0112247	0.000456965	0.0240828	0.0388552	0.00307215	0.00863406	0.046114	0.0197158	0.0371041	0.000805225	0.0112404	0.0139442	0.110296	0.0857639	0.06858	0.0103509	0.474909	0.00732051	0.0012839	0.0618525	1.06913	0.00087063	4.68311	0.426819	0.00157379	1.26296	6.96148e-05	0.00397082	0.0122839	0.105283	0.00155249	0.192297	0.699067	0.000107822	0.0666498	0.427799	0.0211526	0.00148397	0.00357393	0.00788043	0.0115645	0.00260208	0.1552	0.0208677	0.0385018	0.0323875	0.12673	0.115243	0.0348143	0.204345	0.0142344	0.0249015	0.00349181	0.0328671	0.00820242	0.00861968	0.10003	0.0267291	0.0968321	0.0154759	0.0121242	0.119535	0.0149171	0.00838458	0.00287552	0.20213	0.0453212	1.10742	0.00321639	0.0415401	0.0582914	0.00506603	0.00449308	0.02582	0.0020735	0.0142056	0.664889	0.00877727	0.00945721	0.0130466	0.000233395	0.0463806	0.000523412	0.00204811	1.1623	0.00616038	0.380611	0.007178	0.0815481	0.00054382	0.0430993	0.0123199	0.0877685	0.0851346	0.0133871	0.0390848	0.0028122	2.55774	0.349324	0.0284796	1.09492	0.0113851	0.0719122	0.0642462	0.074421	0.0285907	0.833599	0.240734	0.0038456	0.0275428	0.1206	0.526203	0.00659653	0.000772582	0.0557709	0.103774	0.00161879	0.31184	0.0156968	0.0162653	0.00307114	0.0687311	0.0605296	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1902483	0.262251	0.226382	0.272147	0.23922	2.000309	0.3000539	0.254463	-3.367046	1.999223	3.996893
2670	-16225.9	-16209.8	-16.0997	0.05132207	0.058181	0.0165204	0.0351655	1.86179	0.00632693	0.000539901	0.000331122	1.07125	0.00970704	0.00426959	0.272091	0.0111367	0.00045338	0.0238939	0.0385503	0.00304805	0.00856632	0.0457523	0.0195611	0.036813	0.000798908	0.0111523	0.0138348	0.109431	0.0850911	0.068042	0.0102697	0.471183	0.00726308	0.00127382	0.0613672	1.06075	0.000863799	4.64637	0.42347	0.00156144	1.25305	6.90686e-05	0.00393967	0.0121876	0.104457	0.00154031	0.190788	0.693583	0.000106976	0.0661269	0.114864	0.0209867	0.00147233	0.00354589	0.00781861	0.0114737	0.00258166	0.153983	0.020704	0.0381998	0.0321334	0.125736	0.114339	0.0345412	0.202742	0.0141228	0.0247062	0.00346442	0.0326093	0.00813807	0.00855205	0.099245	0.0265194	0.00250765	0.136893	0.0120291	0.1644	0.0148001	0.0083188	0.00285296	0.200545	0.0449656	1.09874	0.0112174	0.0412142	0.0451067	0.00502629	0.250636	0.0256175	0.00205723	0.0140941	0.659673	0.013337	0.00938302	0.0129442	0.000231564	0.0164423	0.000519306	0.00203205	1.15318	0.00611205	0.377625	0.00712168	0.0809084	0.000539554	0.0427612	0.0122232	0.0120512	0.0844667	0.0132821	0.0387782	0.00279013	2.53767	0.346583	0.0282562	1.08633	0.0112958	0.0713481	0.0637421	0.0738372	0.0283664	0.827059	0.238845	0.00381543	0.0273307	0.0462398	0.522074	0.00654478	0.000766521	0.0552794	0.10296	0.00160372	0.325129	0.017031	0.0178505	0.0457003	0.05658	0.0868914	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.187922	0.262251	0.226382	0.272147	0.23922	2.000381	0.3000539	0.3204408	-3.80393	2.309057	5.331746
2680	-16183.1	-16207	23.8598	0.05132207	0.0634829	0.0122548	0.0260856	1.38107	0.00469329	0.000400497	0.000245625	0.794651	0.00720065	0.00316717	0.201836	0.00826114	0.000336316	0.0177244	0.0285965	0.00226103	0.00635447	0.0339389	0.0145104	0.0273077	0.000592627	0.00827271	0.0102626	0.0811754	0.0631203	0.0504733	0.00761805	0.349522	0.00538773	0.000467629	0.045522	0.786857	0.000640763	3.44666	0.314129	0.00115827	0.929511	5.12349e-05	0.00292243	0.0090407	0.0774862	0.0011426	0.141526	0.514497	7.93545e-05	0.0490527	0.0852055	0.0155678	0.00109217	0.00263033	0.00579982	0.352384	0.00191507	0.114224	0.0153581	0.0283364	0.0238365	0.0932707	0.084816	0.0256225	0.150393	0.0104762	0.018327	0.00082078	0.0241895	0.00603679	0.00634388	0.0736196	0.019672	0.00186016	0.101547	0.00892316	0.121951	0.0109787	0.00617086	0.00211632	0.148763	0.0333553	0.815039	0.00832103	0.0305725	0.03346	0.00372848	0.185921	0.019003	0.00152605	0.010455	0.489343	0.00989336	0.00696029	0.00960197	0.000171773	0.0121968	0.000385219	0.00150736	0.855423	0.0045339	0.280121	0.00528284	0.0600175	0.000400239	0.0317201	0.00906716	0.00893957	0.00509987	0.00985262	0.0287655	0.00206971	1.88243	0.142984	0.0209606	0.805834	0.017604	0.0529258	0.0472837	0.0547722	0.0210421	0.61351	0.177175	0.00283027	0.0202806	0.0343005	0.387273	0.0048549	0.000568603	0.0410655	0.0763753	0.00118993	0.211913	0.0173033	0.0143617	0.000735304	0.0456397	0.0678501	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1405194	0.262251	0.226382	0.272147	0.23922	2.001504	0.3000539	0.2828949	-4.006832	2.342713	5.488305
2690	-16197.9	-16218.8	20.9371	0.05132207	0.0531444	0.0367828	0.0258218	1.36711	0.00464583	0.000396446	0.000243141	0.786615	0.00712783	0.00313514	0.199795	0.0081776	0.000332915	0.0175452	0.0283073	0.00223817	0.00476414	0.0335956	0.0143636	0.0270316	0.000586634	0.00818905	0.0101588	0.0803545	0.062482	0.0499629	0.00754101	0.345987	0.00533324	0.0004629	0.0450616	0.7789	0.000634283	3.4118	0.310952	0.00114656	0.920111	5.07167e-05	0.00289288	0.00894927	0.0767026	0.00113104	0.140095	0.509294	7.85521e-05	0.0485567	0.0843438	0.0154104	0.00108112	0.00260373	0.00574116	0.348821	0.0018957	0.00338753	0.0152028	0.0280499	0.0235954	0.0923274	0.0839583	0.0253634	0.148872	0.0103703	0.0181416	0.000812479	0.0377291	0.00597574	0.018632	1.0797	0.0194731	0.00184135	0.10052	0.00883292	0.120718	0.00115805	0.00610845	0.00209491	0.147259	0.033018	0.806797	0.00823688	0.0302633	0.0331216	0.00369078	0.184041	0.0188108	0.00151062	0.0103492	0.484394	0.00979332	0.0068899	0.00950486	0.000170036	0.0120735	0.000381324	0.00149212	0.846772	0.00448805	0.277288	0.00522941	0.0594106	0.000396192	0.0313993	0.00897547	0.000615664	0.00504829	0.00975298	0.0284746	0.00204878	1.8634	0.141538	0.0207486	0.797684	0.017426	0.0523905	0.0468055	0.0542183	0.0208293	0.607305	0.175383	0.00280165	0.0200758	0.0339536	0.383357	0.00480582	0.0139659	0.0407125	0.0756029	0.00117672	0.214711	0.0180879	0.0028585	0.0294369	0.0386611	0.0887887	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1463416	0.262251	0.226382	0.272147	0.23922	2.000693	0.3000539	0.4301113	-3.921143	2.4809	6.154864
