Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
8880	-16901.7	-16862.9	-38.7728	0.1710562	0.0697408	0.00493186	0.0761156	0.0369646	0.0200541	0.00336473	0.0635592	0.441262	0.0673041	0.063091	0.025211	0.00205123	0.00796933	0.0474624	0.0998599	0.124246	0.120978	0.00717064	0.029824	0.0169013	0.0853616	0.0553768	0.0298385	0.310406	0.783957	0.342183	0.0621341	0.143383	0.0839812	0.0216366	0.0654361	0.0264358	0.180383	0.00944569	0.0192217	0.0975107	0.410597	0.308819	0.00661036	0.0106712	0.00614472	0.129913	0.0479747	0.0850319	0.0256047	0.140303	0.0463542	0.162725	0.0766914	0.0364894	0.167746	0.041434	0.161257	0.0773108	0.018128	0.050151	0.0148532	0.0462297	0.00272147	0.265092	0.0427842	0.0590908	0.058064	0.0467189	0.478056	0.352941	0.0456802	0.0181726	0.0521894	0.20553	0.06502	0.046536	0.0130594	0.0357811	0.258698	0.293932	0.00389529	0.204691	0.0636863	0.0924807	0.014688	0.114268	0.010438	0.09764	0.0725375	0.00890814	0.0380192	0.0882301	0.0123942	0.0172096	0.0135904	0.00826606	0.0330082	0.136497	0.00738479	0.0231694	0.0227339	0.0265395	0.0347552	0.102879	0.07823	0.0130466	0.00135554	0.0984721	0.0657085	0.783898	0.0564708	0.0578194	0.0205967	0.0079061	0.0116559	0.00217768	0.0316622	0.0834671	0.0174592	0.0555963	0.04196	0.0425721	0.0223503	0.0748402	0.0779501	0.00627901	0.015077	0.049106	0.0201359	0.0788778	0.177836	0.0298913	0.36228	0.0115947	0.0313305	0.00969217	0.166067	0.00930646	0.0263951	0.340012	0.0487827	0.0406069	0.0532582	0.200468	0.095251	0.0359078	0.0669408	0.0146065	0.0462038	0.0618751	0.0109367	0.0615455	0.0228333	0.0159589	0.288891	0.0342653	0.0933857	0.420853	0.0958339	0.0450633	0.202898	0.0424672	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.09039037	0.27557	0.211793	0.267107	0.245531	2.000611	0.4641799	0.08943914	-3.213301	1.264203	1.598208
8890	-16962.3	-16874.3	-88.0129	0.1710562	0.0620226	0.00689823	0.106464	0.0517026	0.0280499	0.00470628	0.0889009	0.617197	0.0941389	0.0882459	0.00310602	0.00286907	0.0111468	0.0663861	0.139675	0.173784	0.169213	0.0100296	0.0417151	0.02364	0.119396	0.077456	0.0417353	0.434167	1.09653	0.478615	0.0869076	0.200551	0.117465	0.0302633	0.091526	0.036976	0.252304	0.0132118	0.0268855	0.136389	0.574306	0.431948	0.00924597	0.0149259	0.00859467	0.181711	0.0671027	0.118935	0.0358135	0.196243	0.064836	0.227605	0.107269	0.051038	0.234628	0.0579542	0.225551	0.162298	0.0253558	0.0701467	0.0207754	0.0646618	0.00380654	0.0751962	0.0598426	0.0826508	0.0812146	0.0653462	0.668661	0.493662	0.0638934	0.0254182	0.0729977	0.287477	0.090944	0.0650904	0.0182663	0.0500474	0.361843	0.411126	0.00544838	0.295904	0.0890786	0.129354	0.0205443	0.159828	0.0145997	0.13657	0.101459	0.0124599	0.0531778	0.123408	0.0173359	0.0240712	0.019009	0.0115618	0.0461688	0.19092	0.0103292	0.0333359	0.031798	0.0371211	0.0486124	0.143898	0.109421	0.0182484	0.001896	0.137734	0.091907	1.09645	0.0789862	0.0808726	0.0288088	0.0110583	0.0163033	0.00304594	0.0442863	0.116746	0.0244203	0.0777631	0.0586899	0.0595459	0.0312615	0.10468	0.10903	0.0087825	0.0210883	0.0686851	0.0281643	0.110327	0.248741	0.0418092	0.506725	0.0162176	0.156171	0.0135565	0.232279	0.013017	0.0369191	0.475578	0.0682327	0.0567972	0.0744927	0.280396	0.133228	0.0502246	0.0936307	0.0204302	0.0646265	0.0865453	0.0152972	0.0860842	0.0319371	0.0223219	0.404074	0.0479272	0.133664	0.501959	0.0284674	0.0118366	0.236703	0.0312394	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1232532	0.27557	0.211793	0.267107	0.245531	1.998585	0.4641799	0.1438555	-2.762757	1.283597	1.647621
8900	-17004.4	-16889.4	-115.013	0.1710562	0.0759498	0.0084296	0.130098	0.0631803	0.0342768	0.229081	0.108636	0.754212	0.115037	0.107836	0.00379553	0.00350599	0.0136213	0.0811234	0.170682	0.212363	0.206777	0.0122562	0.0509756	0.028888	0.145901	0.0946508	0.0510003	0.53055	1.33995	0.584865	0.106201	0.245072	0.143542	0.0369816	0.111844	0.0451845	0.308314	0.0161447	0.032854	0.166667	0.701798	0.527838	0.0112985	0.0182393	0.0105026	0.22205	0.0819991	0.145338	0.0437639	0.239808	0.0792293	0.278132	0.131082	0.0623682	0.286715	0.0708197	0.275622	0.198327	0.0309847	0.0857189	0.0253874	0.0790164	0.00465157	0.0918894	0.0731274	0.100999	0.0258776	0.0798527	0.116642	0.603252	0.0780773	0.0310609	0.0892028	0.351295	0.111133	0.0795401	0.0396038	0.0611576	0.442171	0.502393	0.00665789	0.361593	0.108854	0.158069	0.025105	0.195309	0.0178408	0.166888	0.123982	0.0152259	0.0649829	0.150804	0.0211844	0.0294149	0.0232289	0.0141285	0.056418	0.233303	0.0126222	0.0407363	0.038857	0.0453618	0.059404	0.175843	0.133712	0.0222995	0.0023169	0.16831	0.11231	1.33985	0.0965207	0.0988258	0.0352042	0.0135132	0.0199225	0.00372212	0.0541176	0.142663	0.0298415	0.0950261	0.0717187	0.0727648	0.0382014	0.127918	0.133233	0.015873	0.0257698	0.0839328	0.0344166	0.134819	0.30396	0.0510906	0.619215	0.0198178	0.190841	0.016566	0.283844	0.0159067	0.045115	0.150797	0.08338	0.0694059	0.0910296	0.342642	0.162804	0.0613742	0.114416	0.0249656	0.0789733	0.105758	0.0186931	0.105194	0.039027	0.0128886	0.493776	0.0585666	0.164989	0.613391	0.00824749	0.0550929	0.170079	0.0374762	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1437997	0.27557	0.211793	0.267107	0.245531	2.000687	0.4641799	0.1814922	-2.627525	1.35719	1.841965
8910	-17012.4	-16892.7	-119.715	0.1710562	0.0738552	0.0173321	0.139874	0.0679278	0.0368524	0.246294	0.116799	0.810884	0.123681	0.115939	0.00408074	0.00376943	0.0146448	0.0872191	0.183507	0.228321	0.222315	0.0131771	0.054806	0.0310586	0.156865	0.101763	0.0548326	0.570416	1.44064	0.628812	0.114181	0.263487	0.154328	0.0397605	0.120248	0.0485798	0.331481	0.0173578	0.0353227	0.17919	0.754532	0.5675	0.0121475	0.0196099	0.0112918	0.238735	0.0881606	0.156259	0.0470524	0.257828	0.0851827	0.299031	0.140932	0.0670546	0.308259	0.0761411	0.296333	0.213229	0.0333129	0.0921599	0.027295	0.0849538	0.00500109	0.0987941	0.0786222	0.108588	0.0278221	0.0858529	0.125406	0.648581	0.0839442	0.0333949	0.0959056	0.377691	0.119484	0.0855168	0.0425796	0.0657531	0.475396	0.540144	0.00715817	0.388763	0.117033	0.169947	0.0269914	0.209985	0.0191813	0.179428	0.133298	0.01637	0.0698658	0.162136	0.0227762	0.0316252	0.0249743	0.0151901	0.0606573	0.250834	0.0135706	0.0437973	0.0417768	0.0487703	0.0638677	0.189056	0.143759	0.0239751	0.002491	0.180957	0.120749	0.0589849	0.103773	0.106252	0.0378495	0.0145286	0.0214195	0.0040018	0.058184	0.153383	0.0320838	0.102166	0.0771077	0.0782324	0.0410719	0.13753	0.143245	0.0170657	0.0277062	0.0902396	0.0370027	0.14495	0.3268	0.0549296	0.665743	0.0213069	0.205181	0.0178108	0.305172	0.017102	0.048505	0.162128	0.0896453	0.0746211	0.0978697	0.368389	0.175038	0.0659859	0.123014	0.0268415	0.0849075	0.113705	0.0200977	0.113099	0.0419595	0.013857	0.530879	0.0629675	0.178922	0.659482	0.0992534	0.14627	0.182973	0.0217008	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1468797	0.27557	0.211793	0.267107	0.245531	2.000191	0.4641799	0.1676844	-2.464958	1.165578	1.358573
8920	-16992.6	-16892.6	-100.042	0.1710562	0.0734885	0.0141723	0.114373	0.0555438	0.0301338	0.201392	0.0955056	0.663051	0.101133	0.094802	0.00333677	0.00308222	0.0119749	0.0713181	0.150052	0.186695	0.181784	0.0107748	0.0448143	0.0253963	0.128266	0.0832104	0.044836	0.466423	1.17799	0.514173	0.0933642	0.21545	0.126192	0.0325117	0.0983258	0.0397231	0.271048	0.0141933	0.028883	0.146522	0.616973	0.464038	0.00993289	0.0160348	0.0092332	0.195211	0.0720879	0.127771	0.0384742	0.210823	0.0696529	0.244514	0.115238	0.0548298	0.25206	0.0622598	0.242308	0.174355	0.0272396	0.0753582	0.146414	0.0694658	0.00408934	0.0807828	0.0642885	0.0887913	0.0227498	0.070201	0.102543	0.530337	0.0686402	0.0273066	0.078421	0.308834	0.0977005	0.0699262	0.0348169	0.0537656	0.388726	0.441669	0.00585316	0.317887	0.0956966	0.138964	0.0220706	0.171702	0.160762	0.146716	0.108997	0.0133856	0.0571285	0.132577	0.0186238	0.136758	0.0204212	0.0124208	0.0495988	0.205104	0.0110966	0.0358126	0.0341604	0.742812	0.0522239	0.154589	0.11755	0.0196042	0.00203686	0.147967	0.0987351	0.0482313	0.0848543	0.0868809	0.0309491	0.0118799	0.0175145	0.00327223	0.0475764	0.12542	0.0262346	0.0835404	0.0630502	0.0639698	0.0335841	0.112457	0.11713	0.0139544	0.022655	0.0737879	0.0302567	0.118524	0.267221	0.0449154	0.544371	0.0174225	0.167774	0.0145637	0.249536	0.0139841	0.039662	0.13257	0.123011	0.0610168	0.080027	0.301228	0.143126	0.053956	0.100587	0.0903366	0.0694274	0.092975	0.0164337	0.0924797	0.0343098	0.0113307	0.434094	0.0514876	0.146177	0.539251	0.0275877	0.0666503	0.192803	0.0267878	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1274423	0.27557	0.211793	0.267107	0.245531	2.001411	0.4641799	0.1565253	-2.579243	1.203915	1.449411
8930	-16987.4	-16892.6	-94.7716	0.1710562	0.0805124	0.0134263	0.108354	0.0526203	0.0285478	0.190792	0.0904788	0.628152	0.0958098	0.0898122	0.00316115	0.00291999	0.0113446	0.0675644	0.142154	0.176869	0.172216	0.0102077	0.0424555	0.0240596	0.121515	0.0788308	0.0424761	0.441874	1.11599	0.48711	0.0884501	0.204111	0.11955	0.0308005	0.0931505	0.0376324	0.256782	0.0134463	0.0273627	0.13881	0.584499	0.439614	0.00941008	0.0151908	0.00874722	0.184936	0.0682937	0.121046	0.0364492	0.199727	0.0659868	0.231644	0.109173	0.0519439	0.238793	0.0589828	0.229554	0.165178	0.0258059	0.0713918	0.138707	0.0658096	0.0038741	0.0765309	0.0609048	0.0841178	0.0215524	0.066506	0.0971461	0.502424	0.0650274	0.0258694	0.0742934	0.292579	0.0925582	0.0662457	0.0329844	0.0509357	0.368266	0.418423	0.00554509	0.301156	0.0906597	0.131649	0.0209089	0.162665	0.1523	0.138994	0.10326	0.012681	0.0541216	0.125599	0.0176436	0.12956	0.0966438	0.011767	0.0469883	0.194308	0.0105125	0.0339276	0.0323624	0.703715	0.0494752	0.146452	0.0182801	0.0185723	0.00192965	0.140178	0.0935383	0.0456927	0.0803881	0.082308	0.107241	0.0112546	0.0165927	0.0031	0.0450723	0.118818	0.0248538	0.0791433	0.0597316	0.0606028	0.0318164	0.106538	0.110965	0.0132199	0.0214626	0.0699042	0.0286642	0.112285	0.253156	0.0425513	0.515719	0.0165054	0.158943	0.0137971	0.236402	0.0132481	0.0375744	0.125593	0.116536	0.0578053	0.0758149	0.285373	0.135593	0.0511161	0.0952926	0.0855819	0.065773	0.0880814	0.0155687	0.0876121	0.032504	0.0107344	0.411246	0.0487776	0.136893	0.510869	0.0375411	0.301544	0.222277	0.0135521	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1229436	0.27557	0.211793	0.267107	0.245531	1.999443	0.4641799	0.1271334	-2.833085	1.241424	1.541134
8940	-16964.8	-16888.6	-76.1682	0.1710562	0.0789727	0.0119153	0.0961591	0.0466984	0.025335	0.16932	0.0802963	0.597229	0.0850274	0.0797048	0.00280539	0.00259138	0.0100679	0.0599607	0.126156	0.156964	0.152835	0.00905889	0.0376776	0.0213519	0.10784	0.0699592	0.0376959	0.392145	0.990397	0.432291	0.078496	0.18114	0.106096	0.0273342	0.0826674	0.0333972	0.227884	0.011933	0.0242833	0.00805917	0.51872	0.39014	0.00835107	0.0134812	0.00776281	0.164123	0.0606079	0.107423	0.0323472	0.177249	0.0585607	0.205575	0.0968865	0.0460982	0.211919	0.0523449	0.20372	0.146589	0.0229017	0.0633573	0.123097	0.0584034	0.00343811	0.0679181	0.0540506	0.0746512	0.0191269	0.0590215	0.0862133	0.445881	0.0577093	0.022958	0.0659324	0.259652	0.0821417	0.0587904	0.0292723	0.0452034	0.326821	0.371334	0.141305	0.267264	0.0804569	0.116834	0.0185558	0.144359	0.13516	0.0242391	0.0916388	0.0112539	0.0480308	0.111464	0.015658	0.114979	0.0857675	0.0104428	0.0417002	0.172441	0.00932943	0.0301094	0.0287204	0.624519	0.0439073	0.129971	0.0162228	0.0164822	0.00171249	0.124403	0.0830115	0.0405505	0.0713412	0.0730451	0.0951717	0.00998802	0.0147253	0.00275113	0.0399999	0.105447	0.0406696	0.0702365	0.0530094	0.0537826	0.0282358	0.0945479	0.0984768	0.0117322	0.0190472	0.0620372	0.0254383	0.0397017	0.224666	0.0377626	0.45768	0.0146479	0.141056	0.0122444	0.209797	0.0117571	0.0333458	0.111458	0.103421	0.0512999	0.0672827	0.253257	0.120334	0.0453635	0.0845684	0.0759505	0.0583708	0.0781687	0.0138166	0.0777523	0.028846	0.00952631	0.364965	0.043288	0.123608	0.453375	0.208004	0.142343	0.315578	0.0096381	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1097124	0.27557	0.211793	0.267107	0.245531	1.99949	0.4641799	0.1401759	-2.787371	1.282586	1.645028
8950	-16957.3	-16889.6	-67.7527	0.1710562	0.0759476	0.010637	0.0858425	0.0416884	0.0226169	0.151155	0.0716817	0.533155	0.0759052	0.0711536	0.00250441	0.00205527	0.00898776	0.0535278	0.112621	0.140124	0.136438	0.008087	0.0336353	0.0190612	0.0962703	0.0624536	0.0336516	0.350074	0.884142	0.385912	0.0700745	0.161706	0.0947135	0.0244017	0.0737984	0.0298142	0.203435	0.0106528	0.0216781	0.00719454	0.463069	0.348284	0.00745513	0.0120349	0.00692997	1.41498	0.0541056	0.0958984	0.0288768	0.158233	0.052278	0.18352	0.086492	0.0411525	0.189183	0.0467291	0.181864	0.130862	0.0204447	0.05656	0.109891	0.0521375	0.00306925	0.0606315	0.0482517	0.0666422	0.0170749	0.0526893	0.0769639	0.398045	0.0515179	0.020495	0.143328	0.231795	0.0733291	0.0524831	0.281287	0.0403537	0.291758	0.331495	0.126145	0.23859	0.071825	0.104299	0.0165651	0.128871	0.12066	0.0216386	0.0818073	0.0100465	0.06451	0.0995053	0.0139781	0.102644	0.0765659	0.00932241	0.0372264	0.153941	0.00832852	0.0268791	0.0256391	0.557517	0.0391967	0.116027	0.0144824	0.0147139	0.00152877	0.111056	0.0741056	0.0362	0.0636874	0.0652084	0.0849612	0.00891645	0.0131455	0.00266048	0.0357085	0.0941337	0.0363064	0.0627012	0.0473223	0.0480125	0.0252065	0.0844043	0.0879117	0.0104735	0.0170037	0.0553815	0.0227092	0.15798	0.200563	0.0337112	0.408577	0.0130764	0.125923	0.0109308	0.187289	0.0104958	0.0297683	0.0995006	0.0923256	0.0457962	0.0600642	0.226086	0.107424	0.0404966	0.0754954	0.0678021	0.0521084	0.0697824	0.0123343	0.0694106	0.0257512	0.0190932	0.325809	0.0386437	0.112301	0.404735	0.0933811	0.0303947	0.205886	0.0301173	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1076058	0.27557	0.211793	0.267107	0.245531	1.998991	0.4641799	0.09627879	-3.023029	1.168351	1.365044
8960	-16975.2	-16889.6	-85.5927	0.1710562	0.0962506	0.0116597	0.0940953	0.0456964	0.0247914	0.165687	0.0785734	0.584414	0.0832029	0.0779945	0.0027452	0.00225286	0.00985188	0.0586741	0.123449	0.153596	0.149556	0.00886451	0.0368691	0.0208938	0.105526	0.068458	0.036887	0.383731	0.969146	0.423015	0.0768117	0.177253	0.10382	0.0267477	0.0808936	0.0326806	0.222994	0.011677	0.0237623	0.00788624	0.50759	0.381769	0.00817189	0.013192	0.00759624	1.55102	0.0593075	0.105118	0.0316531	0.173446	0.0573042	0.201164	0.0948076	0.045109	0.207372	0.0512217	0.199349	0.143444	0.0224103	0.0619979	0.120456	0.0571502	0.00336434	0.0664608	0.0528908	0.0730494	0.0187165	0.057755	0.0843634	0.436314	0.056471	0.0224654	0.157108	0.254081	0.0803792	0.0575289	0.308331	0.0442335	0.319809	0.363366	0.138273	0.261529	0.0787305	0.114327	0.0181577	0.141261	0.13226	0.023719	0.0896725	0.0110124	0.0707122	0.109072	0.015322	0.0836476	0.0839272	0.00232048	0.0408054	0.168741	0.00912925	0.0294633	0.0281041	0.611119	0.0429651	0.127182	0.0158747	0.0161285	0.00167575	0.121733	0.0812303	0.0396804	0.0698105	0.29003	0.0931296	0.00977371	0.0144094	0.00291627	0.0391416	0.103184	0.039797	0.0687295	0.051872	0.0526286	0.02763	0.0925192	0.0963638	0.0114804	0.0186385	0.060706	0.0248925	0.173169	0.219845	0.0369523	0.447859	0.0143336	0.138029	0.0119817	0.205296	0.0115049	0.0326303	0.109067	0.101202	0.0501992	0.065839	0.247823	0.117752	0.0443901	0.0827538	0.0743208	0.0571182	0.0764914	0.0135201	0.0760839	0.028227	0.0209289	0.357134	0.0423591	0.124914	0.465638	0.304234	0.0277935	0.147755	0.0316613	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1200758	0.27557	0.211793	0.267107	0.245531	1.99961	0.4641799	0.1324703	-2.740291	1.199078	1.437787
8970	-17011.4	-16869.3	-142.126	0.1710562	0.0759762	0.0169554	0.136833	0.0664515	0.0360515	0.240942	0.114261	0.849852	0.120993	0.113419	0.00399205	0.00327611	0.0143266	0.0853236	0.179519	0.223359	0.217483	0.0128907	0.0536149	0.0303837	0.153455	0.0995514	0.0536409	0.55802	1.40933	0.615146	0.111699	0.257761	0.150974	0.0388964	0.117635	0.047524	0.324277	0.0169806	0.034555	0.597783	0.738134	0.555167	0.0118835	0.0191837	0.0110464	2.25549	0.0862446	0.152863	0.0460298	0.252225	0.0833314	0.292532	0.137869	0.0655974	0.301559	0.0744864	0.289893	0.208595	0.0325889	0.090157	0.175166	0.0831075	0.00535419	0.096647	0.0769136	0.106228	0.0272175	0.0839871	0.122681	0.634485	0.0821198	0.0326691	0.228465	0.369483	0.116887	0.0836583	0.448373	0.0643241	0.465064	0.528405	0.201076	0.380314	0.11449	0.166253	0.0441357	0.205421	0.192332	0.0344921	0.130401	0.0160142	0.102829	0.158612	0.0222812	0.12164	0.122047	0.00337443	0.0593391	0.245382	0.0132757	0.0428455	0.0408689	0.0442423	0.0624797	0.184947	0.023085	0.023454	0.00243686	0.177024	0.118125	0.057703	0.101518	0.42176	0.135429	0.0142129	0.020954	0.00424082	0.0569195	0.15005	0.0578726	0.0999461	0.075432	0.0765322	0.0401793	0.134541	0.140132	0.0166948	0.027104	0.0882784	0.0361985	0.251821	0.319698	0.26488	0.651275	0.0208439	0.200722	0.0174237	0.29854	0.0167303	0.0474508	0.158605	0.147167	0.0729994	0.0957427	0.360383	0.171234	0.0645519	0.12034	0.108077	0.0830614	0.111233	0.0196609	0.110641	0.0410476	0.0304347	0.519342	0.0615982	0.178325	0.677129	0.0402471	0.141215	0.119661	0.0161974	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1713066	0.27557	0.211793	0.267107	0.245531	1.999304	0.4641799	0.1859502	-2.441132	1.231955	1.517712
8980	-17022	-16874.5	-147.523	0.1710562	0.0784642	0.0171307	0.138247	0.0671387	0.0364243	0.243433	0.115443	0.85864	0.122244	0.114592	0.00403333	0.00330998	0.0144747	0.0862059	0.181375	0.225668	0.219732	0.013024	0.0541693	0.0306978	0.155042	0.100581	0.0541956	0.56379	1.4239	0.621507	0.112854	0.260426	0.152535	0.0392986	0.118851	0.0480154	0.32763	0.0171562	0.0349123	0.603964	0.745767	0.560907	0.0120064	0.019382	0.0111606	2.27881	0.0871364	0.154443	0.0465058	0.0353706	0.0841931	0.295557	0.139294	0.0662756	0.304678	0.0752566	0.29289	0.210752	0.0329259	0.0910893	0.176978	0.0839669	0.00540955	0.0976464	0.0777089	0.107327	0.0274989	0.0848555	0.123949	0.641046	0.082969	0.0330069	0.230828	0.373304	0.118096	0.0845233	0.453009	0.0649892	0.469873	0.533869	0.203155	0.384247	0.115673	0.167973	0.0445921	0.207546	0.194321	0.0348488	0.13175	0.0161798	0.103893	0.160252	0.0225116	0.122898	0.123309	0.00340932	0.0599527	0.24792	0.335249	0.0432885	0.0412915	0.0446998	0.0631258	0.18686	0.0233237	0.0236965	0.00246206	0.178855	0.119346	0.0582997	0.102568	0.426121	0.136829	0.0143598	0.0211707	0.00428467	0.0575081	0.151601	0.058471	0.10098	0.076212	0.0773236	0.0405948	0.135932	0.141581	0.0168674	0.0273843	0.0891912	0.0365728	0.254425	0.323004	0.267619	0.658009	0.0210594	0.202797	0.0176039	0.301627	0.0169033	0.0479415	0.160245	0.148689	0.0737542	0.0967327	0.364109	0.173004	0.0652194	0.121585	0.109195	0.0839202	0.112384	0.0198642	0.111785	0.0414721	0.0307494	0.524712	0.0622352	0.180607	0.68413	0.146261	0.156127	0.123905	0.0139839	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1744968	0.27557	0.211793	0.267107	0.245531	2.001149	0.4641799	0.2239586	-2.256835	1.233322	1.521082
8990	-17063.3	-16877.9	-185.379	0.1710562	0.0779728	0.0224002	0.180773	0.0877906	0.0476285	0.318313	0.108064	1.12276	0.159847	0.149841	0.00527399	0.00432814	0.0189271	0.112723	0.237167	0.295084	0.287322	0.0170302	0.0708319	0.0401405	0.202733	0.13152	0.0708662	0.737212	1.86189	0.812684	0.147568	0.340534	0.199455	0.0513869	0.15541	0.062785	0.428409	0.0224335	0.0456514	0.789744	0.975166	0.733443	0.0156996	0.025344	0.0145937	2.97978	0.11394	0.20195	0.060811	0.0462507	0.110091	0.386471	0.182142	0.0866621	0.398397	0.0984056	0.382984	0.122387	0.0430539	0.119108	0.231416	0.109795	0.00707354	0.127683	0.101612	0.14034	0.0359576	0.110957	0.162076	0.838233	0.10849	0.0431599	0.301831	0.488133	0.154422	0.110523	0.592356	0.08498	0.614407	0.698087	0.265646	0.502442	0.151255	0.219641	0.0145647	0.271387	0.254095	0.0455683	0.172276	0.0211568	0.13585	0.209546	0.0294362	0.160701	0.161238	0.00445804	0.0783942	0.32418	0.438372	0.0566041	0.0539928	0.0584495	0.0825433	0.244338	0.0304981	0.0309856	0.00321939	0.233871	0.156057	0.0762328	0.134118	0.557197	0.178918	0.018777	0.0276828	0.00560265	0.0751977	0.198234	0.0764568	0.132041	0.0996549	0.101108	0.0530818	0.177745	0.185131	0.0220559	0.0358077	0.116627	0.0478227	0.332686	0.42236	0.349939	0.860414	0.0275373	0.265178	0.0230189	0.394408	0.0221028	0.0626883	0.209536	0.194426	0.0964411	0.126488	0.47611	0.226221	0.0852809	0.158984	0.142783	0.109734	0.146953	0.0259745	0.14617	0.0542289	0.040208	0.686114	0.081379	0.23547	0.89457	0.0222683	0.0300406	0.169575	0.0370683	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2244894	0.27557	0.211793	0.267107	0.245531	2.00063	0.4641799	0.2828943	-2.184683	1.35794	1.844002
