3D Point Measurements

Generated: Tuesday 11 July 2023 12:51:25

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0353_20210922221657_0001.MOV	     80	   0.0111			-96.177	-5.320	-592.695	0.127	0.085	0.628	0.138	600.471	9.246	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	     80	   0.0111			15.178	0.738	-527.118	0.078	0.076	0.502	0.482	527.337	1.655	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	     80	   0.0111			35.393	15.373	-480.149	0.076	0.071	0.419	0.188	481.697	4.512	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    100	   0.0139			-94.360	-2.673	-583.433	0.123	0.084	0.608	0.169	591.020	9.199	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    100	   0.0139			17.074	4.359	-524.055	0.078	0.076	0.496	0.244	524.351	1.884	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    100	   0.0139			41.381	19.691	-478.195	0.078	0.072	0.416	0.184	480.386	5.384	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    120	   0.0167			-89.395	-2.067	-571.011	0.117	0.082	0.583	0.025	577.970	8.908	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    120	   0.0167			19.937	5.193	-519.777	0.078	0.076	0.488	0.205	520.185	2.225	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    120	   0.0167			49.038	21.291	-479.509	0.081	0.072	0.419	0.100	482.480	6.278	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    140	   0.0195			-86.086	1.379	-559.125	0.113	0.080	0.560	0.032	565.715	8.753	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    140	   0.0195			21.344	8.052	-516.838	0.078	0.075	0.483	0.286	517.341	2.459	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    140	   0.0195			53.381	24.731	-478.144	0.082	0.073	0.417	0.144	481.750	6.926	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    160	   0.0222			-82.478	9.911	-545.975	0.108	0.079	0.534	0.017	552.259	8.628	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    160	   0.0222			22.255	14.387	-515.702	0.078	0.076	0.481	0.174	516.383	2.829	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    160	   0.0222			57.990	27.954	-477.583	0.084	0.074	0.417	0.014	481.902	7.585	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    180	   0.0250			-76.555	17.591	-533.476	0.102	0.079	0.510	0.228	539.228	8.330	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    180	   0.0250			20.862	14.819	-509.294	0.077	0.075	0.469	0.171	509.936	2.756	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    180	   0.0250			60.361	27.657	-475.048	0.085	0.073	0.413	0.031	479.666	7.868	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    200	   0.0278			-69.569	23.461	-518.116	0.095	0.078	0.482	0.065	523.292	7.998	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    200	   0.0278			16.362	9.496	-499.581	0.075	0.073	0.452	0.036	499.939	2.068	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    200	   0.0278			59.349	26.484	-473.272	0.084	0.073	0.409	0.167	477.713	7.733	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    220	   0.0306			-67.409	24.711	-499.037	0.091	0.076	0.448	0.099	504.175	8.114	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    220	   0.0306			12.034	3.260	-489.033	0.072	0.071	0.433	0.223	489.192	1.419	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    220	   0.0306			55.639	24.269	-467.564	0.081	0.071	0.400	0.088	471.488	7.312	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    240	   0.0334			-62.762	26.240	-485.935	0.086	0.074	0.425	0.091	490.674	7.887	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    240	   0.0334			8.976	-3.586	-480.791	0.071	0.070	0.419	0.300	480.888	1.249	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    240	   0.0334			53.007	17.963	-463.224	0.080	0.069	0.392	0.079	466.593	6.822	1	1															2	AD	Passing			
A001C0353_20210922221657_0001.MOV	    260	   0.0361			-54.037	28.190	-475.351	0.081	0.073	0.407	0.018	479.243	7.208	1	1															0	J	Passing			
A001C0353_20210922221657_0001.MOV	    260	   0.0361			3.656	-8.946	-468.797	0.069	0.068	0.398	0.387	468.897	1.386	1	1															1	F	Passing			
A001C0353_20210922221657_0001.MOV	    260	   0.0361			50.910	8.993	-455.607	0.077	0.067	0.380	0.179	458.530	6.439	1	1															2	AD	Passing			
