3D Point Measurements

Generated: Friday 12 May 2023 13:43:30

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0143_20210709181838_0001.MOV	     20	   0.0028			0.915	-21.841	-229.381	0.036	0.035	0.101	0.676	230.420	5.662	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	     20	   0.0028			41.111	-37.599	-224.554	0.038	0.037	0.103	1.179	231.362	14.082	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	     20	   0.0028			37.057	-10.708	-232.783	0.039	0.035	0.107	0.672	235.957	9.472	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	     40	   0.0056			-3.098	-10.709	-225.264	0.035	0.034	0.098	0.433	225.540	3.044	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	     40	   0.0056			37.200	-27.120	-221.041	0.037	0.035	0.099	0.735	225.784	11.895	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	     40	   0.0056			34.092	-0.550	-228.329	0.038	0.034	0.103	0.461	230.861	8.499	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	     60	   0.0083			-7.415	-0.264	-222.292	0.035	0.033	0.095	0.398	222.416	1.932	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	     60	   0.0083			33.544	-18.271	-217.899	0.036	0.033	0.096	0.700	221.222	10.049	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	     60	   0.0083			31.077	8.872	-226.206	0.037	0.034	0.101	0.422	228.503	8.074	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	     80	   0.0111			-11.533	9.821	-219.569	0.035	0.033	0.093	0.207	220.090	3.809	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	     80	   0.0111			29.831	-9.749	-216.326	0.035	0.033	0.093	0.721	218.590	8.325	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	     80	   0.0111			27.928	16.795	-224.421	0.036	0.034	0.099	0.453	226.775	8.152	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    100	   0.0139			-15.000	20.052	-220.511	0.035	0.034	0.094	0.249	221.928	6.305	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    100	   0.0139			26.965	-0.829	-216.682	0.035	0.032	0.093	0.684	218.355	7.107	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    100	   0.0139			25.605	26.430	-223.893	0.036	0.035	0.099	0.353	226.897	9.178	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    120	   0.0167			-17.872	29.813	-219.152	0.035	0.035	0.093	0.388	221.891	8.826	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    120	   0.0167			24.401	7.653	-214.991	0.035	0.032	0.092	0.415	216.507	6.721	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    120	   0.0167			23.663	34.713	-222.764	0.036	0.036	0.098	0.048	226.691	10.500	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    140	   0.0195			-20.747	37.398	-218.048	0.035	0.036	0.093	0.174	222.202	10.907	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    140	   0.0195			22.740	14.914	-215.285	0.035	0.033	0.092	0.369	216.995	7.082	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    140	   0.0195			20.699	40.512	-219.717	0.035	0.037	0.096	0.640	224.377	11.504	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    160	   0.0222			-22.978	42.731	-217.138	0.035	0.037	0.092	0.112	222.493	12.403	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    160	   0.0222			21.249	19.354	-214.626	0.035	0.033	0.091	0.661	216.542	7.482	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    160	   0.0222			19.822	45.960	-220.666	0.036	0.038	0.096	0.150	226.272	12.580	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    180	   0.0250			-25.543	46.107	-216.996	0.035	0.037	0.092	0.157	223.306	13.462	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    180	   0.0250			19.601	21.829	-214.207	0.034	0.033	0.091	0.143	216.206	7.638	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    180	   0.0250			17.233	47.713	-217.430	0.035	0.038	0.094	0.718	223.270	12.928	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    200	   0.0278			-26.925	47.550	-216.266	0.035	0.038	0.092	0.300	223.062	13.991	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    200	   0.0278			18.133	22.677	-213.616	0.034	0.033	0.090	0.307	215.581	7.571	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    200	   0.0278			16.406	48.654	-218.299	0.035	0.038	0.094	0.806	224.256	13.029	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    220	   0.0306			-28.393	47.862	-216.997	0.035	0.038	0.093	0.306	224.019	14.197	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    220	   0.0306			17.312	22.169	-212.377	0.034	0.033	0.089	0.266	214.231	7.374	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    220	   0.0306			15.429	47.969	-217.155	0.035	0.038	0.093	0.326	222.925	12.856	1	1															2	AD	Passing			
A001C0143_20210709181838_0001.MOV	    240	   0.0334			-30.020	46.969	-218.570	0.036	0.038	0.094	0.010	225.566	14.124	1	1															0	J	Passing			
A001C0143_20210709181838_0001.MOV	    240	   0.0334			16.724	20.769	-212.939	0.034	0.033	0.089	0.361	214.602	6.969	1	1															1	F	Passing			
A001C0143_20210709181838_0001.MOV	    240	   0.0334			15.295	46.100	-217.301	0.035	0.038	0.093	0.713	222.663	12.392	1	1															2	AD	Passing			
