3D Point Measurements

Generated: Wednesday 05 July 2023 13:48:17

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0171_20210709184313_0001.MOV	   1134	   0.1577			78.294	42.535	-416.921	0.082	0.069	0.323	0.764	426.335	11.961	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1134	   0.1577			66.442	0.271	-385.546	0.071	0.056	0.277	0.677	391.229	9.780	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1134	   0.1577			70.486	3.807	-391.500	0.074	0.057	0.286	0.524	397.813	10.211	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1154	   0.1604			76.105	41.096	-416.073	0.081	0.069	0.322	0.775	424.968	11.641	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1154	   0.1604			60.941	-2.754	-380.917	0.068	0.056	0.270	0.782	385.771	9.111	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1154	   0.1604			65.119	1.309	-385.849	0.071	0.056	0.277	0.822	391.308	9.579	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1174	   0.1632			74.201	39.568	-416.472	0.080	0.068	0.322	0.719	424.877	11.314	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1174	   0.1632			54.746	-6.079	-376.651	0.066	0.055	0.264	0.867	380.658	8.347	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1174	   0.1632			59.277	-1.379	-381.308	0.068	0.056	0.270	0.788	385.891	8.846	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1194	   0.1660			71.483	36.889	-417.350	0.079	0.067	0.323	0.770	425.031	10.811	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1194	   0.1660			46.953	-10.368	-373.548	0.063	0.055	0.259	0.896	376.630	7.385	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1194	   0.1660			52.012	-5.844	-376.590	0.065	0.055	0.263	0.714	380.210	7.940	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1214	   0.1688			67.507	32.989	-417.828	0.078	0.066	0.323	0.808	424.530	10.100	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1214	   0.1688			38.181	-14.880	-371.250	0.060	0.055	0.255	0.860	373.505	6.381	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1214	   0.1688			44.127	-11.050	-373.908	0.062	0.055	0.259	0.780	376.665	6.993	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1234	   0.1716			63.102	29.547	-418.055	0.076	0.065	0.323	0.513	423.822	9.372	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1234	   0.1716			28.488	-19.604	-369.575	0.058	0.055	0.252	0.642	371.189	5.472	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1234	   0.1716			34.910	-15.669	-372.147	0.059	0.055	0.256	0.739	374.109	5.963	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1254	   0.1743			59.452	27.888	-418.054	0.074	0.065	0.322	0.347	423.180	8.837	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1254	   0.1743			18.466	-23.605	-369.155	0.056	0.056	0.251	0.587	370.369	4.815	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1254	   0.1743			25.067	-19.521	-370.316	0.057	0.055	0.253	0.623	371.676	5.041	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1274	   0.1771			56.540	26.859	-418.250	0.073	0.065	0.322	0.650	422.908	8.420	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1274	   0.1771			8.926	-28.544	-368.902	0.055	0.057	0.250	0.592	370.112	4.844	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1274	   0.1771			15.276	-23.638	-368.748	0.056	0.056	0.251	0.668	369.821	4.550	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1304	   0.1813			52.575	25.117	-418.709	0.072	0.064	0.323	0.419	422.744	7.831	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1304	   0.1813			-2.819	-38.315	-368.545	0.055	0.059	0.250	0.677	370.542	6.169	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1304	   0.1813			1.702	-31.807	-368.686	0.055	0.057	0.250	0.619	370.060	5.156	1	1															2	AD	Passing			
A001C0171_20210709184313_0001.MOV	   1324	   0.1841			49.462	25.691	-418.873	0.071	0.064	0.323	0.568	422.565	7.481	1	1															0	J	Passing			
A001C0171_20210709184313_0001.MOV	   1324	   0.1841			-9.712	-44.989	-367.613	0.055	0.061	0.248	0.723	370.483	7.350	1	1															1	F	Passing			
A001C0171_20210709184313_0001.MOV	   1324	   0.1841			-6.005	-38.127	-368.855	0.055	0.059	0.250	0.589	370.869	6.190	1	1															2	AD	Passing			
