3D Point Measurements

Generated: Thursday 06 July 2023 11:06:15

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A002C0035_20220421223821_0001.MOV	    250	   0.0695			-52.698	-102.333	-539.984	0.091	0.123	0.524	0.026	552.116	12.228	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    250	   0.0695			76.573	-48.540	-418.125	0.082	0.071	0.325	0.392	427.841	12.352	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    250	   0.0695			149.621	-4.634	-499.356	0.148	0.073	0.471	0.099	521.311	16.695	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    270	   0.0751			-33.147	-89.165	-540.942	0.084	0.114	0.526	0.230	549.243	10.179	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    270	   0.0751			76.166	-48.279	-404.161	0.079	0.068	0.305	0.412	414.099	12.696	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    270	   0.0751			161.994	2.730	-463.116	0.147	0.068	0.418	0.009	490.639	19.279	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    290	   0.0806			-16.695	-67.846	-543.845	0.081	0.101	0.532	0.075	548.315	7.533	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    290	   0.0806			72.786	-44.507	-396.394	0.076	0.066	0.293	0.161	405.471	12.262	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    290	   0.0806			163.952	16.059	-428.896	0.139	0.065	0.370	0.054	459.445	20.991	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    310	   0.0862			-3.161	-50.633	-545.700	0.080	0.092	0.536	0.119	548.053	5.529	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    310	   0.0862			66.663	-47.923	-396.148	0.073	0.067	0.292	0.124	404.567	11.838	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    310	   0.0862			159.022	21.965	-402.958	0.128	0.063	0.334	0.302	433.758	21.693	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    330	   0.0918			6.676	-27.954	-547.383	0.080	0.083	0.540	0.033	548.137	3.218	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    330	   0.0918			59.649	-52.190	-393.839	0.070	0.068	0.288	0.422	401.735	11.523	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    330	   0.0918			146.358	27.103	-385.930	0.114	0.061	0.305	0.216	413.639	21.052	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    350	   0.0973			11.431	-7.474	-544.176	0.080	0.079	0.534	0.132	544.348	1.568	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    350	   0.0973			49.918	-57.317	-393.227	0.067	0.070	0.287	0.613	400.506	11.105	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    350	   0.0973			129.478	27.411	-370.416	0.099	0.059	0.277	0.179	393.350	19.617	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    370	   0.1029			8.538	9.454	-541.362	0.080	0.079	0.528	0.054	541.511	1.195	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    370	   0.1029			34.556	-70.374	-395.383	0.063	0.076	0.288	0.240	403.081	11.412	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    370	   0.1029			104.645	21.436	-365.259	0.084	0.056	0.259	0.083	380.558	16.259	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    390	   0.1084			9.859	33.086	-541.156	0.080	0.085	0.528	0.021	542.256	3.441	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    390	   0.1084			23.723	-78.629	-404.282	0.062	0.081	0.301	0.513	412.540	11.693	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    390	   0.1084			82.912	18.751	-366.331	0.074	0.055	0.254	0.005	376.064	13.018	1	1															2	AD	Passing			
A002C0035_20220421223821_0001.MOV	    410	   0.1140			20.993	56.302	-540.078	0.081	0.096	0.526	0.017	543.410	6.144	1	1															0	J	Passing			
A002C0035_20220421223821_0001.MOV	    410	   0.1140			23.024	-89.546	-410.835	0.063	0.088	0.310	0.259	421.110	12.895	1	1															1	F	Passing			
A002C0035_20220421223821_0001.MOV	    410	   0.1140			70.398	12.773	-370.981	0.070	0.055	0.258	0.206	377.817	10.879	1	1															2	AD	Passing			
