3D Point Measurements

Generated: Tuesday 20 June 2023 15:58:28

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0336_20210921222915_0001.MOV	   2700	   0.3754			-38.340	-29.835	-272.858	0.045	0.043	0.141	0.147	277.149	10.231	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2700	   0.3754			12.186	-36.303	-394.042	0.059	0.062	0.285	0.014	395.899	5.758	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2700	   0.3754			81.277	-44.005	-409.460	0.082	0.068	0.313	0.003	419.762	12.825	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2720	   0.3782			-29.412	-29.391	-277.483	0.044	0.043	0.145	0.070	280.581	8.678	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2720	   0.3782			11.568	-34.801	-393.852	0.059	0.062	0.284	0.032	395.555	5.527	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2720	   0.3782			79.414	-52.801	-408.237	0.081	0.071	0.311	0.012	419.228	13.271	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2740	   0.3809			-20.967	-27.824	-281.428	0.044	0.044	0.149	0.084	283.577	7.233	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2740	   0.3809			10.128	-31.936	-394.478	0.059	0.061	0.285	0.101	395.899	5.063	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2740	   0.3809			76.607	-54.425	-404.852	0.079	0.071	0.306	0.163	415.615	13.195	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2760	   0.3837			-12.840	-25.836	-286.142	0.044	0.044	0.153	0.126	287.593	5.954	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2760	   0.3837			9.354	-27.598	-397.184	0.059	0.061	0.289	0.091	398.252	4.404	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2760	   0.3837			78.266	-46.521	-401.807	0.079	0.067	0.302	0.032	411.993	12.880	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2780	   0.3865			-4.688	-23.058	-291.375	0.044	0.044	0.159	0.037	292.324	4.831	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2780	   0.3865			8.739	-23.169	-401.233	0.060	0.060	0.295	0.006	401.997	3.737	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2780	   0.3865			80.017	-35.850	-402.621	0.080	0.064	0.303	0.044	412.058	12.377	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2800	   0.3893			1.470	-20.197	-297.283	0.045	0.045	0.165	0.240	297.972	4.115	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2800	   0.3893			5.765	-19.275	-406.001	0.060	0.060	0.301	0.320	406.499	3.047	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2800	   0.3893			78.104	-25.758	-390.002	0.077	0.060	0.285	0.549	398.579	11.978	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2820	   0.3921			5.662	-18.289	-301.508	0.046	0.045	0.170	0.136	302.115	3.843	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2820	   0.3921			0.252	-16.991	-409.508	0.061	0.061	0.306	0.122	409.860	2.595	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2820	   0.3921			73.102	-21.081	-409.749	0.078	0.062	0.312	0.031	416.753	10.581	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2840	   0.3948			9.726	-18.783	-304.368	0.046	0.046	0.173	0.006	305.102	4.171	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2840	   0.3948			-5.432	-17.893	-411.142	0.061	0.061	0.308	0.251	411.567	2.814	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2840	   0.3948			67.247	-20.201	-415.273	0.077	0.062	0.319	0.069	421.167	9.662	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2860	   0.3976			14.978	-21.632	-306.048	0.047	0.046	0.175	0.062	307.177	5.095	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2860	   0.3976			-9.597	-22.242	-411.602	0.061	0.062	0.309	0.085	412.314	3.570	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2860	   0.3976			63.183	-23.511	-417.619	0.076	0.063	0.322	0.189	423.025	9.248	1	1															2	AD	Passing			
A001C0336_20210921222915_0001.MOV	   2880	   0.4004			21.777	-24.076	-305.525	0.047	0.047	0.175	0.001	307.245	6.229	1	1															0	J	Passing			
A001C0336_20210921222915_0001.MOV	   2880	   0.4004			-11.402	-25.634	-408.445	0.061	0.062	0.304	0.172	409.407	4.130	1	1															1	F	Passing			
A001C0336_20210921222915_0001.MOV	   2880	   0.4004			61.088	-26.755	-416.797	0.075	0.064	0.321	0.007	422.099	9.180	1	1															2	AD	Passing			
