3D Point Measurements

Generated: Monday 26 June 2023 12:24:58

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0346_20210922220601_0001.MOV	    337	   0.0469			-79.834	88.211	-489.824	0.096	0.106	0.434	0.018	504.065	13.491	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    337	   0.0469			-35.539	102.925	-610.494	0.095	0.143	0.666	0.075	620.129	9.907	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    337	   0.0469			-32.771	99.369	-607.309	0.094	0.139	0.659	0.015	616.257	9.568	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    357	   0.0496			-73.080	77.077	-479.481	0.090	0.096	0.415	0.043	491.104	12.333	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    357	   0.0496			-35.985	100.223	-604.038	0.095	0.139	0.652	0.197	613.353	9.793	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    357	   0.0496			-33.018	96.804	-601.343	0.093	0.136	0.647	0.209	609.979	9.446	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    377	   0.0524			-67.210	67.800	-468.186	0.085	0.089	0.396	0.103	477.820	11.371	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    377	   0.0524			-38.053	99.893	-597.166	0.094	0.138	0.638	0.154	606.658	9.945	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    377	   0.0524			-35.231	97.119	-596.507	0.093	0.135	0.636	0.037	605.387	9.621	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    397	   0.0552			-60.594	59.912	-456.720	0.080	0.083	0.377	0.088	464.601	10.416	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    397	   0.0552			-39.567	100.742	-594.014	0.094	0.138	0.631	0.088	603.794	10.123	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    397	   0.0552			-36.234	97.549	-590.618	0.093	0.134	0.624	0.066	599.716	9.788	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    417	   0.0580			-51.302	49.790	-445.543	0.075	0.076	0.359	0.101	451.242	8.965	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    417	   0.0580			-38.531	97.921	-589.676	0.093	0.134	0.622	0.221	598.991	9.915	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    417	   0.0580			-34.956	94.695	-585.929	0.091	0.131	0.614	0.113	594.561	9.570	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    437	   0.0608			-38.525	38.611	-434.808	0.069	0.070	0.343	0.159	438.215	6.997	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    437	   0.0608			-33.834	93.493	-585.508	0.091	0.130	0.614	0.127	593.890	9.433	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    437	   0.0608			-30.309	90.418	-582.779	0.089	0.127	0.608	0.165	590.530	9.086	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    457	   0.0635			-24.647	25.462	-425.160	0.065	0.065	0.328	0.177	426.635	4.610	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    457	   0.0635			-28.729	86.881	-581.354	0.089	0.124	0.605	0.105	588.512	8.738	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    457	   0.0635			-25.123	83.734	-577.781	0.087	0.121	0.598	0.032	584.358	8.395	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    477	   0.0663			-14.115	14.430	-412.149	0.062	0.061	0.309	0.189	412.643	2.652	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    477	   0.0663			-29.026	82.505	-574.478	0.088	0.119	0.591	0.155	581.097	8.451	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    477	   0.0663			-25.197	79.473	-571.353	0.086	0.116	0.585	0.012	577.404	8.094	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    497	   0.0691			-5.399	2.456	-400.908	0.060	0.058	0.294	0.138	400.952	0.783	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    497	   0.0691			-32.745	75.661	-566.522	0.088	0.113	0.575	0.075	572.489	8.080	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    497	   0.0691			-28.896	72.820	-565.539	0.086	0.111	0.573	0.127	570.940	7.684	1	1															2	AD	Passing			
A001C0346_20210922220601_0001.MOV	    517	   0.0719			5.303	-8.667	-389.033	0.058	0.057	0.277	0.267	389.165	1.686	1	1															0	J	Passing			
A001C0346_20210922220601_0001.MOV	    517	   0.0719			-34.446	69.330	-559.167	0.087	0.107	0.560	0.012	564.500	7.687	1	1															1	F	Passing			
A001C0346_20210922220601_0001.MOV	    517	   0.0719			-30.535	66.590	-558.955	0.086	0.105	0.560	0.077	563.735	7.269	1	1															2	AD	Passing			
