3D Point Measurements

Generated: Thursday 06 July 2023 12:47:19

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A002C0075_20220422224136_0001.MOV	   2458	   0.6835			-118.007	12.988	-419.078	0.101	0.062	0.325	0.083	435.569	15.794	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2458	   0.6835			-37.033	-50.464	-652.885	0.102	0.109	0.760	0.003	655.878	5.654	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2458	   0.6835			116.892	-22.999	-404.454	0.100	0.062	0.314	0.306	421.634	16.456	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2478	   0.6890			-108.682	4.793	-400.575	0.092	0.058	0.297	0.046	415.085	15.186	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2478	   0.6890			-73.172	-61.448	-664.421	0.125	0.117	0.786	0.025	671.256	8.326	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2478	   0.6890			114.351	-11.738	-443.311	0.108	0.065	0.370	0.149	457.973	14.561	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2498	   0.6946			-82.731	4.326	-384.686	0.076	0.056	0.272	0.147	393.505	12.144	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2498	   0.6946			-88.361	-61.711	-668.326	0.137	0.118	0.795	0.071	676.961	9.288	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2498	   0.6946			121.617	0.507	-471.040	0.119	0.069	0.415	0.099	486.487	14.478	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2518	   0.7001			-52.668	4.085	-368.132	0.063	0.054	0.248	0.119	371.903	8.152	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2518	   0.7001			-99.372	-60.843	-667.992	0.146	0.118	0.794	0.034	678.078	10.010	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2518	   0.7001			127.926	5.744	-493.876	0.129	0.072	0.455	0.066	510.208	14.528	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2538	   0.7057			-17.437	6.839	-350.466	0.053	0.051	0.226	0.155	350.966	2.986	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2538	   0.7057			-103.192	-53.638	-663.141	0.148	0.112	0.783	0.112	673.262	10.050	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2538	   0.7057			140.702	7.170	-516.932	0.146	0.076	0.499	0.058	535.787	15.236	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2558	   0.7113			27.522	9.949	-327.852	0.051	0.049	0.200	0.057	329.155	5.031	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2558	   0.7113			-92.733	-42.426	-654.845	0.137	0.104	0.763	0.117	662.737	8.944	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2558	   0.7113			163.782	3.689	-528.228	0.168	0.077	0.527	0.006	553.049	17.227	1	1															2	AD	Passing			
A002C0075_20220422224136_0001.MOV	   2578	   0.7168			63.076	8.186	-303.600	0.055	0.045	0.178	0.154	310.191	11.806	1	1															0	J	Passing			
A002C0075_20220422224136_0001.MOV	   2578	   0.7168			-93.670	-34.960	-636.819	0.134	0.098	0.723	0.079	644.620	9.001	1	1															1	F	Passing			
A002C0075_20220422224136_0001.MOV	   2578	   0.7168			175.134	-7.270	-539.308	0.182	0.079	0.552	0.066	567.078	18.015	1	1															2	AD	Passing			
