3D Point Measurements

Generated: Thursday 06 July 2023 13:03:13

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A002C0075_20220422224136_0002.MOV	    179	   0.0498			-58.476	86.440	-441.980	0.077	0.094	0.355	0.266	454.134	13.105	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    179	   0.0498			-22.781	70.258	-652.728	0.097	0.126	0.760	0.359	656.893	6.248	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    179	   0.0498			-18.577	55.977	-630.910	0.093	0.112	0.711	0.214	633.661	5.134	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    199	   0.0553			-45.083	52.875	-424.659	0.070	0.074	0.327	0.201	430.306	9.128	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    199	   0.0553			-32.688	73.595	-682.558	0.105	0.134	0.829	0.424	687.292	6.530	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    199	   0.0553			-25.496	61.273	-658.567	0.099	0.120	0.773	0.006	661.902	5.553	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    219	   0.0609			-19.417	19.752	-416.165	0.063	0.062	0.315	0.081	417.086	3.655	1	1															0	F	Passing			
A002C0075_20220422224136_0002.MOV	    219	   0.0609			-32.787	73.201	-712.158	0.110	0.139	0.901	0.323	716.660	6.227	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    219	   0.0609			-22.527	62.875	-689.320	0.103	0.127	0.846	0.048	692.548	5.329	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    239	   0.0665			1.427	-11.907	-409.460	0.061	0.060	0.306	0.097	409.635	1.895	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    239	   0.0665			-41.299	64.489	-732.864	0.117	0.136	0.953	0.050	736.854	5.783	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    239	   0.0665			-27.641	54.929	-713.629	0.108	0.125	0.905	0.030	716.274	4.731	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    259	   0.0720			22.774	-34.792	-390.440	0.060	0.061	0.280	0.025	392.648	6.263	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    259	   0.0720			-49.667	65.080	-744.562	0.123	0.139	0.983	0.188	749.050	6.102	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    259	   0.0720			-33.220	53.553	-724.708	0.112	0.126	0.933	0.144	727.443	4.786	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    279	   0.0776			32.300	-41.169	-360.591	0.057	0.059	0.241	0.076	364.368	8.430	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    279	   0.0776			-75.421	88.444	-734.939	0.140	0.158	0.958	0.025	744.074	8.822	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    279	   0.0776			-57.458	75.261	-720.096	0.124	0.143	0.920	0.035	726.295	7.319	1	1															2	AD	Passing			
A002C0075_20220422224136_0002.MOV	    299	   0.0831			41.587	-48.261	-319.397	0.053	0.054	0.192	0.577	325.689	11.447	1	1															0	J	Passing			
A002C0075_20220422224136_0002.MOV	    299	   0.0831			-105.878	108.387	-718.082	0.163	0.174	0.917	0.081	733.894	11.760	1	1															1	F	Passing			
A002C0075_20220422224136_0002.MOV	    299	   0.0831			-86.924	92.212	-703.008	0.143	0.154	0.878	0.229	714.338	10.061	1	1															2	AD	Passing			
