3D Point Measurements

Generated: Thursday 15 June 2023 12:11:06

Filename	Frame	Time (mins)	Period	Period time (mins)	X (mm)	Y (mm)	Z (mm)	sX (mm)	sY (mm)	sZ (mm)	RMS (mm)	Range (mm)	Direction (deg)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
A001C0294_20210920202610_0001.MOV	    739	   0.1027			18.674	-1.801	-649.865	0.097	0.094	0.756	0.354	650.136	1.689	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    739	   0.1027			-2.119	35.824	-405.993	0.060	0.065	0.301	0.519	407.576	4.833	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    739	   0.1027			24.167	24.001	-415.910	0.064	0.063	0.317	0.429	417.303	4.530	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    759	   0.1055			20.941	-1.870	-655.203	0.098	0.094	0.769	0.302	655.541	1.870	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    759	   0.1055			-1.210	36.620	-410.829	0.061	0.066	0.308	0.524	412.459	4.878	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    759	   0.1055			25.519	25.136	-417.454	0.064	0.064	0.319	0.511	418.988	4.754	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    779	   0.1083			24.907	-9.307	-660.570	0.100	0.096	0.781	0.399	661.105	2.390	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    779	   0.1083			-0.178	33.674	-416.600	0.062	0.066	0.316	0.531	417.959	4.403	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    779	   0.1083			27.733	21.763	-419.052	0.065	0.063	0.321	0.458	420.532	4.677	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    799	   0.1111			25.557	-7.890	-667.730	0.101	0.096	0.798	0.374	668.266	2.368	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    799	   0.1111			-0.821	36.158	-421.811	0.062	0.068	0.324	0.579	423.359	4.682	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    799	   0.1111			27.320	23.923	-422.182	0.065	0.064	0.326	0.536	423.741	4.775	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    819	   0.1139			26.338	-10.518	-671.255	0.102	0.097	0.806	0.606	671.854	2.509	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    819	   0.1139			-1.433	36.015	-425.763	0.063	0.068	0.330	0.507	427.286	4.621	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    819	   0.1139			26.607	23.442	-424.417	0.066	0.065	0.329	0.485	425.896	4.635	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    839	   0.1166			29.859	-19.139	-673.418	0.104	0.099	0.812	0.329	674.352	3.138	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    839	   0.1166			0.257	32.450	-430.171	0.064	0.068	0.337	0.552	431.393	4.096	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    839	   0.1166			28.176	19.434	-426.718	0.066	0.064	0.333	0.433	428.089	4.466	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    859	   0.1194			33.827	-22.014	-677.109	0.106	0.100	0.821	0.296	678.311	3.535	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    859	   0.1194			2.402	31.743	-433.406	0.064	0.068	0.342	0.630	434.573	3.983	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    859	   0.1194			29.018	18.574	-428.871	0.067	0.064	0.336	0.479	430.253	4.479	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    879	   0.1222			34.645	-19.543	-678.088	0.106	0.100	0.823	0.359	679.253	3.470	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    879	   0.1222			1.428	33.818	-434.430	0.064	0.069	0.343	0.584	435.747	4.237	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    879	   0.1222			28.385	20.274	-429.000	0.067	0.065	0.336	0.505	430.416	4.525	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    899	   0.1250			35.839	-20.730	-674.309	0.106	0.100	0.814	0.383	675.579	3.628	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    899	   0.1250			1.807	32.369	-433.005	0.064	0.068	0.341	0.525	434.216	4.064	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    899	   0.1250			27.382	18.990	-427.255	0.066	0.064	0.334	0.482	428.553	4.339	1	1															2	AD	Passing			
A001C0294_20210920202610_0001.MOV	    919	   0.1278			40.822	-23.247	-672.231	0.108	0.100	0.810	0.402	673.870	4.110	1	1															0	J	Passing			
A001C0294_20210920202610_0001.MOV	    919	   0.1278			3.529	31.715	-433.187	0.064	0.068	0.342	0.531	434.360	3.996	1	1															1	F	Passing			
A001C0294_20210920202610_0001.MOV	    919	   0.1278			28.557	17.195	-424.275	0.066	0.063	0.329	0.534	425.583	4.384	1	1															2	AD	Passing			
